Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
18000	27.685548	1	0.282143	0.212839	0.188007	0.317012	0.282143	0.212839	0.188007	0.317012	0.282143	0.212839	0.188007	0.317012	0.282143	0.212839	0.188007	0.317012	
19000	27.685548	1	0.301455	0.206865	0.191181	0.300499	0.301455	0.206865	0.191181	0.300499	0.301455	0.206865	0.191181	0.300499	0.301455	0.206865	0.191181	0.300499	
20000	27.685548	2	0.285796	0.214954	0.184614	0.314636	0.285796	0.214954	0.184614	0.314636	0.285796	0.214954	0.184614	0.314636	0.346623	0.104597	0.191450	0.357330	
21000	27.685548	1	0.275222	0.222996	0.200709	0.301073	0.275222	0.222996	0.200709	0.301073	0.275222	0.222996	0.200709	0.301073	0.275222	0.222996	0.200709	0.301073	
22000	27.685548	1	0.272291	0.209249	0.187904	0.330557	0.272291	0.209249	0.187904	0.330557	0.272291	0.209249	0.187904	0.330557	0.272291	0.209249	0.187904	0.330557	
23000	27.685548	1	0.298212	0.184556	0.203001	0.314231	0.298212	0.184556	0.203001	0.314231	0.298212	0.184556	0.203001	0.314231	0.298212	0.184556	0.203001	0.314231	
24000	27.685548	1	0.294481	0.204423	0.186558	0.314539	0.294481	0.204423	0.186558	0.314539	0.294481	0.204423	0.186558	0.314539	0.294481	0.204423	0.186558	0.314539	
25000	27.685548	1	0.280303	0.209418	0.170396	0.339883	0.280303	0.209418	0.170396	0.339883	0.280303	0.209418	0.170396	0.339883	0.280303	0.209418	0.170396	0.339883	
26000	27.685548	1	0.281759	0.197050	0.197946	0.323245	0.281759	0.197050	0.197946	0.323245	0.281759	0.197050	0.197946	0.323245	0.281759	0.197050	0.197946	0.323245	
27000	27.685548	1	0.299356	0.201445	0.184251	0.314947	0.299356	0.201445	0.184251	0.314947	0.299356	0.201445	0.184251	0.314947	0.299356	0.201445	0.184251	0.314947	
28000	27.685548	1	0.294390	0.204441	0.184592	0.316577	0.294390	0.204441	0.184592	0.316577	0.294390	0.204441	0.184592	0.316577	0.294390	0.204441	0.184592	0.316577	
29000	27.685548	1	0.305711	0.187273	0.191600	0.315416	0.305711	0.187273	0.191600	0.315416	0.305711	0.187273	0.191600	0.315416	0.305711	0.187273	0.191600	0.315416	
30000	27.685548	1	0.339621	0.198294	0.156847	0.305238	0.339621	0.198294	0.156847	0.305238	0.339621	0.198294	0.156847	0.305238	0.339621	0.198294	0.156847	0.305238	
31000	27.685548	1	0.272044	0.201977	0.200671	0.325308	0.272044	0.201977	0.200671	0.325308	0.272044	0.201977	0.200671	0.325308	0.272044	0.201977	0.200671	0.325308	
32000	27.685548	1	0.261422	0.181305	0.202201	0.355072	0.261422	0.181305	0.202201	0.355072	0.261422	0.181305	0.202201	0.355072	0.261422	0.181305	0.202201	0.355072	
33000	27.685548	1	0.260009	0.238379	0.224575	0.277037	0.260009	0.238379	0.224575	0.277037	0.260009	0.238379	0.224575	0.277037	0.260009	0.238379	0.224575	0.277037	
34000	27.685548	2	0.239618	0.211192	0.264568	0.284622	0.368247	0.161650	0.176867	0.293236	0.368247	0.161650	0.176867	0.293236	0.368247	0.161650	0.176867	0.293236	
35000	27.685548	1	0.267661	0.195200	0.192270	0.344870	0.267661	0.195200	0.192270	0.344870	0.267661	0.195200	0.192270	0.344870	0.267661	0.195200	0.192270	0.344870	
36000	27.685548	2	0.217134	0.216785	0.234044	0.332037	0.288747	0.198970	0.185685	0.326598	0.288747	0.198970	0.185685	0.326598	0.288747	0.198970	0.185685	0.326598	
37000	27.685548	2	0.273392	0.199708	0.205732	0.321169	0.273392	0.199708	0.205732	0.321169	0.376009	0.150742	0.114349	0.358901	0.376009	0.150742	0.114349	0.358901	
38000	27.685548	1	0.260033	0.200595	0.206478	0.332894	0.260033	0.200595	0.206478	0.332894	0.260033	0.200595	0.206478	0.332894	0.260033	0.200595	0.206478	0.332894	
39000	27.685548	1	0.295380	0.207757	0.179835	0.317027	0.295380	0.207757	0.179835	0.317027	0.295380	0.207757	0.179835	0.317027	0.295380	0.207757	0.179835	0.317027	
40000	27.685548	2	0.275714	0.233286	0.195408	0.295593	0.275714	0.233286	0.195408	0.295593	0.383938	0.123905	0.151392	0.340765	0.383938	0.123905	0.151392	0.340765	
41000	27.685548	2	0.295293	0.211397	0.188257	0.305053	0.295293	0.211397	0.188257	0.305053	0.295293	0.211397	0.188257	0.305053	0.360812	0.166769	0.186480	0.285939	
42000	27.685548	1	0.279659	0.218619	0.193506	0.308216	0.279659	0.218619	0.193506	0.308216	0.279659	0.218619	0.193506	0.308216	0.279659	0.218619	0.193506	0.308216	
43000	27.685548	1	0.300302	0.217885	0.180503	0.301311	0.300302	0.217885	0.180503	0.301311	0.300302	0.217885	0.180503	0.301311	0.300302	0.217885	0.180503	0.301311	
44000	27.685548	1	0.304140	0.204689	0.189213	0.301958	0.304140	0.204689	0.189213	0.301958	0.304140	0.204689	0.189213	0.301958	0.304140	0.204689	0.189213	0.301958	
45000	27.685548	1	0.290225	0.212905	0.199309	0.297561	0.290225	0.212905	0.199309	0.297561	0.290225	0.212905	0.199309	0.297561	0.290225	0.212905	0.199309	0.297561	
46000	27.685548	2	0.225643	0.188203	0.326182	0.259972	0.310292	0.215191	0.134894	0.339623	0.310292	0.215191	0.134894	0.339623	0.310292	0.215191	0.134894	0.339623	
47000	27.685548	1	0.304621	0.202643	0.187931	0.304805	0.304621	0.202643	0.187931	0.304805	0.304621	0.202643	0.187931	0.304805	0.304621	0.202643	0.187931	0.304805	
48000	27.685548	1	0.287430	0.202713	0.186107	0.323751	0.287430	0.202713	0.186107	0.323751	0.287430	0.202713	0.186107	0.323751	0.287430	0.202713	0.186107	0.323751	
49000	27.685548	2	0.283345	0.260054	0.249811	0.206790	0.292968	0.197160	0.207049	0.302823	0.292968	0.197160	0.207049	0.302823	0.292968	0.197160	0.207049	0.302823	
50000	27.685548	1	0.283802	0.218236	0.177942	0.320020	0.283802	0.218236	0.177942	0.320020	0.283802	0.218236	0.177942	0.320020	0.283802	0.218236	0.177942	0.320020	
51000	27.685548	1	0.274765	0.196348	0.186833	0.342054	0.274765	0.196348	0.186833	0.342054	0.274765	0.196348	0.186833	0.342054	0.274765	0.196348	0.186833	0.342054	
52000	27.685548	2	0.276996	0.208823	0.202700	0.311481	0.276996	0.208823	0.202700	0.311481	0.276996	0.208823	0.202700	0.311481	0.375497	0.112674	0.106893	0.404936	
53000	27.685548	1	0.286644	0.217602	0.201572	0.294183	0.286644	0.217602	0.201572	0.294183	0.286644	0.217602	0.201572	0.294183	0.286644	0.217602	0.201572	0.294183	
54000	27.685548	1	0.297286	0.201708	0.181538	0.319468	0.297286	0.201708	0.181538	0.319468	0.297286	0.201708	0.181538	0.319468	0.297286	0.201708	0.181538	0.319468	
55000	27.685548	1	0.277771	0.203683	0.198977	0.319569	0.277771	0.203683	0.198977	0.319569	0.277771	0.203683	0.198977	0.319569	0.277771	0.203683	0.198977	0.319569	
56000	27.685548	2	0.313296	0.195255	0.182408	0.309041	0.313296	0.195255	0.182408	0.309041	0.313296	0.195255	0.182408	0.309041	0.349366	0.153675	0.122852	0.374108	
57000	27.685548	1	0.276209	0.190884	0.197702	0.335205	0.276209	0.190884	0.197702	0.335205	0.276209	0.190884	0.197702	0.335205	0.276209	0.190884	0.197702	0.335205	
58000	27.685548	1	0.291836	0.221764	0.196393	0.290008	0.291836	0.221764	0.196393	0.290008	0.291836	0.221764	0.196393	0.290008	0.291836	0.221764	0.196393	0.290008	
59000	27.685548	1	0.269259	0.217590	0.198413	0.314739	0.269259	0.217590	0.198413	0.314739	0.269259	0.217590	0.198413	0.314739	0.269259	0.217590	0.198413	0.314739	
60000	27.685548	1	0.265142	0.205984	0.188205	0.340669	0.265142	0.205984	0.188205	0.340669	0.265142	0.205984	0.188205	0.340669	0.265142	0.205984	0.188205	0.340669	
61000	27.685548	1	0.312539	0.200453	0.192665	0.294344	0.312539	0.200453	0.192665	0.294344	0.312539	0.200453	0.192665	0.294344	0.312539	0.200453	0.192665	0.294344	
62000	27.685548	1	0.287694	0.212461	0.193447	0.306398	0.287694	0.212461	0.193447	0.306398	0.287694	0.212461	0.193447	0.306398	0.287694	0.212461	0.193447	0.306398	
63000	27.685548	2	0.241604	0.227167	0.227103	0.304126	0.309847	0.159012	0.178974	0.352166	0.309847	0.159012	0.178974	0.352166	0.309847	0.159012	0.178974	0.352166	
64000	27.685548	1	0.279621	0.210176	0.194082	0.316121	0.279621	0.210176	0.194082	0.316121	0.279621	0.210176	0.194082	0.316121	0.279621	0.210176	0.194082	0.316121	
65000	27.685548	1	0.288558	0.208851	0.206219	0.296372	0.288558	0.208851	0.206219	0.296372	0.288558	0.208851	0.206219	0.296372	0.288558	0.208851	0.206219	0.296372	
66000	27.685548	1	0.287260	0.214817	0.200376	0.297547	0.287260	0.214817	0.200376	0.297547	0.287260	0.214817	0.200376	0.297547	0.287260	0.214817	0.200376	0.297547	
67000	27.685548	2	0.300640	0.198130	0.202261	0.298969	0.300640	0.198130	0.202261	0.298969	0.300640	0.198130	0.202261	0.298969	0.261385	0.211841	0.128251	0.398524	
68000	27.685548	1	0.286111	0.185544	0.186600	0.341746	0.286111	0.185544	0.186600	0.341746	0.286111	0.185544	0.186600	0.341746	0.286111	0.185544	0.186600	0.341746	
69000	27.685548	1	0.298191	0.196457	0.183534	0.321818	0.298191	0.196457	0.183534	0.321818	0.298191	0.196457	0.183534	0.321818	0.298191	0.196457	0.183534	0.321818	
70000	27.685548	1	0.296776	0.210464	0.190194	0.302566	0.296776	0.210464	0.190194	0.302566	0.296776	0.210464	0.190194	0.302566	0.296776	0.210464	0.190194	0.302566	
71000	27.685548	1	0.291389	0.179401	0.202734	0.326477	0.291389	0.179401	0.202734	0.326477	0.291389	0.179401	0.202734	0.326477	0.291389	0.179401	0.202734	0.326477	
72000	27.685548	1	0.264489	0.220582	0.209774	0.305155	0.264489	0.220582	0.209774	0.305155	0.264489	0.220582	0.209774	0.305155	0.264489	0.220582	0.209774	0.305155	
73000	27.685548	1	0.326767	0.168417	0.172392	0.332424	0.326767	0.168417	0.172392	0.332424	0.326767	0.168417	0.172392	0.332424	0.326767	0.168417	0.172392	0.332424	
74000	27.685548	1	0.295912	0.224109	0.188096	0.291884	0.295912	0.224109	0.188096	0.291884	0.295912	0.224109	0.188096	0.291884	0.295912	0.224109	0.188096	0.291884	
75000	27.685548	1	0.295476	0.212560	0.196298	0.295667	0.295476	0.212560	0.196298	0.295667	0.295476	0.212560	0.196298	0.295667	0.295476	0.212560	0.196298	0.295667	
76000	27.685548	1	0.294485	0.202578	0.199802	0.303136	0.294485	0.202578	0.199802	0.303136	0.294485	0.202578	0.199802	0.303136	0.294485	0.202578	0.199802	0.303136	
77000	27.685548	1	0.276959	0.200504	0.189707	0.332830	0.276959	0.200504	0.189707	0.332830	0.276959	0.200504	0.189707	0.332830	0.276959	0.200504	0.189707	0.332830	
78000	27.685548	1	0.282890	0.197154	0.205223	0.314733	0.282890	0.197154	0.205223	0.314733	0.282890	0.197154	0.205223	0.314733	0.282890	0.197154	0.205223	0.314733	
79000	27.685548	1	0.272896	0.209055	0.178331	0.339718	0.272896	0.209055	0.178331	0.339718	0.272896	0.209055	0.178331	0.339718	0.272896	0.209055	0.178331	0.339718	
80000	27.685548	1	0.298143	0.196806	0.185090	0.319962	0.298143	0.196806	0.185090	0.319962	0.298143	0.196806	0.185090	0.319962	0.298143	0.196806	0.185090	0.319962	
81000	27.685548	1	0.282883	0.204539	0.199418	0.313160	0.282883	0.204539	0.199418	0.313160	0.282883	0.204539	0.199418	0.313160	0.282883	0.204539	0.199418	0.313160	
82000	27.685548	2	0.287456	0.223337	0.177783	0.311424	0.320042	0.216557	0.149738	0.313663	0.287456	0.223337	0.177783	0.311424	0.287456	0.223337	0.177783	0.311424	
83000	27.685548	1	0.317785	0.187897	0.191700	0.302617	0.317785	0.187897	0.191700	0.302617	0.317785	0.187897	0.191700	0.302617	0.317785	0.187897	0.191700	0.302617	
84000	27.685548	1	0.283720	0.218000	0.198379	0.299901	0.283720	0.218000	0.198379	0.299901	0.283720	0.218000	0.198379	0.299901	0.283720	0.218000	0.198379	0.299901	
85000	27.685548	1	0.322633	0.198308	0.156265	0.322795	0.322633	0.198308	0.156265	0.322795	0.322633	0.198308	0.156265	0.322795	0.322633	0.198308	0.156265	0.322795	
86000	27.685548	2	0.299907	0.239354	0.176346	0.284393	0.299907	0.239354	0.176346	0.284393	0.299907	0.239354	0.176346	0.284393	0.286722	0.109773	0.238749	0.364756	
87000	27.685548	1	0.280227	0.209443	0.199602	0.310728	0.280227	0.209443	0.199602	0.310728	0.280227	0.209443	0.199602	0.310728	0.280227	0.209443	0.199602	0.310728	
88000	27.685548	1	0.324054	0.214532	0.154771	0.306643	0.324054	0.214532	0.154771	0.306643	0.324054	0.214532	0.154771	0.306643	0.324054	0.214532	0.154771	0.306643	
89000	27.685548	1	0.289579	0.207740	0.183421	0.319260	0.289579	0.207740	0.183421	0.319260	0.289579	0.207740	0.183421	0.319260	0.289579	0.207740	0.183421	0.319260	
90000	27.685548	1	0.278692	0.217202	0.184999	0.319107	0.278692	0.217202	0.184999	0.319107	0.278692	0.217202	0.184999	0.319107	0.278692	0.217202	0.184999	0.319107	
91000	27.685548	1	0.287899	0.198259	0.200077	0.313766	0.287899	0.198259	0.200077	0.313766	0.287899	0.198259	0.200077	0.313766	0.287899	0.198259	0.200077	0.313766	
92000	27.685548	1	0.294074	0.193699	0.197285	0.314942	0.294074	0.193699	0.197285	0.314942	0.294074	0.193699	0.197285	0.314942	0.294074	0.193699	0.197285	0.314942	
93000	27.685548	1	0.274691	0.229789	0.193699	0.301822	0.274691	0.229789	0.193699	0.301822	0.274691	0.229789	0.193699	0.301822	0.274691	0.229789	0.193699	0.301822	
94000	27.685548	1	0.293483	0.194798	0.166326	0.345394	0.293483	0.194798	0.166326	0.345394	0.293483	0.194798	0.166326	0.345394	0.293483	0.194798	0.166326	0.345394	
95000	27.685548	1	0.307410	0.195581	0.192132	0.304877	0.307410	0.195581	0.192132	0.304877	0.307410	0.195581	0.192132	0.304877	0.307410	0.195581	0.192132	0.304877	
96000	27.685548	1	0.304850	0.183028	0.188905	0.323217	0.304850	0.183028	0.188905	0.323217	0.304850	0.183028	0.188905	0.323217	0.304850	0.183028	0.188905	0.323217	
97000	27.685548	1	0.318516	0.191815	0.172530	0.317139	0.318516	0.191815	0.172530	0.317139	0.318516	0.191815	0.172530	0.317139	0.318516	0.191815	0.172530	0.317139	
98000	27.685548	2	0.277430	0.191835	0.210929	0.319806	0.277430	0.191835	0.210929	0.319806	0.365330	0.158472	0.120209	0.355989	0.365330	0.158472	0.120209	0.355989	
99000	27.685548	1	0.288400	0.211881	0.176846	0.322872	0.288400	0.211881	0.176846	0.322872	0.288400	0.211881	0.176846	0.322872	0.288400	0.211881	0.176846	0.322872	
100000	27.685548	1	0.275411	0.187656	0.203422	0.333510	0.275411	0.187656	0.203422	0.333510	0.275411	0.187656	0.203422	0.333510	0.275411	0.187656	0.203422	0.333510	
101000	27.685548	1	0.285420	0.206292	0.182319	0.325970	0.285420	0.206292	0.182319	0.325970	0.285420	0.206292	0.182319	0.325970	0.285420	0.206292	0.182319	0.325970	
102000	27.685548	1	0.301393	0.203116	0.196748	0.298744	0.301393	0.203116	0.196748	0.298744	0.301393	0.203116	0.196748	0.298744	0.301393	0.203116	0.196748	0.298744	
103000	27.685548	1	0.305240	0.206684	0.190580	0.297496	0.305240	0.206684	0.190580	0.297496	0.305240	0.206684	0.190580	0.297496	0.305240	0.206684	0.190580	0.297496	
104000	27.685548	1	0.310714	0.175583	0.182401	0.331303	0.310714	0.175583	0.182401	0.331303	0.310714	0.175583	0.182401	0.331303	0.310714	0.175583	0.182401	0.331303	
105000	27.685548	1	0.258852	0.233938	0.149448	0.357762	0.258852	0.233938	0.149448	0.357762	0.258852	0.233938	0.149448	0.357762	0.258852	0.233938	0.149448	0.357762	
106000	27.685548	1	0.275426	0.230778	0.194053	0.299742	0.275426	0.230778	0.194053	0.299742	0.275426	0.230778	0.194053	0.299742	0.275426	0.230778	0.194053	0.299742	
107000	27.685548	2	0.206011	0.201159	0.271848	0.320982	0.290040	0.181986	0.184722	0.343252	0.290040	0.181986	0.184722	0.343252	0.290040	0.181986	0.184722	0.343252	
108000	27.685548	1	0.303965	0.209474	0.176182	0.310379	0.303965	0.209474	0.176182	0.310379	0.303965	0.209474	0.176182	0.310379	0.303965	0.209474	0.176182	0.310379	
109000	27.685548	1	0.267669	0.214254	0.191001	0.327077	0.267669	0.214254	0.191001	0.327077	0.267669	0.214254	0.191001	0.327077	0.267669	0.214254	0.191001	0.327077	
110000	27.685548	1	0.286634	0.210409	0.185966	0.316992	0.286634	0.210409	0.185966	0.316992	0.286634	0.210409	0.185966	0.316992	0.286634	0.210409	0.185966	0.316992	
111000	27.685548	1	0.299781	0.196261	0.192133	0.311825	0.299781	0.196261	0.192133	0.311825	0.299781	0.196261	0.192133	0.311825	0.299781	0.196261	0.192133	0.311825	
112000	27.685548	1	0.288657	0.208577	0.191636	0.311129	0.288657	0.208577	0.191636	0.311129	0.288657	0.208577	0.191636	0.311129	0.288657	0.208577	0.191636	0.311129	
113000	27.685548	1	0.271517	0.210408	0.190746	0.327330	0.271517	0.210408	0.190746	0.327330	0.271517	0.210408	0.190746	0.327330	0.271517	0.210408	0.190746	0.327330	
114000	27.685548	1	0.283957	0.238048	0.159244	0.318751	0.283957	0.238048	0.159244	0.318751	0.283957	0.238048	0.159244	0.318751	0.283957	0.238048	0.159244	0.318751	
115000	27.685548	1	0.282055	0.220685	0.187974	0.309285	0.282055	0.220685	0.187974	0.309285	0.282055	0.220685	0.187974	0.309285	0.282055	0.220685	0.187974	0.309285	
116000	27.685548	1	0.314505	0.181518	0.186197	0.317779	0.314505	0.181518	0.186197	0.317779	0.314505	0.181518	0.186197	0.317779	0.314505	0.181518	0.186197	0.317779	
117000	27.685548	2	0.285642	0.206662	0.192337	0.315359	0.285642	0.206662	0.192337	0.315359	0.335943	0.195877	0.112433	0.355747	0.285642	0.206662	0.192337	0.315359	
118000	27.685548	1	0.291595	0.202950	0.193398	0.312058	0.291595	0.202950	0.193398	0.312058	0.291595	0.202950	0.193398	0.312058	0.291595	0.202950	0.193398	0.312058	
119000	27.685548	1	0.296342	0.210614	0.187258	0.305786	0.296342	0.210614	0.187258	0.305786	0.296342	0.210614	0.187258	0.305786	0.296342	0.210614	0.187258	0.305786	
120000	27.685548	1	0.295639	0.199769	0.179280	0.325311	0.295639	0.199769	0.179280	0.325311	0.295639	0.199769	0.179280	0.325311	0.295639	0.199769	0.179280	0.325311	
121000	27.685548	1	0.324658	0.195319	0.157598	0.322425	0.324658	0.195319	0.157598	0.322425	0.324658	0.195319	0.157598	0.322425	0.324658	0.195319	0.157598	0.322425	
122000	27.685548	1	0.292044	0.213210	0.180967	0.313778	0.292044	0.213210	0.180967	0.313778	0.292044	0.213210	0.180967	0.313778	0.292044	0.213210	0.180967	0.313778	
123000	27.685548	1	0.320819	0.180267	0.189077	0.309838	0.320819	0.180267	0.189077	0.309838	0.320819	0.180267	0.189077	0.309838	0.320819	0.180267	0.189077	0.309838	
124000	27.685548	2	0.283576	0.218246	0.224397	0.273781	0.283576	0.218246	0.224397	0.273781	0.343225	0.161571	0.146277	0.348927	0.343225	0.161571	0.146277	0.348927	
125000	27.685548	1	0.324820	0.204828	0.168794	0.301558	0.324820	0.204828	0.168794	0.301558	0.324820	0.204828	0.168794	0.301558	0.324820	0.204828	0.168794	0.301558	
126000	27.685548	2	0.242738	0.224113	0.334891	0.198259	0.294899	0.205135	0.169284	0.330682	0.294899	0.205135	0.169284	0.330682	0.294899	0.205135	0.169284	0.330682	
127000	27.685548	1	0.296954	0.214269	0.179096	0.309681	0.296954	0.214269	0.179096	0.309681	0.296954	0.214269	0.179096	0.309681	0.296954	0.214269	0.179096	0.309681	
128000	27.685548	1	0.295198	0.205238	0.188352	0.311211	0.295198	0.205238	0.188352	0.311211	0.295198	0.205238	0.188352	0.311211	0.295198	0.205238	0.188352	0.311211	
129000	27.685548	1	0.293242	0.204330	0.193211	0.309217	0.293242	0.204330	0.193211	0.309217	0.293242	0.204330	0.193211	0.309217	0.293242	0.204330	0.193211	0.309217	
130000	27.685548	1	0.281103	0.202823	0.205637	0.310437	0.281103	0.202823	0.205637	0.310437	0.281103	0.202823	0.205637	0.310437	0.281103	0.202823	0.205637	0.310437	
131000	27.685548	1	0.278440	0.210563	0.196121	0.314877	0.278440	0.210563	0.196121	0.314877	0.278440	0.210563	0.196121	0.314877	0.278440	0.210563	0.196121	0.314877	
132000	27.685548	1	0.304076	0.200597	0.192064	0.303263	0.304076	0.200597	0.192064	0.303263	0.304076	0.200597	0.192064	0.303263	0.304076	0.200597	0.192064	0.303263	
133000	27.685548	1	0.290872	0.220834	0.171324	0.316971	0.290872	0.220834	0.171324	0.316971	0.290872	0.220834	0.171324	0.316971	0.290872	0.220834	0.171324	0.316971	
134000	27.685548	1	0.269291	0.212006	0.184930	0.333774	0.269291	0.212006	0.184930	0.333774	0.269291	0.212006	0.184930	0.333774	0.269291	0.212006	0.184930	0.333774	
135000	27.685548	1	0.296658	0.197179	0.187979	0.318184	0.296658	0.197179	0.187979	0.318184	0.296658	0.197179	0.187979	0.318184	0.296658	0.197179	0.187979	0.318184	
136000	27.685548	1	0.268829	0.206449	0.190002	0.334720	0.268829	0.206449	0.190002	0.334720	0.268829	0.206449	0.190002	0.334720	0.268829	0.206449	0.190002	0.334720	
137000	27.685548	1	0.270696	0.188351	0.168672	0.372282	0.270696	0.188351	0.168672	0.372282	0.270696	0.188351	0.168672	0.372282	0.270696	0.188351	0.168672	0.372282	
138000	27.685548	1	0.257668	0.201182	0.184176	0.356973	0.257668	0.201182	0.184176	0.356973	0.257668	0.201182	0.184176	0.356973	0.257668	0.201182	0.184176	0.356973	
139000	27.685548	1	0.305796	0.185573	0.188526	0.320105	0.305796	0.185573	0.188526	0.320105	0.305796	0.185573	0.188526	0.320105	0.305796	0.185573	0.188526	0.320105	
140000	27.685548	1	0.278582	0.208376	0.204131	0.308911	0.278582	0.208376	0.204131	0.308911	0.278582	0.208376	0.204131	0.308911	0.278582	0.208376	0.204131	0.308911	
141000	27.685548	1	0.294897	0.192457	0.198244	0.314402	0.294897	0.192457	0.198244	0.314402	0.294897	0.192457	0.198244	0.314402	0.294897	0.192457	0.198244	0.314402	
142000	27.685548	2	0.243534	0.222389	0.314917	0.219159	0.281227	0.206946	0.196922	0.314904	0.281227	0.206946	0.196922	0.314904	0.281227	0.206946	0.196922	0.314904	
143000	27.685548	1	0.279327	0.206358	0.191810	0.322505	0.279327	0.206358	0.191810	0.322505	0.279327	0.206358	0.191810	0.322505	0.279327	0.206358	0.191810	0.322505	
144000	27.685548	3	0.246858	0.209763	0.335462	0.207917	0.289966	0.199453	0.165754	0.344827	0.289966	0.199453	0.165754	0.344827	0.339290	0.124800	0.119974	0.415936	
145000	27.685548	1	0.303609	0.163156	0.174989	0.358247	0.303609	0.163156	0.174989	0.358247	0.303609	0.163156	0.174989	0.358247	0.303609	0.163156	0.174989	0.358247	
146000	27.685548	1	0.283860	0.199807	0.194508	0.321824	0.283860	0.199807	0.194508	0.321824	0.283860	0.199807	0.194508	0.321824	0.283860	0.199807	0.194508	0.321824	
147000	27.685548	1	0.304164	0.218318	0.183101	0.294417	0.304164	0.218318	0.183101	0.294417	0.304164	0.218318	0.183101	0.294417	0.304164	0.218318	0.183101	0.294417	
148000	27.685548	1	0.250484	0.234526	0.159124	0.355866	0.250484	0.234526	0.159124	0.355866	0.250484	0.234526	0.159124	0.355866	0.250484	0.234526	0.159124	0.355866	
149000	27.685548	1	0.265144	0.207277	0.199159	0.328420	0.265144	0.207277	0.199159	0.328420	0.265144	0.207277	0.199159	0.328420	0.265144	0.207277	0.199159	0.328420	
150000	27.685548	1	0.273197	0.203775	0.184914	0.338114	0.273197	0.203775	0.184914	0.338114	0.273197	0.203775	0.184914	0.338114	0.273197	0.203775	0.184914	0.338114	
