Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
21000	0.118577	1	0.128949	0.211654	0.041459	0.206336	0.297132	0.114469	0.128949	0.211654	0.041459	0.206336	0.297132	0.114469	0.128949	0.211654	0.041459	0.206336	0.297132	0.114469	0.128949	0.211654	0.041459	0.206336	0.297132	0.114469	
22000	0.118577	1	0.130896	0.214564	0.036512	0.198618	0.261101	0.158309	0.130896	0.214564	0.036512	0.198618	0.261101	0.158309	0.130896	0.214564	0.036512	0.198618	0.261101	0.158309	0.130896	0.214564	0.036512	0.198618	0.261101	0.158309	
23000	0.118577	1	0.122288	0.253413	0.031730	0.182998	0.258433	0.151139	0.122288	0.253413	0.031730	0.182998	0.258433	0.151139	0.122288	0.253413	0.031730	0.182998	0.258433	0.151139	0.122288	0.253413	0.031730	0.182998	0.258433	0.151139	
24000	0.118577	1	0.119923	0.241772	0.031206	0.176357	0.271789	0.158952	0.119923	0.241772	0.031206	0.176357	0.271789	0.158952	0.119923	0.241772	0.031206	0.176357	0.271789	0.158952	0.119923	0.241772	0.031206	0.176357	0.271789	0.158952	
25000	0.118577	2	0.124487	0.258618	0.038357	0.182919	0.261565	0.134053	0.124487	0.258618	0.038357	0.182919	0.261565	0.134053	0.124487	0.258618	0.038357	0.182919	0.261565	0.134053	0.151732	0.339093	0.007667	0.070420	0.262665	0.168423	
26000	0.118577	1	0.118301	0.238723	0.035354	0.184430	0.293019	0.130173	0.118301	0.238723	0.035354	0.184430	0.293019	0.130173	0.118301	0.238723	0.035354	0.184430	0.293019	0.130173	0.118301	0.238723	0.035354	0.184430	0.293019	0.130173	
27000	0.118577	1	0.139892	0.226843	0.039268	0.182204	0.281987	0.129805	0.139892	0.226843	0.039268	0.182204	0.281987	0.129805	0.139892	0.226843	0.039268	0.182204	0.281987	0.129805	0.139892	0.226843	0.039268	0.182204	0.281987	0.129805	
28000	0.118577	1	0.093997	0.275042	0.027269	0.184307	0.255103	0.164283	0.093997	0.275042	0.027269	0.184307	0.255103	0.164283	0.093997	0.275042	0.027269	0.184307	0.255103	0.164283	0.093997	0.275042	0.027269	0.184307	0.255103	0.164283	
29000	0.118577	1	0.109134	0.262407	0.028516	0.189846	0.278163	0.131935	0.109134	0.262407	0.028516	0.189846	0.278163	0.131935	0.109134	0.262407	0.028516	0.189846	0.278163	0.131935	0.109134	0.262407	0.028516	0.189846	0.278163	0.131935	
30000	0.118577	1	0.102903	0.231544	0.047971	0.186963	0.277457	0.153162	0.102903	0.231544	0.047971	0.186963	0.277457	0.153162	0.102903	0.231544	0.047971	0.186963	0.277457	0.153162	0.102903	0.231544	0.047971	0.186963	0.277457	0.153162	
31000	0.118577	1	0.124620	0.265086	0.029437	0.202361	0.230212	0.148284	0.124620	0.265086	0.029437	0.202361	0.230212	0.148284	0.124620	0.265086	0.029437	0.202361	0.230212	0.148284	0.124620	0.265086	0.029437	0.202361	0.230212	0.148284	
32000	0.118577	1	0.129154	0.241206	0.033688	0.190564	0.283317	0.122072	0.129154	0.241206	0.033688	0.190564	0.283317	0.122072	0.129154	0.241206	0.033688	0.190564	0.283317	0.122072	0.129154	0.241206	0.033688	0.190564	0.283317	0.122072	
33000	0.118577	1	0.101299	0.272841	0.041944	0.172802	0.271567	0.139546	0.101299	0.272841	0.041944	0.172802	0.271567	0.139546	0.101299	0.272841	0.041944	0.172802	0.271567	0.139546	0.101299	0.272841	0.041944	0.172802	0.271567	0.139546	
34000	0.118577	1	0.231023	0.217603	0.027141	0.161994	0.242187	0.120052	0.231023	0.217603	0.027141	0.161994	0.242187	0.120052	0.231023	0.217603	0.027141	0.161994	0.242187	0.120052	0.231023	0.217603	0.027141	0.161994	0.242187	0.120052	
35000	0.118577	1	0.129499	0.259680	0.038275	0.186266	0.242060	0.144221	0.129499	0.259680	0.038275	0.186266	0.242060	0.144221	0.129499	0.259680	0.038275	0.186266	0.242060	0.144221	0.129499	0.259680	0.038275	0.186266	0.242060	0.144221	
36000	0.118577	1	0.101908	0.240362	0.032051	0.195180	0.278801	0.151698	0.101908	0.240362	0.032051	0.195180	0.278801	0.151698	0.101908	0.240362	0.032051	0.195180	0.278801	0.151698	0.101908	0.240362	0.032051	0.195180	0.278801	0.151698	
37000	0.118577	1	0.130661	0.210782	0.036680	0.205574	0.296809	0.119494	0.130661	0.210782	0.036680	0.205574	0.296809	0.119494	0.130661	0.210782	0.036680	0.205574	0.296809	0.119494	0.130661	0.210782	0.036680	0.205574	0.296809	0.119494	
38000	0.118577	1	0.118453	0.213120	0.037800	0.214431	0.288611	0.127585	0.118453	0.213120	0.037800	0.214431	0.288611	0.127585	0.118453	0.213120	0.037800	0.214431	0.288611	0.127585	0.118453	0.213120	0.037800	0.214431	0.288611	0.127585	
39000	0.118577	1	0.126951	0.208447	0.035786	0.183498	0.294431	0.150887	0.126951	0.208447	0.035786	0.183498	0.294431	0.150887	0.126951	0.208447	0.035786	0.183498	0.294431	0.150887	0.126951	0.208447	0.035786	0.183498	0.294431	0.150887	
40000	0.118577	1	0.096157	0.242252	0.038845	0.217661	0.256113	0.148973	0.096157	0.242252	0.038845	0.217661	0.256113	0.148973	0.096157	0.242252	0.038845	0.217661	0.256113	0.148973	0.096157	0.242252	0.038845	0.217661	0.256113	0.148973	
41000	0.118577	1	0.130143	0.232030	0.032965	0.184757	0.288996	0.131109	0.130143	0.232030	0.032965	0.184757	0.288996	0.131109	0.130143	0.232030	0.032965	0.184757	0.288996	0.131109	0.130143	0.232030	0.032965	0.184757	0.288996	0.131109	
42000	0.118577	1	0.121313	0.211259	0.033601	0.198092	0.267500	0.168234	0.121313	0.211259	0.033601	0.198092	0.267500	0.168234	0.121313	0.211259	0.033601	0.198092	0.267500	0.168234	0.121313	0.211259	0.033601	0.198092	0.267500	0.168234	
43000	0.118577	1	0.144738	0.227798	0.032882	0.192738	0.273282	0.128562	0.144738	0.227798	0.032882	0.192738	0.273282	0.128562	0.144738	0.227798	0.032882	0.192738	0.273282	0.128562	0.144738	0.227798	0.032882	0.192738	0.273282	0.128562	
44000	0.118577	1	0.113508	0.246414	0.045805	0.145040	0.278955	0.170278	0.113508	0.246414	0.045805	0.145040	0.278955	0.170278	0.113508	0.246414	0.045805	0.145040	0.278955	0.170278	0.113508	0.246414	0.045805	0.145040	0.278955	0.170278	
45000	0.118577	1	0.121142	0.247678	0.034996	0.227941	0.238049	0.130194	0.121142	0.247678	0.034996	0.227941	0.238049	0.130194	0.121142	0.247678	0.034996	0.227941	0.238049	0.130194	0.121142	0.247678	0.034996	0.227941	0.238049	0.130194	
46000	0.118577	1	0.120255	0.229774	0.046827	0.172705	0.268752	0.161687	0.120255	0.229774	0.046827	0.172705	0.268752	0.161687	0.120255	0.229774	0.046827	0.172705	0.268752	0.161687	0.120255	0.229774	0.046827	0.172705	0.268752	0.161687	
47000	0.118577	2	0.091768	0.237144	0.040654	0.190828	0.282701	0.156905	0.091768	0.237144	0.040654	0.190828	0.282701	0.156905	0.182524	0.330857	0.018876	0.137228	0.235860	0.094654	0.182524	0.330857	0.018876	0.137228	0.235860	0.094654	
48000	0.118577	2	0.132292	0.232025	0.035243	0.202770	0.258403	0.139267	0.132292	0.232025	0.035243	0.202770	0.258403	0.139267	0.132292	0.232025	0.035243	0.202770	0.258403	0.139267	0.319752	0.286294	0.050363	0.037090	0.189432	0.117069	
49000	0.118577	1	0.169510	0.237914	0.030904	0.186428	0.247212	0.128032	0.169510	0.237914	0.030904	0.186428	0.247212	0.128032	0.169510	0.237914	0.030904	0.186428	0.247212	0.128032	0.169510	0.237914	0.030904	0.186428	0.247212	0.128032	
50000	0.118577	1	0.122485	0.250448	0.037876	0.182842	0.270967	0.135382	0.122485	0.250448	0.037876	0.182842	0.270967	0.135382	0.122485	0.250448	0.037876	0.182842	0.270967	0.135382	0.122485	0.250448	0.037876	0.182842	0.270967	0.135382	
51000	0.118577	1	0.122236	0.228861	0.038996	0.207528	0.264649	0.137730	0.122236	0.228861	0.038996	0.207528	0.264649	0.137730	0.122236	0.228861	0.038996	0.207528	0.264649	0.137730	0.122236	0.228861	0.038996	0.207528	0.264649	0.137730	
52000	0.118577	1	0.119584	0.236557	0.035458	0.215248	0.242518	0.150635	0.119584	0.236557	0.035458	0.215248	0.242518	0.150635	0.119584	0.236557	0.035458	0.215248	0.242518	0.150635	0.119584	0.236557	0.035458	0.215248	0.242518	0.150635	
53000	0.118577	1	0.134501	0.220259	0.036347	0.193118	0.274032	0.141744	0.134501	0.220259	0.036347	0.193118	0.274032	0.141744	0.134501	0.220259	0.036347	0.193118	0.274032	0.141744	0.134501	0.220259	0.036347	0.193118	0.274032	0.141744	
54000	0.118577	1	0.130163	0.246435	0.032622	0.191867	0.245894	0.153019	0.130163	0.246435	0.032622	0.191867	0.245894	0.153019	0.130163	0.246435	0.032622	0.191867	0.245894	0.153019	0.130163	0.246435	0.032622	0.191867	0.245894	0.153019	
55000	0.118577	1	0.117816	0.246796	0.040261	0.181212	0.285920	0.127994	0.117816	0.246796	0.040261	0.181212	0.285920	0.127994	0.117816	0.246796	0.040261	0.181212	0.285920	0.127994	0.117816	0.246796	0.040261	0.181212	0.285920	0.127994	
56000	0.118577	1	0.120860	0.208892	0.030240	0.175299	0.307393	0.157316	0.120860	0.208892	0.030240	0.175299	0.307393	0.157316	0.120860	0.208892	0.030240	0.175299	0.307393	0.157316	0.120860	0.208892	0.030240	0.175299	0.307393	0.157316	
57000	0.118577	1	0.100950	0.275788	0.035789	0.203003	0.228890	0.155579	0.100950	0.275788	0.035789	0.203003	0.228890	0.155579	0.100950	0.275788	0.035789	0.203003	0.228890	0.155579	0.100950	0.275788	0.035789	0.203003	0.228890	0.155579	
58000	0.118577	1	0.140819	0.215250	0.036647	0.189355	0.273084	0.144844	0.140819	0.215250	0.036647	0.189355	0.273084	0.144844	0.140819	0.215250	0.036647	0.189355	0.273084	0.144844	0.140819	0.215250	0.036647	0.189355	0.273084	0.144844	
59000	0.118577	2	0.110639	0.229190	0.028331	0.235169	0.272655	0.124015	0.246322	0.192233	0.050418	0.082177	0.276412	0.152437	0.110639	0.229190	0.028331	0.235169	0.272655	0.124015	0.246322	0.192233	0.050418	0.082177	0.276412	0.152437	
60000	0.118577	1	0.110832	0.206867	0.033640	0.203555	0.301215	0.143891	0.110832	0.206867	0.033640	0.203555	0.301215	0.143891	0.110832	0.206867	0.033640	0.203555	0.301215	0.143891	0.110832	0.206867	0.033640	0.203555	0.301215	0.143891	
61000	0.118577	1	0.128369	0.248611	0.030081	0.177645	0.274587	0.140707	0.128369	0.248611	0.030081	0.177645	0.274587	0.140707	0.128369	0.248611	0.030081	0.177645	0.274587	0.140707	0.128369	0.248611	0.030081	0.177645	0.274587	0.140707	
62000	0.118577	1	0.131644	0.208575	0.044710	0.190564	0.303662	0.120844	0.131644	0.208575	0.044710	0.190564	0.303662	0.120844	0.131644	0.208575	0.044710	0.190564	0.303662	0.120844	0.131644	0.208575	0.044710	0.190564	0.303662	0.120844	
63000	0.118577	1	0.126297	0.218929	0.037308	0.208178	0.264608	0.144680	0.126297	0.218929	0.037308	0.208178	0.264608	0.144680	0.126297	0.218929	0.037308	0.208178	0.264608	0.144680	0.126297	0.218929	0.037308	0.208178	0.264608	0.144680	
64000	0.118577	1	0.162097	0.245242	0.028322	0.150752	0.277050	0.136536	0.162097	0.245242	0.028322	0.150752	0.277050	0.136536	0.162097	0.245242	0.028322	0.150752	0.277050	0.136536	0.162097	0.245242	0.028322	0.150752	0.277050	0.136536	
65000	0.118577	1	0.129107	0.236250	0.028806	0.194377	0.268630	0.142831	0.129107	0.236250	0.028806	0.194377	0.268630	0.142831	0.129107	0.236250	0.028806	0.194377	0.268630	0.142831	0.129107	0.236250	0.028806	0.194377	0.268630	0.142831	
66000	0.118577	1	0.117020	0.238219	0.035929	0.201680	0.269318	0.137833	0.117020	0.238219	0.035929	0.201680	0.269318	0.137833	0.117020	0.238219	0.035929	0.201680	0.269318	0.137833	0.117020	0.238219	0.035929	0.201680	0.269318	0.137833	
67000	0.118577	1	0.129115	0.243564	0.037601	0.202101	0.254328	0.133291	0.129115	0.243564	0.037601	0.202101	0.254328	0.133291	0.129115	0.243564	0.037601	0.202101	0.254328	0.133291	0.129115	0.243564	0.037601	0.202101	0.254328	0.133291	
68000	0.118577	1	0.120511	0.233582	0.043591	0.201096	0.258676	0.142545	0.120511	0.233582	0.043591	0.201096	0.258676	0.142545	0.120511	0.233582	0.043591	0.201096	0.258676	0.142545	0.120511	0.233582	0.043591	0.201096	0.258676	0.142545	
69000	0.118577	2	0.111259	0.238080	0.041339	0.175269	0.282406	0.151647	0.111259	0.238080	0.041339	0.175269	0.282406	0.151647	0.111259	0.238080	0.041339	0.175269	0.282406	0.151647	0.181503	0.288303	0.023176	0.152909	0.207468	0.146642	
70000	0.118577	1	0.113333	0.226207	0.031873	0.190883	0.282208	0.155496	0.113333	0.226207	0.031873	0.190883	0.282208	0.155496	0.113333	0.226207	0.031873	0.190883	0.282208	0.155496	0.113333	0.226207	0.031873	0.190883	0.282208	0.155496	
71000	0.118577	1	0.135909	0.244197	0.022815	0.194150	0.260896	0.142034	0.135909	0.244197	0.022815	0.194150	0.260896	0.142034	0.135909	0.244197	0.022815	0.194150	0.260896	0.142034	0.135909	0.244197	0.022815	0.194150	0.260896	0.142034	
72000	0.118577	1	0.116817	0.264126	0.029206	0.205732	0.247480	0.136639	0.116817	0.264126	0.029206	0.205732	0.247480	0.136639	0.116817	0.264126	0.029206	0.205732	0.247480	0.136639	0.116817	0.264126	0.029206	0.205732	0.247480	0.136639	
73000	0.118577	1	0.121235	0.237372	0.030863	0.190154	0.257445	0.162930	0.121235	0.237372	0.030863	0.190154	0.257445	0.162930	0.121235	0.237372	0.030863	0.190154	0.257445	0.162930	0.121235	0.237372	0.030863	0.190154	0.257445	0.162930	
74000	0.118577	1	0.131171	0.349153	0.032288	0.121935	0.197208	0.168245	0.131171	0.349153	0.032288	0.121935	0.197208	0.168245	0.131171	0.349153	0.032288	0.121935	0.197208	0.168245	0.131171	0.349153	0.032288	0.121935	0.197208	0.168245	
75000	0.118577	2	0.123057	0.220432	0.038242	0.191620	0.277547	0.149102	0.123057	0.220432	0.038242	0.191620	0.277547	0.149102	0.123057	0.220432	0.038242	0.191620	0.277547	0.149102	0.163071	0.267657	0.014716	0.103054	0.371425	0.080077	
76000	0.118577	1	0.124892	0.225311	0.027783	0.200894	0.275559	0.145561	0.124892	0.225311	0.027783	0.200894	0.275559	0.145561	0.124892	0.225311	0.027783	0.200894	0.275559	0.145561	0.124892	0.225311	0.027783	0.200894	0.275559	0.145561	
77000	0.118577	1	0.120705	0.237295	0.033520	0.196503	0.251396	0.160581	0.120705	0.237295	0.033520	0.196503	0.251396	0.160581	0.120705	0.237295	0.033520	0.196503	0.251396	0.160581	0.120705	0.237295	0.033520	0.196503	0.251396	0.160581	
78000	0.118577	1	0.126992	0.233594	0.030049	0.180174	0.287165	0.142027	0.126992	0.233594	0.030049	0.180174	0.287165	0.142027	0.126992	0.233594	0.030049	0.180174	0.287165	0.142027	0.126992	0.233594	0.030049	0.180174	0.287165	0.142027	
79000	0.118577	1	0.119023	0.254258	0.035753	0.177431	0.264895	0.148640	0.119023	0.254258	0.035753	0.177431	0.264895	0.148640	0.119023	0.254258	0.035753	0.177431	0.264895	0.148640	0.119023	0.254258	0.035753	0.177431	0.264895	0.148640	
80000	0.118577	1	0.114873	0.229902	0.034314	0.203143	0.282976	0.134792	0.114873	0.229902	0.034314	0.203143	0.282976	0.134792	0.114873	0.229902	0.034314	0.203143	0.282976	0.134792	0.114873	0.229902	0.034314	0.203143	0.282976	0.134792	
81000	0.118577	2	0.134758	0.245225	0.030422	0.218818	0.242769	0.128009	0.134758	0.245225	0.030422	0.218818	0.242769	0.128009	0.134758	0.245225	0.030422	0.218818	0.242769	0.128009	0.174899	0.284748	0.059953	0.100078	0.224009	0.156313	
82000	0.118577	1	0.126854	0.253623	0.035174	0.188574	0.247296	0.148479	0.126854	0.253623	0.035174	0.188574	0.247296	0.148479	0.126854	0.253623	0.035174	0.188574	0.247296	0.148479	0.126854	0.253623	0.035174	0.188574	0.247296	0.148479	
83000	0.118577	1	0.103639	0.235056	0.035366	0.158856	0.273071	0.194013	0.103639	0.235056	0.035366	0.158856	0.273071	0.194013	0.103639	0.235056	0.035366	0.158856	0.273071	0.194013	0.103639	0.235056	0.035366	0.158856	0.273071	0.194013	
84000	0.118577	1	0.097032	0.265921	0.036645	0.193104	0.265714	0.141584	0.097032	0.265921	0.036645	0.193104	0.265714	0.141584	0.097032	0.265921	0.036645	0.193104	0.265714	0.141584	0.097032	0.265921	0.036645	0.193104	0.265714	0.141584	
85000	0.118577	1	0.116273	0.196838	0.025429	0.261367	0.244263	0.155830	0.116273	0.196838	0.025429	0.261367	0.244263	0.155830	0.116273	0.196838	0.025429	0.261367	0.244263	0.155830	0.116273	0.196838	0.025429	0.261367	0.244263	0.155830	
86000	0.118577	1	0.126289	0.226999	0.029255	0.180743	0.293872	0.142841	0.126289	0.226999	0.029255	0.180743	0.293872	0.142841	0.126289	0.226999	0.029255	0.180743	0.293872	0.142841	0.126289	0.226999	0.029255	0.180743	0.293872	0.142841	
87000	0.118577	1	0.128582	0.243249	0.038792	0.166534	0.291188	0.131655	0.128582	0.243249	0.038792	0.166534	0.291188	0.131655	0.128582	0.243249	0.038792	0.166534	0.291188	0.131655	0.128582	0.243249	0.038792	0.166534	0.291188	0.131655	
88000	0.118577	1	0.106696	0.218910	0.041554	0.186931	0.311982	0.133928	0.106696	0.218910	0.041554	0.186931	0.311982	0.133928	0.106696	0.218910	0.041554	0.186931	0.311982	0.133928	0.106696	0.218910	0.041554	0.186931	0.311982	0.133928	
89000	0.118577	1	0.105201	0.203282	0.032737	0.213709	0.283654	0.161418	0.105201	0.203282	0.032737	0.213709	0.283654	0.161418	0.105201	0.203282	0.032737	0.213709	0.283654	0.161418	0.105201	0.203282	0.032737	0.213709	0.283654	0.161418	
90000	0.118577	1	0.120251	0.239571	0.037311	0.206350	0.250228	0.146288	0.120251	0.239571	0.037311	0.206350	0.250228	0.146288	0.120251	0.239571	0.037311	0.206350	0.250228	0.146288	0.120251	0.239571	0.037311	0.206350	0.250228	0.146288	
91000	0.118577	1	0.124879	0.229628	0.033367	0.191796	0.267599	0.152731	0.124879	0.229628	0.033367	0.191796	0.267599	0.152731	0.124879	0.229628	0.033367	0.191796	0.267599	0.152731	0.124879	0.229628	0.033367	0.191796	0.267599	0.152731	
92000	0.118577	1	0.117273	0.242613	0.033308	0.193424	0.270227	0.143155	0.117273	0.242613	0.033308	0.193424	0.270227	0.143155	0.117273	0.242613	0.033308	0.193424	0.270227	0.143155	0.117273	0.242613	0.033308	0.193424	0.270227	0.143155	
93000	0.118577	1	0.121329	0.230408	0.031293	0.190465	0.278622	0.147883	0.121329	0.230408	0.031293	0.190465	0.278622	0.147883	0.121329	0.230408	0.031293	0.190465	0.278622	0.147883	0.121329	0.230408	0.031293	0.190465	0.278622	0.147883	
94000	0.118577	1	0.123310	0.253124	0.027437	0.186627	0.272436	0.137067	0.123310	0.253124	0.027437	0.186627	0.272436	0.137067	0.123310	0.253124	0.027437	0.186627	0.272436	0.137067	0.123310	0.253124	0.027437	0.186627	0.272436	0.137067	
95000	0.118577	1	0.111169	0.222881	0.032049	0.196311	0.288924	0.148666	0.111169	0.222881	0.032049	0.196311	0.288924	0.148666	0.111169	0.222881	0.032049	0.196311	0.288924	0.148666	0.111169	0.222881	0.032049	0.196311	0.288924	0.148666	
96000	0.118577	1	0.121679	0.246098	0.034163	0.175884	0.276092	0.146084	0.121679	0.246098	0.034163	0.175884	0.276092	0.146084	0.121679	0.246098	0.034163	0.175884	0.276092	0.146084	0.121679	0.246098	0.034163	0.175884	0.276092	0.146084	
97000	0.118577	1	0.096790	0.250956	0.033867	0.166588	0.282274	0.169526	0.096790	0.250956	0.033867	0.166588	0.282274	0.169526	0.096790	0.250956	0.033867	0.166588	0.282274	0.169526	0.096790	0.250956	0.033867	0.166588	0.282274	0.169526	
98000	0.118577	1	0.137822	0.251637	0.034102	0.183675	0.272756	0.120008	0.137822	0.251637	0.034102	0.183675	0.272756	0.120008	0.137822	0.251637	0.034102	0.183675	0.272756	0.120008	0.137822	0.251637	0.034102	0.183675	0.272756	0.120008	
99000	0.118577	1	0.125738	0.225312	0.030675	0.195899	0.285138	0.137237	0.125738	0.225312	0.030675	0.195899	0.285138	0.137237	0.125738	0.225312	0.030675	0.195899	0.285138	0.137237	0.125738	0.225312	0.030675	0.195899	0.285138	0.137237	
100000	0.118577	1	0.129341	0.228307	0.028913	0.202399	0.279954	0.131086	0.129341	0.228307	0.028913	0.202399	0.279954	0.131086	0.129341	0.228307	0.028913	0.202399	0.279954	0.131086	0.129341	0.228307	0.028913	0.202399	0.279954	0.131086	
101000	0.118577	1	0.125393	0.231212	0.041632	0.189858	0.265434	0.146472	0.125393	0.231212	0.041632	0.189858	0.265434	0.146472	0.125393	0.231212	0.041632	0.189858	0.265434	0.146472	0.125393	0.231212	0.041632	0.189858	0.265434	0.146472	
102000	0.118577	1	0.109680	0.255254	0.033883	0.205623	0.246128	0.149432	0.109680	0.255254	0.033883	0.205623	0.246128	0.149432	0.109680	0.255254	0.033883	0.205623	0.246128	0.149432	0.109680	0.255254	0.033883	0.205623	0.246128	0.149432	
103000	0.118577	1	0.118550	0.229170	0.034545	0.211682	0.261797	0.144256	0.118550	0.229170	0.034545	0.211682	0.261797	0.144256	0.118550	0.229170	0.034545	0.211682	0.261797	0.144256	0.118550	0.229170	0.034545	0.211682	0.261797	0.144256	
