Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
63000	0.118577	1	0.285217	0.204325	0.201024	0.309435	0.285217	0.204325	0.201024	0.309435	0.285217	0.204325	0.201024	0.309435	0.285217	0.204325	0.201024	0.309435	
64000	0.118577	1	0.295600	0.196940	0.177082	0.330378	0.295600	0.196940	0.177082	0.330378	0.295600	0.196940	0.177082	0.330378	0.295600	0.196940	0.177082	0.330378	
65000	0.118577	1	0.298791	0.195913	0.186585	0.318711	0.298791	0.195913	0.186585	0.318711	0.298791	0.195913	0.186585	0.318711	0.298791	0.195913	0.186585	0.318711	
66000	0.118577	2	0.290462	0.216451	0.193802	0.299285	0.290462	0.216451	0.193802	0.299285	0.288858	0.227440	0.136680	0.347022	0.288858	0.227440	0.136680	0.347022	
67000	0.118577	1	0.290607	0.202246	0.195165	0.311982	0.290607	0.202246	0.195165	0.311982	0.290607	0.202246	0.195165	0.311982	0.290607	0.202246	0.195165	0.311982	
68000	0.118577	1	0.276375	0.209361	0.199396	0.314869	0.276375	0.209361	0.199396	0.314869	0.276375	0.209361	0.199396	0.314869	0.276375	0.209361	0.199396	0.314869	
69000	0.118577	1	0.290198	0.211543	0.190671	0.307588	0.290198	0.211543	0.190671	0.307588	0.290198	0.211543	0.190671	0.307588	0.290198	0.211543	0.190671	0.307588	
70000	0.118577	1	0.298424	0.199838	0.179983	0.321755	0.298424	0.199838	0.179983	0.321755	0.298424	0.199838	0.179983	0.321755	0.298424	0.199838	0.179983	0.321755	
71000	0.118577	1	0.303758	0.198518	0.192017	0.305707	0.303758	0.198518	0.192017	0.305707	0.303758	0.198518	0.192017	0.305707	0.303758	0.198518	0.192017	0.305707	
72000	0.118577	1	0.284825	0.212377	0.182750	0.320049	0.284825	0.212377	0.182750	0.320049	0.284825	0.212377	0.182750	0.320049	0.284825	0.212377	0.182750	0.320049	
73000	0.118577	1	0.290299	0.195761	0.193621	0.320319	0.290299	0.195761	0.193621	0.320319	0.290299	0.195761	0.193621	0.320319	0.290299	0.195761	0.193621	0.320319	
74000	0.118577	1	0.287997	0.212086	0.195496	0.304420	0.287997	0.212086	0.195496	0.304420	0.287997	0.212086	0.195496	0.304420	0.287997	0.212086	0.195496	0.304420	
75000	0.118577	2	0.296939	0.208228	0.187324	0.307509	0.296939	0.208228	0.187324	0.307509	0.315094	0.194973	0.134686	0.355246	0.315094	0.194973	0.134686	0.355246	
76000	0.118577	1	0.298596	0.200914	0.188164	0.312326	0.298596	0.200914	0.188164	0.312326	0.298596	0.200914	0.188164	0.312326	0.298596	0.200914	0.188164	0.312326	
77000	0.118577	1	0.310121	0.196913	0.180816	0.312150	0.310121	0.196913	0.180816	0.312150	0.310121	0.196913	0.180816	0.312150	0.310121	0.196913	0.180816	0.312150	
78000	0.118577	2	0.241006	0.215759	0.220284	0.322951	0.241006	0.215759	0.220284	0.322951	0.326304	0.174051	0.185471	0.314174	0.326304	0.174051	0.185471	0.314174	
79000	0.118577	1	0.296427	0.213810	0.188850	0.300913	0.296427	0.213810	0.188850	0.300913	0.296427	0.213810	0.188850	0.300913	0.296427	0.213810	0.188850	0.300913	
80000	0.118577	1	0.295301	0.189242	0.189976	0.325481	0.295301	0.189242	0.189976	0.325481	0.295301	0.189242	0.189976	0.325481	0.295301	0.189242	0.189976	0.325481	
81000	0.118577	1	0.290960	0.211835	0.173683	0.323521	0.290960	0.211835	0.173683	0.323521	0.290960	0.211835	0.173683	0.323521	0.290960	0.211835	0.173683	0.323521	
82000	0.118577	1	0.275648	0.219276	0.191518	0.313558	0.275648	0.219276	0.191518	0.313558	0.275648	0.219276	0.191518	0.313558	0.275648	0.219276	0.191518	0.313558	
83000	0.118577	1	0.301732	0.210629	0.174191	0.313448	0.301732	0.210629	0.174191	0.313448	0.301732	0.210629	0.174191	0.313448	0.301732	0.210629	0.174191	0.313448	
84000	0.118577	1	0.305591	0.204141	0.172939	0.317329	0.305591	0.204141	0.172939	0.317329	0.305591	0.204141	0.172939	0.317329	0.305591	0.204141	0.172939	0.317329	
85000	0.118577	1	0.296222	0.158077	0.186637	0.359064	0.296222	0.158077	0.186637	0.359064	0.296222	0.158077	0.186637	0.359064	0.296222	0.158077	0.186637	0.359064	
86000	0.118577	1	0.306185	0.201467	0.173895	0.318454	0.306185	0.201467	0.173895	0.318454	0.306185	0.201467	0.173895	0.318454	0.306185	0.201467	0.173895	0.318454	
87000	0.118577	1	0.274356	0.215092	0.197227	0.313325	0.274356	0.215092	0.197227	0.313325	0.274356	0.215092	0.197227	0.313325	0.274356	0.215092	0.197227	0.313325	
88000	0.118577	1	0.299918	0.177790	0.160260	0.362031	0.299918	0.177790	0.160260	0.362031	0.299918	0.177790	0.160260	0.362031	0.299918	0.177790	0.160260	0.362031	
89000	0.118577	1	0.295527	0.197512	0.189926	0.317036	0.295527	0.197512	0.189926	0.317036	0.295527	0.197512	0.189926	0.317036	0.295527	0.197512	0.189926	0.317036	
90000	0.118577	1	0.300098	0.203761	0.189207	0.306934	0.300098	0.203761	0.189207	0.306934	0.300098	0.203761	0.189207	0.306934	0.300098	0.203761	0.189207	0.306934	
91000	0.118577	1	0.300098	0.203761	0.189207	0.306934	0.300098	0.203761	0.189207	0.306934	0.300098	0.203761	0.189207	0.306934	0.300098	0.203761	0.189207	0.306934	
92000	0.118577	1	0.293979	0.212395	0.186240	0.307386	0.293979	0.212395	0.186240	0.307386	0.293979	0.212395	0.186240	0.307386	0.293979	0.212395	0.186240	0.307386	
93000	0.118577	1	0.279774	0.213273	0.186069	0.320884	0.279774	0.213273	0.186069	0.320884	0.279774	0.213273	0.186069	0.320884	0.279774	0.213273	0.186069	0.320884	
94000	0.118577	1	0.290391	0.218274	0.192172	0.299163	0.290391	0.218274	0.192172	0.299163	0.290391	0.218274	0.192172	0.299163	0.290391	0.218274	0.192172	0.299163	
95000	0.118577	1	0.286984	0.203084	0.191826	0.318106	0.286984	0.203084	0.191826	0.318106	0.286984	0.203084	0.191826	0.318106	0.286984	0.203084	0.191826	0.318106	
96000	0.118577	1	0.268984	0.209956	0.204361	0.316700	0.268984	0.209956	0.204361	0.316700	0.268984	0.209956	0.204361	0.316700	0.268984	0.209956	0.204361	0.316700	
97000	0.118577	1	0.277386	0.217841	0.186200	0.318573	0.277386	0.217841	0.186200	0.318573	0.277386	0.217841	0.186200	0.318573	0.277386	0.217841	0.186200	0.318573	
98000	0.118577	1	0.279176	0.190859	0.212155	0.317809	0.279176	0.190859	0.212155	0.317809	0.279176	0.190859	0.212155	0.317809	0.279176	0.190859	0.212155	0.317809	
99000	0.118577	1	0.296352	0.197697	0.191992	0.313959	0.296352	0.197697	0.191992	0.313959	0.296352	0.197697	0.191992	0.313959	0.296352	0.197697	0.191992	0.313959	
100000	0.118577	1	0.285351	0.207472	0.183914	0.323263	0.285351	0.207472	0.183914	0.323263	0.285351	0.207472	0.183914	0.323263	0.285351	0.207472	0.183914	0.323263	
101000	0.118577	1	0.300840	0.199899	0.187884	0.311377	0.300840	0.199899	0.187884	0.311377	0.300840	0.199899	0.187884	0.311377	0.300840	0.199899	0.187884	0.311377	
102000	0.118577	2	0.267382	0.250164	0.199840	0.282613	0.315113	0.192009	0.185073	0.307805	0.315113	0.192009	0.185073	0.307805	0.315113	0.192009	0.185073	0.307805	
103000	0.118577	1	0.292254	0.207537	0.185515	0.314694	0.292254	0.207537	0.185515	0.314694	0.292254	0.207537	0.185515	0.314694	0.292254	0.207537	0.185515	0.314694	
104000	0.118577	1	0.290161	0.209575	0.190897	0.309367	0.290161	0.209575	0.190897	0.309367	0.290161	0.209575	0.190897	0.309367	0.290161	0.209575	0.190897	0.309367	
105000	0.118577	1	0.280374	0.214133	0.194194	0.311300	0.280374	0.214133	0.194194	0.311300	0.280374	0.214133	0.194194	0.311300	0.280374	0.214133	0.194194	0.311300	
106000	0.118577	1	0.308804	0.203491	0.180689	0.307016	0.308804	0.203491	0.180689	0.307016	0.308804	0.203491	0.180689	0.307016	0.308804	0.203491	0.180689	0.307016	
107000	0.118577	1	0.293673	0.190951	0.196671	0.318706	0.293673	0.190951	0.196671	0.318706	0.293673	0.190951	0.196671	0.318706	0.293673	0.190951	0.196671	0.318706	
108000	0.118577	1	0.288559	0.213826	0.206243	0.291371	0.288559	0.213826	0.206243	0.291371	0.288559	0.213826	0.206243	0.291371	0.288559	0.213826	0.206243	0.291371	
109000	0.118577	1	0.304540	0.209085	0.177685	0.308690	0.304540	0.209085	0.177685	0.308690	0.304540	0.209085	0.177685	0.308690	0.304540	0.209085	0.177685	0.308690	
110000	0.118577	1	0.290147	0.204197	0.193232	0.312424	0.290147	0.204197	0.193232	0.312424	0.290147	0.204197	0.193232	0.312424	0.290147	0.204197	0.193232	0.312424	
111000	0.118577	1	0.287719	0.207065	0.187228	0.317988	0.287719	0.207065	0.187228	0.317988	0.287719	0.207065	0.187228	0.317988	0.287719	0.207065	0.187228	0.317988	
112000	0.118577	1	0.291620	0.199650	0.193226	0.315504	0.291620	0.199650	0.193226	0.315504	0.291620	0.199650	0.193226	0.315504	0.291620	0.199650	0.193226	0.315504	
113000	0.118577	1	0.273306	0.181415	0.198947	0.346332	0.273306	0.181415	0.198947	0.346332	0.273306	0.181415	0.198947	0.346332	0.273306	0.181415	0.198947	0.346332	
114000	0.118577	1	0.293563	0.216212	0.186997	0.303228	0.293563	0.216212	0.186997	0.303228	0.293563	0.216212	0.186997	0.303228	0.293563	0.216212	0.186997	0.303228	
115000	0.118577	1	0.286136	0.228005	0.152520	0.333339	0.286136	0.228005	0.152520	0.333339	0.286136	0.228005	0.152520	0.333339	0.286136	0.228005	0.152520	0.333339	
116000	0.118577	1	0.290697	0.218382	0.193063	0.297858	0.290697	0.218382	0.193063	0.297858	0.290697	0.218382	0.193063	0.297858	0.290697	0.218382	0.193063	0.297858	
117000	0.118577	1	0.311145	0.209013	0.182543	0.297298	0.311145	0.209013	0.182543	0.297298	0.311145	0.209013	0.182543	0.297298	0.311145	0.209013	0.182543	0.297298	
118000	0.118577	1	0.297836	0.197464	0.186954	0.317745	0.297836	0.197464	0.186954	0.317745	0.297836	0.197464	0.186954	0.317745	0.297836	0.197464	0.186954	0.317745	
119000	0.118577	1	0.268814	0.222388	0.192434	0.316364	0.268814	0.222388	0.192434	0.316364	0.268814	0.222388	0.192434	0.316364	0.268814	0.222388	0.192434	0.316364	
120000	0.118577	2	0.264450	0.223755	0.181222	0.330573	0.264450	0.223755	0.181222	0.330573	0.293415	0.182608	0.152424	0.371552	0.293415	0.182608	0.152424	0.371552	
121000	0.118577	1	0.286207	0.204896	0.181463	0.327434	0.286207	0.204896	0.181463	0.327434	0.286207	0.204896	0.181463	0.327434	0.286207	0.204896	0.181463	0.327434	
122000	0.118577	1	0.290089	0.223482	0.183982	0.302446	0.290089	0.223482	0.183982	0.302446	0.290089	0.223482	0.183982	0.302446	0.290089	0.223482	0.183982	0.302446	
123000	0.118577	1	0.284796	0.215792	0.180289	0.319122	0.284796	0.215792	0.180289	0.319122	0.284796	0.215792	0.180289	0.319122	0.284796	0.215792	0.180289	0.319122	
124000	0.118577	1	0.332947	0.174510	0.155648	0.336895	0.332947	0.174510	0.155648	0.336895	0.332947	0.174510	0.155648	0.336895	0.332947	0.174510	0.155648	0.336895	
125000	0.118577	1	0.289082	0.206284	0.165249	0.339385	0.289082	0.206284	0.165249	0.339385	0.289082	0.206284	0.165249	0.339385	0.289082	0.206284	0.165249	0.339385	
126000	0.118577	1	0.297504	0.200300	0.185935	0.316261	0.297504	0.200300	0.185935	0.316261	0.297504	0.200300	0.185935	0.316261	0.297504	0.200300	0.185935	0.316261	
127000	0.118577	1	0.271919	0.209303	0.193990	0.324788	0.271919	0.209303	0.193990	0.324788	0.271919	0.209303	0.193990	0.324788	0.271919	0.209303	0.193990	0.324788	
128000	0.118577	1	0.284319	0.209313	0.193332	0.313036	0.284319	0.209313	0.193332	0.313036	0.284319	0.209313	0.193332	0.313036	0.284319	0.209313	0.193332	0.313036	
129000	0.118577	1	0.279462	0.209704	0.185969	0.324866	0.279462	0.209704	0.185969	0.324866	0.279462	0.209704	0.185969	0.324866	0.279462	0.209704	0.185969	0.324866	
130000	0.118577	1	0.290184	0.211367	0.184315	0.314134	0.290184	0.211367	0.184315	0.314134	0.290184	0.211367	0.184315	0.314134	0.290184	0.211367	0.184315	0.314134	
131000	0.118577	1	0.316757	0.164767	0.168656	0.349820	0.316757	0.164767	0.168656	0.349820	0.316757	0.164767	0.168656	0.349820	0.316757	0.164767	0.168656	0.349820	
132000	0.118577	2	0.292891	0.203792	0.193463	0.309854	0.292891	0.203792	0.193463	0.309854	0.315497	0.194420	0.151595	0.338487	0.315497	0.194420	0.151595	0.338487	
133000	0.118577	2	0.289409	0.203932	0.202805	0.303854	0.289409	0.203932	0.202805	0.303854	0.298141	0.192850	0.126740	0.382269	0.298141	0.192850	0.126740	0.382269	
134000	0.118577	1	0.272392	0.204492	0.202321	0.320795	0.272392	0.204492	0.202321	0.320795	0.272392	0.204492	0.202321	0.320795	0.272392	0.204492	0.202321	0.320795	
135000	0.118577	1	0.303444	0.215694	0.184150	0.296711	0.303444	0.215694	0.184150	0.296711	0.303444	0.215694	0.184150	0.296711	0.303444	0.215694	0.184150	0.296711	
136000	0.118577	1	0.292923	0.203509	0.188934	0.314634	0.292923	0.203509	0.188934	0.314634	0.292923	0.203509	0.188934	0.314634	0.292923	0.203509	0.188934	0.314634	
137000	0.118577	1	0.308398	0.192952	0.196758	0.301892	0.308398	0.192952	0.196758	0.301892	0.308398	0.192952	0.196758	0.301892	0.308398	0.192952	0.196758	0.301892	
138000	0.118577	1	0.278656	0.213571	0.186586	0.321186	0.278656	0.213571	0.186586	0.321186	0.278656	0.213571	0.186586	0.321186	0.278656	0.213571	0.186586	0.321186	
139000	0.118577	1	0.284808	0.214850	0.178995	0.321347	0.284808	0.214850	0.178995	0.321347	0.284808	0.214850	0.178995	0.321347	0.284808	0.214850	0.178995	0.321347	
140000	0.118577	1	0.289015	0.218063	0.187153	0.305769	0.289015	0.218063	0.187153	0.305769	0.289015	0.218063	0.187153	0.305769	0.289015	0.218063	0.187153	0.305769	
141000	0.118577	1	0.282989	0.202850	0.184599	0.329561	0.282989	0.202850	0.184599	0.329561	0.282989	0.202850	0.184599	0.329561	0.282989	0.202850	0.184599	0.329561	
142000	0.118577	2	0.293979	0.228110	0.188920	0.288991	0.293979	0.228110	0.188920	0.288991	0.293979	0.228110	0.188920	0.288991	0.372703	0.127067	0.190935	0.309295	
143000	0.118577	1	0.297250	0.204140	0.187983	0.310627	0.297250	0.204140	0.187983	0.310627	0.297250	0.204140	0.187983	0.310627	0.297250	0.204140	0.187983	0.310627	
144000	0.118577	1	0.304181	0.199470	0.186162	0.310188	0.304181	0.199470	0.186162	0.310188	0.304181	0.199470	0.186162	0.310188	0.304181	0.199470	0.186162	0.310188	
145000	0.118577	1	0.291036	0.203828	0.193301	0.311835	0.291036	0.203828	0.193301	0.311835	0.291036	0.203828	0.193301	0.311835	0.291036	0.203828	0.193301	0.311835	
146000	0.118577	1	0.306058	0.208070	0.190204	0.295669	0.306058	0.208070	0.190204	0.295669	0.306058	0.208070	0.190204	0.295669	0.306058	0.208070	0.190204	0.295669	
147000	0.118577	1	0.294434	0.203207	0.183767	0.318592	0.294434	0.203207	0.183767	0.318592	0.294434	0.203207	0.183767	0.318592	0.294434	0.203207	0.183767	0.318592	
148000	0.118577	1	0.287873	0.198655	0.193347	0.320125	0.287873	0.198655	0.193347	0.320125	0.287873	0.198655	0.193347	0.320125	0.287873	0.198655	0.193347	0.320125	
149000	0.118577	1	0.302546	0.201346	0.188687	0.307422	0.302546	0.201346	0.188687	0.307422	0.302546	0.201346	0.188687	0.307422	0.302546	0.201346	0.188687	0.307422	
150000	0.118577	1	0.311979	0.189080	0.162133	0.336808	0.311979	0.189080	0.162133	0.336808	0.311979	0.189080	0.162133	0.336808	0.311979	0.189080	0.162133	0.336808	
