Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	
88000	0.118577	1	0.386049	0.386049	0.386049	0.386049	
89000	0.118577	1	0.364685	0.364685	0.364685	0.364685	
90000	0.118577	1	0.443056	0.443056	0.443056	0.443056	
91000	0.118577	1	0.349151	0.349151	0.349151	0.349151	
92000	0.118577	1	0.353375	0.353375	0.353375	0.353375	
93000	0.118577	2	0.302264	0.302264	0.302264	0.538148	
94000	0.118577	2	0.378970	0.318663	0.378970	0.378970	
95000	0.118577	1	0.371476	0.371476	0.371476	0.371476	
96000	0.118577	1	0.315399	0.315399	0.315399	0.315399	
97000	0.118577	2	0.330871	0.330871	0.330871	0.437293	
98000	0.118577	1	0.351412	0.351412	0.351412	0.351412	
99000	0.118577	1	0.357144	0.357144	0.357144	0.357144	
100000	0.118577	1	0.369079	0.369079	0.369079	0.369079	
101000	0.118577	2	0.339006	0.339006	0.339006	0.570993	
102000	0.118577	1	0.304473	0.304473	0.304473	0.304473	
103000	0.118577	1	0.336085	0.336085	0.336085	0.336085	
104000	0.118577	1	0.358829	0.358829	0.358829	0.358829	
105000	0.118577	1	0.353137	0.353137	0.353137	0.353137	
106000	0.118577	2	0.359410	0.359410	0.359410	0.492988	
107000	0.118577	1	0.347820	0.347820	0.347820	0.347820	
108000	0.118577	2	0.389655	0.273278	0.389655	0.389655	
109000	0.118577	1	0.394702	0.394702	0.394702	0.394702	
110000	0.118577	2	0.288495	0.288495	0.288495	0.430426	
111000	0.118577	1	0.398898	0.398898	0.398898	0.398898	
112000	0.118577	1	0.357804	0.357804	0.357804	0.357804	
113000	0.118577	1	0.449716	0.449716	0.449716	0.449716	
114000	0.118577	1	0.353605	0.353605	0.353605	0.353605	
115000	0.118577	1	0.350904	0.350904	0.350904	0.350904	
116000	0.118577	2	0.330968	0.330968	0.330968	0.426664	
117000	0.118577	1	0.343371	0.343371	0.343371	0.343371	
118000	0.118577	1	0.335254	0.335254	0.335254	0.335254	
119000	0.118577	1	0.315605	0.315605	0.315605	0.315605	
120000	0.118577	1	0.325653	0.325653	0.325653	0.325653	
121000	0.118577	1	0.385100	0.385100	0.385100	0.385100	
122000	0.118577	1	0.322226	0.322226	0.322226	0.322226	
123000	0.118577	1	0.352738	0.352738	0.352738	0.352738	
124000	0.118577	1	0.382442	0.382442	0.382442	0.382442	
125000	0.118577	1	0.395647	0.395647	0.395647	0.395647	
126000	0.118577	1	0.326547	0.326547	0.326547	0.326547	
127000	0.118577	1	0.331229	0.331229	0.331229	0.331229	
128000	0.118577	1	0.320276	0.320276	0.320276	0.320276	
129000	0.118577	1	0.397286	0.397286	0.397286	0.397286	
130000	0.118577	1	0.331444	0.331444	0.331444	0.331444	
131000	0.118577	1	0.346336	0.346336	0.346336	0.346336	
132000	0.118577	1	0.356589	0.356589	0.356589	0.356589	
133000	0.118577	2	0.306651	0.306651	0.306651	0.420012	
134000	0.118577	1	0.346051	0.346051	0.346051	0.346051	
135000	0.118577	1	0.361531	0.361531	0.361531	0.361531	
136000	0.118577	1	0.339209	0.339209	0.339209	0.339209	
137000	0.118577	1	0.381943	0.381943	0.381943	0.381943	
138000	0.118577	1	0.389310	0.389310	0.389310	0.389310	
139000	0.118577	1	0.312236	0.312236	0.312236	0.312236	
140000	0.118577	3	0.300006	0.335277	0.468101	0.468101	
141000	0.118577	1	0.380804	0.380804	0.380804	0.380804	
142000	0.118577	1	0.380517	0.380517	0.380517	0.380517	
143000	0.118577	1	0.382595	0.382595	0.382595	0.382595	
144000	0.118577	2	0.326693	0.326693	0.326693	0.489909	
145000	0.118577	2	0.356193	0.356193	0.356193	0.524703	
146000	0.118577	2	0.345192	0.345192	0.345192	0.410451	
147000	0.118577	2	0.295995	0.295995	0.295995	0.508765	
148000	0.118577	1	0.376626	0.376626	0.376626	0.376626	
149000	0.118577	2	0.362926	0.362926	0.362926	0.528653	
150000	0.118577	1	0.318964	0.318964	0.318964	0.318964	
151000	0.118577	2	0.316032	0.316032	0.316032	0.636613	
152000	0.118577	1	0.373329	0.373329	0.373329	0.373329	
153000	0.118577	1	0.401990	0.401990	0.401990	0.401990	
154000	0.118577	1	0.396195	0.396195	0.396195	0.396195	
155000	0.118577	1	0.376100	0.376100	0.376100	0.376100	
156000	0.118577	1	0.405623	0.405623	0.405623	0.405623	
157000	0.118577	2	0.326019	0.369114	0.369114	0.369114	
158000	0.118577	1	0.282237	0.282237	0.282237	0.282237	
159000	0.118577	2	0.349942	0.349942	0.349942	0.550631	
160000	0.118577	1	0.363981	0.363981	0.363981	0.363981	
161000	0.118577	1	0.318623	0.318623	0.318623	0.318623	
162000	0.118577	1	0.349821	0.349821	0.349821	0.349821	
163000	0.118577	1	0.328400	0.328400	0.328400	0.328400	
164000	0.118577	1	0.342399	0.342399	0.342399	0.342399	
165000	0.118577	1	0.351629	0.351629	0.351629	0.351629	
166000	0.118577	1	0.385915	0.385915	0.385915	0.385915	
167000	0.118577	2	0.382885	0.382885	0.382885	0.657313	
168000	0.118577	1	0.350546	0.350546	0.350546	0.350546	
169000	0.118577	1	0.384675	0.384675	0.384675	0.384675	
170000	0.118577	2	0.349847	0.349847	0.349847	0.477019	
171000	0.118577	1	0.352788	0.352788	0.352788	0.352788	
172000	0.118577	1	0.388810	0.388810	0.388810	0.388810	
173000	0.118577	1	0.360666	0.360666	0.360666	0.360666	
174000	0.118577	1	0.380120	0.380120	0.380120	0.380120	
175000	0.118577	1	0.316523	0.316523	0.316523	0.316523	
176000	0.118577	1	0.349616	0.349616	0.349616	0.349616	
177000	0.118577	2	0.395997	0.367044	0.367044	0.395997	
178000	0.118577	1	0.362694	0.362694	0.362694	0.362694	
179000	0.118577	1	0.351633	0.351633	0.351633	0.351633	
180000	0.118577	1	0.365819	0.365819	0.365819	0.365819	
181000	0.118577	1	0.445021	0.445021	0.445021	0.445021	
182000	0.118577	2	0.347310	0.347310	0.347310	0.491092	
183000	0.118577	1	0.418041	0.418041	0.418041	0.418041	
184000	0.118577	1	0.303489	0.303489	0.303489	0.303489	
185000	0.118577	1	0.369363	0.369363	0.369363	0.369363	
186000	0.118577	2	0.326039	0.355805	0.355805	0.355805	
187000	0.118577	1	0.353464	0.353464	0.353464	0.353464	
188000	0.118577	2	0.276264	0.276264	0.276264	0.653721	
189000	0.118577	1	0.340597	0.340597	0.340597	0.340597	
190000	0.118577	1	0.366266	0.366266	0.366266	0.366266	
191000	0.118577	1	0.331566	0.331566	0.331566	0.331566	
192000	0.118577	1	0.379742	0.379742	0.379742	0.379742	
193000	0.118577	1	0.326196	0.326196	0.326196	0.326196	
194000	0.118577	1	0.354242	0.354242	0.354242	0.354242	
195000	0.118577	1	0.370204	0.370204	0.370204	0.370204	
196000	0.118577	2	0.350959	0.350959	0.350959	0.864762	
197000	0.118577	3	0.365385	0.411446	0.365385	0.653749	
198000	0.118577	1	0.344612	0.344612	0.344612	0.344612	
199000	0.118577	3	0.319255	0.319255	0.387528	0.790466	
200000	0.118577	1	0.365189	0.365189	0.365189	0.365189	
201000	0.118577	1	0.331927	0.331927	0.331927	0.331927	
202000	0.118577	2	0.272526	0.272526	0.272526	0.494940	
203000	0.118577	1	0.316659	0.316659	0.316659	0.316659	
204000	0.118577	2	0.314132	0.314132	0.314132	0.429767	
205000	0.118577	1	0.346321	0.346321	0.346321	0.346321	
206000	0.118577	1	0.321474	0.321474	0.321474	0.321474	
207000	0.118577	1	0.338318	0.338318	0.338318	0.338318	
208000	0.118577	1	0.332874	0.332874	0.332874	0.332874	
209000	0.118577	1	0.363270	0.363270	0.363270	0.363270	
210000	0.118577	2	0.319436	0.319436	0.319436	0.465544	
211000	0.118577	1	0.341531	0.341531	0.341531	0.341531	
212000	0.118577	1	0.358544	0.358544	0.358544	0.358544	
213000	0.118577	1	0.338424	0.338424	0.338424	0.338424	
214000	0.118577	2	0.317454	0.317454	0.317454	0.503169	
215000	0.118577	1	0.347563	0.347563	0.347563	0.347563	
216000	0.118577	2	0.295515	0.295515	0.295515	0.568690	
217000	0.118577	1	0.350007	0.350007	0.350007	0.350007	
218000	0.118577	1	0.400006	0.400006	0.400006	0.400006	
219000	0.118577	1	0.361087	0.361087	0.361087	0.361087	
220000	0.118577	1	0.357042	0.357042	0.357042	0.357042	
221000	0.118577	2	0.360224	0.360224	0.360224	0.714950	
222000	0.118577	1	0.332053	0.332053	0.332053	0.332053	
223000	0.118577	1	0.375713	0.375713	0.375713	0.375713	
224000	0.118577	1	0.383812	0.383812	0.383812	0.383812	
225000	0.118577	1	0.339949	0.339949	0.339949	0.339949	
226000	0.118577	1	0.335787	0.335787	0.335787	0.335787	
227000	0.118577	1	0.347980	0.347980	0.347980	0.347980	
228000	0.118577	1	0.359588	0.359588	0.359588	0.359588	
229000	0.118577	1	0.405518	0.405518	0.405518	0.405518	
230000	0.118577	1	0.316662	0.316662	0.316662	0.316662	
231000	0.118577	1	0.394331	0.394331	0.394331	0.394331	
232000	0.118577	2	0.343880	0.343880	0.313525	0.343880	
233000	0.118577	1	0.352643	0.352643	0.352643	0.352643	
234000	0.118577	1	0.345592	0.345592	0.345592	0.345592	
235000	0.118577	1	0.337596	0.337596	0.337596	0.337596	
236000	0.118577	1	0.318552	0.318552	0.318552	0.318552	
237000	0.118577	1	0.406240	0.406240	0.406240	0.406240	
238000	0.118577	2	0.340628	0.340628	0.340628	0.558306	
239000	0.118577	2	0.423854	0.305279	0.305279	0.423854	
240000	0.118577	1	0.371266	0.371266	0.371266	0.371266	
241000	0.118577	1	0.372126	0.372126	0.372126	0.372126	
242000	0.118577	1	0.319022	0.319022	0.319022	0.319022	
243000	0.118577	1	0.338227	0.338227	0.338227	0.338227	
244000	0.118577	1	0.346133	0.346133	0.346133	0.346133	
245000	0.118577	1	0.370383	0.370383	0.370383	0.370383	
246000	0.118577	1	0.392979	0.392979	0.392979	0.392979	
247000	0.118577	1	0.364591	0.364591	0.364591	0.364591	
248000	0.118577	1	0.345941	0.345941	0.345941	0.345941	
249000	0.118577	1	0.376226	0.376226	0.376226	0.376226	
250000	0.118577	1	0.397320	0.397320	0.397320	0.397320	
251000	0.118577	1	0.350367	0.350367	0.350367	0.350367	
252000	0.118577	1	0.379028	0.379028	0.379028	0.379028	
253000	0.118577	1	0.381487	0.381487	0.381487	0.381487	
254000	0.118577	1	0.308898	0.308898	0.308898	0.308898	
255000	0.118577	1	0.340251	0.340251	0.340251	0.340251	
256000	0.118577	1	0.369484	0.369484	0.369484	0.369484	
257000	0.118577	2	0.340453	0.264780	0.340453	0.340453	
258000	0.118577	1	0.362205	0.362205	0.362205	0.362205	
259000	0.118577	1	0.302843	0.302843	0.302843	0.302843	
260000	0.118577	1	0.359843	0.359843	0.359843	0.359843	
261000	0.118577	1	0.357324	0.357324	0.357324	0.357324	
262000	0.118577	2	0.388703	0.388703	0.388703	0.429183	
263000	0.118577	1	0.332562	0.332562	0.332562	0.332562	
264000	0.118577	1	0.378980	0.378980	0.378980	0.378980	
265000	0.118577	1	0.346813	0.346813	0.346813	0.346813	
266000	0.118577	1	0.357594	0.357594	0.357594	0.357594	
267000	0.118577	1	0.396227	0.396227	0.396227	0.396227	
268000	0.118577	1	0.355878	0.355878	0.355878	0.355878	
269000	0.118577	1	0.363718	0.363718	0.363718	0.363718	
270000	0.118577	1	0.344487	0.344487	0.344487	0.344487	
271000	0.118577	2	0.311412	0.311412	0.311412	0.486087	
272000	0.118577	1	0.357981	0.357981	0.357981	0.357981	
273000	0.118577	1	0.331521	0.331521	0.331521	0.331521	
274000	0.118577	1	0.355468	0.355468	0.355468	0.355468	
275000	0.118577	1	0.335005	0.335005	0.335005	0.335005	
276000	0.118577	1	0.368735	0.368735	0.368735	0.368735	
277000	0.118577	1	0.376149	0.376149	0.376149	0.376149	
278000	0.118577	2	0.360151	0.360151	0.360151	0.438451	
279000	0.118577	1	0.353046	0.353046	0.353046	0.353046	
280000	0.118577	2	0.304748	0.304748	0.304748	0.493479	
281000	0.118577	1	0.363272	0.363272	0.363272	0.363272	
282000	0.118577	1	0.326837	0.326837	0.326837	0.326837	
283000	0.118577	1	0.399986	0.399986	0.399986	0.399986	
284000	0.118577	1	0.327833	0.327833	0.327833	0.327833	
285000	0.118577	1	0.362569	0.362569	0.362569	0.362569	
286000	0.118577	1	0.348702	0.348702	0.348702	0.348702	
287000	0.118577	2	0.315655	0.315655	0.315655	0.420934	
288000	0.118577	1	0.315317	0.315317	0.315317	0.315317	
289000	0.118577	1	0.364966	0.364966	0.364966	0.364966	
290000	0.118577	1	0.348933	0.348933	0.348933	0.348933	
291000	0.118577	1	0.380471	0.380471	0.380471	0.380471	
292000	0.118577	2	0.351200	0.298047	0.298047	0.351200	
293000	0.118577	1	0.346231	0.346231	0.346231	0.346231	
294000	0.118577	3	0.323559	0.345339	0.323559	0.557626	
295000	0.118577	1	0.342096	0.342096	0.342096	0.342096	
296000	0.118577	1	0.387844	0.387844	0.387844	0.387844	
297000	0.118577	1	0.351188	0.351188	0.351188	0.351188	
298000	0.118577	2	0.331593	0.331593	0.331593	0.388556	
299000	0.118577	1	0.334950	0.334950	0.334950	0.334950	
300000	0.118577	1	0.315571	0.315571	0.315571	0.315571	
301000	0.118577	1	0.324648	0.324648	0.324648	0.324648	
302000	0.118577	1	0.339977	0.339977	0.339977	0.339977	
303000	0.118577	1	0.345501	0.345501	0.345501	0.345501	
304000	0.118577	1	0.350563	0.350563	0.350563	0.350563	
305000	0.118577	1	0.320536	0.320536	0.320536	0.320536	
306000	0.118577	1	0.354995	0.354995	0.354995	0.354995	
307000	0.118577	1	0.365361	0.365361	0.365361	0.365361	
308000	0.118577	1	0.330089	0.330089	0.330089	0.330089	
309000	0.118577	1	0.302684	0.302684	0.302684	0.302684	
310000	0.118577	2	0.288605	0.288605	0.288605	0.596938	
311000	0.118577	1	0.354967	0.354967	0.354967	0.354967	
312000	0.118577	1	0.333775	0.333775	0.333775	0.333775	
313000	0.118577	1	0.325388	0.325388	0.325388	0.325388	
314000	0.118577	1	0.367578	0.367578	0.367578	0.367578	
315000	0.118577	1	0.399715	0.399715	0.399715	0.399715	
316000	0.118577	1	0.347880	0.347880	0.347880	0.347880	
317000	0.118577	1	0.407647	0.407647	0.407647	0.407647	
318000	0.118577	1	0.362639	0.362639	0.362639	0.362639	
319000	0.118577	1	0.329904	0.329904	0.329904	0.329904	
320000	0.118577	1	0.324206	0.324206	0.324206	0.324206	
321000	0.118577	1	0.297185	0.297185	0.297185	0.297185	
322000	0.118577	1	0.405914	0.405914	0.405914	0.405914	
323000	0.118577	1	0.330019	0.330019	0.330019	0.330019	
324000	0.118577	1	0.364375	0.364375	0.364375	0.364375	
325000	0.118577	2	0.329378	0.329378	0.329378	0.712646	
326000	0.118577	1	0.344847	0.344847	0.344847	0.344847	
327000	0.118577	1	0.330375	0.330375	0.330375	0.330375	
328000	0.118577	2	0.316557	0.316557	0.316557	0.403236	
329000	0.118577	1	0.360356	0.360356	0.360356	0.360356	
330000	0.118577	1	0.311939	0.311939	0.311939	0.311939	
331000	0.118577	1	0.374786	0.374786	0.374786	0.374786	
332000	0.118577	2	0.306826	0.306826	0.306826	0.541217	
333000	0.118577	1	0.372318	0.372318	0.372318	0.372318	
334000	0.118577	1	0.340688	0.340688	0.340688	0.340688	
335000	0.118577	1	0.372147	0.372147	0.372147	0.372147	
336000	0.118577	1	0.384057	0.384057	0.384057	0.384057	
337000	0.118577	1	0.382972	0.382972	0.382972	0.382972	
338000	0.118577	2	0.350986	0.350986	0.350986	0.639869	
339000	0.118577	2	0.371039	0.371039	0.371039	0.496118	
340000	0.118577	1	0.385170	0.385170	0.385170	0.385170	
341000	0.118577	1	0.370881	0.370881	0.370881	0.370881	
342000	0.118577	1	0.405458	0.405458	0.405458	0.405458	
343000	0.118577	1	0.366548	0.366548	0.366548	0.366548	
344000	0.118577	1	0.352139	0.352139	0.352139	0.352139	
345000	0.118577	2	0.369711	0.369711	0.369711	0.599106	
346000	0.118577	1	0.328657	0.328657	0.328657	0.328657	
347000	0.118577	1	0.373858	0.373858	0.373858	0.373858	
348000	0.118577	2	0.345607	0.345607	0.345607	0.470306	
349000	0.118577	2	0.299421	0.299421	0.299421	0.378629	
350000	0.118577	1	0.372917	0.372917	0.372917	0.372917	
351000	0.118577	1	0.392880	0.392880	0.392880	0.392880	
352000	0.118577	2	0.367994	0.437880	0.367994	0.437880	
353000	0.118577	1	0.303319	0.303319	0.303319	0.303319	
354000	0.118577	1	0.340300	0.340300	0.340300	0.340300	
355000	0.118577	1	0.373922	0.373922	0.373922	0.373922	
356000	0.118577	1	0.371324	0.371324	0.371324	0.371324	
357000	0.118577	1	0.359752	0.359752	0.359752	0.359752	
358000	0.118577	1	0.330279	0.330279	0.330279	0.330279	
359000	0.118577	2	0.307908	0.307908	0.307908	0.798179	
360000	0.118577	1	0.330939	0.330939	0.330939	0.330939	
361000	0.118577	1	0.365796	0.365796	0.365796	0.365796	
362000	0.118577	1	0.329034	0.329034	0.329034	0.329034	
363000	0.118577	2	0.295293	0.295293	0.295293	0.423490	
364000	0.118577	1	0.351261	0.351261	0.351261	0.351261	
365000	0.118577	1	0.334599	0.334599	0.334599	0.334599	
366000	0.118577	1	0.305531	0.305531	0.305531	0.305531	
367000	0.118577	2	0.322816	0.322816	0.322816	0.595884	
368000	0.118577	1	0.369992	0.369992	0.369992	0.369992	
369000	0.118577	1	0.346230	0.346230	0.346230	0.346230	
370000	0.118577	1	0.343456	0.343456	0.343456	0.343456	
371000	0.118577	1	0.371166	0.371166	0.371166	0.371166	
372000	0.118577	1	0.402349	0.402349	0.402349	0.402349	
373000	0.118577	1	0.376748	0.376748	0.376748	0.376748	
374000	0.118577	1	0.381011	0.381011	0.381011	0.381011	
375000	0.118577	1	0.333513	0.333513	0.333513	0.333513	
376000	0.118577	1	0.402264	0.402264	0.402264	0.402264	
377000	0.118577	1	0.350599	0.350599	0.350599	0.350599	
378000	0.118577	1	0.355036	0.355036	0.355036	0.355036	
379000	0.118577	1	0.354494	0.354494	0.354494	0.354494	
380000	0.118577	1	0.365101	0.365101	0.365101	0.365101	
381000	0.118577	1	0.367438	0.367438	0.367438	0.367438	
382000	0.118577	1	0.337942	0.337942	0.337942	0.337942	
383000	0.118577	1	0.376144	0.376144	0.376144	0.376144	
384000	0.118577	2	0.325458	0.325458	0.325458	0.539349	
385000	0.118577	1	0.375132	0.375132	0.375132	0.375132	
386000	0.118577	1	0.350690	0.350690	0.350690	0.350690	
387000	0.118577	2	0.387170	0.353062	0.353062	0.353062	
388000	0.118577	1	0.315919	0.315919	0.315919	0.315919	
389000	0.118577	1	0.318749	0.318749	0.318749	0.318749	
390000	0.118577	1	0.363737	0.363737	0.363737	0.363737	
391000	0.118577	1	0.348816	0.348816	0.348816	0.348816	
392000	0.118577	1	0.369340	0.369340	0.369340	0.369340	
393000	0.118577	2	0.328040	0.328040	0.328040	0.473065	
394000	0.118577	1	0.349494	0.349494	0.349494	0.349494	
395000	0.118577	1	0.353838	0.353838	0.353838	0.353838	
396000	0.118577	1	0.316050	0.316050	0.316050	0.316050	
397000	0.118577	1	0.379655	0.379655	0.379655	0.379655	
398000	0.118577	2	0.331251	0.331251	0.331251	0.485186	
399000	0.118577	1	0.380618	0.380618	0.380618	0.380618	
400000	0.118577	1	0.385801	0.385801	0.385801	0.385801	
401000	0.118577	1	0.378332	0.378332	0.378332	0.378332	
402000	0.118577	1	0.400221	0.400221	0.400221	0.400221	
403000	0.118577	1	0.378805	0.378805	0.378805	0.378805	
404000	0.118577	1	0.346613	0.346613	0.346613	0.346613	
405000	0.118577	1	0.319151	0.319151	0.319151	0.319151	
406000	0.118577	1	0.321554	0.321554	0.321554	0.321554	
407000	0.118577	1	0.372050	0.372050	0.372050	0.372050	
408000	0.118577	1	0.328057	0.328057	0.328057	0.328057	
409000	0.118577	1	0.365661	0.365661	0.365661	0.365661	
410000	0.118577	1	0.376210	0.376210	0.376210	0.376210	
411000	0.118577	1	0.353868	0.353868	0.353868	0.353868	
412000	0.118577	2	0.316620	0.316620	0.316620	0.433208	
413000	0.118577	1	0.360106	0.360106	0.360106	0.360106	
414000	0.118577	1	0.369834	0.369834	0.369834	0.369834	
415000	0.118577	1	0.357069	0.357069	0.357069	0.357069	
416000	0.118577	1	0.370128	0.370128	0.370128	0.370128	
417000	0.118577	2	0.310751	0.310751	0.310751	0.561897	
418000	0.118577	1	0.364741	0.364741	0.364741	0.364741	
419000	0.118577	1	0.354772	0.354772	0.354772	0.354772	
420000	0.118577	1	0.317788	0.317788	0.317788	0.317788	
421000	0.118577	1	0.354127	0.354127	0.354127	0.354127	
422000	0.118577	1	0.339452	0.339452	0.339452	0.339452	
423000	0.118577	1	0.323184	0.323184	0.323184	0.323184	
424000	0.118577	2	0.381468	0.381468	0.381468	0.749974	
425000	0.118577	1	0.389147	0.389147	0.389147	0.389147	
426000	0.118577	1	0.375519	0.375519	0.375519	0.375519	
427000	0.118577	1	0.332990	0.332990	0.332990	0.332990	
428000	0.118577	1	0.333905	0.333905	0.333905	0.333905	
429000	0.118577	1	0.343233	0.343233	0.343233	0.343233	
430000	0.118577	1	0.368307	0.368307	0.368307	0.368307	
431000	0.118577	1	0.323125	0.323125	0.323125	0.323125	
432000	0.118577	1	0.357435	0.357435	0.357435	0.357435	
433000	0.118577	1	0.361276	0.361276	0.361276	0.361276	
434000	0.118577	1	0.393463	0.393463	0.393463	0.393463	
435000	0.118577	1	0.316481	0.316481	0.316481	0.316481	
436000	0.118577	1	0.348663	0.348663	0.348663	0.348663	
437000	0.118577	1	0.332502	0.332502	0.332502	0.332502	
438000	0.118577	1	0.333431	0.333431	0.333431	0.333431	
439000	0.118577	1	0.397865	0.397865	0.397865	0.397865	
440000	0.118577	1	0.312630	0.312630	0.312630	0.312630	
441000	0.118577	1	0.361941	0.361941	0.361941	0.361941	
442000	0.118577	2	0.352356	0.352356	0.352356	0.468217	
443000	0.118577	1	0.361788	0.361788	0.361788	0.361788	
444000	0.118577	1	0.360694	0.360694	0.360694	0.360694	
445000	0.118577	1	0.399235	0.399235	0.399235	0.399235	
446000	0.118577	1	0.347785	0.347785	0.347785	0.347785	
447000	0.118577	1	0.388029	0.388029	0.388029	0.388029	
448000	0.118577	1	0.373314	0.373314	0.373314	0.373314	
