Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	
21000	100.687501	5	0.253099	0.959828	0.253099	0.096475	0.166543	0.166543	0.843352	
22000	100.687501	5	0.230795	1.458412	0.227257	0.168343	0.168343	0.208957	1.458412	
23000	100.687501	5	0.261547	1.146841	0.366839	0.138067	0.166625	0.166625	1.146841	
24000	100.687501	3	0.258590	1.735215	0.258590	0.133218	0.133218	0.133218	1.735215	
25000	100.687501	5	0.307422	1.169575	0.307422	0.126996	0.149016	0.126996	0.906741	
26000	100.687501	5	0.259043	1.405061	0.282630	0.202430	0.202430	0.202430	1.753480	
27000	100.687501	4	0.299413	1.059440	0.291216	0.156008	0.156008	0.156008	1.059440	
28000	100.687501	6	0.304832	1.410326	0.346871	0.165598	0.197999	0.166592	1.410326	
29000	100.687501	4	0.200865	1.083426	0.200865	0.151291	0.162439	0.162439	1.083426	
30000	100.687501	4	0.225518	1.293968	0.290439	0.105810	0.225518	0.225518	1.293968	
31000	100.687501	6	0.288196	1.120189	0.288196	0.151536	0.193128	0.190664	1.045094	
32000	100.687501	3	0.252542	1.185050	0.252542	0.134017	0.252542	0.134017	1.185050	
33000	100.687501	5	0.209495	1.286314	0.391636	0.100441	0.209495	0.100441	1.086301	
34000	100.687501	5	0.211738	1.005504	0.211738	0.137894	0.158157	0.158157	1.275156	
35000	100.687501	5	0.263837	1.149474	0.263837	0.109550	0.192058	0.138513	1.149474	
36000	100.687501	7	0.224237	1.658313	0.347715	0.211512	0.191914	0.128993	1.657415	
37000	100.687501	6	0.315402	1.198406	0.260976	0.172716	0.182816	0.172716	0.838833	
38000	100.687501	5	0.255913	1.117667	0.255913	0.144708	0.200235	0.144708	1.602331	
39000	100.687501	3	0.282170	1.289519	0.282170	0.170408	0.170408	0.170408	1.289519	
40000	100.687501	6	0.225095	1.037693	0.386574	0.144389	0.141689	0.144389	1.021200	
41000	100.687501	4	0.262329	1.709833	0.262329	0.147769	0.147769	0.147769	1.043083	
42000	100.687501	4	0.262840	1.856195	0.262840	0.104015	0.262840	0.262840	1.215357	
43000	100.687501	4	0.262702	1.131062	0.262702	0.176023	0.209501	0.176023	1.131062	
44000	100.687501	6	0.270146	1.678607	0.310518	0.110020	0.132667	0.132667	1.120210	
45000	100.687501	6	0.281050	1.667157	0.281050	0.099495	0.167123	0.196912	1.980921	
46000	100.687501	4	0.257351	1.952633	0.257351	0.168176	0.168176	0.168176	1.876649	
47000	100.687501	6	0.246193	1.261814	0.246193	0.148092	0.179458	0.174471	1.105764	
48000	100.687501	4	0.263503	1.582711	0.263503	0.089208	0.234020	0.089208	1.582711	
49000	100.687501	6	0.204428	0.982139	0.400149	0.168472	0.190089	0.168472	1.203282	
50000	100.687501	4	0.212062	1.533075	0.212062	0.153127	0.212062	0.153127	1.141572	
51000	100.687501	5	0.363315	1.248243	0.286436	0.157574	0.157574	0.157574	1.975985	
52000	100.687501	4	0.230544	1.470031	0.230544	0.167594	0.167594	0.167594	0.911540	
53000	100.687501	3	0.250978	1.918190	0.250978	0.175898	0.175898	0.175898	1.918190	
54000	100.687501	3	0.247957	1.568587	0.247957	0.207089	0.207089	0.207089	1.568587	
55000	100.687501	5	0.265287	1.400204	0.365523	0.129841	0.162100	0.162100	1.400204	
56000	100.687501	5	0.255510	1.597911	0.255510	0.154813	0.176507	0.176507	1.069555	
57000	100.687501	5	0.222975	1.388855	0.339336	0.159324	0.159324	0.159324	0.993363	
58000	100.687501	6	0.259340	1.511617	0.259340	0.143819	0.234428	0.146255	1.599843	
59000	100.687501	4	0.250578	1.671147	0.250578	0.157389	0.157389	0.157389	1.642335	
60000	100.687501	4	0.252145	1.259390	0.258318	0.160102	0.160102	0.160102	1.259390	
61000	100.687501	4	0.267522	1.559971	0.267522	0.217667	0.217667	0.182785	1.559971	
62000	100.687501	5	0.271859	2.713216	0.271859	0.112646	0.146940	0.146940	1.484356	
63000	100.687501	5	0.275506	1.538398	0.347930	0.134150	0.275506	0.134150	1.199540	
64000	100.687501	5	0.268375	1.355012	0.302357	0.084454	0.193701	0.084454	1.355012	
65000	100.687501	3	0.228919	1.385728	0.228919	0.097645	0.097645	0.097645	1.385728	
66000	100.687501	4	0.259989	1.375555	0.259989	0.101242	0.101242	0.101242	1.519213	
67000	100.687501	5	0.334970	1.672858	0.262516	0.110843	0.110843	0.110843	1.126343	
68000	100.687501	6	0.238714	0.952812	0.318141	0.139670	0.164257	0.164257	2.007262	
69000	100.687501	4	0.231317	1.329367	0.231317	0.161815	0.161815	0.148074	1.329367	
70000	100.687501	5	0.240283	1.393052	0.240283	0.176141	0.176141	0.141305	1.249637	
71000	100.687501	5	0.304956	1.522957	0.373288	0.147716	0.191787	0.147716	1.522957	
72000	100.687501	4	0.260430	1.732298	0.260430	0.177792	0.197276	0.177792	1.732298	
73000	100.687501	4	0.283842	2.074679	0.283842	0.138224	0.186520	0.138224	2.074679	
74000	100.687501	5	0.258605	1.841182	0.260855	0.088557	0.258605	0.088557	1.388335	
75000	100.687501	7	0.231775	2.234985	0.294028	0.128810	0.164911	0.147652	0.983853	
76000	100.687501	5	0.283942	1.404619	0.251469	0.122872	0.178729	0.178729	1.404619	
77000	100.687501	5	0.263246	1.020009	0.256925	0.146019	0.256925	0.146019	1.281540	
78000	100.687501	3	0.223404	0.965967	0.223404	0.154355	0.154355	0.154355	0.965967	
79000	100.687501	3	0.251769	0.905619	0.251769	0.142681	0.142681	0.142681	0.905619	
80000	100.687501	5	0.261978	1.042407	0.317804	0.142271	0.136496	0.142271	1.042407	
81000	100.687501	5	0.349732	1.103528	0.311973	0.158113	0.179704	0.179704	1.103528	
82000	100.687501	6	0.330921	1.189294	0.265733	0.139901	0.162029	0.161323	1.189294	
83000	100.687501	6	0.255166	1.045589	0.296174	0.168519	0.168519	0.149110	1.501093	
84000	100.687501	5	0.249146	1.524542	0.273230	0.130200	0.204154	0.130200	1.524542	
85000	100.687501	6	0.218854	2.885233	0.246878	0.126530	0.194455	0.126530	0.826621	
86000	100.687501	4	0.303278	0.958793	0.303278	0.140000	0.140000	0.140000	1.659791	
87000	100.687501	5	0.280743	1.458241	0.280743	0.138361	0.146876	0.138361	1.364994	
88000	100.687501	5	0.245422	1.376329	0.245422	0.101691	0.254794	0.164934	1.376329	
89000	100.687501	5	0.221023	1.267600	0.221023	0.181469	0.172189	0.172189	0.899716	
90000	100.687501	4	0.263141	1.905175	0.263141	0.095745	0.095745	0.095745	1.258332	
91000	100.687501	4	0.383625	1.712744	0.383625	0.116417	0.116417	0.116417	1.201750	
92000	100.687501	6	0.236844	1.385336	0.258466	0.122748	0.236844	0.180251	1.087624	
93000	100.687501	5	0.236449	1.391425	0.236449	0.135098	0.227965	0.181399	1.391425	
94000	100.687501	4	0.248503	1.501626	0.284516	0.141887	0.141887	0.141887	1.501626	
95000	100.687501	5	0.260597	1.574939	0.260597	0.147104	0.158886	0.147104	1.463539	
96000	100.687501	4	0.256274	1.658575	0.238346	0.112716	0.238346	0.112716	1.658575	
97000	100.687501	7	0.254883	1.092921	0.257713	0.142975	0.260377	0.152747	1.536706	
98000	100.687501	4	0.276137	1.887611	0.276137	0.140664	0.276137	0.140664	1.140252	
99000	100.687501	4	0.239902	1.398566	0.266856	0.160563	0.160563	0.160563	1.398566	
100000	100.687501	4	0.255686	1.168840	0.288229	0.131956	0.255686	0.131956	1.168840	
101000	100.687501	5	0.276345	1.361942	0.276345	0.139770	0.231389	0.139770	1.152970	
102000	100.687501	6	0.232207	1.584995	0.293149	0.148580	0.203219	0.148580	1.125075	
103000	100.687501	5	0.258146	1.135056	0.287865	0.091866	0.154446	0.091866	1.135056	
104000	100.687501	5	0.282159	1.876277	0.282159	0.137726	0.158554	0.158554	1.047138	
105000	100.687501	4	0.297511	1.221394	0.297511	0.172875	0.172875	0.172875	1.553914	
106000	100.687501	3	0.267494	1.668887	0.267494	0.178072	0.178072	0.178072	1.668887	
107000	100.687501	4	0.267687	1.858432	0.267687	0.123474	0.164292	0.164292	1.858432	
108000	100.687501	4	0.322195	1.285684	0.322195	0.118229	0.334786	0.118229	1.285684	
109000	100.687501	3	0.247861	0.990908	0.247861	0.168254	0.168254	0.168254	0.990908	
110000	100.687501	7	0.294074	1.093527	0.268780	0.143271	0.178671	0.132646	1.240945	
111000	100.687501	4	0.266242	1.231461	0.318401	0.096505	0.096505	0.096505	1.231461	
112000	100.687501	5	0.251571	1.479033	0.251571	0.115138	0.091483	0.115138	1.363902	
113000	100.687501	5	0.233537	1.106830	0.374218	0.106532	0.106532	0.106532	0.842055	
114000	100.687501	3	0.260254	1.356879	0.260254	0.097888	0.097888	0.097888	1.356879	
115000	100.687501	4	0.281655	1.880456	0.281655	0.102404	0.102404	0.094376	1.880456	
116000	100.687501	5	0.184491	1.220589	0.335841	0.114679	0.114679	0.114679	1.463923	
117000	100.687501	4	0.215990	1.333317	0.348774	0.096637	0.096637	0.096637	1.333317	
118000	100.687501	5	0.186739	1.791522	0.181747	0.086047	0.120909	0.086047	1.791522	
119000	100.687501	6	0.324019	1.382207	0.288552	0.083700	0.103952	0.103952	1.134840	
120000	100.687501	6	0.271702	1.383140	0.249937	0.167161	0.190332	0.157316	1.383140	
121000	100.687501	5	0.258698	1.194728	0.258698	0.151900	0.192781	0.151900	1.297056	
122000	100.687501	5	0.227287	1.247747	0.227287	0.146512	0.230025	0.146512	1.860644	
123000	100.687501	4	0.275831	0.925484	0.253316	0.104518	0.104518	0.104518	0.925484	
124000	100.687501	5	0.351881	1.559551	0.351881	0.134844	0.110209	0.110209	0.958399	
125000	100.687501	3	0.277626	1.186091	0.277626	0.096200	0.096200	0.096200	1.186091	
126000	100.687501	5	0.304095	1.984560	0.361552	0.103589	0.095493	0.095493	1.984560	
127000	100.687501	4	0.254489	1.234955	0.254489	0.093026	0.093026	0.093026	1.347227	
128000	100.687501	3	0.276162	1.365652	0.276162	0.102812	0.102812	0.102812	1.365652	
129000	100.687501	4	0.286054	1.616653	0.286054	0.092751	0.092751	0.092751	1.161872	
130000	100.687501	3	0.300170	1.479829	0.300170	0.110177	0.110177	0.110177	1.479829	
131000	100.687501	4	0.329370	1.245669	0.329370	0.096044	0.096044	0.096044	0.996677	
132000	100.687501	3	0.262842	1.080538	0.262842	0.099397	0.099397	0.099397	1.080538	
133000	100.687501	4	0.264566	1.485121	0.315343	0.094732	0.094732	0.094732	1.485121	
134000	100.687501	4	0.229770	1.062745	0.289784	0.100309	0.100309	0.100309	1.062745	
135000	100.687501	6	0.232741	1.398553	0.281513	0.124985	0.105543	0.107762	1.398553	
136000	100.687501	5	0.270121	0.843751	0.282227	0.087754	0.108799	0.108799	0.843751	
137000	100.687501	4	0.290973	1.529240	0.266347	0.097883	0.097883	0.097883	1.529240	
138000	100.687501	5	0.282366	1.155908	0.344667	0.087493	0.100016	0.100016	1.155908	
139000	100.687501	5	0.262457	1.428259	0.262457	0.088917	0.108943	0.088917	1.059905	
140000	100.687501	3	0.277155	1.280927	0.277155	0.095281	0.095281	0.095281	1.280927	
141000	100.687501	5	0.214021	1.970428	0.326777	0.103436	0.103436	0.103436	1.297307	
142000	100.687501	5	0.242078	1.102534	0.288911	0.096432	0.096432	0.096432	1.423977	
143000	100.687501	3	0.257344	1.384785	0.257344	0.095265	0.095265	0.095265	1.384785	
144000	100.687501	4	0.287641	1.605684	0.287641	0.097461	0.097461	0.097461	1.337780	
145000	100.687501	5	0.234832	1.492004	0.288050	0.094239	0.094239	0.094239	1.206771	
146000	100.687501	3	0.266566	1.059594	0.266566	0.097994	0.097994	0.097994	1.059594	
147000	100.687501	7	0.261985	1.013845	0.227151	0.091111	0.098160	0.104716	1.122478	
148000	100.687501	4	0.233449	1.241317	0.244509	0.095796	0.095796	0.095796	1.241317	
149000	100.687501	4	0.348471	0.949224	0.295689	0.094188	0.094188	0.094188	0.949224	
150000	100.687501	4	0.229605	1.052399	0.229605	0.087725	0.087725	0.083211	1.052399	
151000	100.687501	5	0.231258	1.324712	0.280300	0.087331	0.097836	0.097836	1.324712	
152000	100.687501	5	0.250884	1.310405	0.274712	0.101186	0.101186	0.101186	1.016858	
153000	100.687501	6	0.237583	1.819978	0.336008	0.096881	0.096881	0.094509	1.135688	
154000	100.687501	4	0.270510	1.229820	0.233417	0.104155	0.104155	0.104155	1.229820	
155000	100.687501	4	0.255560	1.212625	0.221503	0.093750	0.093750	0.093750	1.212625	
156000	100.687501	4	0.215668	1.134272	0.426109	0.093847	0.093847	0.093847	1.134272	
157000	100.687501	6	0.290823	0.728499	0.290823	0.084948	0.092070	0.088332	1.086767	
158000	100.687501	5	0.343292	1.346795	0.343292	0.135790	0.100054	0.100054	1.402159	
159000	100.687501	4	0.260700	1.700749	0.260700	0.102235	0.102235	0.100421	1.700749	
160000	100.687501	4	0.259822	1.351602	0.259822	0.091598	0.087555	0.091598	1.351602	
161000	100.687501	3	0.241440	1.650805	0.241440	0.101741	0.101741	0.101741	1.650805	
162000	100.687501	4	0.256627	1.414364	0.333589	0.098490	0.098490	0.098490	1.414364	
163000	100.687501	5	0.266615	2.120502	0.368072	0.101957	0.119590	0.101957	2.120502	
164000	100.687501	5	0.300140	1.862603	0.295168	0.095086	0.095086	0.095086	1.117451	
165000	100.687501	4	0.267167	1.187950	0.352691	0.092431	0.092431	0.092431	1.187950	
166000	100.687501	5	0.333576	1.413880	0.330574	0.088602	0.088602	0.088602	1.206686	
167000	100.687501	5	0.259365	1.198466	0.259365	0.094861	0.100127	0.100127	1.076011	
168000	100.687501	4	0.264556	1.347954	0.264556	0.091723	0.091723	0.091723	0.979527	
169000	100.687501	6	0.237260	1.179619	0.356760	0.107743	0.108361	0.107743	1.806992	
170000	100.687501	4	0.276755	0.936409	0.232732	0.103364	0.103364	0.103364	0.936409	
171000	100.687501	4	0.241085	1.402770	0.241085	0.086990	0.128888	0.086990	1.402770	
172000	100.687501	4	0.214131	1.472438	0.266759	0.164777	0.164777	0.164777	1.472438	
173000	100.687501	6	0.214988	1.285443	0.214988	0.193119	0.159770	0.165509	1.049968	
174000	100.687501	3	0.277897	1.430336	0.277897	0.159060	0.159060	0.159060	1.430336	
175000	100.687501	7	0.221626	1.537912	0.291001	0.154530	0.185332	0.198870	1.750003	
176000	100.687501	5	0.322331	1.452194	0.322331	0.158991	0.170466	0.165284	1.452194	
177000	100.687501	4	0.256146	1.271845	0.256146	0.135444	0.135444	0.135444	0.987792	
178000	100.687501	6	0.271767	1.420637	0.248926	0.146341	0.146341	0.150678	1.062449	
179000	100.687501	3	0.262125	1.257177	0.262125	0.187221	0.187221	0.187221	1.257177	
180000	100.687501	4	0.271694	1.659980	0.271694	0.094503	0.183340	0.183340	1.659980	
181000	100.687501	4	0.289509	1.425329	0.289509	0.132352	0.269387	0.132352	1.425329	
182000	100.687501	4	0.261203	1.387282	0.261203	0.142824	0.208020	0.142824	1.387282	
183000	100.687501	5	0.265302	1.022053	0.265302	0.214981	0.223624	0.214981	1.295858	
184000	100.687501	3	0.302661	1.212803	0.302661	0.152719	0.152719	0.152719	1.212803	
185000	100.687501	6	0.255546	1.326751	0.312185	0.109121	0.163658	0.109121	0.898507	
186000	100.687501	5	0.264900	1.447059	0.264900	0.140776	0.172118	0.137488	1.447059	
187000	100.687501	6	0.332673	2.117414	0.295833	0.115238	0.232168	0.169008	2.117414	
188000	100.687501	6	0.241579	1.145423	0.281745	0.151683	0.176779	0.131835	1.145423	
189000	100.687501	4	0.244220	1.098413	0.251061	0.095766	0.095766	0.095766	1.098413	
190000	100.687501	3	0.290093	1.528466	0.290093	0.096590	0.096590	0.096590	1.528466	
191000	100.687501	4	0.294788	1.255465	0.294788	0.102568	0.102568	0.098253	1.255465	
192000	100.687501	5	0.341460	2.000620	0.341460	0.117261	0.108534	0.108534	1.632208	
193000	100.687501	5	0.220237	2.269414	0.355097	0.099419	0.091881	0.099419	2.269414	
194000	100.687501	3	0.297048	1.247443	0.297048	0.105605	0.105605	0.105605	1.247443	
195000	100.687501	7	0.260727	1.189001	0.309492	0.129316	0.101431	0.100369	2.004800	
196000	100.687501	4	0.218098	1.346837	0.218098	0.111660	0.108681	0.111660	1.346837	
197000	100.687501	4	0.264342	1.281939	0.264342	0.106285	0.106285	0.106285	1.028304	
198000	100.687501	4	0.274821	1.033797	0.274821	0.097888	0.097888	0.097888	1.211499	
199000	100.687501	3	0.241004	1.098421	0.241004	0.098829	0.098829	0.098829	1.098421	
200000	100.687501	6	0.220272	1.765762	0.390623	0.091073	0.091073	0.083926	1.192924	
201000	100.687501	5	0.240621	0.828415	0.330473	0.102288	0.102288	0.102288	1.476055	
202000	100.687501	4	0.255605	1.495208	0.234348	0.105083	0.105083	0.105083	1.495208	
203000	100.687501	6	0.247204	1.173355	0.202185	0.137209	0.100913	0.100913	1.684822	
204000	100.687501	5	0.257152	1.604993	0.311671	0.094026	0.094026	0.091749	1.604993	
205000	100.687501	4	0.237851	1.317913	0.250353	0.099766	0.099766	0.099766	1.317913	
206000	100.687501	4	0.322260	1.380520	0.289084	0.093742	0.093742	0.093742	1.380520	
207000	100.687501	4	0.280393	1.882666	0.280393	0.136724	0.114783	0.114783	1.882666	
208000	100.687501	6	0.243591	1.153726	0.243591	0.143654	0.104714	0.092437	1.424263	
209000	100.687501	6	0.306175	1.659023	0.212950	0.091498	0.092292	0.091498	1.136502	
210000	100.687501	3	0.283535	1.242207	0.283535	0.091744	0.091744	0.091744	1.242207	
211000	100.687501	4	0.244033	1.341527	0.244033	0.113112	0.103960	0.103960	1.341527	
212000	100.687501	5	0.280359	1.437776	0.280359	0.081165	0.094160	0.095496	1.437776	
213000	100.687501	3	0.248373	1.133126	0.248373	0.099032	0.099032	0.099032	1.133126	
214000	100.687501	6	0.236090	1.124854	0.280046	0.097742	0.099594	0.092330	1.124854	
215000	100.687501	5	0.276526	1.834559	0.242953	0.097875	0.097875	0.097875	0.905457	
216000	100.687501	4	0.262507	1.285141	0.277444	0.096886	0.096886	0.096886	1.285141	
217000	100.687501	5	0.287936	0.995214	0.261309	0.095559	0.095559	0.095559	1.114138	
218000	100.687501	4	0.316148	1.187801	0.316148	0.109929	0.109929	0.109929	1.290382	
219000	100.687501	6	0.282883	1.952540	0.242637	0.100727	0.100727	0.112353	1.420623	
220000	100.687501	4	0.237326	1.579260	0.237326	0.093256	0.093256	0.097423	1.579260	
221000	100.687501	4	0.258996	1.196816	0.256954	0.093226	0.093226	0.093226	1.196816	
222000	100.687501	5	0.324653	0.983576	0.252902	0.111419	0.109183	0.111419	0.983576	
223000	100.687501	4	0.296996	1.041545	0.296996	0.091305	0.091305	0.095928	1.041545	
224000	100.687501	3	0.243078	1.116027	0.243078	0.142217	0.142217	0.142217	1.116027	
225000	100.687501	4	0.268953	1.440175	0.241024	0.150464	0.241024	0.150464	1.440175	
226000	100.687501	5	0.289294	1.444824	0.289294	0.141973	0.182603	0.204106	1.444824	
227000	100.687501	4	0.213475	1.350107	0.274059	0.113754	0.213475	0.113754	1.350107	
228000	100.687501	4	0.207667	1.068174	0.207667	0.141305	0.149775	0.141305	1.068174	
229000	100.687501	3	0.296245	2.534980	0.296245	0.103689	0.296245	0.296245	2.534980	
230000	100.687501	3	0.252765	1.505659	0.252765	0.091227	0.252765	0.091227	1.505659	
231000	100.687501	4	0.300654	1.363483	0.300654	0.126102	0.146305	0.146305	1.363483	
232000	100.687501	5	0.257701	1.258909	0.257924	0.094139	0.094139	0.099787	1.258909	
233000	100.687501	5	0.290003	1.187079	0.246013	0.094855	0.094855	0.094855	1.112517	
234000	100.687501	3	0.291964	1.518662	0.291964	0.104467	0.104467	0.104467	1.518662	
235000	100.687501	6	0.322729	1.257149	0.377472	0.096888	0.104461	0.104461	1.340659	
236000	100.687501	4	0.255787	1.588795	0.255787	0.108806	0.108806	0.108806	1.264968	
237000	100.687501	5	0.364424	1.321495	0.240077	0.089431	0.095518	0.089431	1.321495	
238000	100.687501	5	0.280150	1.344836	0.339875	0.104404	0.104404	0.087648	1.344836	
239000	100.687501	3	0.245528	1.428841	0.245528	0.102767	0.102767	0.102767	1.428841	
240000	100.687501	6	0.282788	1.073785	0.282788	0.121040	0.111056	0.106067	1.134279	
241000	100.687501	4	0.266251	0.922137	0.266251	0.091633	0.091633	0.091633	1.222700	
242000	100.687501	5	0.248952	1.029160	0.248952	0.091271	0.096311	0.096311	1.530756	
243000	100.687501	4	0.236425	1.505238	0.265464	0.097420	0.097420	0.097420	1.505238	
244000	100.687501	3	0.270065	1.361839	0.270065	0.099432	0.099432	0.099432	1.361839	
245000	100.687501	5	0.382966	1.518322	0.251083	0.153460	0.099483	0.099483	1.518322	
246000	100.687501	4	0.236046	1.432269	0.272241	0.097918	0.097918	0.097918	1.432269	
247000	100.687501	5	0.252102	1.546779	0.252102	0.096086	0.098143	0.096086	1.431140	
248000	100.687501	3	0.246713	1.447600	0.246713	0.094785	0.094785	0.094785	1.447600	
249000	100.687501	6	0.275154	1.210839	0.275154	0.120150	0.093741	0.087959	0.897939	
250000	100.687501	6	0.264531	1.303644	0.264531	0.097553	0.098922	0.102010	1.592059	
251000	100.687501	4	0.244587	1.228365	0.244587	0.095012	0.107407	0.095012	1.228365	
252000	100.687501	4	0.265005	1.139235	0.264107	0.100924	0.100924	0.100924	1.139235	
253000	100.687501	5	0.288992	1.481484	0.288992	0.108118	0.102012	0.094876	1.481484	
254000	100.687501	3	0.261613	1.381796	0.261613	0.095623	0.095623	0.095623	1.381796	
255000	100.687501	5	0.310884	0.979646	0.244242	0.105847	0.105847	0.082858	0.979646	
256000	100.687501	4	0.241295	1.609358	0.241295	0.149409	0.166379	0.149409	1.609358	
257000	100.687501	5	0.252597	1.283718	0.295844	0.164734	0.191042	0.164734	1.283718	
258000	100.687501	5	0.288533	0.931001	0.253362	0.155554	0.155554	0.155554	1.257171	
259000	100.687501	5	0.219736	1.643908	0.237961	0.133325	0.219736	0.171600	1.643908	
260000	100.687501	5	0.215797	1.594555	0.361223	0.168105	0.175887	0.168105	1.594555	
261000	100.687501	5	0.282458	1.150637	0.306281	0.129239	0.261771	0.129239	1.150637	
262000	100.687501	4	0.284987	1.417509	0.284987	0.146463	0.146463	0.138575	1.417509	
263000	100.687501	5	0.278860	1.162644	0.278860	0.115931	0.203240	0.115931	1.049021	
264000	100.687501	4	0.262723	1.261421	0.262723	0.152034	0.171598	0.152034	1.261421	
265000	100.687501	5	0.226161	1.091410	0.226161	0.137470	0.197659	0.137470	0.944312	
266000	100.687501	3	0.280498	0.922597	0.280498	0.106552	0.106552	0.106552	0.922597	
267000	100.687501	5	0.269561	1.143085	0.262577	0.103533	0.103533	0.103533	0.845513	
268000	100.687501	3	0.276278	1.324542	0.276278	0.104458	0.104458	0.104458	1.324542	
269000	100.687501	4	0.317958	0.957383	0.317958	0.087999	0.097165	0.097165	0.957383	
270000	100.687501	4	0.251196	0.826250	0.251196	0.096773	0.096773	0.096773	1.107963	
271000	100.687501	4	0.250772	1.213611	0.250772	0.094215	0.094215	0.094215	0.973582	
272000	100.687501	5	0.264887	1.085416	0.264887	0.096665	0.105539	0.089570	1.085416	
273000	100.687501	4	0.267839	1.239820	0.351195	0.096939	0.096939	0.096939	1.239820	
274000	100.687501	3	0.263667	1.146200	0.263667	0.090975	0.090975	0.090975	1.146200	
275000	100.687501	4	0.328342	1.183205	0.328342	0.093542	0.093542	0.093542	1.308939	
276000	100.687501	4	0.279552	1.119907	0.279552	0.092799	0.092799	0.092799	1.236638	
277000	100.687501	4	0.233097	1.143314	0.233097	0.108228	0.109148	0.108228	1.143314	
278000	100.687501	6	0.240974	1.116681	0.308897	0.160382	0.100795	0.100795	1.129961	
279000	100.687501	4	0.298483	1.283600	0.298483	0.090731	0.090731	0.090731	1.007365	
280000	100.687501	3	0.244716	1.289277	0.244716	0.097977	0.097977	0.097977	1.289277	
281000	100.687501	3	0.234053	0.900924	0.234053	0.086088	0.086088	0.086088	0.900924	
282000	100.687501	6	0.270018	1.064055	0.313929	0.105742	0.104754	0.104754	1.131761	
283000	100.687501	4	0.260642	1.462632	0.260642	0.150163	0.150163	0.150163	0.933780	
284000	100.687501	4	0.272377	1.208667	0.272377	0.146660	0.156774	0.156774	1.208667	
285000	100.687501	4	0.268156	1.316603	0.268156	0.102318	0.176045	0.176045	1.316603	
286000	100.687501	4	0.311336	1.115643	0.313260	0.154098	0.154098	0.154098	1.115643	
287000	100.687501	6	0.206130	1.291571	0.401884	0.139884	0.150063	0.161119	1.291571	
288000	100.687501	5	0.198417	1.299702	0.286480	0.141577	0.141860	0.141577	1.299702	
289000	100.687501	4	0.208313	0.930295	0.208313	0.125143	0.208313	0.125143	0.980918	
290000	100.687501	6	0.213347	1.613986	0.317919	0.159603	0.213347	0.134919	1.562514	
291000	100.687501	3	0.264326	1.571069	0.264326	0.160897	0.264326	0.160897	1.571069	
292000	100.687501	3	0.291438	1.112672	0.291438	0.202172	0.202172	0.202172	1.112672	
293000	100.687501	4	0.269395	1.217954	0.269395	0.111919	0.269395	0.111919	1.068004	
294000	100.687501	4	0.250350	1.432661	0.250350	0.129567	0.170926	0.170926	1.432661	
295000	100.687501	4	0.239584	1.279169	0.239584	0.167271	0.193662	0.167271	1.279169	
296000	100.687501	3	0.234884	0.962728	0.234884	0.142675	0.142675	0.142675	0.962728	
297000	100.687501	6	0.276745	1.099294	0.278760	0.137956	0.189942	0.132702	1.099294	
298000	100.687501	4	0.314730	1.546822	0.314730	0.105660	0.105660	0.091919	1.546822	
299000	100.687501	4	0.333319	1.450527	0.333319	0.103448	0.103448	0.103448	1.309999	
300000	100.687501	6	0.293505	1.382769	0.318340	0.091042	0.105775	0.105775	1.959229	
301000	100.687501	5	0.275104	0.844725	0.243930	0.096294	0.096294	0.096294	0.928298	
