Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
11000	0.085832	2	0.066614	0.412039	0.057796	0.030180	0.383261	0.050110	0.066614	0.412039	0.057796	0.030180	0.383261	0.050110	0.066614	0.412039	0.057796	0.030180	0.383261	0.050110	0.080559	0.365541	0.094401	0.212882	0.215025	0.031593	0.080559	0.365541	0.094401	0.212882	0.215025	0.031593	0.080559	0.365541	0.094401	0.212882	0.215025	0.031593	0.066614	0.412039	0.057796	0.030180	0.383261	0.050110	
12000	0.085832	2	0.066482	0.402033	0.055153	0.031258	0.397192	0.047882	0.066482	0.402033	0.055153	0.031258	0.397192	0.047882	0.066482	0.402033	0.055153	0.031258	0.397192	0.047882	0.063476	0.396305	0.098003	0.176743	0.213233	0.052240	0.063476	0.396305	0.098003	0.176743	0.213233	0.052240	0.063476	0.396305	0.098003	0.176743	0.213233	0.052240	0.066482	0.402033	0.055153	0.031258	0.397192	0.047882	
13000	0.085832	2	0.065801	0.444420	0.050672	0.033340	0.349735	0.056033	0.065801	0.444420	0.050672	0.033340	0.349735	0.056033	0.065801	0.444420	0.050672	0.033340	0.349735	0.056033	0.064582	0.447785	0.094968	0.183115	0.170352	0.039198	0.064582	0.447785	0.094968	0.183115	0.170352	0.039198	0.064582	0.447785	0.094968	0.183115	0.170352	0.039198	0.065801	0.444420	0.050672	0.033340	0.349735	0.056033	
14000	0.085832	2	0.062424	0.401213	0.064544	0.029388	0.389820	0.052610	0.062424	0.401213	0.064544	0.029388	0.389820	0.052610	0.062424	0.401213	0.064544	0.029388	0.389820	0.052610	0.069095	0.413951	0.115991	0.171479	0.161769	0.067716	0.069095	0.413951	0.115991	0.171479	0.161769	0.067716	0.069095	0.413951	0.115991	0.171479	0.161769	0.067716	0.062424	0.401213	0.064544	0.029388	0.389820	0.052610	
15000	0.085832	2	0.070491	0.396190	0.063736	0.036138	0.384940	0.048504	0.070491	0.396190	0.063736	0.036138	0.384940	0.048504	0.070491	0.396190	0.063736	0.036138	0.384940	0.048504	0.092008	0.413522	0.065440	0.210235	0.161118	0.057678	0.092008	0.413522	0.065440	0.210235	0.161118	0.057678	0.092008	0.413522	0.065440	0.210235	0.161118	0.057678	0.070491	0.396190	0.063736	0.036138	0.384940	0.048504	
16000	0.085832	2	0.067129	0.418749	0.067519	0.032067	0.361328	0.053207	0.067129	0.418749	0.067519	0.032067	0.361328	0.053207	0.067129	0.418749	0.067519	0.032067	0.361328	0.053207	0.078842	0.424162	0.098616	0.183811	0.175846	0.038724	0.078842	0.424162	0.098616	0.183811	0.175846	0.038724	0.078842	0.424162	0.098616	0.183811	0.175846	0.038724	0.067129	0.418749	0.067519	0.032067	0.361328	0.053207	
17000	0.085832	2	0.064270	0.422451	0.057607	0.034185	0.371884	0.049604	0.064270	0.422451	0.057607	0.034185	0.371884	0.049604	0.064270	0.422451	0.057607	0.034185	0.371884	0.049604	0.091467	0.417014	0.078000	0.165546	0.196088	0.051885	0.091467	0.417014	0.078000	0.165546	0.196088	0.051885	0.091467	0.417014	0.078000	0.165546	0.196088	0.051885	0.064270	0.422451	0.057607	0.034185	0.371884	0.049604	
18000	0.085832	2	0.067400	0.416374	0.059993	0.026128	0.376300	0.053805	0.067400	0.416374	0.059993	0.026128	0.376300	0.053805	0.067400	0.416374	0.059993	0.026128	0.376300	0.053805	0.074964	0.425629	0.085338	0.208680	0.165901	0.039488	0.074964	0.425629	0.085338	0.208680	0.165901	0.039488	0.074964	0.425629	0.085338	0.208680	0.165901	0.039488	0.067400	0.416374	0.059993	0.026128	0.376300	0.053805	
19000	0.085832	2	0.067086	0.427205	0.059494	0.024386	0.378017	0.043811	0.067086	0.427205	0.059494	0.024386	0.378017	0.043811	0.067086	0.427205	0.059494	0.024386	0.378017	0.043811	0.067397	0.427331	0.113466	0.178081	0.162270	0.051454	0.067397	0.427331	0.113466	0.178081	0.162270	0.051454	0.067397	0.427331	0.113466	0.178081	0.162270	0.051454	0.067086	0.427205	0.059494	0.024386	0.378017	0.043811	
20000	0.085832	2	0.071812	0.418022	0.062301	0.028931	0.373140	0.045794	0.071812	0.418022	0.062301	0.028931	0.373140	0.045794	0.071812	0.418022	0.062301	0.028931	0.373140	0.045794	0.070840	0.397409	0.123169	0.179571	0.159229	0.069783	0.070840	0.397409	0.123169	0.179571	0.159229	0.069783	0.070840	0.397409	0.123169	0.179571	0.159229	0.069783	0.071812	0.418022	0.062301	0.028931	0.373140	0.045794	
21000	0.085832	2	0.062649	0.455418	0.060316	0.030625	0.343624	0.047367	0.062649	0.455418	0.060316	0.030625	0.343624	0.047367	0.062649	0.455418	0.060316	0.030625	0.343624	0.047367	0.083759	0.391588	0.099862	0.207948	0.155955	0.060888	0.083759	0.391588	0.099862	0.207948	0.155955	0.060888	0.083759	0.391588	0.099862	0.207948	0.155955	0.060888	0.062649	0.455418	0.060316	0.030625	0.343624	0.047367	
22000	0.085832	2	0.065210	0.425800	0.062781	0.025754	0.368387	0.052068	0.065210	0.425800	0.062781	0.025754	0.368387	0.052068	0.065210	0.425800	0.062781	0.025754	0.368387	0.052068	0.073168	0.406154	0.089310	0.187161	0.178341	0.065866	0.073168	0.406154	0.089310	0.187161	0.178341	0.065866	0.073168	0.406154	0.089310	0.187161	0.178341	0.065866	0.065210	0.425800	0.062781	0.025754	0.368387	0.052068	
23000	0.085832	2	0.063317	0.398411	0.059783	0.033723	0.390931	0.053835	0.063317	0.398411	0.059783	0.033723	0.390931	0.053835	0.063317	0.398411	0.059783	0.033723	0.390931	0.053835	0.061166	0.426109	0.092517	0.199659	0.178532	0.042018	0.061166	0.426109	0.092517	0.199659	0.178532	0.042018	0.061166	0.426109	0.092517	0.199659	0.178532	0.042018	0.063317	0.398411	0.059783	0.033723	0.390931	0.053835	
24000	0.085832	2	0.068498	0.409416	0.048590	0.029880	0.389742	0.053875	0.068498	0.409416	0.048590	0.029880	0.389742	0.053875	0.068498	0.409416	0.048590	0.029880	0.389742	0.053875	0.052393	0.428493	0.109150	0.200673	0.155315	0.053976	0.052393	0.428493	0.109150	0.200673	0.155315	0.053976	0.052393	0.428493	0.109150	0.200673	0.155315	0.053976	0.068498	0.409416	0.048590	0.029880	0.389742	0.053875	
25000	0.085832	2	0.051183	0.415808	0.063190	0.029279	0.390224	0.050316	0.051183	0.415808	0.063190	0.029279	0.390224	0.050316	0.051183	0.415808	0.063190	0.029279	0.390224	0.050316	0.079321	0.374630	0.098432	0.199620	0.193126	0.054871	0.079321	0.374630	0.098432	0.199620	0.193126	0.054871	0.079321	0.374630	0.098432	0.199620	0.193126	0.054871	0.051183	0.415808	0.063190	0.029279	0.390224	0.050316	
26000	0.085832	2	0.055685	0.401391	0.068716	0.026661	0.394040	0.053508	0.055685	0.401391	0.068716	0.026661	0.394040	0.053508	0.055685	0.401391	0.068716	0.026661	0.394040	0.053508	0.044976	0.401220	0.111593	0.192682	0.189628	0.059901	0.044976	0.401220	0.111593	0.192682	0.189628	0.059901	0.044976	0.401220	0.111593	0.192682	0.189628	0.059901	0.055685	0.401391	0.068716	0.026661	0.394040	0.053508	
27000	0.085832	2	0.054698	0.417211	0.068247	0.026188	0.381097	0.052559	0.054698	0.417211	0.068247	0.026188	0.381097	0.052559	0.054698	0.417211	0.068247	0.026188	0.381097	0.052559	0.066318	0.451975	0.091470	0.168376	0.166421	0.055440	0.066318	0.451975	0.091470	0.168376	0.166421	0.055440	0.066318	0.451975	0.091470	0.168376	0.166421	0.055440	0.054698	0.417211	0.068247	0.026188	0.381097	0.052559	
28000	0.085832	2	0.059667	0.439786	0.060969	0.026063	0.362133	0.051382	0.059667	0.439786	0.060969	0.026063	0.362133	0.051382	0.059667	0.439786	0.060969	0.026063	0.362133	0.051382	0.089357	0.404179	0.104322	0.188963	0.136758	0.076420	0.089357	0.404179	0.104322	0.188963	0.136758	0.076420	0.089357	0.404179	0.104322	0.188963	0.136758	0.076420	0.059667	0.439786	0.060969	0.026063	0.362133	0.051382	
29000	0.085832	2	0.059197	0.433548	0.061482	0.033018	0.365178	0.047577	0.059197	0.433548	0.061482	0.033018	0.365178	0.047577	0.059197	0.433548	0.061482	0.033018	0.365178	0.047577	0.059142	0.478064	0.110737	0.154696	0.151258	0.046103	0.059142	0.478064	0.110737	0.154696	0.151258	0.046103	0.059142	0.478064	0.110737	0.154696	0.151258	0.046103	0.059197	0.433548	0.061482	0.033018	0.365178	0.047577	
30000	0.085832	2	0.062961	0.417440	0.052791	0.035478	0.383115	0.048216	0.062961	0.417440	0.052791	0.035478	0.383115	0.048216	0.062961	0.417440	0.052791	0.035478	0.383115	0.048216	0.069117	0.384236	0.115019	0.190189	0.178986	0.062454	0.069117	0.384236	0.115019	0.190189	0.178986	0.062454	0.069117	0.384236	0.115019	0.190189	0.178986	0.062454	0.062961	0.417440	0.052791	0.035478	0.383115	0.048216	
31000	0.085832	2	0.067514	0.411187	0.056609	0.032012	0.381575	0.051103	0.067514	0.411187	0.056609	0.032012	0.381575	0.051103	0.067514	0.411187	0.056609	0.032012	0.381575	0.051103	0.069201	0.416834	0.101852	0.191294	0.162758	0.058061	0.069201	0.416834	0.101852	0.191294	0.162758	0.058061	0.069201	0.416834	0.101852	0.191294	0.162758	0.058061	0.067514	0.411187	0.056609	0.032012	0.381575	0.051103	
32000	0.085832	2	0.058451	0.436899	0.055761	0.031802	0.371178	0.045910	0.058451	0.436899	0.055761	0.031802	0.371178	0.045910	0.058451	0.436899	0.055761	0.031802	0.371178	0.045910	0.032446	0.338782	0.072885	0.305665	0.177740	0.072482	0.032446	0.338782	0.072885	0.305665	0.177740	0.072482	0.032446	0.338782	0.072885	0.305665	0.177740	0.072482	0.058451	0.436899	0.055761	0.031802	0.371178	0.045910	
33000	0.085832	2	0.070058	0.425045	0.055112	0.029508	0.369046	0.051230	0.070058	0.425045	0.055112	0.029508	0.369046	0.051230	0.070058	0.425045	0.055112	0.029508	0.369046	0.051230	0.053594	0.302368	0.081120	0.236893	0.262357	0.063668	0.053594	0.302368	0.081120	0.236893	0.262357	0.063668	0.053594	0.302368	0.081120	0.236893	0.262357	0.063668	0.070058	0.425045	0.055112	0.029508	0.369046	0.051230	
34000	0.085832	2	0.065360	0.432139	0.056778	0.023914	0.372737	0.049072	0.065360	0.432139	0.056778	0.023914	0.372737	0.049072	0.065360	0.432139	0.056778	0.023914	0.372737	0.049072	0.061056	0.394558	0.096112	0.221667	0.175547	0.051061	0.061056	0.394558	0.096112	0.221667	0.175547	0.051061	0.061056	0.394558	0.096112	0.221667	0.175547	0.051061	0.065360	0.432139	0.056778	0.023914	0.372737	0.049072	
35000	0.085832	2	0.063123	0.448095	0.053554	0.036739	0.351246	0.047243	0.063123	0.448095	0.053554	0.036739	0.351246	0.047243	0.063123	0.448095	0.053554	0.036739	0.351246	0.047243	0.064352	0.303863	0.107998	0.196608	0.288463	0.038716	0.064352	0.303863	0.107998	0.196608	0.288463	0.038716	0.064352	0.303863	0.107998	0.196608	0.288463	0.038716	0.063123	0.448095	0.053554	0.036739	0.351246	0.047243	
36000	0.085832	2	0.058478	0.453641	0.054036	0.029903	0.351106	0.052836	0.058478	0.453641	0.054036	0.029903	0.351106	0.052836	0.058478	0.453641	0.054036	0.029903	0.351106	0.052836	0.107664	0.384287	0.142807	0.133077	0.179096	0.053069	0.107664	0.384287	0.142807	0.133077	0.179096	0.053069	0.107664	0.384287	0.142807	0.133077	0.179096	0.053069	0.058478	0.453641	0.054036	0.029903	0.351106	0.052836	
37000	0.085832	3	0.108552	0.344486	0.056364	0.044626	0.378004	0.067967	0.043913	0.438090	0.057475	0.035152	0.365001	0.060370	0.043913	0.438090	0.057475	0.035152	0.365001	0.060370	0.057840	0.396962	0.138649	0.180391	0.170978	0.055180	0.057840	0.396962	0.138649	0.180391	0.170978	0.055180	0.057840	0.396962	0.138649	0.180391	0.170978	0.055180	0.108552	0.344486	0.056364	0.044626	0.378004	0.067967	
38000	0.085832	3	0.083990	0.354545	0.066186	0.059274	0.390072	0.045933	0.051609	0.430675	0.044725	0.024729	0.378195	0.070067	0.051609	0.430675	0.044725	0.024729	0.378195	0.070067	0.041663	0.391708	0.098770	0.162354	0.206736	0.098769	0.041663	0.391708	0.098770	0.162354	0.206736	0.098769	0.041663	0.391708	0.098770	0.162354	0.206736	0.098769	0.083990	0.354545	0.066186	0.059274	0.390072	0.045933	
39000	0.085832	3	0.070363	0.337131	0.076813	0.045069	0.430082	0.040543	0.053952	0.447452	0.043232	0.025852	0.355678	0.073834	0.053952	0.447452	0.043232	0.025852	0.355678	0.073834	0.062788	0.435104	0.097835	0.144369	0.209868	0.050036	0.062788	0.435104	0.097835	0.144369	0.209868	0.050036	0.062788	0.435104	0.097835	0.144369	0.209868	0.050036	0.070363	0.337131	0.076813	0.045069	0.430082	0.040543	
40000	0.085832	3	0.091524	0.316765	0.077750	0.048991	0.426335	0.038634	0.050907	0.436610	0.051919	0.025914	0.370693	0.063957	0.050907	0.436610	0.051919	0.025914	0.370693	0.063957	0.054643	0.337754	0.092417	0.181433	0.253359	0.080395	0.054643	0.337754	0.092417	0.181433	0.253359	0.080395	0.054643	0.337754	0.092417	0.181433	0.253359	0.080395	0.091524	0.316765	0.077750	0.048991	0.426335	0.038634	
41000	0.085832	3	0.089772	0.356219	0.069329	0.027741	0.414901	0.042039	0.057067	0.480256	0.049220	0.011396	0.341428	0.060633	0.057067	0.480256	0.049220	0.011396	0.341428	0.060633	0.099496	0.365611	0.074104	0.231711	0.166785	0.062293	0.099496	0.365611	0.074104	0.231711	0.166785	0.062293	0.099496	0.365611	0.074104	0.231711	0.166785	0.062293	0.089772	0.356219	0.069329	0.027741	0.414901	0.042039	
42000	0.085832	3	0.080750	0.340014	0.060802	0.032931	0.437404	0.048098	0.055323	0.468675	0.047729	0.021766	0.346376	0.060132	0.055323	0.468675	0.047729	0.021766	0.346376	0.060132	0.071600	0.358260	0.079065	0.227053	0.217580	0.046443	0.071600	0.358260	0.079065	0.227053	0.217580	0.046443	0.071600	0.358260	0.079065	0.227053	0.217580	0.046443	0.080750	0.340014	0.060802	0.032931	0.437404	0.048098	
43000	0.085832	2	0.063070	0.348618	0.062795	0.030647	0.448473	0.046398	0.063070	0.348618	0.062795	0.030647	0.448473	0.046398	0.063070	0.348618	0.062795	0.030647	0.448473	0.046398	0.063547	0.384692	0.102200	0.155882	0.200465	0.093213	0.063547	0.384692	0.102200	0.155882	0.200465	0.093213	0.063547	0.384692	0.102200	0.155882	0.200465	0.093213	0.063070	0.348618	0.062795	0.030647	0.448473	0.046398	
44000	0.085832	2	0.071449	0.397472	0.060664	0.032243	0.395872	0.042299	0.071449	0.397472	0.060664	0.032243	0.395872	0.042299	0.071449	0.397472	0.060664	0.032243	0.395872	0.042299	0.092108	0.330411	0.089070	0.229125	0.212936	0.046350	0.092108	0.330411	0.089070	0.229125	0.212936	0.046350	0.092108	0.330411	0.089070	0.229125	0.212936	0.046350	0.071449	0.397472	0.060664	0.032243	0.395872	0.042299	
45000	0.085832	2	0.065192	0.415973	0.052798	0.029374	0.385375	0.051288	0.065192	0.415973	0.052798	0.029374	0.385375	0.051288	0.065192	0.415973	0.052798	0.029374	0.385375	0.051288	0.062854	0.366347	0.091838	0.232239	0.164177	0.082545	0.062854	0.366347	0.091838	0.232239	0.164177	0.082545	0.062854	0.366347	0.091838	0.232239	0.164177	0.082545	0.065192	0.415973	0.052798	0.029374	0.385375	0.051288	
46000	0.085832	2	0.058755	0.373589	0.056713	0.037273	0.428332	0.045338	0.058755	0.373589	0.056713	0.037273	0.428332	0.045338	0.058755	0.373589	0.056713	0.037273	0.428332	0.045338	0.080614	0.406629	0.109417	0.145115	0.192999	0.065227	0.080614	0.406629	0.109417	0.145115	0.192999	0.065227	0.080614	0.406629	0.109417	0.145115	0.192999	0.065227	0.058755	0.373589	0.056713	0.037273	0.428332	0.045338	
47000	0.085832	2	0.058789	0.403932	0.058949	0.026775	0.396241	0.055313	0.058789	0.403932	0.058949	0.026775	0.396241	0.055313	0.058789	0.403932	0.058949	0.026775	0.396241	0.055313	0.073094	0.408956	0.090122	0.162382	0.208793	0.056654	0.073094	0.408956	0.090122	0.162382	0.208793	0.056654	0.073094	0.408956	0.090122	0.162382	0.208793	0.056654	0.058789	0.403932	0.058949	0.026775	0.396241	0.055313	
48000	0.085832	2	0.065194	0.408812	0.059661	0.031073	0.384605	0.050655	0.065194	0.408812	0.059661	0.031073	0.384605	0.050655	0.065194	0.408812	0.059661	0.031073	0.384605	0.050655	0.062600	0.390132	0.092796	0.173221	0.232666	0.048586	0.062600	0.390132	0.092796	0.173221	0.232666	0.048586	0.062600	0.390132	0.092796	0.173221	0.232666	0.048586	0.065194	0.408812	0.059661	0.031073	0.384605	0.050655	
49000	0.085832	2	0.064781	0.386877	0.060433	0.022031	0.420402	0.045476	0.064781	0.386877	0.060433	0.022031	0.420402	0.045476	0.064781	0.386877	0.060433	0.022031	0.420402	0.045476	0.071872	0.343189	0.128312	0.195110	0.206030	0.055487	0.071872	0.343189	0.128312	0.195110	0.206030	0.055487	0.071872	0.343189	0.128312	0.195110	0.206030	0.055487	0.064781	0.386877	0.060433	0.022031	0.420402	0.045476	
50000	0.085832	2	0.063400	0.415752	0.056588	0.029164	0.388446	0.046651	0.063400	0.415752	0.056588	0.029164	0.388446	0.046651	0.063400	0.415752	0.056588	0.029164	0.388446	0.046651	0.065093	0.432455	0.084970	0.185723	0.169936	0.061823	0.065093	0.432455	0.084970	0.185723	0.169936	0.061823	0.065093	0.432455	0.084970	0.185723	0.169936	0.061823	0.063400	0.415752	0.056588	0.029164	0.388446	0.046651	
51000	0.085832	2	0.066489	0.414085	0.065769	0.025159	0.376253	0.052246	0.066489	0.414085	0.065769	0.025159	0.376253	0.052246	0.066489	0.414085	0.065769	0.025159	0.376253	0.052246	0.079329	0.358347	0.104447	0.240494	0.150183	0.067200	0.079329	0.358347	0.104447	0.240494	0.150183	0.067200	0.079329	0.358347	0.104447	0.240494	0.150183	0.067200	0.066489	0.414085	0.065769	0.025159	0.376253	0.052246	
52000	0.085832	2	0.063693	0.418152	0.055790	0.016347	0.386814	0.059205	0.063693	0.418152	0.055790	0.016347	0.386814	0.059205	0.063693	0.418152	0.055790	0.016347	0.386814	0.059205	0.055746	0.420998	0.079707	0.174644	0.189634	0.079271	0.055746	0.420998	0.079707	0.174644	0.189634	0.079271	0.055746	0.420998	0.079707	0.174644	0.189634	0.079271	0.063693	0.418152	0.055790	0.016347	0.386814	0.059205	
53000	0.085832	2	0.066249	0.389410	0.059405	0.017728	0.411782	0.055425	0.066249	0.389410	0.059405	0.017728	0.411782	0.055425	0.066249	0.389410	0.059405	0.017728	0.411782	0.055425	0.064195	0.354661	0.118294	0.184332	0.218032	0.060486	0.064195	0.354661	0.118294	0.184332	0.218032	0.060486	0.064195	0.354661	0.118294	0.184332	0.218032	0.060486	0.066249	0.389410	0.059405	0.017728	0.411782	0.055425	
54000	0.085832	2	0.066913	0.377551	0.058783	0.028330	0.407871	0.060553	0.066913	0.377551	0.058783	0.028330	0.407871	0.060553	0.066913	0.377551	0.058783	0.028330	0.407871	0.060553	0.055833	0.324821	0.079058	0.216204	0.235190	0.088894	0.055833	0.324821	0.079058	0.216204	0.235190	0.088894	0.055833	0.324821	0.079058	0.216204	0.235190	0.088894	0.066913	0.377551	0.058783	0.028330	0.407871	0.060553	
55000	0.085832	2	0.066040	0.381663	0.064333	0.033384	0.412443	0.042137	0.066040	0.381663	0.064333	0.033384	0.412443	0.042137	0.066040	0.381663	0.064333	0.033384	0.412443	0.042137	0.078789	0.388819	0.087613	0.211602	0.160057	0.073121	0.078789	0.388819	0.087613	0.211602	0.160057	0.073121	0.078789	0.388819	0.087613	0.211602	0.160057	0.073121	0.066040	0.381663	0.064333	0.033384	0.412443	0.042137	
56000	0.085832	2	0.068753	0.367822	0.057743	0.029261	0.429798	0.046623	0.068753	0.367822	0.057743	0.029261	0.429798	0.046623	0.068753	0.367822	0.057743	0.029261	0.429798	0.046623	0.091611	0.403756	0.097928	0.219130	0.146267	0.041307	0.091611	0.403756	0.097928	0.219130	0.146267	0.041307	0.091611	0.403756	0.097928	0.219130	0.146267	0.041307	0.068753	0.367822	0.057743	0.029261	0.429798	0.046623	
57000	0.085832	2	0.065043	0.386879	0.066045	0.027383	0.410544	0.044107	0.065043	0.386879	0.066045	0.027383	0.410544	0.044107	0.065043	0.386879	0.066045	0.027383	0.410544	0.044107	0.086597	0.354251	0.143210	0.168338	0.167184	0.080419	0.086597	0.354251	0.143210	0.168338	0.167184	0.080419	0.086597	0.354251	0.143210	0.168338	0.167184	0.080419	0.065043	0.386879	0.066045	0.027383	0.410544	0.044107	
58000	0.085832	2	0.065746	0.399092	0.056910	0.028032	0.400602	0.049617	0.065746	0.399092	0.056910	0.028032	0.400602	0.049617	0.065746	0.399092	0.056910	0.028032	0.400602	0.049617	0.085087	0.331540	0.098842	0.234844	0.185037	0.064650	0.085087	0.331540	0.098842	0.234844	0.185037	0.064650	0.085087	0.331540	0.098842	0.234844	0.185037	0.064650	0.065746	0.399092	0.056910	0.028032	0.400602	0.049617	
59000	0.085832	2	0.061974	0.437014	0.053645	0.027237	0.356329	0.063801	0.061974	0.437014	0.053645	0.027237	0.356329	0.063801	0.061974	0.437014	0.053645	0.027237	0.356329	0.063801	0.080507	0.423696	0.109384	0.156582	0.183115	0.046716	0.080507	0.423696	0.109384	0.156582	0.183115	0.046716	0.080507	0.423696	0.109384	0.156582	0.183115	0.046716	0.061974	0.437014	0.053645	0.027237	0.356329	0.063801	
60000	0.085832	2	0.058984	0.435211	0.056769	0.038043	0.366569	0.044423	0.058984	0.435211	0.056769	0.038043	0.366569	0.044423	0.058984	0.435211	0.056769	0.038043	0.366569	0.044423	0.066873	0.417033	0.104292	0.166644	0.187227	0.057931	0.066873	0.417033	0.104292	0.166644	0.187227	0.057931	0.066873	0.417033	0.104292	0.166644	0.187227	0.057931	0.058984	0.435211	0.056769	0.038043	0.366569	0.044423	
