Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	
171000	0.085832	3	0.256804	1.292725	0.256804	0.149417	0.149417	0.149417	1.292725	
172000	0.085832	4	0.256780	1.289033	0.256780	0.108246	0.182769	0.182769	1.289033	
173000	0.085832	3	0.256080	1.501698	0.256080	0.184194	0.184194	0.184194	1.501698	
174000	0.085832	3	0.283731	1.139498	0.283731	0.156227	0.156227	0.156227	1.139498	
175000	0.085832	3	0.244227	1.363365	0.244227	0.153043	0.153043	0.153043	1.363365	
176000	0.085832	3	0.269216	1.179752	0.269216	0.158158	0.158158	0.158158	1.179752	
177000	0.085832	3	0.269468	1.134244	0.269468	0.149894	0.149894	0.149894	1.134244	
178000	0.085832	3	0.245832	1.164230	0.245832	0.117926	0.245832	0.117926	1.164230	
179000	0.085832	3	0.252976	1.413867	0.252976	0.146740	0.252976	0.146740	1.413867	
180000	0.085832	3	0.265045	1.209435	0.265045	0.150478	0.150478	0.150478	1.209435	
181000	0.085832	4	0.254803	1.110657	0.254803	0.126912	0.155492	0.155492	1.110657	
182000	0.085832	3	0.272337	1.191790	0.272337	0.142571	0.272337	0.142571	1.191790	
183000	0.085832	4	0.234095	1.389318	0.256066	0.151407	0.151407	0.151407	1.389318	
184000	0.085832	3	0.231836	1.602888	0.231836	0.138697	0.231836	0.138697	1.602888	
185000	0.085832	3	0.229223	1.394643	0.229223	0.140997	0.229223	0.140997	1.394643	
186000	0.085832	3	0.266494	1.127960	0.266494	0.150929	0.150929	0.150929	1.127960	
187000	0.085832	3	0.268179	1.352758	0.268179	0.147445	0.147445	0.147445	1.352758	
188000	0.085832	3	0.267430	1.248091	0.267430	0.150931	0.150931	0.150931	1.248091	
189000	0.085832	3	0.274744	1.492151	0.274744	0.142375	0.274744	0.142375	1.492151	
190000	0.085832	4	0.264294	1.243426	0.264294	0.140019	0.184166	0.140019	1.243426	
191000	0.085832	3	0.235262	1.699726	0.235262	0.150325	0.235262	0.150325	1.699726	
192000	0.085832	3	0.249293	1.397892	0.249293	0.158748	0.158748	0.158748	1.397892	
193000	0.085832	3	0.253478	1.368021	0.253478	0.166023	0.166023	0.166023	1.368021	
194000	0.085832	3	0.272732	1.420715	0.272732	0.153468	0.153468	0.153468	1.420715	
195000	0.085832	3	0.249606	1.197221	0.249606	0.141177	0.141177	0.141177	1.197221	
196000	0.085832	4	0.291901	1.376953	0.291901	0.118797	0.160266	0.118797	1.376953	
197000	0.085832	3	0.235226	1.218110	0.235226	0.134291	0.235226	0.134291	1.218110	
198000	0.085832	3	0.277201	1.376233	0.277201	0.155117	0.155117	0.155117	1.376233	
199000	0.085832	3	0.265366	1.311813	0.265366	0.147451	0.147451	0.147451	1.311813	
200000	0.085832	4	0.264740	1.164037	0.264740	0.129471	0.145030	0.145030	1.164037	
201000	0.085832	3	0.294711	1.277760	0.294711	0.146658	0.146658	0.146658	1.277760	
202000	0.085832	3	0.256575	1.388235	0.256575	0.131255	0.256575	0.131255	1.388235	
203000	0.085832	4	0.239576	1.406185	0.268733	0.139255	0.239576	0.139255	1.406185	
204000	0.085832	3	0.265328	1.460970	0.265328	0.146644	0.146644	0.146644	1.460970	
205000	0.085832	3	0.254276	1.527410	0.254276	0.170362	0.170362	0.170362	1.527410	
206000	0.085832	3	0.259884	1.509806	0.259884	0.183020	0.183020	0.183020	1.509806	
207000	0.085832	3	0.246291	1.240531	0.246291	0.118049	0.246291	0.246291	1.240531	
208000	0.085832	3	0.239979	1.478244	0.239979	0.164255	0.164255	0.164255	1.478244	
209000	0.085832	3	0.248073	1.396287	0.248073	0.143120	0.248073	0.143120	1.396287	
210000	0.085832	4	0.251160	1.497688	0.251160	0.137505	0.251160	0.157597	1.497688	
211000	0.085832	3	0.282171	1.366753	0.282171	0.139570	0.139570	0.139570	1.366753	
212000	0.085832	3	0.260267	1.272107	0.260267	0.162457	0.162457	0.162457	1.272107	
213000	0.085832	3	0.281570	1.404784	0.281570	0.157382	0.157382	0.157382	1.404784	
214000	0.085832	4	0.245524	1.316222	0.303164	0.154291	0.154291	0.154291	1.316222	
215000	0.085832	3	0.273683	1.470186	0.273683	0.151720	0.151720	0.151720	1.470186	
216000	0.085832	3	0.252202	1.276273	0.252202	0.140270	0.252202	0.140270	1.276273	
217000	0.085832	3	0.250974	1.433114	0.250974	0.156931	0.156931	0.156931	1.433114	
218000	0.085832	3	0.260875	1.278369	0.260875	0.150344	0.150344	0.150344	1.278369	
219000	0.085832	3	0.257071	1.302914	0.257071	0.144728	0.144728	0.144728	1.302914	
220000	0.085832	3	0.291789	1.358203	0.291789	0.159679	0.159679	0.159679	1.358203	
221000	0.085832	3	0.280270	1.695080	0.280270	0.135769	0.280270	0.135769	1.695080	
222000	0.085832	3	0.278301	1.438883	0.278301	0.157442	0.157442	0.157442	1.438883	
223000	0.085832	3	0.268231	1.706691	0.268231	0.157188	0.268231	0.157188	1.706691	
224000	0.085832	3	0.287842	1.336143	0.287842	0.170496	0.170496	0.170496	1.336143	
225000	0.085832	3	0.254903	1.686573	0.254903	0.142408	0.254903	0.142408	1.686573	
226000	0.085832	3	0.256832	1.620973	0.256832	0.155844	0.256832	0.155844	1.620973	
227000	0.085832	3	0.262892	1.477634	0.262892	0.157895	0.262892	0.157895	1.477634	
228000	0.085832	3	0.248670	1.470846	0.248670	0.143522	0.248670	0.143522	1.470846	
229000	0.085832	3	0.236750	1.550711	0.236750	0.133210	0.236750	0.133210	1.550711	
230000	0.085832	4	0.245490	1.632568	0.245490	0.142788	0.213957	0.142788	1.632568	
231000	0.085832	4	0.283762	1.406055	0.253256	0.126539	0.253256	0.126539	1.406055	
232000	0.085832	3	0.240204	1.330137	0.240204	0.174864	0.174864	0.174864	1.330137	
233000	0.085832	3	0.248391	1.313108	0.248391	0.161660	0.248391	0.161660	1.313108	
234000	0.085832	3	0.239497	1.255063	0.239497	0.150704	0.239497	0.150704	1.255063	
235000	0.085832	3	0.255759	1.389616	0.255759	0.172327	0.172327	0.172327	1.389616	
236000	0.085832	3	0.260334	1.104319	0.260334	0.143001	0.260334	0.143001	1.104319	
237000	0.085832	3	0.262113	1.355812	0.262113	0.160703	0.160703	0.160703	1.355812	
238000	0.085832	3	0.269251	1.406644	0.269251	0.152527	0.152527	0.152527	1.406644	
239000	0.085832	4	0.272216	1.267830	0.272216	0.110537	0.193489	0.193489	1.267830	
240000	0.085832	4	0.259816	1.407976	0.259816	0.140436	0.172752	0.172752	1.407976	
241000	0.085832	3	0.252969	1.332477	0.252969	0.177549	0.177549	0.177549	1.332477	
242000	0.085832	3	0.273649	1.521589	0.273649	0.149037	0.149037	0.149037	1.521589	
243000	0.085832	3	0.265070	1.371313	0.265070	0.162561	0.162561	0.162561	1.371313	
244000	0.085832	4	0.268768	1.257842	0.268768	0.144607	0.177129	0.144607	1.257842	
245000	0.085832	3	0.269213	1.294628	0.269213	0.142886	0.142886	0.142886	1.294628	
246000	0.085832	3	0.253837	1.617834	0.253837	0.150993	0.150993	0.150993	1.617834	
247000	0.085832	3	0.256612	1.332528	0.256612	0.143562	0.256612	0.143562	1.332528	
248000	0.085832	3	0.265058	1.472885	0.265058	0.160291	0.160291	0.160291	1.472885	
249000	0.085832	3	0.259285	1.290771	0.259285	0.145117	0.145117	0.145117	1.290771	
250000	0.085832	4	0.275307	1.435946	0.275307	0.123818	0.161177	0.161177	1.435946	
251000	0.085832	3	0.263579	1.286223	0.263579	0.150127	0.150127	0.150127	1.286223	
252000	0.085832	3	0.251235	1.309950	0.251235	0.172953	0.172953	0.172953	1.309950	
253000	0.085832	4	0.263484	1.608276	0.263484	0.124264	0.263484	0.171332	1.608276	
254000	0.085832	3	0.259084	1.430381	0.259084	0.146756	0.146756	0.146756	1.430381	
255000	0.085832	3	0.264978	1.310955	0.264978	0.147319	0.147319	0.147319	1.310955	
256000	0.085832	3	0.265568	1.427184	0.265568	0.161550	0.161550	0.161550	1.427184	
257000	0.085832	3	0.266818	1.374653	0.266818	0.157925	0.157925	0.157925	1.374653	
258000	0.085832	3	0.249882	1.494435	0.249882	0.145211	0.145211	0.145211	1.494435	
259000	0.085832	3	0.261711	1.219437	0.261711	0.165898	0.165898	0.165898	1.219437	
260000	0.085832	4	0.270010	1.416954	0.270010	0.109711	0.157125	0.157125	1.416954	
261000	0.085832	3	0.271562	1.218366	0.271562	0.164939	0.164939	0.164939	1.218366	
262000	0.085832	3	0.268646	1.429316	0.268646	0.140091	0.268646	0.140091	1.429316	
263000	0.085832	3	0.259644	1.301195	0.259644	0.153918	0.153918	0.153918	1.301195	
264000	0.085832	3	0.259831	1.233712	0.259831	0.157747	0.157747	0.157747	1.233712	
265000	0.085832	4	0.252377	1.187992	0.252377	0.113525	0.167922	0.167922	1.187992	
266000	0.085832	3	0.257869	1.393601	0.257869	0.152896	0.152896	0.152896	1.393601	
267000	0.085832	3	0.283671	1.741945	0.283671	0.154534	0.154534	0.154534	1.741945	
268000	0.085832	3	0.273089	1.635682	0.273089	0.165593	0.165593	0.165593	1.635682	
269000	0.085832	3	0.281286	1.761501	0.281286	0.157635	0.157635	0.157635	1.761501	
270000	0.085832	3	0.246329	1.252075	0.246329	0.154801	0.246329	0.154801	1.252075	
271000	0.085832	3	0.277132	1.364110	0.277132	0.159683	0.159683	0.159683	1.364110	
272000	0.085832	3	0.265160	1.186142	0.265160	0.134976	0.265160	0.134976	1.186142	
273000	0.085832	3	0.268752	1.181711	0.268752	0.157000	0.157000	0.157000	1.181711	
274000	0.085832	3	0.278685	1.662938	0.278685	0.158301	0.158301	0.158301	1.662938	
275000	0.085832	3	0.267438	1.544076	0.267438	0.157522	0.157522	0.157522	1.544076	
276000	0.085832	3	0.252771	1.397516	0.252771	0.163022	0.163022	0.163022	1.397516	
277000	0.085832	3	0.245397	1.494605	0.245397	0.132403	0.245397	0.132403	1.494605	
278000	0.085832	3	0.267484	1.453994	0.267484	0.149494	0.149494	0.149494	1.453994	
279000	0.085832	3	0.274962	1.410922	0.274962	0.148723	0.148723	0.148723	1.410922	
280000	0.085832	3	0.261900	1.294165	0.261900	0.133493	0.261900	0.133493	1.294165	
281000	0.085832	3	0.236296	1.285734	0.236296	0.158879	0.158879	0.158879	1.285734	
282000	0.085832	3	0.257912	1.131466	0.257912	0.158546	0.158546	0.158546	1.131466	
283000	0.085832	3	0.257253	1.194966	0.257253	0.129991	0.257253	0.129991	1.194966	
284000	0.085832	4	0.258345	1.367783	0.258345	0.145784	0.191800	0.145784	1.367783	
285000	0.085832	3	0.262583	1.574387	0.262583	0.151072	0.151072	0.151072	1.574387	
286000	0.085832	3	0.267692	1.244940	0.267692	0.152647	0.152647	0.152647	1.244940	
287000	0.085832	3	0.255794	1.256499	0.255794	0.147870	0.255794	0.147870	1.256499	
288000	0.085832	3	0.242883	1.274573	0.242883	0.151894	0.242883	0.151894	1.274573	
289000	0.085832	3	0.262296	1.268404	0.262296	0.137130	0.137130	0.137130	1.268404	
290000	0.085832	3	0.232048	1.612582	0.232048	0.134173	0.232048	0.134173	1.612582	
291000	0.085832	3	0.276716	1.429575	0.276716	0.156727	0.156727	0.156727	1.429575	
292000	0.085832	3	0.264872	1.328855	0.264872	0.155861	0.155861	0.155861	1.328855	
293000	0.085832	3	0.261134	1.433740	0.261134	0.162078	0.162078	0.162078	1.433740	
294000	0.085832	3	0.266490	1.287369	0.266490	0.168544	0.168544	0.168544	1.287369	
295000	0.085832	3	0.284399	1.488549	0.284399	0.174204	0.174204	0.174204	1.488549	
296000	0.085832	3	0.258477	1.473381	0.258477	0.131171	0.258477	0.131171	1.473381	
297000	0.085832	3	0.285383	1.215683	0.285383	0.138786	0.138786	0.138786	1.215683	
298000	0.085832	3	0.236012	2.165717	0.236012	0.138892	0.236012	0.138892	2.165717	
299000	0.085832	3	0.253124	1.490196	0.253124	0.144505	0.253124	0.144505	1.490196	
300000	0.085832	3	0.259759	1.525865	0.259759	0.140022	0.259759	0.140022	1.525865	
301000	0.085832	3	0.251661	1.310691	0.251661	0.153655	0.251661	0.153655	1.310691	
