Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
13000	0.085832	2	0.059564	0.431378	0.059170	0.024042	0.363372	0.062474	0.059564	0.431378	0.059170	0.024042	0.363372	0.062474	0.059564	0.431378	0.059170	0.024042	0.363372	0.062474	0.069770	0.377710	0.094136	0.174028	0.212285	0.072070	0.069770	0.377710	0.094136	0.174028	0.212285	0.072070	0.069770	0.377710	0.094136	0.174028	0.212285	0.072070	0.059564	0.431378	0.059170	0.024042	0.363372	0.062474	
14000	0.085832	2	0.061175	0.424889	0.061041	0.031212	0.359819	0.061864	0.061175	0.424889	0.061041	0.031212	0.359819	0.061864	0.061175	0.424889	0.061041	0.031212	0.359819	0.061864	0.122732	0.352969	0.087347	0.158446	0.202243	0.076264	0.122732	0.352969	0.087347	0.158446	0.202243	0.076264	0.122732	0.352969	0.087347	0.158446	0.202243	0.076264	0.061175	0.424889	0.061041	0.031212	0.359819	0.061864	
15000	0.085832	2	0.060571	0.415771	0.063344	0.030897	0.374171	0.055246	0.060571	0.415771	0.063344	0.030897	0.374171	0.055246	0.060571	0.415771	0.063344	0.030897	0.374171	0.055246	0.149640	0.335139	0.091505	0.151846	0.215460	0.056411	0.149640	0.335139	0.091505	0.151846	0.215460	0.056411	0.149640	0.335139	0.091505	0.151846	0.215460	0.056411	0.060571	0.415771	0.063344	0.030897	0.374171	0.055246	
16000	0.085832	2	0.057501	0.430028	0.063107	0.031222	0.360431	0.057711	0.057501	0.430028	0.063107	0.031222	0.360431	0.057711	0.057501	0.430028	0.063107	0.031222	0.360431	0.057711	0.140729	0.314118	0.071077	0.176689	0.221594	0.075794	0.140729	0.314118	0.071077	0.176689	0.221594	0.075794	0.057501	0.430028	0.063107	0.031222	0.360431	0.057711	0.057501	0.430028	0.063107	0.031222	0.360431	0.057711	
17000	0.085832	2	0.058639	0.419737	0.061577	0.026645	0.377624	0.055778	0.058639	0.419737	0.061577	0.026645	0.377624	0.055778	0.058639	0.419737	0.061577	0.026645	0.377624	0.055778	0.120265	0.349176	0.081863	0.156703	0.241771	0.050221	0.120265	0.349176	0.081863	0.156703	0.241771	0.050221	0.120265	0.349176	0.081863	0.156703	0.241771	0.050221	0.058639	0.419737	0.061577	0.026645	0.377624	0.055778	
18000	0.085832	2	0.054698	0.424891	0.064495	0.031093	0.370026	0.054797	0.054698	0.424891	0.064495	0.031093	0.370026	0.054797	0.054698	0.424891	0.064495	0.031093	0.370026	0.054797	0.105625	0.338823	0.103640	0.183567	0.218923	0.049421	0.105625	0.338823	0.103640	0.183567	0.218923	0.049421	0.105625	0.338823	0.103640	0.183567	0.218923	0.049421	0.054698	0.424891	0.064495	0.031093	0.370026	0.054797	
19000	0.085832	2	0.062606	0.431598	0.060465	0.034439	0.359348	0.051543	0.062606	0.431598	0.060465	0.034439	0.359348	0.051543	0.062606	0.431598	0.060465	0.034439	0.359348	0.051543	0.091014	0.374275	0.106992	0.138164	0.227635	0.061920	0.091014	0.374275	0.106992	0.138164	0.227635	0.061920	0.091014	0.374275	0.106992	0.138164	0.227635	0.061920	0.062606	0.431598	0.060465	0.034439	0.359348	0.051543	
20000	0.085832	2	0.055330	0.429204	0.056270	0.032050	0.367486	0.059660	0.055330	0.429204	0.056270	0.032050	0.367486	0.059660	0.055330	0.429204	0.056270	0.032050	0.367486	0.059660	0.072440	0.348825	0.133553	0.132036	0.244510	0.068636	0.072440	0.348825	0.133553	0.132036	0.244510	0.068636	0.072440	0.348825	0.133553	0.132036	0.244510	0.068636	0.055330	0.429204	0.056270	0.032050	0.367486	0.059660	
21000	0.085832	2	0.061767	0.425549	0.055218	0.035410	0.355741	0.066315	0.061767	0.425549	0.055218	0.035410	0.355741	0.066315	0.061767	0.425549	0.055218	0.035410	0.355741	0.066315	0.246080	0.111957	0.012108	0.282604	0.277656	0.069595	0.061767	0.425549	0.055218	0.035410	0.355741	0.066315	0.061767	0.425549	0.055218	0.035410	0.355741	0.066315	0.061767	0.425549	0.055218	0.035410	0.355741	0.066315	
22000	0.085832	2	0.051437	0.420390	0.067844	0.041682	0.369335	0.049311	0.051437	0.420390	0.067844	0.041682	0.369335	0.049311	0.051437	0.420390	0.067844	0.041682	0.369335	0.049311	0.069207	0.331309	0.071151	0.256652	0.255941	0.015740	0.051437	0.420390	0.067844	0.041682	0.369335	0.049311	0.069207	0.331309	0.071151	0.256652	0.255941	0.015740	0.051437	0.420390	0.067844	0.041682	0.369335	0.049311	
23000	0.085832	2	0.056571	0.409265	0.053085	0.037038	0.394144	0.049898	0.056571	0.409265	0.053085	0.037038	0.394144	0.049898	0.056571	0.409265	0.053085	0.037038	0.394144	0.049898	0.075014	0.322576	0.065355	0.185435	0.216659	0.134961	0.075014	0.322576	0.065355	0.185435	0.216659	0.134961	0.075014	0.322576	0.065355	0.185435	0.216659	0.134961	0.056571	0.409265	0.053085	0.037038	0.394144	0.049898	
24000	0.085832	2	0.066804	0.399278	0.060576	0.025570	0.390832	0.056940	0.066804	0.399278	0.060576	0.025570	0.390832	0.056940	0.066804	0.399278	0.060576	0.025570	0.390832	0.056940	0.091613	0.349306	0.100697	0.242291	0.145476	0.070616	0.091613	0.349306	0.100697	0.242291	0.145476	0.070616	0.091613	0.349306	0.100697	0.242291	0.145476	0.070616	0.066804	0.399278	0.060576	0.025570	0.390832	0.056940	
25000	0.085832	2	0.065703	0.425082	0.064491	0.037394	0.368062	0.039266	0.065703	0.425082	0.064491	0.037394	0.368062	0.039266	0.065703	0.425082	0.064491	0.037394	0.368062	0.039266	0.073024	0.413556	0.123046	0.152986	0.162868	0.074521	0.073024	0.413556	0.123046	0.152986	0.162868	0.074521	0.073024	0.413556	0.123046	0.152986	0.162868	0.074521	0.065703	0.425082	0.064491	0.037394	0.368062	0.039266	
26000	0.085832	2	0.062858	0.411739	0.068467	0.022664	0.387427	0.046846	0.062858	0.411739	0.068467	0.022664	0.387427	0.046846	0.062858	0.411739	0.068467	0.022664	0.387427	0.046846	0.055310	0.364356	0.135453	0.174232	0.183029	0.087621	0.055310	0.364356	0.135453	0.174232	0.183029	0.087621	0.055310	0.364356	0.135453	0.174232	0.183029	0.087621	0.062858	0.411739	0.068467	0.022664	0.387427	0.046846	
27000	0.085832	2	0.067513	0.427089	0.059552	0.026734	0.365219	0.053894	0.067513	0.427089	0.059552	0.026734	0.365219	0.053894	0.067513	0.427089	0.059552	0.026734	0.365219	0.053894	0.060682	0.359027	0.110263	0.183557	0.228053	0.058417	0.060682	0.359027	0.110263	0.183557	0.228053	0.058417	0.060682	0.359027	0.110263	0.183557	0.228053	0.058417	0.067513	0.427089	0.059552	0.026734	0.365219	0.053894	
28000	0.085832	2	0.059923	0.413935	0.057718	0.029031	0.389419	0.049975	0.059923	0.413935	0.057718	0.029031	0.389419	0.049975	0.059923	0.413935	0.057718	0.029031	0.389419	0.049975	0.084662	0.427344	0.065467	0.186800	0.161121	0.074606	0.084662	0.427344	0.065467	0.186800	0.161121	0.074606	0.084662	0.427344	0.065467	0.186800	0.161121	0.074606	0.059923	0.413935	0.057718	0.029031	0.389419	0.049975	
29000	0.085832	2	0.058114	0.448354	0.055984	0.028730	0.364617	0.044201	0.058114	0.448354	0.055984	0.028730	0.364617	0.044201	0.058114	0.448354	0.055984	0.028730	0.364617	0.044201	0.077848	0.431761	0.084106	0.178248	0.179202	0.048835	0.077848	0.431761	0.084106	0.178248	0.179202	0.048835	0.077848	0.431761	0.084106	0.178248	0.179202	0.048835	0.058114	0.448354	0.055984	0.028730	0.364617	0.044201	
30000	0.085832	2	0.061009	0.407069	0.067442	0.031197	0.386721	0.046563	0.061009	0.407069	0.067442	0.031197	0.386721	0.046563	0.061009	0.407069	0.067442	0.031197	0.386721	0.046563	0.091894	0.342506	0.139631	0.195847	0.175081	0.055041	0.091894	0.342506	0.139631	0.195847	0.175081	0.055041	0.091894	0.342506	0.139631	0.195847	0.175081	0.055041	0.061009	0.407069	0.067442	0.031197	0.386721	0.046563	
31000	0.085832	2	0.063349	0.400154	0.069765	0.030089	0.391335	0.045307	0.063349	0.400154	0.069765	0.030089	0.391335	0.045307	0.063349	0.400154	0.069765	0.030089	0.391335	0.045307	0.099212	0.322417	0.151624	0.177698	0.174290	0.074760	0.099212	0.322417	0.151624	0.177698	0.174290	0.074760	0.063349	0.400154	0.069765	0.030089	0.391335	0.045307	0.063349	0.400154	0.069765	0.030089	0.391335	0.045307	
32000	0.085832	2	0.061744	0.386275	0.068400	0.028559	0.410863	0.044159	0.061744	0.386275	0.068400	0.028559	0.410863	0.044159	0.061744	0.386275	0.068400	0.028559	0.410863	0.044159	0.088246	0.425550	0.078842	0.170055	0.190087	0.047222	0.088246	0.425550	0.078842	0.170055	0.190087	0.047222	0.088246	0.425550	0.078842	0.170055	0.190087	0.047222	0.061744	0.386275	0.068400	0.028559	0.410863	0.044159	
33000	0.085832	2	0.065297	0.399970	0.062569	0.026535	0.392842	0.052787	0.065297	0.399970	0.062569	0.026535	0.392842	0.052787	0.065297	0.399970	0.062569	0.026535	0.392842	0.052787	0.088413	0.407716	0.058528	0.192351	0.177816	0.075175	0.088413	0.407716	0.058528	0.192351	0.177816	0.075175	0.088413	0.407716	0.058528	0.192351	0.177816	0.075175	0.065297	0.399970	0.062569	0.026535	0.392842	0.052787	
34000	0.085832	2	0.059300	0.380908	0.058746	0.023465	0.423107	0.054474	0.059300	0.380908	0.058746	0.023465	0.423107	0.054474	0.059300	0.380908	0.058746	0.023465	0.423107	0.054474	0.066367	0.403672	0.124433	0.154597	0.184257	0.066675	0.066367	0.403672	0.124433	0.154597	0.184257	0.066675	0.066367	0.403672	0.124433	0.154597	0.184257	0.066675	0.059300	0.380908	0.058746	0.023465	0.423107	0.054474	
35000	0.085832	2	0.061432	0.398370	0.062640	0.025020	0.394454	0.058084	0.061432	0.398370	0.062640	0.025020	0.394454	0.058084	0.061432	0.398370	0.062640	0.025020	0.394454	0.058084	0.071360	0.452291	0.124724	0.109909	0.175485	0.066231	0.071360	0.452291	0.124724	0.109909	0.175485	0.066231	0.071360	0.452291	0.124724	0.109909	0.175485	0.066231	0.061432	0.398370	0.062640	0.025020	0.394454	0.058084	
36000	0.085832	2	0.058116	0.419361	0.058742	0.029432	0.377766	0.056584	0.058116	0.419361	0.058742	0.029432	0.377766	0.056584	0.058116	0.419361	0.058742	0.029432	0.377766	0.056584	0.094086	0.364987	0.096666	0.171058	0.206076	0.067127	0.094086	0.364987	0.096666	0.171058	0.206076	0.067127	0.094086	0.364987	0.096666	0.171058	0.206076	0.067127	0.058116	0.419361	0.058742	0.029432	0.377766	0.056584	
37000	0.085832	2	0.052287	0.420324	0.058611	0.037998	0.376377	0.054403	0.052287	0.420324	0.058611	0.037998	0.376377	0.054403	0.052287	0.420324	0.058611	0.037998	0.376377	0.054403	0.100722	0.392735	0.103661	0.148014	0.203898	0.050969	0.100722	0.392735	0.103661	0.148014	0.203898	0.050969	0.100722	0.392735	0.103661	0.148014	0.203898	0.050969	0.052287	0.420324	0.058611	0.037998	0.376377	0.054403	
38000	0.085832	2	0.057310	0.418635	0.057604	0.032727	0.381086	0.052638	0.057310	0.418635	0.057604	0.032727	0.381086	0.052638	0.057310	0.418635	0.057604	0.032727	0.381086	0.052638	0.094588	0.367983	0.134785	0.180953	0.194796	0.026896	0.094588	0.367983	0.134785	0.180953	0.194796	0.026896	0.094588	0.367983	0.134785	0.180953	0.194796	0.026896	0.057310	0.418635	0.057604	0.032727	0.381086	0.052638	
39000	0.085832	2	0.060137	0.422350	0.061535	0.030877	0.380406	0.044695	0.060137	0.422350	0.061535	0.030877	0.380406	0.044695	0.060137	0.422350	0.061535	0.030877	0.380406	0.044695	0.073067	0.392006	0.109202	0.174435	0.196341	0.054949	0.073067	0.392006	0.109202	0.174435	0.196341	0.054949	0.073067	0.392006	0.109202	0.174435	0.196341	0.054949	0.060137	0.422350	0.061535	0.030877	0.380406	0.044695	
40000	0.085832	3	0.058858	0.413366	0.059329	0.028417	0.392395	0.047635	0.058858	0.413366	0.059329	0.028417	0.392395	0.047635	0.058858	0.413366	0.059329	0.028417	0.392395	0.047635	0.087609	0.413385	0.082235	0.146296	0.197961	0.072515	0.080225	0.301506	0.140891	0.202914	0.193608	0.080856	0.087609	0.413385	0.082235	0.146296	0.197961	0.072515	0.058858	0.413366	0.059329	0.028417	0.392395	0.047635	
41000	0.085832	2	0.059272	0.419534	0.058867	0.031118	0.384984	0.046225	0.059272	0.419534	0.058867	0.031118	0.384984	0.046225	0.059272	0.419534	0.058867	0.031118	0.384984	0.046225	0.115214	0.381007	0.102596	0.137374	0.228514	0.035295	0.115214	0.381007	0.102596	0.137374	0.228514	0.035295	0.115214	0.381007	0.102596	0.137374	0.228514	0.035295	0.059272	0.419534	0.058867	0.031118	0.384984	0.046225	
42000	0.085832	3	0.061180	0.390763	0.062668	0.031448	0.413199	0.040742	0.061180	0.390763	0.062668	0.031448	0.413199	0.040742	0.061180	0.390763	0.062668	0.031448	0.413199	0.040742	0.095959	0.431746	0.119651	0.151837	0.163300	0.037508	0.172695	0.275003	0.181230	0.143074	0.189362	0.038636	0.095959	0.431746	0.119651	0.151837	0.163300	0.037508	0.061180	0.390763	0.062668	0.031448	0.413199	0.040742	
43000	0.085832	2	0.067025	0.371463	0.061087	0.029173	0.427253	0.043998	0.067025	0.371463	0.061087	0.029173	0.427253	0.043998	0.067025	0.371463	0.061087	0.029173	0.427253	0.043998	0.039474	0.339406	0.133960	0.176423	0.241897	0.068841	0.039474	0.339406	0.133960	0.176423	0.241897	0.068841	0.039474	0.339406	0.133960	0.176423	0.241897	0.068841	0.067025	0.371463	0.061087	0.029173	0.427253	0.043998	
44000	0.085832	2	0.063572	0.367090	0.065168	0.032345	0.427305	0.044520	0.063572	0.367090	0.065168	0.032345	0.427305	0.044520	0.063572	0.367090	0.065168	0.032345	0.427305	0.044520	0.092410	0.337780	0.104121	0.188278	0.241956	0.035454	0.092410	0.337780	0.104121	0.188278	0.241956	0.035454	0.092410	0.337780	0.104121	0.188278	0.241956	0.035454	0.063572	0.367090	0.065168	0.032345	0.427305	0.044520	
45000	0.085832	2	0.064342	0.368491	0.065145	0.025618	0.427158	0.049246	0.064342	0.368491	0.065145	0.025618	0.427158	0.049246	0.064342	0.368491	0.065145	0.025618	0.427158	0.049246	0.074315	0.333018	0.103139	0.169381	0.259627	0.060521	0.074315	0.333018	0.103139	0.169381	0.259627	0.060521	0.074315	0.333018	0.103139	0.169381	0.259627	0.060521	0.064342	0.368491	0.065145	0.025618	0.427158	0.049246	
46000	0.085832	2	0.065239	0.364293	0.068154	0.026801	0.430793	0.044722	0.065239	0.364293	0.068154	0.026801	0.430793	0.044722	0.065239	0.364293	0.068154	0.026801	0.430793	0.044722	0.067073	0.286130	0.098480	0.228287	0.275746	0.044284	0.067073	0.286130	0.098480	0.228287	0.275746	0.044284	0.067073	0.286130	0.098480	0.228287	0.275746	0.044284	0.065239	0.364293	0.068154	0.026801	0.430793	0.044722	
47000	0.085832	2	0.063846	0.364420	0.065891	0.029479	0.423103	0.053261	0.063846	0.364420	0.065891	0.029479	0.423103	0.053261	0.063846	0.364420	0.065891	0.029479	0.423103	0.053261	0.098618	0.340697	0.115172	0.150355	0.231547	0.063611	0.098618	0.340697	0.115172	0.150355	0.231547	0.063611	0.098618	0.340697	0.115172	0.150355	0.231547	0.063611	0.063846	0.364420	0.065891	0.029479	0.423103	0.053261	
48000	0.085832	2	0.059309	0.390208	0.064059	0.030273	0.406176	0.049974	0.059309	0.390208	0.064059	0.030273	0.406176	0.049974	0.059309	0.390208	0.064059	0.030273	0.406176	0.049974	0.074815	0.422098	0.077322	0.183874	0.188634	0.053257	0.074815	0.422098	0.077322	0.183874	0.188634	0.053257	0.074815	0.422098	0.077322	0.183874	0.188634	0.053257	0.059309	0.390208	0.064059	0.030273	0.406176	0.049974	
49000	0.085832	2	0.071130	0.383806	0.059670	0.024996	0.416020	0.044377	0.071130	0.383806	0.059670	0.024996	0.416020	0.044377	0.071130	0.383806	0.059670	0.024996	0.416020	0.044377	0.086901	0.383307	0.109947	0.139842	0.183890	0.096113	0.086901	0.383307	0.109947	0.139842	0.183890	0.096113	0.086901	0.383307	0.109947	0.139842	0.183890	0.096113	0.071130	0.383806	0.059670	0.024996	0.416020	0.044377	
50000	0.085832	2	0.062706	0.399823	0.067614	0.029816	0.391327	0.048714	0.062706	0.399823	0.067614	0.029816	0.391327	0.048714	0.062706	0.399823	0.067614	0.029816	0.391327	0.048714	0.090865	0.339261	0.094369	0.181716	0.233129	0.060661	0.090865	0.339261	0.094369	0.181716	0.233129	0.060661	0.090865	0.339261	0.094369	0.181716	0.233129	0.060661	0.062706	0.399823	0.067614	0.029816	0.391327	0.048714	
51000	0.085832	2	0.066011	0.396697	0.061205	0.029408	0.400626	0.046054	0.066011	0.396697	0.061205	0.029408	0.400626	0.046054	0.066011	0.396697	0.061205	0.029408	0.400626	0.046054	0.093709	0.334826	0.110491	0.182950	0.232878	0.045146	0.093709	0.334826	0.110491	0.182950	0.232878	0.045146	0.093709	0.334826	0.110491	0.182950	0.232878	0.045146	0.066011	0.396697	0.061205	0.029408	0.400626	0.046054	
52000	0.085832	2	0.061715	0.437506	0.058297	0.030068	0.362567	0.049846	0.061715	0.437506	0.058297	0.030068	0.362567	0.049846	0.061715	0.437506	0.058297	0.030068	0.362567	0.049846	0.088853	0.411379	0.099941	0.157847	0.185726	0.056254	0.088853	0.411379	0.099941	0.157847	0.185726	0.056254	0.088853	0.411379	0.099941	0.157847	0.185726	0.056254	0.061715	0.437506	0.058297	0.030068	0.362567	0.049846	
53000	0.085832	2	0.064962	0.412843	0.067840	0.035683	0.377821	0.040851	0.064962	0.412843	0.067840	0.035683	0.377821	0.040851	0.064962	0.412843	0.067840	0.035683	0.377821	0.040851	0.068286	0.439712	0.108793	0.136032	0.183623	0.063555	0.068286	0.439712	0.108793	0.136032	0.183623	0.063555	0.068286	0.439712	0.108793	0.136032	0.183623	0.063555	0.064962	0.412843	0.067840	0.035683	0.377821	0.040851	
54000	0.085832	2	0.060510	0.429631	0.057366	0.027905	0.374712	0.049875	0.060510	0.429631	0.057366	0.027905	0.374712	0.049875	0.060510	0.429631	0.057366	0.027905	0.374712	0.049875	0.091305	0.307349	0.103044	0.162431	0.244612	0.091259	0.091305	0.307349	0.103044	0.162431	0.244612	0.091259	0.091305	0.307349	0.103044	0.162431	0.244612	0.091259	0.060510	0.429631	0.057366	0.027905	0.374712	0.049875	
55000	0.085832	2	0.062152	0.406393	0.062225	0.035249	0.387073	0.046907	0.062152	0.406393	0.062225	0.035249	0.387073	0.046907	0.062152	0.406393	0.062225	0.035249	0.387073	0.046907	0.075368	0.389771	0.101438	0.140461	0.228875	0.064087	0.075368	0.389771	0.101438	0.140461	0.228875	0.064087	0.075368	0.389771	0.101438	0.140461	0.228875	0.064087	0.062152	0.406393	0.062225	0.035249	0.387073	0.046907	
56000	0.085832	2	0.061726	0.403611	0.060040	0.035008	0.384423	0.055191	0.061726	0.403611	0.060040	0.035008	0.384423	0.055191	0.061726	0.403611	0.060040	0.035008	0.384423	0.055191	0.118148	0.316057	0.102413	0.160050	0.244030	0.059302	0.118148	0.316057	0.102413	0.160050	0.244030	0.059302	0.118148	0.316057	0.102413	0.160050	0.244030	0.059302	0.061726	0.403611	0.060040	0.035008	0.384423	0.055191	
57000	0.085832	2	0.061790	0.377497	0.066081	0.028988	0.408163	0.057481	0.061790	0.377497	0.066081	0.028988	0.408163	0.057481	0.061790	0.377497	0.066081	0.028988	0.408163	0.057481	0.072427	0.314283	0.095528	0.144249	0.327583	0.045930	0.072427	0.314283	0.095528	0.144249	0.327583	0.045930	0.072427	0.314283	0.095528	0.144249	0.327583	0.045930	0.061790	0.377497	0.066081	0.028988	0.408163	0.057481	
58000	0.085832	2	0.057118	0.398954	0.065475	0.032030	0.392693	0.053729	0.057118	0.398954	0.065475	0.032030	0.392693	0.053729	0.057118	0.398954	0.065475	0.032030	0.392693	0.053729	0.101443	0.278154	0.146656	0.156492	0.281992	0.035262	0.101443	0.278154	0.146656	0.156492	0.281992	0.035262	0.057118	0.398954	0.065475	0.032030	0.392693	0.053729	0.057118	0.398954	0.065475	0.032030	0.392693	0.053729	
59000	0.085832	2	0.056886	0.397400	0.070985	0.026913	0.400542	0.047275	0.056886	0.397400	0.070985	0.026913	0.400542	0.047275	0.056886	0.397400	0.070985	0.026913	0.400542	0.047275	0.076617	0.278901	0.103386	0.170725	0.309423	0.060948	0.076617	0.278901	0.103386	0.170725	0.309423	0.060948	0.076617	0.278901	0.103386	0.170725	0.309423	0.060948	0.056886	0.397400	0.070985	0.026913	0.400542	0.047275	
60000	0.085832	2	0.056635	0.403901	0.063996	0.031142	0.398260	0.046066	0.056635	0.403901	0.063996	0.031142	0.398260	0.046066	0.056635	0.403901	0.063996	0.031142	0.398260	0.046066	0.075817	0.370908	0.133311	0.194591	0.158712	0.066661	0.075817	0.370908	0.133311	0.194591	0.158712	0.066661	0.075817	0.370908	0.133311	0.194591	0.158712	0.066661	0.056635	0.403901	0.063996	0.031142	0.398260	0.046066	
