Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	
34000	16.777027	3	0.245212	1.552598	0.245212	0.113577	0.245212	0.113577	1.552598	
35000	16.777027	3	0.262202	1.350197	0.262202	0.101910	0.101910	0.101910	1.350197	
36000	16.777027	3	0.232829	2.011653	0.232829	0.121239	0.121239	0.121239	2.011653	
37000	16.777027	5	0.219174	1.561171	0.302689	0.101533	0.101533	0.101533	1.408901	
38000	16.777027	3	0.290981	1.566722	0.290981	0.110411	0.110411	0.110411	1.566722	
39000	16.777027	4	0.256887	1.197194	0.256887	0.093307	0.093307	0.093307	1.104909	
40000	16.777027	3	0.260253	1.515485	0.260253	0.095538	0.095538	0.095538	1.515485	
41000	16.777027	4	0.309047	1.568567	0.332531	0.108034	0.108034	0.108034	1.568567	
42000	16.777027	3	0.266591	1.579552	0.266591	0.094516	0.094516	0.094516	1.579552	
43000	16.777027	3	0.270402	1.198336	0.270402	0.097784	0.097784	0.097784	1.198336	
44000	16.777027	4	0.261381	0.994647	0.261381	0.170224	0.101520	0.101520	0.994647	
45000	16.777027	3	0.251699	1.394145	0.251699	0.108096	0.108096	0.108096	1.394145	
46000	16.777027	3	0.285057	1.559724	0.285057	0.110253	0.110253	0.110253	1.559724	
47000	16.777027	3	0.248775	1.312718	0.248775	0.103741	0.103741	0.103741	1.312718	
48000	16.777027	3	0.266518	1.509849	0.266518	0.097579	0.097579	0.097579	1.509849	
49000	16.777027	4	0.222276	1.412148	0.222276	0.156434	0.106201	0.106201	1.412148	
50000	16.777027	4	0.313260	1.176980	0.313260	0.104780	0.111817	0.104780	1.176980	
51000	16.777027	3	0.286578	1.049367	0.286578	0.095504	0.095504	0.095504	1.049367	
52000	16.777027	4	0.293666	1.002480	0.293666	0.102028	0.102028	0.102028	1.469664	
53000	16.777027	4	0.307861	1.534337	0.233223	0.097592	0.097592	0.097592	1.534337	
54000	16.777027	4	0.268051	1.332902	0.268051	0.111152	0.112267	0.111152	1.332902	
55000	16.777027	4	0.289775	1.284239	0.263188	0.111359	0.111359	0.111359	1.284239	
56000	16.777027	3	0.293664	1.524400	0.293664	0.108064	0.108064	0.108064	1.524400	
57000	16.777027	5	0.288551	1.231082	0.288551	0.138605	0.099365	0.099365	1.035013	
58000	16.777027	4	0.307052	1.450600	0.307052	0.112409	0.112409	0.112409	1.615465	
59000	16.777027	4	0.219276	1.240590	0.277205	0.107570	0.107570	0.107570	1.240590	
60000	16.777027	3	0.272686	1.054559	0.272686	0.115557	0.115557	0.115557	1.054559	
61000	16.777027	4	0.265061	1.084461	0.273067	0.109348	0.109348	0.109348	1.084461	
62000	16.777027	5	0.312230	1.428222	0.317471	0.111443	0.111443	0.111443	1.463007	
63000	16.777027	5	0.289114	1.274025	0.289114	0.126756	0.106318	0.106318	1.263413	
64000	16.777027	4	0.281123	1.720275	0.261748	0.100474	0.100474	0.100474	1.720275	
65000	16.777027	3	0.288664	1.614412	0.288664	0.109174	0.109174	0.109174	1.614412	
66000	16.777027	3	0.270943	1.327951	0.270943	0.113048	0.113048	0.113048	1.327951	
67000	16.777027	4	0.274063	1.279087	0.268612	0.112010	0.112010	0.112010	1.279087	
68000	16.777027	4	0.242147	1.213446	0.242147	0.091754	0.103444	0.103444	1.213446	
69000	16.777027	4	0.242784	1.015144	0.357078	0.112757	0.112757	0.112757	1.015144	
70000	16.777027	4	0.249099	1.100099	0.249099	0.109293	0.102875	0.109293	1.100099	
71000	16.777027	6	0.289371	1.526234	0.288257	0.110783	0.108243	0.108243	0.980621	
72000	16.777027	3	0.254190	1.586436	0.254190	0.109870	0.109870	0.109870	1.586436	
73000	16.777027	3	0.297830	1.602077	0.297830	0.100253	0.100253	0.100253	1.602077	
74000	16.777027	5	0.255924	0.998909	0.255924	0.091376	0.103232	0.103232	1.968693	
75000	16.777027	4	0.281913	1.119892	0.281913	0.110208	0.110208	0.110208	1.350048	
76000	16.777027	4	0.325262	1.086126	0.283780	0.113104	0.113104	0.113104	1.086126	
77000	16.777027	5	0.245576	1.454865	0.245576	0.099380	0.099380	0.097178	1.221304	
78000	16.777027	4	0.270283	1.165253	0.270283	0.077867	0.099218	0.099218	1.165253	
79000	16.777027	6	0.263245	1.568435	0.303384	0.103806	0.104986	0.104986	1.830987	
80000	16.777027	3	0.271496	1.189927	0.271496	0.115620	0.115620	0.115620	1.189927	
81000	16.777027	4	0.242133	1.589647	0.242133	0.099172	0.099172	0.099172	0.927348	
82000	16.777027	4	0.272554	1.829768	0.272554	0.111893	0.111893	0.111893	1.627845	
83000	16.777027	4	0.271029	1.247170	0.271029	0.114181	0.114181	0.114181	1.616555	
84000	16.777027	4	0.278730	1.051205	0.278730	0.104275	0.104275	0.104275	1.208882	
85000	16.777027	3	0.256334	1.314984	0.256334	0.112196	0.112196	0.112196	1.314984	
86000	16.777027	3	0.218110	1.569363	0.218110	0.120751	0.218110	0.218110	1.569363	
87000	16.777027	5	0.248010	1.294303	0.315821	0.107950	0.191811	0.107950	1.294303	
88000	16.777027	5	0.260759	1.524955	0.317670	0.164629	0.164629	0.164629	1.255043	
89000	16.777027	3	0.264554	1.549001	0.264554	0.154253	0.264554	0.154253	1.549001	
90000	16.777027	3	0.264608	1.644385	0.264608	0.167615	0.167615	0.167615	1.644385	
91000	16.777027	3	0.261410	1.247612	0.261410	0.145618	0.261410	0.145618	1.247612	
92000	16.777027	4	0.257949	1.152856	0.257949	0.143471	0.160169	0.160169	1.152856	
93000	16.777027	4	0.284741	1.484166	0.284741	0.134522	0.159003	0.159003	1.484166	
94000	16.777027	5	0.284396	2.018971	0.284396	0.155369	0.303352	0.194484	2.018971	
95000	16.777027	4	0.274449	1.336376	0.274234	0.143616	0.143616	0.143616	1.336376	
96000	16.777027	4	0.262362	1.490744	0.262362	0.126137	0.218887	0.126137	1.490744	
97000	16.777027	4	0.241079	1.398935	0.241079	0.156336	0.241079	0.148176	1.398935	
98000	16.777027	4	0.232087	1.410528	0.232087	0.154465	0.164821	0.164821	1.410528	
99000	16.777027	5	0.238354	1.175600	0.238354	0.119212	0.170690	0.170690	1.238389	
100000	16.777027	5	0.262356	1.151219	0.262356	0.139851	0.194692	0.083298	1.151219	
101000	16.777027	3	0.278665	1.284039	0.278665	0.159501	0.159501	0.159501	1.284039	
102000	16.777027	4	0.316166	1.596435	0.316166	0.141291	0.234623	0.141291	1.596435	
103000	16.777027	4	0.249179	1.544691	0.262554	0.154951	0.154951	0.154951	1.544691	
104000	16.777027	4	0.257172	1.972279	0.257172	0.176088	0.176088	0.176088	1.296539	
105000	16.777027	3	0.266871	1.367075	0.266871	0.143931	0.143931	0.143931	1.367075	
106000	16.777027	5	0.241734	1.318570	0.241734	0.129460	0.176474	0.149571	1.318570	
107000	16.777027	5	0.278026	1.455661	0.294056	0.132340	0.279801	0.132340	1.455661	
108000	16.777027	3	0.273647	1.780638	0.273647	0.142935	0.273647	0.142935	1.780638	
109000	16.777027	4	0.275504	1.236076	0.275504	0.112144	0.112144	0.112144	1.297317	
110000	16.777027	4	0.260269	1.887457	0.260269	0.090638	0.090638	0.090638	1.473659	
111000	16.777027	4	0.266980	1.257202	0.251511	0.101483	0.101483	0.101483	1.257202	
112000	16.777027	3	0.263300	1.494799	0.263300	0.095183	0.095183	0.095183	1.494799	
113000	16.777027	5	0.273404	1.823651	0.324243	0.096888	0.096587	0.096888	1.823651	
114000	16.777027	4	0.243118	1.216430	0.243118	0.094982	0.098746	0.094982	1.216430	
115000	16.777027	3	0.236364	1.176857	0.236364	0.108370	0.108370	0.108370	1.176857	
116000	16.777027	4	0.299170	1.272850	0.224309	0.096121	0.096121	0.096121	1.272850	
117000	16.777027	3	0.276072	1.086774	0.276072	0.098737	0.098737	0.098737	1.086774	
118000	16.777027	3	0.279740	2.228340	0.279740	0.090936	0.090936	0.090936	2.228340	
119000	16.777027	4	0.308900	1.421879	0.308900	0.098943	0.098943	0.098943	1.333421	
120000	16.777027	3	0.277783	1.593140	0.277783	0.096903	0.096903	0.096903	1.593140	
121000	16.777027	3	0.271905	1.672748	0.271905	0.099022	0.099022	0.099022	1.672748	
122000	16.777027	4	0.245722	1.318716	0.289094	0.095714	0.095714	0.095714	1.318716	
123000	16.777027	3	0.272964	1.779560	0.272964	0.089421	0.089421	0.089421	1.779560	
124000	16.777027	3	0.263454	1.250934	0.263454	0.101886	0.101886	0.101886	1.250934	
125000	16.777027	4	0.251647	1.291493	0.300751	0.096632	0.096632	0.096632	1.291493	
126000	16.777027	4	0.246264	1.213824	0.277084	0.095341	0.095341	0.095341	1.213824	
127000	16.777027	4	0.266683	1.327940	0.266683	0.080331	0.094860	0.094860	1.327940	
128000	16.777027	5	0.243351	1.188810	0.243351	0.077027	0.099016	0.103061	1.188810	
129000	16.777027	5	0.302620	1.636506	0.302620	0.092505	0.097642	0.097642	1.454775	
130000	16.777027	6	0.267007	0.694687	0.318509	0.097926	0.094501	0.097926	1.537061	
131000	16.777027	4	0.277390	1.180144	0.277390	0.097176	0.097176	0.097176	1.355903	
132000	16.777027	4	0.258303	1.454347	0.342380	0.106404	0.106404	0.106404	1.454347	
133000	16.777027	6	0.293743	1.413256	0.289223	0.105560	0.105871	0.105871	1.448191	
134000	16.777027	5	0.259650	1.172815	0.252638	0.131419	0.103398	0.103398	1.172815	
135000	16.777027	3	0.292252	1.531384	0.292252	0.108237	0.108237	0.108237	1.531384	
136000	16.777027	4	0.265420	1.227286	0.265420	0.103153	0.103153	0.103153	1.221386	
137000	16.777027	3	0.302719	1.481578	0.302719	0.100441	0.100441	0.100441	1.481578	
138000	16.777027	4	0.238043	1.149719	0.238043	0.098756	0.098756	0.098756	1.469616	
139000	16.777027	3	0.295742	1.456316	0.295742	0.092353	0.092353	0.092353	1.456316	
140000	16.777027	4	0.264832	1.561845	0.264832	0.099658	0.099658	0.099658	1.381271	
141000	16.777027	4	0.287875	1.426249	0.312760	0.096352	0.096352	0.096352	1.426249	
142000	16.777027	4	0.258074	1.475941	0.258074	0.107865	0.107865	0.107865	1.576494	
143000	16.777027	5	0.318794	1.322694	0.318794	0.103504	0.103504	0.106060	1.537329	
144000	16.777027	3	0.289164	1.316924	0.289164	0.100476	0.100476	0.100476	1.316924	
145000	16.777027	4	0.290514	1.764617	0.290514	0.092469	0.092469	0.092469	0.916384	
146000	16.777027	4	0.281328	1.169721	0.327321	0.093924	0.093924	0.093924	1.169721	
147000	16.777027	4	0.247098	1.151006	0.247098	0.102865	0.102865	0.108348	1.151006	
148000	16.777027	3	0.273382	1.437474	0.273382	0.095192	0.095192	0.095192	1.437474	
149000	16.777027	5	0.257367	1.730336	0.328719	0.099480	0.099480	0.099480	1.315506	
150000	16.777027	5	0.248827	1.267520	0.371441	0.091547	0.101635	0.091547	1.267520	
151000	16.777027	3	0.294114	1.410140	0.294114	0.094414	0.094414	0.094414	1.410140	
152000	16.777027	3	0.257636	1.371434	0.257636	0.105213	0.105213	0.105213	1.371434	
153000	16.777027	5	0.238479	1.203125	0.257048	0.106848	0.106848	0.106848	1.027904	
154000	16.777027	3	0.282440	0.913168	0.282440	0.092133	0.092133	0.092133	0.913168	
155000	16.777027	4	0.251508	1.098971	0.251508	0.098035	0.098035	0.098035	1.511718	
156000	16.777027	4	0.282174	1.309684	0.282174	0.102200	0.102200	0.102200	1.201216	
157000	16.777027	3	0.291244	1.621761	0.291244	0.099588	0.099588	0.099588	1.621761	
158000	16.777027	3	0.274935	1.217935	0.274935	0.105281	0.105281	0.105281	1.217935	
159000	16.777027	3	0.263685	1.450958	0.263685	0.089650	0.089650	0.089650	1.450958	
160000	16.777027	4	0.257523	0.868330	0.257523	0.093609	0.093609	0.096860	0.868330	
161000	16.777027	4	0.259492	1.315435	0.259492	0.094952	0.094952	0.094952	1.133768	
162000	16.777027	4	0.284271	1.420260	0.318341	0.105675	0.105675	0.105675	1.420260	
163000	16.777027	5	0.235573	1.063436	0.367308	0.125172	0.094212	0.094212	1.063436	
164000	16.777027	3	0.231544	1.114530	0.231544	0.099262	0.099262	0.099262	1.114530	
165000	16.777027	3	0.256261	1.328953	0.256261	0.108680	0.108680	0.108680	1.328953	
166000	16.777027	4	0.271549	1.120393	0.271549	0.093016	0.093016	0.106342	1.120393	
167000	16.777027	3	0.257653	1.425124	0.257653	0.098274	0.098274	0.098274	1.425124	
168000	16.777027	5	0.268621	1.298808	0.260432	0.112976	0.112976	0.112976	1.172404	
169000	16.777027	5	0.304396	1.779863	0.260423	0.093073	0.093073	0.093073	0.944569	
170000	16.777027	3	0.307600	1.700308	0.307600	0.108389	0.108389	0.108389	1.700308	
171000	16.777027	3	0.283663	1.426418	0.283663	0.094159	0.094159	0.094159	1.426418	
172000	16.777027	5	0.264261	0.844491	0.264261	0.085553	0.096432	0.096432	0.978889	
173000	16.777027	4	0.255643	1.422922	0.255643	0.140065	0.097706	0.097706	1.422922	
174000	16.777027	3	0.262761	1.621791	0.262761	0.098075	0.098075	0.098075	1.621791	
175000	16.777027	4	0.255423	1.017420	0.255423	0.100803	0.100803	0.104160	1.017420	
176000	16.777027	4	0.276630	1.966848	0.276630	0.103837	0.103837	0.103837	1.650877	
177000	16.777027	4	0.291474	1.287189	0.291474	0.096622	0.096622	0.111493	1.287189	
178000	16.777027	3	0.288712	1.524667	0.288712	0.102247	0.102247	0.102247	1.524667	
179000	16.777027	4	0.283283	1.448186	0.269342	0.097671	0.097671	0.097671	1.448186	
180000	16.777027	4	0.286920	1.385502	0.286920	0.084341	0.084341	0.094032	1.385502	
181000	16.777027	4	0.277183	1.306306	0.277183	0.090679	0.090679	0.090679	1.059777	
182000	16.777027	3	0.274786	1.319918	0.274786	0.103156	0.103156	0.103156	1.319918	
183000	16.777027	5	0.276737	1.384893	0.276737	0.086496	0.097041	0.097041	1.722695	
184000	16.777027	4	0.238736	1.393144	0.383200	0.103220	0.103220	0.103220	1.393144	
185000	16.777027	3	0.279198	1.125247	0.279198	0.107497	0.107497	0.107497	1.125247	
186000	16.777027	4	0.241999	1.241880	0.241999	0.113191	0.113191	0.113191	0.959267	
187000	16.777027	4	0.261993	1.390759	0.226588	0.098605	0.098605	0.098605	1.390759	
188000	16.777027	5	0.305732	0.975143	0.288846	0.104435	0.104435	0.104435	0.904617	
189000	16.777027	5	0.297974	0.893069	0.297974	0.130894	0.110269	0.110269	1.173068	
190000	16.777027	4	0.281238	1.178581	0.286880	0.100772	0.100772	0.100772	1.178581	
191000	16.777027	4	0.250044	2.032454	0.216630	0.112673	0.112673	0.112673	2.032454	
192000	16.777027	4	0.291928	1.215876	0.279872	0.105349	0.105349	0.105349	1.215876	
193000	16.777027	4	0.317583	1.257859	0.317583	0.116762	0.108647	0.108647	1.257859	
194000	16.777027	5	0.279125	1.562515	0.260285	0.095746	0.100307	0.100307	1.562515	
195000	16.777027	3	0.255298	1.373812	0.255298	0.095651	0.095651	0.095651	1.373812	
196000	16.777027	3	0.240071	1.076760	0.240071	0.089561	0.089561	0.089561	1.076760	
197000	16.777027	5	0.284524	1.200799	0.284524	0.120876	0.143446	0.143446	1.814407	
198000	16.777027	6	0.244230	0.991517	0.330478	0.157152	0.158728	0.158728	1.654006	
199000	16.777027	5	0.291211	1.395654	0.291211	0.155345	0.164110	0.162422	1.395654	
200000	16.777027	3	0.224710	1.043442	0.224710	0.174438	0.174438	0.174438	1.043442	
201000	16.777027	4	0.365248	1.678977	0.365248	0.134556	0.161426	0.161426	1.678977	
202000	16.777027	4	0.242831	1.282705	0.242831	0.089985	0.216508	0.089985	1.282705	
203000	16.777027	4	0.222811	1.086356	0.241743	0.087006	0.222811	0.087006	1.086356	
204000	16.777027	5	0.291957	1.208398	0.291957	0.144703	0.144703	0.173846	1.006390	
205000	16.777027	3	0.254072	1.446133	0.254072	0.145910	0.254072	0.145910	1.446133	
206000	16.777027	4	0.252140	1.717801	0.286222	0.182388	0.182388	0.182388	1.717801	
207000	16.777027	3	0.265891	1.359197	0.265891	0.154925	0.154925	0.154925	1.359197	
208000	16.777027	3	0.240545	1.088278	0.240545	0.139246	0.139246	0.139246	1.088278	
209000	16.777027	3	0.264864	1.286014	0.264864	0.093902	0.264864	0.093902	1.286014	
210000	16.777027	4	0.256042	1.558873	0.256042	0.156928	0.171616	0.171616	1.558873	
211000	16.777027	3	0.261118	1.265403	0.261118	0.146941	0.146941	0.146941	1.265403	
212000	16.777027	3	0.284977	1.294957	0.284977	0.169042	0.169042	0.169042	1.294957	
213000	16.777027	4	0.261472	1.345112	0.261472	0.140562	0.158130	0.158130	1.345112	
214000	16.777027	3	0.256474	1.093947	0.256474	0.155813	0.155813	0.155813	1.093947	
215000	16.777027	4	0.275309	1.732061	0.275309	0.149659	0.149659	0.149659	1.271057	
216000	16.777027	3	0.256436	1.302449	0.256436	0.160624	0.160624	0.160624	1.302449	
217000	16.777027	4	0.260713	1.376111	0.304186	0.135826	0.135826	0.135826	1.376111	
218000	16.777027	4	0.295340	1.139919	0.286565	0.151094	0.151094	0.151094	1.139919	
219000	16.777027	3	0.245912	1.482428	0.245912	0.156587	0.156587	0.156587	1.482428	
220000	16.777027	4	0.265137	1.190304	0.265137	0.137334	0.137334	0.137334	0.919186	
221000	16.777027	3	0.260151	1.147100	0.260151	0.140116	0.140116	0.140116	1.147100	
222000	16.777027	4	0.262345	1.641406	0.282976	0.099466	0.099466	0.099466	1.641406	
223000	16.777027	3	0.282612	1.033800	0.282612	0.097698	0.097698	0.097698	1.033800	
224000	16.777027	4	0.295939	1.741660	0.258186	0.101221	0.101221	0.101221	1.741660	
225000	16.777027	3	0.274658	1.267698	0.274658	0.104150	0.104150	0.104150	1.267698	
226000	16.777027	4	0.280310	1.162785	0.312896	0.097622	0.097622	0.097622	1.162785	
227000	16.777027	4	0.283862	1.571607	0.283862	0.090295	0.103254	0.090295	1.571607	
228000	16.777027	4	0.280841	1.375946	0.280841	0.099573	0.099573	0.099573	1.155331	
229000	16.777027	3	0.297863	1.852391	0.297863	0.109731	0.109731	0.109731	1.852391	
230000	16.777027	3	0.231361	1.046203	0.231361	0.103066	0.103066	0.103066	1.046203	
231000	16.777027	4	0.278011	1.140793	0.278011	0.122976	0.103578	0.103578	1.140793	
232000	16.777027	4	0.245716	1.602050	0.245716	0.099729	0.099729	0.099729	1.348235	
233000	16.777027	4	0.259279	1.394818	0.259279	0.099699	0.099699	0.094735	1.394818	
234000	16.777027	4	0.267553	1.395667	0.272268	0.093001	0.093001	0.093001	1.395667	
235000	16.777027	3	0.257012	1.273433	0.257012	0.104151	0.104151	0.104151	1.273433	
236000	16.777027	4	0.236005	1.196544	0.236005	0.134683	0.103892	0.103892	1.196544	
237000	16.777027	3	0.325808	1.174785	0.325808	0.095876	0.095876	0.095876	1.174785	
238000	16.777027	4	0.270453	1.530920	0.270453	0.089432	0.089432	0.092410	1.530920	
239000	16.777027	3	0.281861	1.501726	0.281861	0.092320	0.092320	0.092320	1.501726	
240000	16.777027	3	0.246870	1.622048	0.246870	0.103795	0.103795	0.103795	1.622048	
241000	16.777027	4	0.267718	1.086612	0.257158	0.095760	0.095760	0.095760	1.086612	
242000	16.777027	4	0.231740	1.732007	0.231740	0.099978	0.099978	0.099978	1.257183	
243000	16.777027	5	0.353383	1.808722	0.353383	0.084884	0.084884	0.099318	0.898084	
244000	16.777027	3	0.250042	1.311698	0.250042	0.093873	0.093873	0.093873	1.311698	
245000	16.777027	5	0.278315	1.533759	0.278315	0.113071	0.113071	0.092213	1.423878	
246000	16.777027	5	0.280049	2.120365	0.280049	0.136514	0.172233	0.155167	2.120365	
247000	16.777027	3	0.266011	1.195077	0.266011	0.139508	0.139508	0.139508	1.195077	
248000	16.777027	6	0.291035	1.383891	0.281335	0.123221	0.256259	0.116361	1.383891	
249000	16.777027	5	0.331696	0.814378	0.331696	0.116230	0.176597	0.173726	0.814378	
250000	16.777027	4	0.302070	1.880192	0.302070	0.158307	0.158307	0.158307	1.467082	
251000	16.777027	4	0.258639	1.516005	0.258639	0.154741	0.154741	0.154741	1.082805	
252000	16.777027	4	0.259256	1.106503	0.259256	0.125956	0.157073	0.157073	1.106503	
253000	16.777027	6	0.222504	1.303662	0.222504	0.154945	0.192503	0.138126	1.452016	
254000	16.777027	6	0.246564	0.972430	0.246564	0.108638	0.178555	0.184568	1.482999	
255000	16.777027	3	0.245896	1.453610	0.245896	0.140160	0.140160	0.140160	1.453610	
256000	16.777027	4	0.270073	1.128793	0.270073	0.132478	0.143283	0.143283	1.128793	
257000	16.777027	4	0.256191	1.034389	0.256191	0.150347	0.150347	0.150347	0.888657	
258000	16.777027	4	0.250683	1.938044	0.277753	0.154369	0.154369	0.154369	1.938044	
259000	16.777027	5	0.318714	1.273964	0.318714	0.135686	0.156210	0.155951	1.273964	
260000	16.777027	3	0.259911	1.597461	0.259911	0.097891	0.097891	0.097891	1.597461	
261000	16.777027	5	0.273785	1.297555	0.254972	0.105923	0.105923	0.105923	0.837722	
262000	16.777027	4	0.251406	1.576185	0.296177	0.097698	0.097698	0.097698	1.576185	
263000	16.777027	4	0.261648	1.487588	0.261648	0.093648	0.093648	0.114259	1.487588	
264000	16.777027	5	0.277504	1.466516	0.246222	0.108378	0.108378	0.108378	1.474493	
265000	16.777027	3	0.263721	0.990382	0.263721	0.106060	0.106060	0.106060	0.990382	
266000	16.777027	5	0.300154	1.515743	0.300154	0.092157	0.097790	0.097790	0.847826	
267000	16.777027	3	0.289153	1.547770	0.289153	0.095779	0.095779	0.095779	1.547770	
268000	16.777027	4	0.308669	0.826839	0.308669	0.081324	0.100125	0.100125	0.826839	
269000	16.777027	4	0.246137	1.402293	0.246137	0.093656	0.093656	0.122974	1.402293	
270000	16.777027	4	0.221336	1.421260	0.221336	0.124729	0.099781	0.099781	1.421260	
271000	16.777027	3	0.242757	1.294859	0.242757	0.154114	0.154114	0.154114	1.294859	
272000	16.777027	3	0.270459	1.476743	0.270459	0.156156	0.156156	0.156156	1.476743	
273000	16.777027	4	0.249050	2.149825	0.249050	0.178614	0.178614	0.178614	2.257639	
274000	16.777027	4	0.233853	1.133191	0.233853	0.114463	0.140674	0.140674	1.133191	
275000	16.777027	3	0.271054	1.283036	0.271054	0.153481	0.271054	0.153481	1.283036	
276000	16.777027	5	0.254647	1.258864	0.243690	0.163481	0.163481	0.163481	1.731352	
277000	16.777027	4	0.242505	2.184660	0.242505	0.152861	0.152861	0.152861	1.848979	
278000	16.777027	3	0.258953	0.927032	0.258953	0.151625	0.151625	0.151625	0.927032	
279000	16.777027	5	0.266167	1.165890	0.266167	0.135612	0.217559	0.135612	1.311504	
280000	16.777027	5	0.344269	1.643352	0.337202	0.160050	0.159791	0.160050	1.643352	
281000	16.777027	4	0.292900	1.513410	0.330191	0.163335	0.163335	0.163335	1.513410	
282000	16.777027	3	0.243685	1.241310	0.243685	0.150505	0.150505	0.150505	1.241310	
283000	16.777027	3	0.242789	1.325852	0.242789	0.152019	0.152019	0.152019	1.325852	
284000	16.777027	5	0.237763	1.287569	0.277304	0.107020	0.150879	0.150879	1.287569	
285000	16.777027	4	0.324448	1.485000	0.324448	0.151556	0.151556	0.151556	1.275074	
286000	16.777027	4	0.309115	1.216261	0.309115	0.154983	0.154983	0.145118	1.216261	
287000	16.777027	3	0.271284	1.281189	0.271284	0.167403	0.167403	0.167403	1.281189	
288000	16.777027	3	0.279120	1.676129	0.279120	0.140049	0.279120	0.140049	1.676129	
289000	16.777027	5	0.263807	1.328676	0.283354	0.138512	0.138512	0.138512	1.220033	
290000	16.777027	4	0.271152	1.010176	0.266305	0.154544	0.154544	0.154544	1.010176	
291000	16.777027	5	0.245660	1.129596	0.245660	0.157503	0.154529	0.157503	1.110951	
292000	16.777027	6	0.280461	1.303069	0.306643	0.095924	0.147660	0.151998	1.303069	
293000	16.777027	5	0.291203	1.272075	0.304960	0.148940	0.148940	0.148940	1.575858	
294000	16.777027	4	0.254485	1.501734	0.243231	0.093514	0.243231	0.093514	1.501734	
295000	16.777027	4	0.259793	1.170688	0.254448	0.182190	0.182190	0.182190	1.170688	
296000	16.777027	4	0.285174	1.044239	0.285174	0.155622	0.155622	0.155622	1.352674	
297000	16.777027	4	0.244392	1.055968	0.244392	0.129569	0.244392	0.129569	0.957530	
298000	16.777027	4	0.265473	0.783767	0.265473	0.150058	0.150058	0.150058	0.897540	
299000	16.777027	4	0.250556	1.058552	0.259649	0.142871	0.142871	0.142871	1.058552	
300000	16.777027	5	0.271706	1.744308	0.304367	0.151955	0.151955	0.139583	1.744308	
301000	16.777027	4	0.270760	1.014598	0.270760	0.147574	0.147574	0.176479	1.014598	
