Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	R[AC,7]	R[AG,7]	R[AT,7]	R[CG,7]	R[CT,7]	R[GT,7]	
12000	0.529975	4	0.085382	0.287459	0.092558	0.019307	0.474178	0.041116	0.051588	0.422865	0.051418	0.054055	0.383802	0.036271	0.085382	0.287459	0.092558	0.019307	0.474178	0.041116	0.047036	0.200848	0.246490	0.061141	0.185300	0.259185	0.121804	0.252550	0.251044	0.056720	0.254735	0.063147	0.051588	0.422865	0.051418	0.054055	0.383802	0.036271	0.051588	0.422865	0.051418	0.054055	0.383802	0.036271	
13000	0.529975	3	0.082463	0.300010	0.095499	0.008241	0.481109	0.032678	0.066046	0.407488	0.041580	0.051356	0.386841	0.046689	0.082463	0.300010	0.095499	0.008241	0.481109	0.032678	0.096438	0.360769	0.109314	0.149923	0.226289	0.057267	0.096438	0.360769	0.109314	0.149923	0.226289	0.057267	0.096438	0.360769	0.109314	0.149923	0.226289	0.057267	0.066046	0.407488	0.041580	0.051356	0.386841	0.046689	
14000	0.529975	3	0.085799	0.301110	0.090080	0.013030	0.468773	0.041208	0.054077	0.414588	0.043526	0.043429	0.398998	0.045383	0.085799	0.301110	0.090080	0.013030	0.468773	0.041208	0.171380	0.356270	0.060472	0.155485	0.197881	0.058512	0.171380	0.356270	0.060472	0.155485	0.197881	0.058512	0.171380	0.356270	0.060472	0.155485	0.197881	0.058512	0.054077	0.414588	0.043526	0.043429	0.398998	0.045383	
15000	0.529975	3	0.091691	0.304409	0.089473	0.009093	0.472994	0.032340	0.049343	0.414845	0.056996	0.055857	0.373133	0.049826	0.091691	0.304409	0.089473	0.009093	0.472994	0.032340	0.069906	0.210057	0.085713	0.200407	0.337297	0.096620	0.069906	0.210057	0.085713	0.200407	0.337297	0.096620	0.049343	0.414845	0.056996	0.055857	0.373133	0.049826	0.049343	0.414845	0.056996	0.055857	0.373133	0.049826	
16000	0.529975	2	0.041796	0.444798	0.048278	0.059544	0.353685	0.051899	0.041796	0.444798	0.048278	0.059544	0.353685	0.051899	0.041796	0.444798	0.048278	0.059544	0.353685	0.051899	0.082628	0.302214	0.107241	0.149341	0.259396	0.099179	0.082628	0.302214	0.107241	0.149341	0.259396	0.099179	0.041796	0.444798	0.048278	0.059544	0.353685	0.051899	0.041796	0.444798	0.048278	0.059544	0.353685	0.051899	
17000	0.529975	2	0.063483	0.391165	0.058841	0.041155	0.407510	0.037846	0.063483	0.391165	0.058841	0.041155	0.407510	0.037846	0.063483	0.391165	0.058841	0.041155	0.407510	0.037846	0.199876	0.245530	0.162198	0.170685	0.182991	0.038719	0.199876	0.245530	0.162198	0.170685	0.182991	0.038719	0.063483	0.391165	0.058841	0.041155	0.407510	0.037846	0.063483	0.391165	0.058841	0.041155	0.407510	0.037846	
18000	0.529975	2	0.064053	0.400004	0.064015	0.033963	0.391908	0.046057	0.064053	0.400004	0.064015	0.033963	0.391908	0.046057	0.064053	0.400004	0.064015	0.033963	0.391908	0.046057	0.049829	0.482014	0.138958	0.095738	0.195098	0.038364	0.049829	0.482014	0.138958	0.095738	0.195098	0.038364	0.049829	0.482014	0.138958	0.095738	0.195098	0.038364	0.064053	0.400004	0.064015	0.033963	0.391908	0.046057	
19000	0.529975	2	0.063232	0.375548	0.072961	0.026531	0.402479	0.059248	0.063232	0.375548	0.072961	0.026531	0.402479	0.059248	0.063232	0.375548	0.072961	0.026531	0.402479	0.059248	0.079386	0.357918	0.076430	0.117391	0.326697	0.042177	0.079386	0.357918	0.076430	0.117391	0.326697	0.042177	0.079386	0.357918	0.076430	0.117391	0.326697	0.042177	0.079386	0.357918	0.076430	0.117391	0.326697	0.042177	
20000	0.529975	2	0.065990	0.390943	0.071673	0.027105	0.390747	0.053542	0.065990	0.390943	0.071673	0.027105	0.390747	0.053542	0.065990	0.390943	0.071673	0.027105	0.390747	0.053542	0.110732	0.355478	0.073732	0.173409	0.220676	0.065973	0.110732	0.355478	0.073732	0.173409	0.220676	0.065973	0.110732	0.355478	0.073732	0.173409	0.220676	0.065973	0.065990	0.390943	0.071673	0.027105	0.390747	0.053542	
21000	0.529975	3	0.066774	0.414691	0.058384	0.034605	0.377800	0.047746	0.066774	0.414691	0.058384	0.034605	0.377800	0.047746	0.066774	0.414691	0.058384	0.034605	0.377800	0.047746	0.079294	0.482608	0.065634	0.162983	0.160152	0.049329	0.103454	0.259965	0.247578	0.092022	0.266171	0.030811	0.079294	0.482608	0.065634	0.162983	0.160152	0.049329	0.066774	0.414691	0.058384	0.034605	0.377800	0.047746	
22000	0.529975	2	0.061066	0.428631	0.054259	0.034846	0.369346	0.051851	0.061066	0.428631	0.054259	0.034846	0.369346	0.051851	0.061066	0.428631	0.054259	0.034846	0.369346	0.051851	0.093813	0.387266	0.102067	0.208254	0.142046	0.066554	0.093813	0.387266	0.102067	0.208254	0.142046	0.066554	0.093813	0.387266	0.102067	0.208254	0.142046	0.066554	0.061066	0.428631	0.054259	0.034846	0.369346	0.051851	
23000	0.529975	2	0.064535	0.422654	0.061033	0.028372	0.368094	0.055313	0.064535	0.422654	0.061033	0.028372	0.368094	0.055313	0.064535	0.422654	0.061033	0.028372	0.368094	0.055313	0.097292	0.399496	0.089941	0.160157	0.224787	0.028327	0.097292	0.399496	0.089941	0.160157	0.224787	0.028327	0.097292	0.399496	0.089941	0.160157	0.224787	0.028327	0.064535	0.422654	0.061033	0.028372	0.368094	0.055313	
24000	0.529975	2	0.058794	0.434711	0.059619	0.029335	0.363718	0.053823	0.058794	0.434711	0.059619	0.029335	0.363718	0.053823	0.058794	0.434711	0.059619	0.029335	0.363718	0.053823	0.090150	0.369405	0.093297	0.150195	0.244400	0.052553	0.090150	0.369405	0.093297	0.150195	0.244400	0.052553	0.090150	0.369405	0.093297	0.150195	0.244400	0.052553	0.058794	0.434711	0.059619	0.029335	0.363718	0.053823	
25000	0.529975	2	0.063364	0.404317	0.066532	0.032736	0.384266	0.048786	0.063364	0.404317	0.066532	0.032736	0.384266	0.048786	0.063364	0.404317	0.066532	0.032736	0.384266	0.048786	0.091188	0.377345	0.088639	0.161613	0.244080	0.037136	0.091188	0.377345	0.088639	0.161613	0.244080	0.037136	0.091188	0.377345	0.088639	0.161613	0.244080	0.037136	0.063364	0.404317	0.066532	0.032736	0.384266	0.048786	
26000	0.529975	2	0.068341	0.417506	0.060576	0.029511	0.364697	0.059369	0.068341	0.417506	0.060576	0.029511	0.364697	0.059369	0.068341	0.417506	0.060576	0.029511	0.364697	0.059369	0.067310	0.424529	0.184053	0.132995	0.115026	0.076086	0.067310	0.424529	0.184053	0.132995	0.115026	0.076086	0.068341	0.417506	0.060576	0.029511	0.364697	0.059369	0.068341	0.417506	0.060576	0.029511	0.364697	0.059369	
27000	0.529975	2	0.062972	0.434691	0.065942	0.027445	0.365793	0.043156	0.062972	0.434691	0.065942	0.027445	0.365793	0.043156	0.062972	0.434691	0.065942	0.027445	0.365793	0.043156	0.064450	0.170556	0.051913	0.209339	0.383730	0.120012	0.064450	0.170556	0.051913	0.209339	0.383730	0.120012	0.062972	0.434691	0.065942	0.027445	0.365793	0.043156	0.062972	0.434691	0.065942	0.027445	0.365793	0.043156	
28000	0.529975	2	0.062534	0.431663	0.066408	0.028435	0.363245	0.047715	0.062534	0.431663	0.066408	0.028435	0.363245	0.047715	0.062534	0.431663	0.066408	0.028435	0.363245	0.047715	0.071004	0.417617	0.110250	0.159353	0.202539	0.039238	0.071004	0.417617	0.110250	0.159353	0.202539	0.039238	0.071004	0.417617	0.110250	0.159353	0.202539	0.039238	0.062534	0.431663	0.066408	0.028435	0.363245	0.047715	
29000	0.529975	1	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	0.061216	0.416359	0.061063	0.027949	0.378519	0.054893	
30000	0.529975	2	0.062431	0.406941	0.063299	0.028972	0.392378	0.045979	0.062431	0.406941	0.063299	0.028972	0.392378	0.045979	0.062431	0.406941	0.063299	0.028972	0.392378	0.045979	0.119568	0.376053	0.124833	0.141893	0.154870	0.082783	0.119568	0.376053	0.124833	0.141893	0.154870	0.082783	0.119568	0.376053	0.124833	0.141893	0.154870	0.082783	0.062431	0.406941	0.063299	0.028972	0.392378	0.045979	
31000	0.529975	2	0.062799	0.409343	0.066586	0.024844	0.385628	0.050799	0.062799	0.409343	0.066586	0.024844	0.385628	0.050799	0.062799	0.409343	0.066586	0.024844	0.385628	0.050799	0.025998	0.264393	0.048393	0.079368	0.084233	0.497616	0.062799	0.409343	0.066586	0.024844	0.385628	0.050799	0.062799	0.409343	0.066586	0.024844	0.385628	0.050799	0.062799	0.409343	0.066586	0.024844	0.385628	0.050799	
32000	0.529975	2	0.061499	0.432086	0.055405	0.028826	0.363583	0.058601	0.061499	0.432086	0.055405	0.028826	0.363583	0.058601	0.061499	0.432086	0.055405	0.028826	0.363583	0.058601	0.123933	0.386041	0.060488	0.189211	0.174290	0.066038	0.123933	0.386041	0.060488	0.189211	0.174290	0.066038	0.123933	0.386041	0.060488	0.189211	0.174290	0.066038	0.061499	0.432086	0.055405	0.028826	0.363583	0.058601	
33000	0.529975	3	0.058172	0.436457	0.058424	0.030987	0.359036	0.056924	0.058172	0.436457	0.058424	0.030987	0.359036	0.056924	0.058172	0.436457	0.058424	0.030987	0.359036	0.056924	0.071402	0.574542	0.076154	0.138669	0.137529	0.001704	0.038854	0.060514	0.439781	0.088185	0.351023	0.021643	0.071402	0.574542	0.076154	0.138669	0.137529	0.001704	0.058172	0.436457	0.058424	0.030987	0.359036	0.056924	
34000	0.529975	1	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	0.063110	0.429112	0.062504	0.034650	0.365123	0.045501	
35000	0.529975	2	0.065095	0.417266	0.067337	0.032867	0.371131	0.046305	0.065095	0.417266	0.067337	0.032867	0.371131	0.046305	0.065095	0.417266	0.067337	0.032867	0.371131	0.046305	0.203277	0.371820	0.130485	0.102507	0.166927	0.024985	0.203277	0.371820	0.130485	0.102507	0.166927	0.024985	0.065095	0.417266	0.067337	0.032867	0.371131	0.046305	0.065095	0.417266	0.067337	0.032867	0.371131	0.046305	
36000	0.529975	2	0.064318	0.397491	0.068749	0.027599	0.396409	0.045435	0.064318	0.397491	0.068749	0.027599	0.396409	0.045435	0.064318	0.397491	0.068749	0.027599	0.396409	0.045435	0.094411	0.305985	0.080104	0.133237	0.260654	0.125609	0.094411	0.305985	0.080104	0.133237	0.260654	0.125609	0.094411	0.305985	0.080104	0.133237	0.260654	0.125609	0.064318	0.397491	0.068749	0.027599	0.396409	0.045435	
37000	0.529975	2	0.065668	0.383866	0.063122	0.028700	0.402471	0.056174	0.065668	0.383866	0.063122	0.028700	0.402471	0.056174	0.065668	0.383866	0.063122	0.028700	0.402471	0.056174	0.078059	0.404742	0.065689	0.104731	0.240173	0.106605	0.078059	0.404742	0.065689	0.104731	0.240173	0.106605	0.078059	0.404742	0.065689	0.104731	0.240173	0.106605	0.065668	0.383866	0.063122	0.028700	0.402471	0.056174	
38000	0.529975	2	0.059358	0.406642	0.061422	0.029618	0.394916	0.048044	0.059358	0.406642	0.061422	0.029618	0.394916	0.048044	0.059358	0.406642	0.061422	0.029618	0.394916	0.048044	0.048896	0.414444	0.113341	0.139055	0.129647	0.154618	0.048896	0.414444	0.113341	0.139055	0.129647	0.154618	0.048896	0.414444	0.113341	0.139055	0.129647	0.154618	0.059358	0.406642	0.061422	0.029618	0.394916	0.048044	
39000	0.529975	2	0.061036	0.418137	0.061431	0.030455	0.379539	0.049402	0.061036	0.418137	0.061431	0.030455	0.379539	0.049402	0.061036	0.418137	0.061431	0.030455	0.379539	0.049402	0.058746	0.536017	0.103960	0.097993	0.151926	0.051357	0.058746	0.536017	0.103960	0.097993	0.151926	0.051357	0.058746	0.536017	0.103960	0.097993	0.151926	0.051357	0.061036	0.418137	0.061431	0.030455	0.379539	0.049402	
40000	0.529975	2	0.060775	0.416346	0.061168	0.030324	0.382556	0.048831	0.060775	0.416346	0.061168	0.030324	0.382556	0.048831	0.060775	0.416346	0.061168	0.030324	0.382556	0.048831	0.086735	0.351536	0.107045	0.155908	0.240992	0.057784	0.086735	0.351536	0.107045	0.155908	0.240992	0.057784	0.086735	0.351536	0.107045	0.155908	0.240992	0.057784	0.060775	0.416346	0.061168	0.030324	0.382556	0.048831	
41000	0.529975	2	0.059623	0.415692	0.058975	0.032858	0.383781	0.049071	0.059623	0.415692	0.058975	0.032858	0.383781	0.049071	0.059623	0.415692	0.058975	0.032858	0.383781	0.049071	0.081963	0.364234	0.134446	0.123552	0.222853	0.072952	0.081963	0.364234	0.134446	0.123552	0.222853	0.072952	0.081963	0.364234	0.134446	0.123552	0.222853	0.072952	0.059623	0.415692	0.058975	0.032858	0.383781	0.049071	
42000	0.529975	2	0.065535	0.391603	0.053830	0.030769	0.413036	0.045227	0.065535	0.391603	0.053830	0.030769	0.413036	0.045227	0.065535	0.391603	0.053830	0.030769	0.413036	0.045227	0.187889	0.252378	0.110162	0.162342	0.216300	0.070928	0.187889	0.252378	0.110162	0.162342	0.216300	0.070928	0.065535	0.391603	0.053830	0.030769	0.413036	0.045227	0.065535	0.391603	0.053830	0.030769	0.413036	0.045227	
43000	0.529975	2	0.058166	0.394712	0.058185	0.034788	0.392628	0.061521	0.058166	0.394712	0.058185	0.034788	0.392628	0.061521	0.058166	0.394712	0.058185	0.034788	0.392628	0.061521	0.091499	0.285993	0.181817	0.153653	0.227914	0.059123	0.091499	0.285993	0.181817	0.153653	0.227914	0.059123	0.091499	0.285993	0.181817	0.153653	0.227914	0.059123	0.058166	0.394712	0.058185	0.034788	0.392628	0.061521	
44000	0.529975	1	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	0.056789	0.406973	0.062815	0.035874	0.383337	0.054212	
45000	0.529975	2	0.052657	0.428783	0.063903	0.027592	0.376797	0.050268	0.052657	0.428783	0.063903	0.027592	0.376797	0.050268	0.052657	0.428783	0.063903	0.027592	0.376797	0.050268	0.116166	0.380486	0.126600	0.117161	0.188874	0.070714	0.116166	0.380486	0.126600	0.117161	0.188874	0.070714	0.052657	0.428783	0.063903	0.027592	0.376797	0.050268	0.052657	0.428783	0.063903	0.027592	0.376797	0.050268	
46000	0.529975	2	0.055518	0.426455	0.060626	0.026177	0.379055	0.052169	0.055518	0.426455	0.060626	0.026177	0.379055	0.052169	0.055518	0.426455	0.060626	0.026177	0.379055	0.052169	0.118115	0.382131	0.076864	0.133668	0.179217	0.110005	0.118115	0.382131	0.076864	0.133668	0.179217	0.110005	0.118115	0.382131	0.076864	0.133668	0.179217	0.110005	0.055518	0.426455	0.060626	0.026177	0.379055	0.052169	
47000	0.529975	2	0.059117	0.407875	0.061217	0.031187	0.387251	0.053353	0.059117	0.407875	0.061217	0.031187	0.387251	0.053353	0.059117	0.407875	0.061217	0.031187	0.387251	0.053353	0.063076	0.555788	0.068382	0.073519	0.154095	0.085139	0.063076	0.555788	0.068382	0.073519	0.154095	0.085139	0.063076	0.555788	0.068382	0.073519	0.154095	0.085139	0.059117	0.407875	0.061217	0.031187	0.387251	0.053353	
48000	0.529975	2	0.066495	0.414299	0.063821	0.026781	0.373442	0.055162	0.066495	0.414299	0.063821	0.026781	0.373442	0.055162	0.066495	0.414299	0.063821	0.026781	0.373442	0.055162	0.064735	0.419631	0.092576	0.160274	0.239249	0.023535	0.064735	0.419631	0.092576	0.160274	0.239249	0.023535	0.064735	0.419631	0.092576	0.160274	0.239249	0.023535	0.066495	0.414299	0.063821	0.026781	0.373442	0.055162	
49000	0.529975	2	0.055228	0.425675	0.059075	0.023194	0.380608	0.056220	0.055228	0.425675	0.059075	0.023194	0.380608	0.056220	0.055228	0.425675	0.059075	0.023194	0.380608	0.056220	0.109550	0.465353	0.127131	0.118346	0.137166	0.042455	0.109550	0.465353	0.127131	0.118346	0.137166	0.042455	0.109550	0.465353	0.127131	0.118346	0.137166	0.042455	0.055228	0.425675	0.059075	0.023194	0.380608	0.056220	
50000	0.529975	2	0.059384	0.407863	0.060475	0.027540	0.391906	0.052832	0.059384	0.407863	0.060475	0.027540	0.391906	0.052832	0.059384	0.407863	0.060475	0.027540	0.391906	0.052832	0.082710	0.332868	0.110791	0.212616	0.188574	0.072441	0.082710	0.332868	0.110791	0.212616	0.188574	0.072441	0.082710	0.332868	0.110791	0.212616	0.188574	0.072441	0.059384	0.407863	0.060475	0.027540	0.391906	0.052832	
51000	0.529975	3	0.059220	0.415199	0.060307	0.027464	0.385125	0.052685	0.059220	0.415199	0.060307	0.027464	0.385125	0.052685	0.059220	0.415199	0.060307	0.027464	0.385125	0.052685	0.094692	0.324913	0.097243	0.159690	0.261470	0.061991	0.094692	0.324913	0.097243	0.159690	0.261470	0.061991	0.075220	0.565340	0.051304	0.113863	0.106244	0.088030	0.059220	0.415199	0.060307	0.027464	0.385125	0.052685	
52000	0.529975	2	0.062435	0.401265	0.062515	0.036654	0.389527	0.047605	0.062435	0.401265	0.062515	0.036654	0.389527	0.047605	0.062435	0.401265	0.062515	0.036654	0.389527	0.047605	0.075962	0.300264	0.047579	0.179903	0.350191	0.046102	0.075962	0.300264	0.047579	0.179903	0.350191	0.046102	0.075962	0.300264	0.047579	0.179903	0.350191	0.046102	0.062435	0.401265	0.062515	0.036654	0.389527	0.047605	
53000	0.529975	2	0.054913	0.435027	0.061389	0.035994	0.368517	0.044160	0.054913	0.435027	0.061389	0.035994	0.368517	0.044160	0.054913	0.435027	0.061389	0.035994	0.368517	0.044160	0.093367	0.265007	0.048680	0.174621	0.313832	0.104492	0.093367	0.265007	0.048680	0.174621	0.313832	0.104492	0.054913	0.435027	0.061389	0.035994	0.368517	0.044160	0.054913	0.435027	0.061389	0.035994	0.368517	0.044160	
54000	0.529975	2	0.061383	0.423379	0.054581	0.036256	0.377899	0.046502	0.061383	0.423379	0.054581	0.036256	0.377899	0.046502	0.061383	0.423379	0.054581	0.036256	0.377899	0.046502	0.061277	0.330973	0.078453	0.224887	0.244850	0.059561	0.061277	0.330973	0.078453	0.224887	0.244850	0.059561	0.061277	0.330973	0.078453	0.224887	0.244850	0.059561	0.061383	0.423379	0.054581	0.036256	0.377899	0.046502	
55000	0.529975	3	0.056532	0.421900	0.058086	0.034686	0.378789	0.050007	0.056532	0.421900	0.058086	0.034686	0.378789	0.050007	0.056532	0.421900	0.058086	0.034686	0.378789	0.050007	0.078525	0.324758	0.114718	0.190227	0.229915	0.061856	0.078525	0.324758	0.114718	0.190227	0.229915	0.061856	0.060480	0.498747	0.046674	0.136469	0.160034	0.097595	0.056532	0.421900	0.058086	0.034686	0.378789	0.050007	
56000	0.529975	2	0.058896	0.417263	0.052661	0.028400	0.379257	0.063523	0.058896	0.417263	0.052661	0.028400	0.379257	0.063523	0.058896	0.417263	0.052661	0.028400	0.379257	0.063523	0.083401	0.332087	0.077568	0.246139	0.188608	0.072196	0.083401	0.332087	0.077568	0.246139	0.188608	0.072196	0.083401	0.332087	0.077568	0.246139	0.188608	0.072196	0.058896	0.417263	0.052661	0.028400	0.379257	0.063523	
57000	0.529975	2	0.063461	0.413141	0.049359	0.028858	0.385640	0.059541	0.063461	0.413141	0.049359	0.028858	0.385640	0.059541	0.063461	0.413141	0.049359	0.028858	0.385640	0.059541	0.088890	0.312583	0.123844	0.166426	0.275475	0.032782	0.088890	0.312583	0.123844	0.166426	0.275475	0.032782	0.088890	0.312583	0.123844	0.166426	0.275475	0.032782	0.063461	0.413141	0.049359	0.028858	0.385640	0.059541	
58000	0.529975	2	0.061192	0.415525	0.057218	0.026617	0.387095	0.052353	0.061192	0.415525	0.057218	0.026617	0.387095	0.052353	0.061192	0.415525	0.057218	0.026617	0.387095	0.052353	0.091900	0.323568	0.097654	0.190419	0.245531	0.050928	0.091900	0.323568	0.097654	0.190419	0.245531	0.050928	0.061192	0.415525	0.057218	0.026617	0.387095	0.052353	0.061192	0.415525	0.057218	0.026617	0.387095	0.052353	
59000	0.529975	2	0.063264	0.404969	0.053995	0.031218	0.392796	0.053759	0.063264	0.404969	0.053995	0.031218	0.392796	0.053759	0.063264	0.404969	0.053995	0.031218	0.392796	0.053759	0.187446	0.177728	0.118126	0.206337	0.255717	0.054646	0.187446	0.177728	0.118126	0.206337	0.255717	0.054646	0.063264	0.404969	0.053995	0.031218	0.392796	0.053759	0.063264	0.404969	0.053995	0.031218	0.392796	0.053759	
60000	0.529975	3	0.064039	0.409931	0.058066	0.031600	0.391816	0.044548	0.064039	0.409931	0.058066	0.031600	0.391816	0.044548	0.064039	0.409931	0.058066	0.031600	0.391816	0.044548	0.004491	0.052076	0.075616	0.578805	0.147445	0.141567	0.129844	0.432255	0.078710	0.116721	0.194517	0.047952	0.129844	0.432255	0.078710	0.116721	0.194517	0.047952	0.064039	0.409931	0.058066	0.031600	0.391816	0.044548	
