Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
55000	100.687501	2	0.343176	0.278425	0.122132	0.256267	0.343176	0.278425	0.122132	0.256267	0.188753	0.262928	0.284479	0.263840	0.188753	0.262928	0.284479	0.263840	0.188753	0.262928	0.284479	0.263840	0.343176	0.278425	0.122132	0.256267	0.188753	0.262928	0.284479	0.263840	
56000	100.687501	2	0.356546	0.273839	0.119777	0.249837	0.356546	0.273839	0.119777	0.249837	0.175265	0.269419	0.300077	0.255240	0.175265	0.269419	0.300077	0.255240	0.175265	0.269419	0.300077	0.255240	0.356546	0.273839	0.119777	0.249837	0.175265	0.269419	0.300077	0.255240	
57000	100.687501	2	0.335551	0.286291	0.126849	0.251309	0.335551	0.286291	0.126849	0.251309	0.224249	0.260741	0.273719	0.241292	0.224249	0.260741	0.273719	0.241292	0.224249	0.260741	0.273719	0.241292	0.335551	0.286291	0.126849	0.251309	0.224249	0.260741	0.273719	0.241292	
58000	100.687501	2	0.337918	0.295263	0.126278	0.240541	0.337918	0.295263	0.126278	0.240541	0.188508	0.252895	0.287955	0.270643	0.188508	0.252895	0.287955	0.270643	0.188508	0.252895	0.287955	0.270643	0.337918	0.295263	0.126278	0.240541	0.188508	0.252895	0.287955	0.270643	
59000	100.687501	3	0.322313	0.308978	0.113531	0.255177	0.322313	0.308978	0.113531	0.255177	0.182137	0.268219	0.268786	0.280858	0.182137	0.268219	0.268786	0.280858	0.264340	0.294144	0.307251	0.134264	0.322313	0.308978	0.113531	0.255177	0.182137	0.268219	0.268786	0.280858	
60000	100.687501	3	0.302530	0.307375	0.100800	0.289295	0.302530	0.307375	0.100800	0.289295	0.186228	0.251557	0.288664	0.273550	0.132083	0.360270	0.184326	0.323322	0.186228	0.251557	0.288664	0.273550	0.302530	0.307375	0.100800	0.289295	0.186228	0.251557	0.288664	0.273550	
61000	100.687501	3	0.304446	0.283340	0.151458	0.260756	0.304446	0.283340	0.151458	0.260756	0.151840	0.267530	0.298125	0.282505	0.151840	0.267530	0.298125	0.282505	0.204594	0.261366	0.277547	0.256492	0.304446	0.283340	0.151458	0.260756	0.204594	0.261366	0.277547	0.256492	
62000	100.687501	3	0.310118	0.272859	0.150585	0.266438	0.310118	0.272859	0.150585	0.266438	0.186960	0.249238	0.291498	0.272304	0.186960	0.249238	0.291498	0.272304	0.161394	0.218478	0.412495	0.207634	0.310118	0.272859	0.150585	0.266438	0.186960	0.249238	0.291498	0.272304	
63000	100.687501	3	0.342515	0.282237	0.137232	0.238016	0.342515	0.282237	0.137232	0.238016	0.176780	0.268679	0.266784	0.287757	0.176780	0.268679	0.266784	0.287757	0.300873	0.252488	0.261204	0.185436	0.342515	0.282237	0.137232	0.238016	0.176780	0.268679	0.266784	0.287757	
64000	100.687501	2	0.335638	0.285398	0.128698	0.250266	0.335638	0.285398	0.128698	0.250266	0.191082	0.261970	0.284469	0.262480	0.191082	0.261970	0.284469	0.262480	0.191082	0.261970	0.284469	0.262480	0.335638	0.285398	0.128698	0.250266	0.191082	0.261970	0.284469	0.262480	
65000	100.687501	3	0.337432	0.274939	0.124927	0.262702	0.337432	0.274939	0.124927	0.262702	0.214647	0.272938	0.272215	0.240199	0.134202	0.380262	0.133317	0.352220	0.214647	0.272938	0.272215	0.240199	0.337432	0.274939	0.124927	0.262702	0.214647	0.272938	0.272215	0.240199	
66000	100.687501	2	0.337432	0.274939	0.124927	0.262702	0.337432	0.274939	0.124927	0.262702	0.186317	0.261913	0.281029	0.270741	0.186317	0.261913	0.281029	0.270741	0.186317	0.261913	0.281029	0.270741	0.337432	0.274939	0.124927	0.262702	0.186317	0.261913	0.281029	0.270741	
67000	100.687501	2	0.334260	0.268874	0.113836	0.283030	0.334260	0.268874	0.113836	0.283030	0.172739	0.242260	0.292071	0.292930	0.172739	0.242260	0.292071	0.292930	0.172739	0.242260	0.292071	0.292930	0.334260	0.268874	0.113836	0.283030	0.172739	0.242260	0.292071	0.292930	
68000	100.687501	2	0.323226	0.282572	0.109937	0.284264	0.323226	0.282572	0.109937	0.284264	0.220525	0.243166	0.240745	0.295565	0.220525	0.243166	0.240745	0.295565	0.220525	0.243166	0.240745	0.295565	0.323226	0.282572	0.109937	0.284264	0.220525	0.243166	0.240745	0.295565	
69000	100.687501	3	0.331546	0.282750	0.107591	0.278114	0.331546	0.282750	0.107591	0.278114	0.192125	0.273823	0.273130	0.260923	0.128980	0.200722	0.256623	0.413675	0.192125	0.273823	0.273130	0.260923	0.331546	0.282750	0.107591	0.278114	0.192125	0.273823	0.273130	0.260923	
70000	100.687501	2	0.333820	0.299552	0.104436	0.262192	0.333820	0.299552	0.104436	0.262192	0.213396	0.261570	0.244117	0.280916	0.213396	0.261570	0.244117	0.280916	0.213396	0.261570	0.244117	0.280916	0.333820	0.299552	0.104436	0.262192	0.213396	0.261570	0.244117	0.280916	
71000	100.687501	2	0.337803	0.282488	0.111206	0.268504	0.337803	0.282488	0.111206	0.268504	0.175385	0.268622	0.266680	0.289313	0.175385	0.268622	0.266680	0.289313	0.175385	0.268622	0.266680	0.289313	0.337803	0.282488	0.111206	0.268504	0.175385	0.268622	0.266680	0.289313	
72000	100.687501	3	0.332884	0.276403	0.119674	0.271039	0.332884	0.276403	0.119674	0.271039	0.228333	0.219170	0.317166	0.235331	0.308506	0.213664	0.162702	0.315128	0.228333	0.219170	0.317166	0.235331	0.332884	0.276403	0.119674	0.271039	0.228333	0.219170	0.317166	0.235331	
73000	100.687501	3	0.326131	0.292645	0.112803	0.268421	0.326131	0.292645	0.112803	0.268421	0.193406	0.237413	0.285329	0.283853	0.082322	0.293867	0.262663	0.361148	0.193406	0.237413	0.285329	0.283853	0.326131	0.292645	0.112803	0.268421	0.193406	0.237413	0.285329	0.283853	
74000	100.687501	3	0.330961	0.261180	0.137972	0.269887	0.330961	0.261180	0.137972	0.269887	0.183081	0.287926	0.291338	0.237656	0.330961	0.261180	0.137972	0.269887	0.190661	0.128326	0.388054	0.292959	0.330961	0.261180	0.137972	0.269887	0.183081	0.287926	0.291338	0.237656	
75000	100.687501	2	0.338671	0.284141	0.132277	0.244911	0.338671	0.284141	0.132277	0.244911	0.198528	0.272682	0.262757	0.266033	0.198528	0.272682	0.262757	0.266033	0.198528	0.272682	0.262757	0.266033	0.338671	0.284141	0.132277	0.244911	0.198528	0.272682	0.262757	0.266033	
76000	100.687501	2	0.337943	0.267617	0.136150	0.258290	0.337943	0.267617	0.136150	0.258290	0.187196	0.272583	0.299326	0.240895	0.187196	0.272583	0.299326	0.240895	0.187196	0.272583	0.299326	0.240895	0.337943	0.267617	0.136150	0.258290	0.187196	0.272583	0.299326	0.240895	
77000	100.687501	3	0.343257	0.269682	0.134757	0.252303	0.343257	0.269682	0.134757	0.252303	0.195983	0.254103	0.340081	0.209833	0.220760	0.282294	0.244247	0.252700	0.195983	0.254103	0.340081	0.209833	0.343257	0.269682	0.134757	0.252303	0.220760	0.282294	0.244247	0.252700	
78000	100.687501	3	0.331163	0.288384	0.131873	0.248580	0.331163	0.288384	0.131873	0.248580	0.187700	0.239795	0.327940	0.244565	0.158158	0.340765	0.185134	0.315943	0.187700	0.239795	0.327940	0.244565	0.331163	0.288384	0.131873	0.248580	0.187700	0.239795	0.327940	0.244565	
79000	100.687501	4	0.307655	0.280228	0.138948	0.273169	0.307655	0.280228	0.138948	0.273169	0.177461	0.289156	0.272886	0.260497	0.177461	0.289156	0.272886	0.260497	0.181176	0.149776	0.379146	0.289902	0.307655	0.280228	0.138948	0.273169	0.154849	0.300943	0.288586	0.255622	
80000	100.687501	2	0.324305	0.278777	0.120627	0.276291	0.324305	0.278777	0.120627	0.276291	0.213483	0.247666	0.292495	0.246356	0.213483	0.247666	0.292495	0.246356	0.213483	0.247666	0.292495	0.246356	0.324305	0.278777	0.120627	0.276291	0.213483	0.247666	0.292495	0.246356	
81000	100.687501	2	0.335387	0.292884	0.124882	0.246847	0.335387	0.292884	0.124882	0.246847	0.196687	0.262568	0.282967	0.257778	0.196687	0.262568	0.282967	0.257778	0.196687	0.262568	0.282967	0.257778	0.335387	0.292884	0.124882	0.246847	0.196687	0.262568	0.282967	0.257778	
82000	100.687501	2	0.349885	0.276681	0.115157	0.258278	0.349885	0.276681	0.115157	0.258278	0.181917	0.275727	0.245507	0.296849	0.181917	0.275727	0.245507	0.296849	0.181917	0.275727	0.245507	0.296849	0.349885	0.276681	0.115157	0.258278	0.181917	0.275727	0.245507	0.296849	
83000	100.687501	2	0.349885	0.276681	0.115157	0.258278	0.349885	0.276681	0.115157	0.258278	0.191997	0.237305	0.316451	0.254248	0.191997	0.237305	0.316451	0.254248	0.191997	0.237305	0.316451	0.254248	0.349885	0.276681	0.115157	0.258278	0.191997	0.237305	0.316451	0.254248	
84000	100.687501	2	0.326050	0.284186	0.125124	0.264640	0.326050	0.284186	0.125124	0.264640	0.207504	0.252862	0.272977	0.266657	0.207504	0.252862	0.272977	0.266657	0.207504	0.252862	0.272977	0.266657	0.326050	0.284186	0.125124	0.264640	0.207504	0.252862	0.272977	0.266657	
85000	100.687501	2	0.337433	0.276829	0.112468	0.273270	0.337433	0.276829	0.112468	0.273270	0.194194	0.279369	0.249705	0.276732	0.194194	0.279369	0.249705	0.276732	0.194194	0.279369	0.249705	0.276732	0.337433	0.276829	0.112468	0.273270	0.194194	0.279369	0.249705	0.276732	
86000	100.687501	2	0.337433	0.276829	0.112468	0.273270	0.337433	0.276829	0.112468	0.273270	0.190794	0.238599	0.307036	0.263571	0.190794	0.238599	0.307036	0.263571	0.190794	0.238599	0.307036	0.263571	0.337433	0.276829	0.112468	0.273270	0.190794	0.238599	0.307036	0.263571	
87000	100.687501	3	0.337433	0.276829	0.112468	0.273270	0.337433	0.276829	0.112468	0.273270	0.204570	0.236967	0.310400	0.248063	0.204570	0.236967	0.310400	0.248063	0.272376	0.199375	0.268903	0.259346	0.337433	0.276829	0.112468	0.273270	0.204570	0.236967	0.310400	0.248063	
88000	100.687501	2	0.332589	0.273923	0.121771	0.271717	0.332589	0.273923	0.121771	0.271717	0.186900	0.268917	0.288577	0.255606	0.186900	0.268917	0.288577	0.255606	0.186900	0.268917	0.288577	0.255606	0.332589	0.273923	0.121771	0.271717	0.186900	0.268917	0.288577	0.255606	
89000	100.687501	3	0.332589	0.273923	0.121771	0.271717	0.332589	0.273923	0.121771	0.271717	0.186941	0.268072	0.268934	0.276054	0.105743	0.257664	0.288030	0.348563	0.186941	0.268072	0.268934	0.276054	0.332589	0.273923	0.121771	0.271717	0.186941	0.268072	0.268934	0.276054	
