Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
45000	0.085832	3	0.346418	0.274725	0.114643	0.264214	0.346418	0.274725	0.114643	0.264214	0.142089	0.334803	0.243848	0.279260	0.142089	0.334803	0.243848	0.279260	0.224962	0.225582	0.299460	0.249996	0.346418	0.274725	0.114643	0.264214	0.224962	0.225582	0.299460	0.249996	
46000	0.085832	2	0.353774	0.267115	0.123352	0.255760	0.353774	0.267115	0.123352	0.255760	0.190526	0.272735	0.273726	0.263013	0.190526	0.272735	0.273726	0.263013	0.190526	0.272735	0.273726	0.263013	0.353774	0.267115	0.123352	0.255760	0.190526	0.272735	0.273726	0.263013	
47000	0.085832	2	0.341026	0.281033	0.117710	0.260231	0.341026	0.281033	0.117710	0.260231	0.192436	0.281953	0.278653	0.246957	0.192436	0.281953	0.278653	0.246957	0.192436	0.281953	0.278653	0.246957	0.341026	0.281033	0.117710	0.260231	0.192436	0.281953	0.278653	0.246957	
48000	0.085832	2	0.335429	0.280607	0.120469	0.263495	0.335429	0.280607	0.120469	0.263495	0.200602	0.263685	0.273615	0.262097	0.200602	0.263685	0.273615	0.262097	0.200602	0.263685	0.273615	0.262097	0.335429	0.280607	0.120469	0.263495	0.200602	0.263685	0.273615	0.262097	
49000	0.085832	2	0.337820	0.276855	0.123650	0.261675	0.337820	0.276855	0.123650	0.261675	0.190226	0.270893	0.264245	0.274636	0.190226	0.270893	0.264245	0.274636	0.190226	0.270893	0.264245	0.274636	0.337820	0.276855	0.123650	0.261675	0.190226	0.270893	0.264245	0.274636	
50000	0.085832	2	0.337820	0.276855	0.123650	0.261675	0.337820	0.276855	0.123650	0.261675	0.190810	0.273366	0.275240	0.260584	0.190810	0.273366	0.275240	0.260584	0.190810	0.273366	0.275240	0.260584	0.337820	0.276855	0.123650	0.261675	0.190810	0.273366	0.275240	0.260584	
51000	0.085832	2	0.337820	0.276855	0.123650	0.261675	0.337820	0.276855	0.123650	0.261675	0.227138	0.239132	0.294752	0.238979	0.227138	0.239132	0.294752	0.238979	0.227138	0.239132	0.294752	0.238979	0.337820	0.276855	0.123650	0.261675	0.227138	0.239132	0.294752	0.238979	
52000	0.085832	2	0.351302	0.272202	0.115649	0.260846	0.351302	0.272202	0.115649	0.260846	0.194747	0.279154	0.293380	0.232719	0.194747	0.279154	0.293380	0.232719	0.194747	0.279154	0.293380	0.232719	0.351302	0.272202	0.115649	0.260846	0.194747	0.279154	0.293380	0.232719	
53000	0.085832	2	0.335998	0.283516	0.128482	0.252004	0.335998	0.283516	0.128482	0.252004	0.196263	0.293795	0.263942	0.246000	0.196263	0.293795	0.263942	0.246000	0.196263	0.293795	0.263942	0.246000	0.335998	0.283516	0.128482	0.252004	0.196263	0.293795	0.263942	0.246000	
54000	0.085832	3	0.343112	0.272843	0.125497	0.258548	0.343112	0.272843	0.125497	0.258548	0.169377	0.281779	0.288457	0.260387	0.173593	0.204638	0.178255	0.443514	0.169377	0.281779	0.288457	0.260387	0.343112	0.272843	0.125497	0.258548	0.169377	0.281779	0.288457	0.260387	
55000	0.085832	2	0.342692	0.269907	0.129582	0.257818	0.342692	0.269907	0.129582	0.257818	0.177154	0.283602	0.263964	0.275280	0.177154	0.283602	0.263964	0.275280	0.177154	0.283602	0.263964	0.275280	0.342692	0.269907	0.129582	0.257818	0.177154	0.283602	0.263964	0.275280	
56000	0.085832	2	0.342692	0.269907	0.129582	0.257818	0.342692	0.269907	0.129582	0.257818	0.196527	0.266296	0.281350	0.255826	0.196527	0.266296	0.281350	0.255826	0.196527	0.266296	0.281350	0.255826	0.342692	0.269907	0.129582	0.257818	0.196527	0.266296	0.281350	0.255826	
57000	0.085832	2	0.342692	0.269907	0.129582	0.257818	0.342692	0.269907	0.129582	0.257818	0.175310	0.275412	0.292526	0.256752	0.175310	0.275412	0.292526	0.256752	0.175310	0.275412	0.292526	0.256752	0.342692	0.269907	0.129582	0.257818	0.175310	0.275412	0.292526	0.256752	
58000	0.085832	3	0.329215	0.281280	0.114466	0.275039	0.329215	0.281280	0.114466	0.275039	0.198311	0.256223	0.281385	0.264081	0.134046	0.249054	0.165038	0.451861	0.198311	0.256223	0.281385	0.264081	0.329215	0.281280	0.114466	0.275039	0.198311	0.256223	0.281385	0.264081	
59000	0.085832	2	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.192283	0.264179	0.264738	0.278800	0.192283	0.264179	0.264738	0.278800	0.192283	0.264179	0.264738	0.278800	0.329355	0.282337	0.112607	0.275702	0.192283	0.264179	0.264738	0.278800	
60000	0.085832	2	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.188359	0.267111	0.271391	0.273138	0.188359	0.267111	0.271391	0.273138	0.188359	0.267111	0.271391	0.273138	0.329355	0.282337	0.112607	0.275702	0.188359	0.267111	0.271391	0.273138	
61000	0.085832	3	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.211705	0.268827	0.277693	0.241775	0.221667	0.149386	0.180821	0.448126	0.211705	0.268827	0.277693	0.241775	0.329355	0.282337	0.112607	0.275702	0.211705	0.268827	0.277693	0.241775	
62000	0.085832	3	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.194873	0.275715	0.298097	0.231315	0.194873	0.275715	0.298097	0.231315	0.245655	0.198849	0.314523	0.240973	0.329355	0.282337	0.112607	0.275702	0.194873	0.275715	0.298097	0.231315	
63000	0.085832	2	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.207870	0.260418	0.259321	0.272392	0.207870	0.260418	0.259321	0.272392	0.207870	0.260418	0.259321	0.272392	0.329355	0.282337	0.112607	0.275702	0.207870	0.260418	0.259321	0.272392	
64000	0.085832	2	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.201206	0.292878	0.249197	0.256719	0.201206	0.292878	0.249197	0.256719	0.201206	0.292878	0.249197	0.256719	0.329355	0.282337	0.112607	0.275702	0.201206	0.292878	0.249197	0.256719	
65000	0.085832	2	0.329355	0.282337	0.112607	0.275702	0.329355	0.282337	0.112607	0.275702	0.208476	0.269930	0.294999	0.226595	0.329355	0.282337	0.112607	0.275702	0.208476	0.269930	0.294999	0.226595	0.329355	0.282337	0.112607	0.275702	0.208476	0.269930	0.294999	0.226595	
66000	0.085832	2	0.352439	0.280156	0.105250	0.262155	0.352439	0.280156	0.105250	0.262155	0.195819	0.261628	0.257998	0.284556	0.195819	0.261628	0.257998	0.284556	0.195819	0.261628	0.257998	0.284556	0.352439	0.280156	0.105250	0.262155	0.195819	0.261628	0.257998	0.284556	
67000	0.085832	3	0.312895	0.290818	0.111689	0.284598	0.312895	0.290818	0.111689	0.284598	0.183508	0.278642	0.287723	0.250127	0.087977	0.227730	0.210181	0.474112	0.183508	0.278642	0.287723	0.250127	0.312895	0.290818	0.111689	0.284598	0.183508	0.278642	0.287723	0.250127	
68000	0.085832	3	0.333651	0.278688	0.109246	0.278415	0.333651	0.278688	0.109246	0.278415	0.218858	0.267738	0.264381	0.249023	0.218858	0.267738	0.264381	0.249023	0.218858	0.267738	0.264381	0.249023	0.389726	0.131349	0.135719	0.343206	0.218858	0.267738	0.264381	0.249023	
69000	0.085832	2	0.338389	0.270802	0.114501	0.276308	0.338389	0.270802	0.114501	0.276308	0.180302	0.279202	0.283453	0.257042	0.180302	0.279202	0.283453	0.257042	0.180302	0.279202	0.283453	0.257042	0.338389	0.270802	0.114501	0.276308	0.180302	0.279202	0.283453	0.257042	
70000	0.085832	2	0.338389	0.270802	0.114501	0.276308	0.338389	0.270802	0.114501	0.276308	0.229341	0.223334	0.315862	0.231463	0.338389	0.270802	0.114501	0.276308	0.229341	0.223334	0.315862	0.231463	0.338389	0.270802	0.114501	0.276308	0.229341	0.223334	0.315862	0.231463	
71000	0.085832	3	0.334852	0.272859	0.110005	0.282283	0.334852	0.272859	0.110005	0.282283	0.199618	0.269189	0.301905	0.229287	0.212625	0.176596	0.139595	0.471184	0.199618	0.269189	0.301905	0.229287	0.334852	0.272859	0.110005	0.282283	0.199618	0.269189	0.301905	0.229287	
72000	0.085832	2	0.351009	0.269553	0.119754	0.259684	0.351009	0.269553	0.119754	0.259684	0.200004	0.281708	0.275963	0.242325	0.200004	0.281708	0.275963	0.242325	0.200004	0.281708	0.275963	0.242325	0.351009	0.269553	0.119754	0.259684	0.200004	0.281708	0.275963	0.242325	
73000	0.085832	2	0.335616	0.288980	0.116720	0.258684	0.335616	0.288980	0.116720	0.258684	0.205137	0.250350	0.285102	0.259411	0.205137	0.250350	0.285102	0.259411	0.205137	0.250350	0.285102	0.259411	0.335616	0.288980	0.116720	0.258684	0.205137	0.250350	0.285102	0.259411	
74000	0.085832	3	0.345605	0.264759	0.113204	0.276431	0.345605	0.264759	0.113204	0.276431	0.207178	0.256083	0.287956	0.248782	0.249331	0.205624	0.174240	0.370805	0.207178	0.256083	0.287956	0.248782	0.345605	0.264759	0.113204	0.276431	0.207178	0.256083	0.287956	0.248782	
75000	0.085832	2	0.332294	0.259282	0.137955	0.270469	0.332294	0.259282	0.137955	0.270469	0.185031	0.253668	0.276021	0.285280	0.185031	0.253668	0.276021	0.285280	0.185031	0.253668	0.276021	0.285280	0.332294	0.259282	0.137955	0.270469	0.185031	0.253668	0.276021	0.285280	
76000	0.085832	2	0.351816	0.273446	0.120972	0.253765	0.351816	0.273446	0.120972	0.253765	0.190512	0.271508	0.275844	0.262137	0.190512	0.271508	0.275844	0.262137	0.190512	0.271508	0.275844	0.262137	0.351816	0.273446	0.120972	0.253765	0.190512	0.271508	0.275844	0.262137	
77000	0.085832	2	0.342816	0.271307	0.120615	0.265262	0.342816	0.271307	0.120615	0.265262	0.191176	0.270445	0.277998	0.260381	0.191176	0.270445	0.277998	0.260381	0.191176	0.270445	0.277998	0.260381	0.342816	0.271307	0.120615	0.265262	0.191176	0.270445	0.277998	0.260381	
78000	0.085832	2	0.330073	0.290571	0.109498	0.269858	0.330073	0.290571	0.109498	0.269858	0.187584	0.265849	0.276468	0.270099	0.187584	0.265849	0.276468	0.270099	0.187584	0.265849	0.276468	0.270099	0.330073	0.290571	0.109498	0.269858	0.187584	0.265849	0.276468	0.270099	
79000	0.085832	2	0.330073	0.290571	0.109498	0.269858	0.330073	0.290571	0.109498	0.269858	0.194693	0.258957	0.279730	0.266621	0.194693	0.258957	0.279730	0.266621	0.194693	0.258957	0.279730	0.266621	0.330073	0.290571	0.109498	0.269858	0.194693	0.258957	0.279730	0.266621	
80000	0.085832	2	0.330073	0.290571	0.109498	0.269858	0.330073	0.290571	0.109498	0.269858	0.196669	0.269078	0.264566	0.269688	0.196669	0.269078	0.264566	0.269688	0.196669	0.269078	0.264566	0.269688	0.330073	0.290571	0.109498	0.269858	0.196669	0.269078	0.264566	0.269688	
81000	0.085832	2	0.330073	0.290571	0.109498	0.269858	0.330073	0.290571	0.109498	0.269858	0.186881	0.252548	0.304047	0.256525	0.186881	0.252548	0.304047	0.256525	0.186881	0.252548	0.304047	0.256525	0.330073	0.290571	0.109498	0.269858	0.186881	0.252548	0.304047	0.256525	
82000	0.085832	2	0.330073	0.290571	0.109498	0.269858	0.330073	0.290571	0.109498	0.269858	0.190811	0.265161	0.281304	0.262724	0.190811	0.265161	0.281304	0.262724	0.190811	0.265161	0.281304	0.262724	0.330073	0.290571	0.109498	0.269858	0.190811	0.265161	0.281304	0.262724	
83000	0.085832	2	0.346602	0.277409	0.121408	0.254581	0.346602	0.277409	0.121408	0.254581	0.199972	0.290006	0.268094	0.241928	0.199972	0.290006	0.268094	0.241928	0.199972	0.290006	0.268094	0.241928	0.346602	0.277409	0.121408	0.254581	0.199972	0.290006	0.268094	0.241928	
84000	0.085832	2	0.332107	0.289062	0.116203	0.262627	0.332107	0.289062	0.116203	0.262627	0.183676	0.285290	0.282661	0.248373	0.183676	0.285290	0.282661	0.248373	0.183676	0.285290	0.282661	0.248373	0.332107	0.289062	0.116203	0.262627	0.183676	0.285290	0.282661	0.248373	
85000	0.085832	2	0.332107	0.289062	0.116203	0.262627	0.332107	0.289062	0.116203	0.262627	0.181635	0.270450	0.275924	0.271992	0.181635	0.270450	0.275924	0.271992	0.181635	0.270450	0.275924	0.271992	0.332107	0.289062	0.116203	0.262627	0.181635	0.270450	0.275924	0.271992	
86000	0.085832	2	0.331787	0.287235	0.126790	0.254188	0.331787	0.287235	0.126790	0.254188	0.183654	0.261478	0.274726	0.280142	0.183654	0.261478	0.274726	0.280142	0.183654	0.261478	0.274726	0.280142	0.331787	0.287235	0.126790	0.254188	0.183654	0.261478	0.274726	0.280142	
87000	0.085832	3	0.344576	0.270376	0.122677	0.262371	0.344576	0.270376	0.122677	0.262371	0.182536	0.264126	0.304148	0.249191	0.084795	0.324216	0.258421	0.332569	0.182536	0.264126	0.304148	0.249191	0.344576	0.270376	0.122677	0.262371	0.182536	0.264126	0.304148	0.249191	
88000	0.085832	2	0.322306	0.278060	0.133013	0.266621	0.322306	0.278060	0.133013	0.266621	0.190168	0.254702	0.329329	0.225801	0.190168	0.254702	0.329329	0.225801	0.190168	0.254702	0.329329	0.225801	0.322306	0.278060	0.133013	0.266621	0.190168	0.254702	0.329329	0.225801	
89000	0.085832	3	0.334728	0.269664	0.130731	0.264877	0.334728	0.269664	0.130731	0.264877	0.215750	0.237939	0.279949	0.266362	0.162074	0.217146	0.287443	0.333337	0.215750	0.237939	0.279949	0.266362	0.334728	0.269664	0.130731	0.264877	0.215750	0.237939	0.279949	0.266362	
