Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	
11000	16.777027	2	0.340423	0.272140	0.118590	0.268846	0.340423	0.272140	0.118590	0.268846	0.169078	0.334292	0.252170	0.244460	0.169078	0.334292	0.252170	0.244460	0.169078	0.334292	0.252170	0.244460	0.340423	0.272140	0.118590	0.268846	0.169078	0.334292	0.252170	0.244460	
12000	16.777027	2	0.350763	0.260907	0.113667	0.274664	0.350763	0.260907	0.113667	0.274664	0.200112	0.248054	0.268842	0.282993	0.200112	0.248054	0.268842	0.282993	0.200112	0.248054	0.268842	0.282993	0.350763	0.260907	0.113667	0.274664	0.200112	0.248054	0.268842	0.282993	
13000	16.777027	3	0.338801	0.265430	0.125814	0.269954	0.338801	0.265430	0.125814	0.269954	0.179147	0.276609	0.285544	0.258700	0.179147	0.276609	0.285544	0.258700	0.179147	0.276609	0.285544	0.258700	0.306051	0.183080	0.186257	0.324612	0.179147	0.276609	0.285544	0.258700	
14000	16.777027	3	0.338801	0.265430	0.125814	0.269954	0.338801	0.265430	0.125814	0.269954	0.155401	0.288626	0.311190	0.244783	0.208667	0.247485	0.237075	0.306773	0.208667	0.247485	0.237075	0.306773	0.338801	0.265430	0.125814	0.269954	0.208667	0.247485	0.237075	0.306773	
15000	16.777027	2	0.330912	0.270934	0.127426	0.270729	0.330912	0.270934	0.127426	0.270729	0.191669	0.274992	0.267948	0.265392	0.191669	0.274992	0.267948	0.265392	0.191669	0.274992	0.267948	0.265392	0.330912	0.270934	0.127426	0.270729	0.191669	0.274992	0.267948	0.265392	
16000	16.777027	3	0.330912	0.270934	0.127426	0.270729	0.330912	0.270934	0.127426	0.270729	0.195666	0.262287	0.319046	0.223001	0.156597	0.399732	0.091585	0.352087	0.195666	0.262287	0.319046	0.223001	0.330912	0.270934	0.127426	0.270729	0.195666	0.262287	0.319046	0.223001	
17000	16.777027	2	0.343161	0.276831	0.118252	0.261755	0.343161	0.276831	0.118252	0.261755	0.208756	0.277139	0.245732	0.268374	0.208756	0.277139	0.245732	0.268374	0.208756	0.277139	0.245732	0.268374	0.343161	0.276831	0.118252	0.261755	0.208756	0.277139	0.245732	0.268374	
18000	16.777027	2	0.319759	0.285170	0.125927	0.269143	0.319759	0.285170	0.125927	0.269143	0.181333	0.270373	0.274627	0.273667	0.181333	0.270373	0.274627	0.273667	0.181333	0.270373	0.274627	0.273667	0.319759	0.285170	0.125927	0.269143	0.181333	0.270373	0.274627	0.273667	
19000	16.777027	2	0.323464	0.282414	0.119524	0.274599	0.323464	0.282414	0.119524	0.274599	0.174100	0.286890	0.279763	0.259247	0.174100	0.286890	0.279763	0.259247	0.174100	0.286890	0.279763	0.259247	0.323464	0.282414	0.119524	0.274599	0.174100	0.286890	0.279763	0.259247	
20000	16.777027	3	0.312507	0.288580	0.113250	0.285663	0.312507	0.288580	0.113250	0.285663	0.168388	0.291942	0.210045	0.329625	0.168388	0.291942	0.210045	0.329625	0.199321	0.065925	0.548564	0.186190	0.312507	0.288580	0.113250	0.285663	0.168388	0.291942	0.210045	0.329625	
21000	16.777027	3	0.312507	0.288580	0.113250	0.285663	0.312507	0.288580	0.113250	0.285663	0.165657	0.326063	0.250297	0.257983	0.165657	0.326063	0.250297	0.257983	0.180398	0.188643	0.474218	0.156741	0.312507	0.288580	0.113250	0.285663	0.165657	0.326063	0.250297	0.257983	
22000	16.777027	2	0.312507	0.288580	0.113250	0.285663	0.312507	0.288580	0.113250	0.285663	0.195908	0.240571	0.316735	0.246786	0.312507	0.288580	0.113250	0.285663	0.195908	0.240571	0.316735	0.246786	0.312507	0.288580	0.113250	0.285663	0.195908	0.240571	0.316735	0.246786	
23000	16.777027	3	0.326052	0.288371	0.109772	0.275805	0.326052	0.288371	0.109772	0.275805	0.179031	0.291383	0.269752	0.259834	0.179031	0.291383	0.269752	0.259834	0.345300	0.211325	0.302023	0.141352	0.326052	0.288371	0.109772	0.275805	0.179031	0.291383	0.269752	0.259834	
24000	16.777027	2	0.326052	0.288371	0.109772	0.275805	0.326052	0.288371	0.109772	0.275805	0.217248	0.298114	0.249444	0.235194	0.217248	0.298114	0.249444	0.235194	0.217248	0.298114	0.249444	0.235194	0.326052	0.288371	0.109772	0.275805	0.217248	0.298114	0.249444	0.235194	
25000	16.777027	3	0.326052	0.288371	0.109772	0.275805	0.326052	0.288371	0.109772	0.275805	0.180197	0.260663	0.277934	0.281205	0.161740	0.293069	0.178813	0.366378	0.180197	0.260663	0.277934	0.281205	0.326052	0.288371	0.109772	0.275805	0.180197	0.260663	0.277934	0.281205	
26000	16.777027	2	0.326052	0.288371	0.109772	0.275805	0.326052	0.288371	0.109772	0.275805	0.194605	0.265738	0.271842	0.267815	0.194605	0.265738	0.271842	0.267815	0.194605	0.265738	0.271842	0.267815	0.326052	0.288371	0.109772	0.275805	0.194605	0.265738	0.271842	0.267815	
27000	16.777027	2	0.326052	0.288371	0.109772	0.275805	0.326052	0.288371	0.109772	0.275805	0.207842	0.291724	0.247895	0.252539	0.207842	0.291724	0.247895	0.252539	0.207842	0.291724	0.247895	0.252539	0.326052	0.288371	0.109772	0.275805	0.207842	0.291724	0.247895	0.252539	
28000	16.777027	2	0.317976	0.293310	0.114472	0.274242	0.317976	0.293310	0.114472	0.274242	0.207034	0.274457	0.247614	0.270894	0.207034	0.274457	0.247614	0.270894	0.207034	0.274457	0.247614	0.270894	0.317976	0.293310	0.114472	0.274242	0.207034	0.274457	0.247614	0.270894	
29000	16.777027	2	0.317976	0.293310	0.114472	0.274242	0.317976	0.293310	0.114472	0.274242	0.190201	0.287096	0.240746	0.281957	0.190201	0.287096	0.240746	0.281957	0.190201	0.287096	0.240746	0.281957	0.317976	0.293310	0.114472	0.274242	0.190201	0.287096	0.240746	0.281957	
30000	16.777027	2	0.325044	0.280846	0.114514	0.279596	0.325044	0.280846	0.114514	0.279596	0.203875	0.230663	0.288344	0.277118	0.203875	0.230663	0.288344	0.277118	0.203875	0.230663	0.288344	0.277118	0.325044	0.280846	0.114514	0.279596	0.203875	0.230663	0.288344	0.277118	
31000	16.777027	2	0.312879	0.293184	0.112506	0.281430	0.312879	0.293184	0.112506	0.281430	0.174948	0.276998	0.277470	0.270583	0.174948	0.276998	0.277470	0.270583	0.174948	0.276998	0.277470	0.270583	0.312879	0.293184	0.112506	0.281430	0.174948	0.276998	0.277470	0.270583	
32000	16.777027	2	0.316667	0.293479	0.115363	0.274492	0.316667	0.293479	0.115363	0.274492	0.178941	0.265879	0.311427	0.243752	0.316667	0.293479	0.115363	0.274492	0.178941	0.265879	0.311427	0.243752	0.316667	0.293479	0.115363	0.274492	0.178941	0.265879	0.311427	0.243752	
33000	16.777027	4	0.319857	0.294460	0.121507	0.264177	0.319857	0.294460	0.121507	0.264177	0.214700	0.253493	0.257626	0.274181	0.091558	0.336104	0.112397	0.459941	0.382059	0.248297	0.239212	0.130432	0.319857	0.294460	0.121507	0.264177	0.214700	0.253493	0.257626	0.274181	
34000	16.777027	2	0.329383	0.290302	0.111699	0.268617	0.329383	0.290302	0.111699	0.268617	0.153008	0.253071	0.314107	0.279814	0.153008	0.253071	0.314107	0.279814	0.153008	0.253071	0.314107	0.279814	0.329383	0.290302	0.111699	0.268617	0.153008	0.253071	0.314107	0.279814	
35000	16.777027	2	0.329383	0.290302	0.111699	0.268617	0.329383	0.290302	0.111699	0.268617	0.213098	0.276598	0.254161	0.256143	0.213098	0.276598	0.254161	0.256143	0.213098	0.276598	0.254161	0.256143	0.329383	0.290302	0.111699	0.268617	0.213098	0.276598	0.254161	0.256143	
36000	16.777027	3	0.305192	0.283319	0.120608	0.290881	0.305192	0.283319	0.120608	0.290881	0.191684	0.277698	0.294564	0.236054	0.108213	0.322474	0.094585	0.474728	0.191684	0.277698	0.294564	0.236054	0.305192	0.283319	0.120608	0.290881	0.191684	0.277698	0.294564	0.236054	
37000	16.777027	2	0.307401	0.292031	0.112066	0.288502	0.307401	0.292031	0.112066	0.288502	0.199627	0.257558	0.264194	0.278621	0.199627	0.257558	0.264194	0.278621	0.199627	0.257558	0.264194	0.278621	0.307401	0.292031	0.112066	0.288502	0.199627	0.257558	0.264194	0.278621	
38000	16.777027	3	0.307401	0.292031	0.112066	0.288502	0.307401	0.292031	0.112066	0.288502	0.204925	0.225400	0.285692	0.283983	0.079160	0.296140	0.267651	0.357049	0.204925	0.225400	0.285692	0.283983	0.307401	0.292031	0.112066	0.288502	0.204925	0.225400	0.285692	0.283983	
39000	16.777027	2	0.314549	0.291944	0.116262	0.277246	0.314549	0.291944	0.116262	0.277246	0.193588	0.276128	0.266896	0.263389	0.193588	0.276128	0.266896	0.263389	0.193588	0.276128	0.266896	0.263389	0.314549	0.291944	0.116262	0.277246	0.193588	0.276128	0.266896	0.263389	
40000	16.777027	3	0.314549	0.291944	0.116262	0.277246	0.314549	0.291944	0.116262	0.277246	0.196017	0.257666	0.249027	0.297290	0.196017	0.257666	0.249027	0.297290	0.215957	0.285202	0.247958	0.250884	0.314549	0.291944	0.116262	0.277246	0.196017	0.257666	0.249027	0.297290	
41000	16.777027	3	0.318778	0.281385	0.120522	0.279315	0.318778	0.281385	0.120522	0.279315	0.190903	0.268906	0.288630	0.251562	0.190903	0.268906	0.288630	0.251562	0.213465	0.251932	0.341140	0.193462	0.318778	0.281385	0.120522	0.279315	0.190903	0.268906	0.288630	0.251562	
42000	16.777027	2	0.322583	0.296598	0.118447	0.262371	0.322583	0.296598	0.118447	0.262371	0.189379	0.270055	0.293209	0.247358	0.189379	0.270055	0.293209	0.247358	0.189379	0.270055	0.293209	0.247358	0.322583	0.296598	0.118447	0.262371	0.189379	0.270055	0.293209	0.247358	
43000	16.777027	3	0.311922	0.280770	0.129696	0.277613	0.311922	0.280770	0.129696	0.277613	0.215464	0.252574	0.289334	0.242628	0.146734	0.301143	0.160095	0.392028	0.215464	0.252574	0.289334	0.242628	0.311922	0.280770	0.129696	0.277613	0.215464	0.252574	0.289334	0.242628	
44000	16.777027	2	0.313555	0.288208	0.118345	0.279892	0.313555	0.288208	0.118345	0.279892	0.209267	0.278591	0.278608	0.233534	0.209267	0.278591	0.278608	0.233534	0.209267	0.278591	0.278608	0.233534	0.313555	0.288208	0.118345	0.279892	0.209267	0.278591	0.278608	0.233534	
45000	16.777027	3	0.322869	0.286602	0.127514	0.263014	0.322869	0.286602	0.127514	0.263014	0.193059	0.244958	0.260026	0.301957	0.193059	0.244958	0.260026	0.301957	0.258721	0.114706	0.362995	0.263578	0.322869	0.286602	0.127514	0.263014	0.193059	0.244958	0.260026	0.301957	
46000	16.777027	3	0.339578	0.279370	0.115906	0.265146	0.339578	0.279370	0.115906	0.265146	0.195307	0.263804	0.299419	0.241471	0.130158	0.408265	0.191425	0.270152	0.195307	0.263804	0.299419	0.241471	0.339578	0.279370	0.115906	0.265146	0.195307	0.263804	0.299419	0.241471	
47000	16.777027	2	0.334945	0.274623	0.120789	0.269643	0.334945	0.274623	0.120789	0.269643	0.176321	0.250359	0.306291	0.267029	0.176321	0.250359	0.306291	0.267029	0.176321	0.250359	0.306291	0.267029	0.334945	0.274623	0.120789	0.269643	0.176321	0.250359	0.306291	0.267029	
48000	16.777027	2	0.334945	0.274623	0.120789	0.269643	0.334945	0.274623	0.120789	0.269643	0.179797	0.271725	0.275327	0.273151	0.179797	0.271725	0.275327	0.273151	0.179797	0.271725	0.275327	0.273151	0.334945	0.274623	0.120789	0.269643	0.179797	0.271725	0.275327	0.273151	
49000	16.777027	2	0.334078	0.277047	0.125363	0.263511	0.334078	0.277047	0.125363	0.263511	0.179176	0.299875	0.232062	0.288887	0.179176	0.299875	0.232062	0.288887	0.179176	0.299875	0.232062	0.288887	0.334078	0.277047	0.125363	0.263511	0.179176	0.299875	0.232062	0.288887	
50000	16.777027	2	0.296134	0.311352	0.109539	0.282974	0.296134	0.311352	0.109539	0.282974	0.180155	0.263433	0.251821	0.304591	0.180155	0.263433	0.251821	0.304591	0.180155	0.263433	0.251821	0.304591	0.296134	0.311352	0.109539	0.282974	0.180155	0.263433	0.251821	0.304591	
51000	16.777027	2	0.316247	0.281795	0.129422	0.272536	0.316247	0.281795	0.129422	0.272536	0.203322	0.265855	0.267471	0.263351	0.203322	0.265855	0.267471	0.263351	0.203322	0.265855	0.267471	0.263351	0.316247	0.281795	0.129422	0.272536	0.203322	0.265855	0.267471	0.263351	
52000	16.777027	4	0.325634	0.292212	0.110650	0.271503	0.325634	0.292212	0.110650	0.271503	0.192051	0.228958	0.274991	0.304000	0.073928	0.311045	0.241734	0.373293	0.296193	0.224477	0.216032	0.263298	0.325634	0.292212	0.110650	0.271503	0.192051	0.228958	0.274991	0.304000	
53000	16.777027	2	0.328330	0.281830	0.121621	0.268220	0.328330	0.281830	0.121621	0.268220	0.207126	0.272300	0.270530	0.250045	0.207126	0.272300	0.270530	0.250045	0.207126	0.272300	0.270530	0.250045	0.328330	0.281830	0.121621	0.268220	0.207126	0.272300	0.270530	0.250045	
54000	16.777027	2	0.328330	0.281830	0.121621	0.268220	0.328330	0.281830	0.121621	0.268220	0.190613	0.257939	0.286251	0.265197	0.328330	0.281830	0.121621	0.268220	0.190613	0.257939	0.286251	0.265197	0.328330	0.281830	0.121621	0.268220	0.190613	0.257939	0.286251	0.265197	
55000	16.777027	2	0.328330	0.281830	0.121621	0.268220	0.328330	0.281830	0.121621	0.268220	0.189884	0.277623	0.289757	0.242736	0.189884	0.277623	0.289757	0.242736	0.189884	0.277623	0.289757	0.242736	0.328330	0.281830	0.121621	0.268220	0.189884	0.277623	0.289757	0.242736	
56000	16.777027	3	0.312601	0.285821	0.128771	0.272807	0.312601	0.285821	0.128771	0.272807	0.210720	0.250008	0.308975	0.230297	0.094625	0.467865	0.157022	0.280488	0.210720	0.250008	0.308975	0.230297	0.312601	0.285821	0.128771	0.272807	0.210720	0.250008	0.308975	0.230297	
57000	16.777027	2	0.312601	0.285821	0.128771	0.272807	0.312601	0.285821	0.128771	0.272807	0.204590	0.257400	0.294653	0.243357	0.312601	0.285821	0.128771	0.272807	0.204590	0.257400	0.294653	0.243357	0.312601	0.285821	0.128771	0.272807	0.204590	0.257400	0.294653	0.243357	
58000	16.777027	2	0.313268	0.284101	0.125512	0.277120	0.313268	0.284101	0.125512	0.277120	0.194830	0.266444	0.259925	0.278800	0.194830	0.266444	0.259925	0.278800	0.194830	0.266444	0.259925	0.278800	0.313268	0.284101	0.125512	0.277120	0.194830	0.266444	0.259925	0.278800	
59000	16.777027	3	0.313268	0.284101	0.125512	0.277120	0.313268	0.284101	0.125512	0.277120	0.196354	0.273344	0.305175	0.225127	0.118096	0.245118	0.090911	0.545875	0.196354	0.273344	0.305175	0.225127	0.313268	0.284101	0.125512	0.277120	0.196354	0.273344	0.305175	0.225127	
60000	16.777027	3	0.334806	0.277809	0.122144	0.265241	0.334806	0.277809	0.122144	0.265241	0.180998	0.301384	0.250974	0.266644	0.180998	0.301384	0.250974	0.266644	0.252524	0.281089	0.312035	0.154352	0.334806	0.277809	0.122144	0.265241	0.180998	0.301384	0.250974	0.266644	
61000	16.777027	2	0.303404	0.303501	0.129650	0.263445	0.303404	0.303501	0.129650	0.263445	0.210564	0.274844	0.281706	0.232887	0.303404	0.303501	0.129650	0.263445	0.210564	0.274844	0.281706	0.232887	0.303404	0.303501	0.129650	0.263445	0.210564	0.274844	0.281706	0.232887	
62000	16.777027	2	0.300108	0.284724	0.140248	0.274920	0.300108	0.284724	0.140248	0.274920	0.192750	0.258879	0.293049	0.255322	0.300108	0.284724	0.140248	0.274920	0.192750	0.258879	0.293049	0.255322	0.300108	0.284724	0.140248	0.274920	0.192750	0.258879	0.293049	0.255322	
63000	16.777027	2	0.300108	0.284724	0.140248	0.274920	0.300108	0.284724	0.140248	0.274920	0.206969	0.256891	0.311387	0.224753	0.300108	0.284724	0.140248	0.274920	0.206969	0.256891	0.311387	0.224753	0.300108	0.284724	0.140248	0.274920	0.206969	0.256891	0.311387	0.224753	
64000	16.777027	2	0.311459	0.277475	0.142267	0.268799	0.311459	0.277475	0.142267	0.268799	0.195602	0.269778	0.247493	0.287126	0.195602	0.269778	0.247493	0.287126	0.195602	0.269778	0.247493	0.287126	0.311459	0.277475	0.142267	0.268799	0.195602	0.269778	0.247493	0.287126	
65000	16.777027	2	0.332172	0.270538	0.132618	0.264671	0.332172	0.270538	0.132618	0.264671	0.184961	0.270405	0.264928	0.279706	0.184961	0.270405	0.264928	0.279706	0.184961	0.270405	0.264928	0.279706	0.332172	0.270538	0.132618	0.264671	0.184961	0.270405	0.264928	0.279706	
66000	16.777027	2	0.320243	0.295393	0.127147	0.257217	0.320243	0.295393	0.127147	0.257217	0.176483	0.282571	0.261136	0.279811	0.176483	0.282571	0.261136	0.279811	0.176483	0.282571	0.261136	0.279811	0.320243	0.295393	0.127147	0.257217	0.176483	0.282571	0.261136	0.279811	
67000	16.777027	2	0.320580	0.294294	0.132569	0.252556	0.320580	0.294294	0.132569	0.252556	0.191525	0.273410	0.256072	0.278993	0.191525	0.273410	0.256072	0.278993	0.191525	0.273410	0.256072	0.278993	0.320580	0.294294	0.132569	0.252556	0.191525	0.273410	0.256072	0.278993	
68000	16.777027	2	0.333528	0.283413	0.128119	0.254941	0.333528	0.283413	0.128119	0.254941	0.192816	0.281121	0.279458	0.246606	0.192816	0.281121	0.279458	0.246606	0.192816	0.281121	0.279458	0.246606	0.333528	0.283413	0.128119	0.254941	0.192816	0.281121	0.279458	0.246606	
69000	16.777027	2	0.333528	0.283413	0.128119	0.254941	0.333528	0.283413	0.128119	0.254941	0.199992	0.257856	0.271258	0.270895	0.199992	0.257856	0.271258	0.270895	0.199992	0.257856	0.271258	0.270895	0.333528	0.283413	0.128119	0.254941	0.199992	0.257856	0.271258	0.270895	
70000	16.777027	2	0.333528	0.283413	0.128119	0.254941	0.333528	0.283413	0.128119	0.254941	0.201505	0.269159	0.260213	0.269123	0.201505	0.269159	0.260213	0.269123	0.201505	0.269159	0.260213	0.269123	0.333528	0.283413	0.128119	0.254941	0.201505	0.269159	0.260213	0.269123	
71000	16.777027	3	0.325597	0.271103	0.128668	0.274632	0.325597	0.271103	0.128668	0.274632	0.204577	0.272427	0.264495	0.258501	0.204577	0.272427	0.264495	0.258501	0.202066	0.256985	0.453328	0.087621	0.325597	0.271103	0.128668	0.274632	0.204577	0.272427	0.264495	0.258501	
72000	16.777027	2	0.325597	0.271103	0.128668	0.274632	0.325597	0.271103	0.128668	0.274632	0.178670	0.283999	0.273138	0.264192	0.178670	0.283999	0.273138	0.264192	0.178670	0.283999	0.273138	0.264192	0.325597	0.271103	0.128668	0.274632	0.178670	0.283999	0.273138	0.264192	
73000	16.777027	2	0.332063	0.271213	0.132774	0.263951	0.332063	0.271213	0.132774	0.263951	0.214841	0.234707	0.302157	0.248295	0.214841	0.234707	0.302157	0.248295	0.214841	0.234707	0.302157	0.248295	0.332063	0.271213	0.132774	0.263951	0.214841	0.234707	0.302157	0.248295	
74000	16.777027	2	0.334078	0.267333	0.134401	0.264189	0.334078	0.267333	0.134401	0.264189	0.191122	0.249840	0.289991	0.269048	0.191122	0.249840	0.289991	0.269048	0.191122	0.249840	0.289991	0.269048	0.334078	0.267333	0.134401	0.264189	0.191122	0.249840	0.289991	0.269048	
75000	16.777027	2	0.334078	0.267333	0.134401	0.264189	0.334078	0.267333	0.134401	0.264189	0.192734	0.285734	0.265774	0.255757	0.192734	0.285734	0.265774	0.255757	0.192734	0.285734	0.265774	0.255757	0.334078	0.267333	0.134401	0.264189	0.192734	0.285734	0.265774	0.255757	
76000	16.777027	3	0.334078	0.267333	0.134401	0.264189	0.334078	0.267333	0.134401	0.264189	0.202653	0.240087	0.303773	0.253487	0.047062	0.278695	0.154878	0.519365	0.202653	0.240087	0.303773	0.253487	0.334078	0.267333	0.134401	0.264189	0.202653	0.240087	0.303773	0.253487	
77000	16.777027	3	0.341257	0.292538	0.119704	0.246501	0.341257	0.292538	0.119704	0.246501	0.239448	0.248883	0.288268	0.223400	0.280812	0.246330	0.146450	0.326407	0.239448	0.248883	0.288268	0.223400	0.280812	0.246330	0.146450	0.326407	0.239448	0.248883	0.288268	0.223400	
78000	16.777027	2	0.353844	0.286255	0.108638	0.251263	0.353844	0.286255	0.108638	0.251263	0.195563	0.275610	0.282880	0.245947	0.195563	0.275610	0.282880	0.245947	0.195563	0.275610	0.282880	0.245947	0.353844	0.286255	0.108638	0.251263	0.195563	0.275610	0.282880	0.245947	
79000	16.777027	3	0.330176	0.283507	0.115377	0.270941	0.330176	0.283507	0.115377	0.270941	0.182953	0.281413	0.264714	0.270920	0.181691	0.215001	0.211454	0.391855	0.182953	0.281413	0.264714	0.270920	0.330176	0.283507	0.115377	0.270941	0.182953	0.281413	0.264714	0.270920	
80000	16.777027	3	0.354301	0.267482	0.126847	0.251370	0.354301	0.267482	0.126847	0.251370	0.193164	0.292677	0.265038	0.249121	0.169322	0.186177	0.282758	0.361743	0.193164	0.292677	0.265038	0.249121	0.354301	0.267482	0.126847	0.251370	0.193164	0.292677	0.265038	0.249121	
81000	16.777027	3	0.342479	0.275770	0.121007	0.260743	0.342479	0.275770	0.121007	0.260743	0.172548	0.301229	0.262917	0.263306	0.172548	0.301229	0.262917	0.263306	0.239142	0.178320	0.456683	0.125854	0.342479	0.275770	0.121007	0.260743	0.172548	0.301229	0.262917	0.263306	
82000	16.777027	3	0.349627	0.282434	0.123211	0.244728	0.349627	0.282434	0.123211	0.244728	0.175977	0.290857	0.278881	0.254285	0.175977	0.290857	0.278881	0.254285	0.238651	0.260478	0.347476	0.153394	0.349627	0.282434	0.123211	0.244728	0.175977	0.290857	0.278881	0.254285	
83000	16.777027	2	0.318436	0.296546	0.112578	0.272440	0.318436	0.296546	0.112578	0.272440	0.179059	0.281054	0.256198	0.283689	0.179059	0.281054	0.256198	0.283689	0.179059	0.281054	0.256198	0.283689	0.318436	0.296546	0.112578	0.272440	0.179059	0.281054	0.256198	0.283689	
84000	16.777027	2	0.318436	0.296546	0.112578	0.272440	0.318436	0.296546	0.112578	0.272440	0.187773	0.263038	0.251933	0.297256	0.187773	0.263038	0.251933	0.297256	0.187773	0.263038	0.251933	0.297256	0.318436	0.296546	0.112578	0.272440	0.187773	0.263038	0.251933	0.297256	
85000	16.777027	2	0.335910	0.281947	0.125537	0.256605	0.335910	0.281947	0.125537	0.256605	0.197582	0.259823	0.277652	0.264943	0.197582	0.259823	0.277652	0.264943	0.197582	0.259823	0.277652	0.264943	0.335910	0.281947	0.125537	0.256605	0.197582	0.259823	0.277652	0.264943	
86000	16.777027	3	0.292133	0.276259	0.135535	0.296073	0.307466	0.292998	0.115841	0.283695	0.174418	0.259557	0.289053	0.276972	0.174418	0.259557	0.289053	0.276972	0.174418	0.259557	0.289053	0.276972	0.292133	0.276259	0.135535	0.296073	0.174418	0.259557	0.289053	0.276972	
87000	16.777027	2	0.333725	0.275350	0.126569	0.264355	0.333725	0.275350	0.126569	0.264355	0.186123	0.277440	0.283896	0.252542	0.186123	0.277440	0.283896	0.252542	0.186123	0.277440	0.283896	0.252542	0.333725	0.275350	0.126569	0.264355	0.186123	0.277440	0.283896	0.252542	
88000	16.777027	2	0.333055	0.281068	0.120554	0.265323	0.333055	0.281068	0.120554	0.265323	0.160966	0.278625	0.284476	0.275932	0.160966	0.278625	0.284476	0.275932	0.160966	0.278625	0.284476	0.275932	0.333055	0.281068	0.120554	0.265323	0.160966	0.278625	0.284476	0.275932	
89000	16.777027	3	0.313561	0.288647	0.113063	0.284729	0.313561	0.288647	0.113063	0.284729	0.186140	0.273990	0.248188	0.291682	0.145569	0.374320	0.106999	0.373112	0.186140	0.273990	0.248188	0.291682	0.313561	0.288647	0.113063	0.284729	0.186140	0.273990	0.248188	0.291682	
