Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	TL[10]	TL[11]	
18000	11.688050	6	12.536271	5.821753	28.073164	5.821753	5.821753	5.821753	28.073164	5.821753	11.818477	11.078936	10.804730	
19000	11.688050	5	13.184650	5.684331	26.956047	5.684331	5.684331	5.684331	26.956047	5.684331	11.403002	10.216124	5.684331	
20000	11.688050	6	13.871786	6.555399	28.834562	6.555399	6.555399	6.555399	28.834562	6.555399	11.652198	10.960811	13.962571	
21000	11.688050	6	13.611421	5.951899	31.340636	5.951899	5.951899	5.951899	31.340636	5.951899	12.011967	10.588336	11.147094	
22000	11.688050	5	11.712909	5.225582	29.226480	5.225582	5.225582	5.225582	29.226480	5.225582	11.992316	12.495163	5.225582	
23000	11.688050	6	12.486200	5.563291	28.455787	5.563291	5.563291	5.563291	28.455787	5.563291	11.332257	10.019420	9.897096	
24000	11.688050	5	12.813657	5.621290	31.645198	5.621290	5.621290	5.621290	31.645198	5.621290	11.704526	12.813657	11.260622	
25000	11.688050	5	13.155640	5.394461	31.022309	5.394461	5.394461	5.394461	31.022309	5.394461	11.640148	11.373952	5.394461	
26000	11.688050	5	13.101371	5.894341	28.506825	5.894341	5.894341	5.894341	28.506825	5.894341	13.001643	10.213121	5.894341	
27000	11.688050	5	13.528412	5.309897	30.754970	5.309897	5.309897	5.309897	30.754970	5.309897	11.169954	11.058797	5.309897	
28000	11.688050	4	14.217274	6.225361	14.217274	6.225361	6.225361	6.225361	14.217274	6.225361	10.232054	11.443170	6.225361	
29000	11.688050	6	12.440620	4.952451	16.563203	4.952451	10.371719	4.952451	16.563203	4.952451	12.967610	9.832218	4.952451	
30000	11.688050	6	12.895081	5.279834	24.682196	5.279834	9.479432	5.279834	24.682196	5.279834	11.840740	9.479432	12.499503	
31000	11.688050	5	12.442198	5.439477	26.168145	5.439477	9.713898	5.439477	26.168145	5.439477	13.164639	9.713898	5.439477	
32000	11.688050	5	11.517945	5.386910	25.739166	5.386910	9.434524	5.386910	25.739166	5.386910	12.566981	9.434524	9.434524	
33000	11.688050	6	13.287403	4.821222	14.931320	4.821222	10.115219	4.821222	14.931320	4.821222	11.752653	10.137619	10.137619	
34000	11.688050	4	12.712538	5.180106	17.332639	5.180106	10.603495	5.180106	17.332639	5.180106	12.712538	10.603495	5.180106	
35000	11.688050	4	12.117601	4.836764	19.047688	4.836764	10.126468	4.836764	19.047688	4.836764	12.117601	10.126468	4.836764	
36000	11.688050	5	13.945399	5.152427	22.713168	5.152427	10.759680	5.152427	22.713168	5.152427	11.550632	10.759680	5.152427	
37000	11.688050	6	13.549372	4.940460	14.477006	4.940460	9.999929	4.940460	14.477006	4.940460	13.312810	9.999929	11.976550	
38000	11.688050	7	12.546495	5.046997	18.703217	5.046997	9.998086	5.046997	18.703217	5.046997	13.171155	10.662107	10.849703	
39000	11.688050	5	13.177689	5.363916	24.313266	5.363916	10.750734	5.363916	24.313266	5.363916	11.543586	5.363916	5.363916	
40000	11.688050	5	11.270240	5.289361	28.368507	5.289361	10.501115	5.289361	28.368507	5.289361	11.270240	12.243341	5.289361	
41000	11.688050	6	13.185626	4.849346	27.154086	4.849346	9.369157	4.849346	27.154086	4.849346	12.599113	11.110350	4.849346	
42000	11.688050	6	12.726707	4.946163	29.438970	4.946163	10.709215	4.946163	29.438970	4.946163	10.103786	9.652417	4.946163	
43000	11.688050	5	15.707541	5.142978	15.707541	5.142978	11.458856	5.142978	15.707541	5.142978	10.937207	11.153301	11.458856	
44000	11.688050	7	13.657059	5.520591	18.416625	5.520591	11.125484	5.520591	18.416625	5.520591	12.303435	11.410421	14.940868	
45000	11.688050	6	22.877338	4.984101	22.877338	4.984101	9.785627	4.984101	22.877338	4.984101	11.472461	9.961978	12.364446	
46000	11.688050	6	11.798758	5.581432	24.980916	5.581432	11.457599	5.581432	24.980916	5.581432	11.810645	11.843393	5.581432	
47000	11.688050	5	12.475238	4.904205	25.449993	4.904205	9.296514	4.904205	25.449993	4.904205	9.296514	9.296514	12.513026	
48000	11.688050	5	11.013178	5.436617	27.738853	5.436617	5.436617	5.436617	27.738853	5.436617	10.744493	11.144310	5.436617	
49000	11.688050	5	12.907269	5.349927	27.431386	5.349927	5.349927	5.349927	27.431386	5.349927	11.492533	9.681111	5.349927	
50000	11.688050	4	11.930034	6.306175	27.376727	6.306175	6.306175	6.306175	27.376727	6.306175	10.175949	10.175949	6.306175	
51000	11.688050	5	13.170821	5.626309	28.925499	5.626309	5.626309	5.626309	28.925499	5.626309	13.726192	11.119196	5.626309	
52000	11.688050	5	11.610939	5.949518	29.339323	5.949518	5.949518	5.949518	29.339323	5.949518	11.610939	11.389508	11.691113	
53000	11.688050	6	12.948562	5.166262	28.208472	5.166262	5.166262	5.166262	28.208472	5.166262	11.737118	11.689473	11.500785	
54000	11.688050	4	12.976664	5.908086	26.674336	5.908086	5.908086	5.908086	26.674336	5.908086	12.976664	10.665061	5.908086	
55000	11.688050	5	13.015135	5.736937	26.805522	5.736937	5.736937	5.736937	26.805522	5.736937	13.015135	11.345533	11.925282	
56000	11.688050	5	13.420205	5.724439	28.096755	5.724439	5.724439	5.724439	28.096755	5.724439	13.420205	12.589027	11.625622	
57000	11.688050	5	13.282525	5.643003	19.509224	5.643003	5.643003	5.643003	19.509224	5.643003	13.960009	11.636572	5.643003	
58000	11.688050	5	13.288317	5.896660	27.059427	5.896660	5.896660	5.896660	27.059427	5.896660	12.734438	10.852993	5.896660	
59000	11.688050	6	13.703794	5.382406	29.318591	5.382406	5.382406	5.382406	29.318591	5.382406	13.030734	11.281316	11.015259	
60000	11.688050	4	29.475773	5.133988	29.475773	5.133988	5.133988	5.133988	29.475773	5.133988	11.658711	11.428326	5.133988	
61000	11.688050	6	12.274332	5.118562	28.602209	5.118562	5.118562	5.118562	28.602209	5.118562	11.008967	10.248405	12.594762	
62000	11.688050	5	13.119255	5.835333	31.577162	5.835333	5.835333	5.835333	31.577162	5.835333	13.184042	10.879884	5.835333	
63000	11.688050	5	12.994938	5.931068	26.992462	5.931068	5.931068	5.931068	26.992462	5.931068	11.708289	10.832498	5.931068	
64000	11.688050	5	12.172516	6.011638	28.492050	6.011638	6.011638	6.011638	28.492050	6.011638	11.960988	12.743098	6.011638	
65000	11.688050	6	13.197594	5.674047	32.371453	5.674047	5.674047	5.674047	32.371453	5.674047	12.366153	11.722083	12.329697	
66000	11.688050	5	13.222355	5.430164	30.270608	5.430164	5.430164	5.430164	30.270608	5.430164	13.516531	10.969855	5.430164	
67000	11.688050	3	18.486909	5.496055	18.486909	5.496055	5.496055	5.496055	18.486909	5.496055	11.255674	5.496055	5.496055	
68000	11.688050	4	13.637339	5.602315	27.089894	5.602315	5.602315	5.602315	27.089894	5.602315	11.827648	5.602315	5.602315	
69000	11.688050	5	12.690993	5.713701	29.082602	5.713701	5.713701	5.713701	29.082602	5.713701	11.007133	11.084481	5.713701	
70000	11.688050	5	12.670379	6.190168	31.463462	6.190168	6.190168	6.190168	31.463462	6.190168	13.361632	11.084013	6.190168	
71000	11.688050	5	12.186141	5.279524	30.144123	5.279524	5.279524	5.279524	30.144123	5.279524	12.171140	10.043781	5.279524	
72000	11.688050	5	13.184545	5.689879	28.705365	5.689879	5.689879	5.689879	28.705365	5.689879	13.370831	10.572589	5.689879	
73000	11.688050	6	13.078523	5.757910	26.493485	5.757910	5.757910	5.757910	26.493485	5.757910	11.802471	9.741762	12.365291	
74000	11.688050	6	14.808869	5.516773	33.731379	5.516773	5.516773	5.516773	33.731379	5.516773	13.175706	10.661172	10.652546	
75000	11.688050	4	16.522048	5.858790	16.522048	5.858790	5.858790	5.858790	16.522048	5.858790	12.363234	8.803266	5.858790	
76000	11.688050	6	13.027808	5.267556	21.998761	5.267556	5.267556	5.267556	21.998761	5.267556	14.611474	10.263227	12.013831	
77000	11.688050	5	12.412909	5.394637	25.531614	5.394637	5.394637	5.394637	25.531614	5.394637	12.078668	12.369301	5.394637	
78000	11.688050	4	29.280555	5.513740	29.280555	5.513740	5.513740	5.513740	29.280555	5.513740	11.047284	11.047284	14.454035	
79000	11.688050	6	12.610542	5.237931	28.288067	5.237931	5.237931	5.237931	28.288067	5.237931	10.626229	10.411802	12.020973	
80000	11.688050	5	12.920821	5.884729	28.995340	5.884729	5.884729	5.884729	28.995340	5.884729	12.783426	12.126384	5.884729	
81000	11.688050	4	14.449790	6.710363	14.449790	6.710363	6.710363	6.710363	14.449790	6.710363	12.770085	11.108967	14.449790	
82000	11.688050	4	14.872937	5.668000	14.872937	5.668000	5.668000	5.668000	14.872937	5.668000	11.352035	11.539410	5.668000	
83000	11.688050	3	18.869144	5.772796	18.869144	5.772796	5.772796	5.772796	18.869144	5.772796	12.301661	5.772796	5.772796	
84000	11.688050	4	27.010570	5.725628	27.010570	5.725628	5.725628	5.725628	27.010570	5.725628	12.576567	11.357285	27.010570	
85000	11.688050	6	12.616817	5.404150	27.360466	5.404150	5.404150	5.404150	27.360466	5.404150	12.786792	9.918174	10.350537	
86000	11.688050	4	27.453653	5.573106	27.453653	5.573106	5.573106	5.573106	27.453653	5.573106	11.506828	10.968508	5.573106	
87000	11.688050	4	13.031359	5.468332	27.620943	5.468332	5.468332	5.468332	27.620943	5.468332	11.718854	11.718854	5.468332	
88000	11.688050	4	28.063328	6.050021	28.063328	6.050021	6.050021	6.050021	28.063328	6.050021	13.412919	10.003738	6.050021	
89000	11.688050	4	12.892603	5.585361	33.753530	5.585361	5.585361	5.585361	33.753530	5.585361	10.902028	10.902028	5.585361	
90000	11.688050	4	31.106342	5.821959	31.106342	5.821959	5.821959	5.821959	31.106342	5.821959	11.876912	11.741582	11.876912	
91000	11.688050	5	12.444618	5.447276	29.666876	5.447276	5.447276	5.447276	29.666876	5.447276	11.767398	10.797980	5.447276	
92000	11.688050	4	31.549657	6.219384	31.549657	6.219384	6.219384	6.219384	31.549657	6.219384	12.084559	9.579014	6.219384	
93000	11.688050	5	12.446218	5.992959	31.395310	5.992959	5.992959	5.992959	31.395310	5.992959	12.611359	9.726452	5.992959	
94000	11.688050	5	13.404234	6.050854	28.999852	6.050854	6.050854	6.050854	28.999852	6.050854	11.621444	8.942702	6.050854	
95000	11.688050	6	13.181666	5.524910	29.731316	5.524910	5.524910	5.524910	29.731316	5.524910	10.939223	11.147446	10.578077	
96000	11.688050	5	29.851064	5.566219	29.851064	5.566219	5.566219	5.566219	29.851064	5.566219	12.626225	10.226599	11.595004	
97000	11.688050	4	30.998711	5.415539	30.998711	5.415539	5.415539	5.415539	30.998711	5.415539	13.016576	10.729678	5.415539	
98000	11.688050	5	26.866584	5.815069	26.866584	5.815069	5.815069	5.815069	26.866584	5.815069	12.648430	11.313773	11.062541	
99000	11.688050	4	32.423800	6.177588	32.423800	6.177588	6.177588	6.177588	32.423800	6.177588	11.766917	11.095304	6.177588	
100000	11.688050	4	31.239146	5.955860	31.239146	5.955860	5.955860	5.955860	31.239146	5.955860	11.114612	11.079331	5.955860	
101000	11.688050	4	28.248539	5.812511	28.248539	5.812511	5.812511	5.812511	28.248539	5.812511	11.013486	11.843584	5.812511	
102000	11.688050	4	29.351999	5.853983	29.351999	5.853983	5.853983	5.853983	29.351999	5.853983	13.037842	9.857224	5.853983	
103000	11.688050	6	13.875427	5.723111	30.582913	5.723111	5.723111	5.723111	30.582913	5.723111	12.225207	11.407241	11.551037	
104000	11.688050	4	30.543460	5.481221	30.543460	5.481221	5.481221	5.481221	30.543460	5.481221	12.251670	11.527436	5.481221	
105000	11.688050	4	27.400572	6.066710	27.400572	6.066710	6.066710	6.066710	27.400572	6.066710	10.975473	12.690035	27.400572	
106000	11.688050	4	30.278028	5.796714	30.278028	5.796714	5.796714	5.796714	30.278028	5.796714	11.217962	11.539143	5.796714	
107000	11.688050	4	28.600100	6.170047	28.600100	6.170047	6.170047	6.170047	28.600100	6.170047	12.037929	10.822375	6.170047	
108000	11.688050	4	28.790461	5.973972	28.790461	5.973972	5.973972	5.973972	28.790461	5.973972	12.419684	11.499798	5.973972	
109000	11.688050	4	33.026331	5.791501	33.026331	5.791501	5.791501	5.791501	33.026331	5.791501	13.195957	11.168515	5.791501	
110000	11.688050	4	26.952913	6.066246	26.952913	6.066246	6.066246	6.066246	26.952913	6.066246	12.761604	11.582353	6.066246	
111000	11.688050	4	31.874402	5.925692	31.874402	5.925692	5.925692	5.925692	31.874402	5.925692	11.812277	12.685557	5.925692	
112000	11.688050	3	32.388369	5.860113	32.388369	5.860113	5.860113	5.860113	32.388369	5.860113	11.245469	11.245469	5.860113	
113000	11.688050	5	12.710785	5.825501	28.317966	5.825501	5.825501	5.825501	28.317966	5.825501	10.890509	9.699162	5.825501	
114000	11.688050	5	14.040380	6.404262	29.982741	6.404262	6.404262	6.404262	29.982741	6.404262	13.113935	11.136416	6.404262	
115000	11.688050	5	31.399619	6.618691	31.399619	6.618691	9.159869	6.618691	31.399619	6.618691	12.662973	10.365866	6.618691	
116000	11.688050	3	33.789525	5.917343	33.789525	5.917343	5.917343	5.917343	33.789525	5.917343	10.815958	10.815958	5.917343	
117000	11.688050	4	32.464844	5.973706	32.464844	5.973706	5.973706	5.973706	32.464844	5.973706	11.011591	12.638712	11.011591	
118000	11.688050	4	26.016417	5.643465	26.016417	5.643465	5.643465	5.643465	26.016417	5.643465	12.297258	12.192449	5.643465	
119000	11.688050	4	27.259706	5.901308	27.259706	5.901308	5.901308	5.901308	27.259706	5.901308	11.686736	10.574720	5.901308	
120000	11.688050	4	28.677137	5.700870	28.677137	5.700870	5.700870	5.700870	28.677137	5.700870	12.653753	12.230918	5.700870	
121000	11.688050	5	30.314877	5.484220	30.314877	5.484220	5.484220	5.484220	30.314877	5.484220	11.679463	10.162067	10.809510	
122000	11.688050	5	29.363304	5.682548	29.363304	5.682548	5.682548	5.682548	29.363304	5.682548	13.338471	10.810837	11.656571	
123000	11.688050	6	13.407627	5.495356	29.869204	5.495356	5.495356	5.495356	29.869204	5.495356	11.207773	11.884604	9.621002	
124000	11.688050	5	29.991821	5.962828	29.991821	5.962828	5.962828	5.962828	29.991821	5.962828	12.322740	10.141873	11.079100	
125000	11.688050	5	18.297092	5.375857	18.297092	5.375857	5.375857	5.375857	18.297092	5.375857	12.845019	9.580879	10.706502	
126000	11.688050	4	24.508905	5.402962	24.508905	5.402962	5.402962	5.402962	24.508905	5.402962	11.054241	11.075819	5.402962	
127000	11.688050	5	30.998537	5.917079	30.998537	5.917079	5.917079	5.917079	30.998537	5.917079	10.553414	10.911776	12.826101	
128000	11.688050	6	12.293821	5.829827	28.231234	5.829827	5.829827	5.829827	28.231234	5.829827	11.598202	11.580789	10.576182	
129000	11.688050	4	30.521375	5.819548	30.521375	5.819548	5.819548	5.819548	30.521375	5.819548	11.011554	11.011554	12.261040	
130000	11.688050	5	13.585985	5.373684	29.284840	5.373684	5.373684	5.373684	29.284840	5.373684	12.191655	10.629089	5.373684	
131000	11.688050	4	29.291286	5.417442	29.291286	5.417442	5.417442	5.417442	29.291286	5.417442	10.977797	10.300113	5.417442	
132000	11.688050	5	29.663260	5.778378	29.663260	5.778378	5.778378	5.778378	29.663260	5.778378	11.656906	9.574244	11.168577	
133000	11.688050	4	30.849792	6.120296	30.849792	6.120296	6.120296	6.120296	30.849792	6.120296	11.712318	10.354483	6.120296	
134000	11.688050	4	28.607144	5.444669	28.607144	5.444669	5.444669	5.444669	28.607144	5.444669	12.396269	11.840057	11.840057	
135000	11.688050	3	30.550690	5.253652	30.550690	5.253652	5.253652	5.253652	30.550690	5.253652	10.530634	10.530634	5.253652	
136000	11.688050	4	30.269467	5.489601	30.269467	5.489601	5.489601	5.489601	30.269467	5.489601	12.290521	10.518974	5.489601	
137000	11.688050	4	29.285155	5.597769	29.285155	5.597769	5.597769	5.597769	29.285155	5.597769	13.378637	10.852672	5.597769	
138000	11.688050	5	30.650451	6.057613	30.650451	6.057613	6.057613	6.057613	30.650451	6.057613	12.481916	11.620077	11.485183	
139000	11.688050	4	28.609732	5.548216	28.609732	5.548216	5.548216	5.548216	28.609732	5.548216	12.114027	10.537912	5.548216	
140000	11.688050	4	29.390277	5.550628	29.390277	5.550628	5.550628	5.550628	29.390277	5.550628	11.668714	10.920270	5.550628	
141000	11.688050	4	32.450625	5.814600	32.450625	5.814600	5.814600	5.814600	32.450625	5.814600	13.208276	10.432740	5.814600	
142000	11.688050	4	28.702510	5.442629	28.702510	5.442629	5.442629	5.442629	28.702510	5.442629	10.768330	11.356825	5.442629	
143000	11.688050	5	15.280507	5.887252	28.672762	5.887252	5.887252	5.887252	28.672762	5.887252	11.341515	11.949198	5.887252	
144000	11.688050	4	29.484684	5.661854	29.484684	5.661854	5.661854	5.661854	29.484684	5.661854	11.046083	11.187974	5.661854	
145000	11.688050	4	28.499170	5.806810	28.499170	5.806810	5.806810	5.806810	28.499170	5.806810	13.199847	11.550991	5.806810	
146000	11.688050	5	27.649776	5.201173	27.649776	5.201173	5.201173	5.201173	27.649776	5.201173	12.771082	12.669340	13.656877	
147000	11.688050	4	31.541476	6.144475	31.541476	6.144475	6.144475	6.144475	31.541476	6.144475	11.515465	11.819439	6.144475	
148000	11.688050	5	28.631875	5.494084	28.631875	5.494084	5.494084	5.494084	28.631875	5.494084	11.672836	11.902215	13.721355	
149000	11.688050	5	28.887493	5.736896	28.887493	5.736896	5.736896	5.736896	28.887493	5.736896	11.769433	10.057975	13.842684	
150000	11.688050	3	26.583832	6.009720	26.583832	6.009720	6.009720	6.009720	26.583832	6.009720	11.153140	6.009720	6.009720	
151000	11.688050	5	30.497027	6.441007	30.497027	6.441007	6.441007	6.441007	30.497027	6.441007	11.803419	10.849273	11.110911	
152000	11.688050	5	29.419061	5.935214	29.419061	5.935214	5.935214	5.935214	29.419061	5.935214	11.585796	9.439227	11.232665	
153000	11.688050	4	28.923304	6.123123	28.923304	6.123123	6.123123	6.123123	28.923304	6.123123	12.919129	10.965347	12.919129	
154000	11.688050	5	30.084435	5.770246	30.084435	5.770246	5.770246	5.770246	30.084435	5.770246	11.447605	11.163026	11.784929	
155000	11.688050	5	12.914312	5.918712	27.584999	5.918712	5.918712	5.918712	27.584999	5.918712	10.213471	11.627815	11.627815	
156000	11.688050	4	25.944624	6.228929	25.944624	6.228929	6.228929	6.228929	25.944624	6.228929	11.187601	12.893707	6.228929	
157000	11.688050	3	27.121036	5.587701	27.121036	5.587701	5.587701	5.587701	27.121036	5.587701	11.255004	11.255004	5.587701	
158000	11.688050	5	12.191977	5.552176	28.250336	5.552176	5.552176	5.552176	28.250336	5.552176	12.716085	9.987267	5.552176	
159000	11.688050	5	13.244173	5.335108	25.528704	5.335108	5.335108	5.335108	25.528704	5.335108	11.857970	10.920214	5.335108	
160000	11.688050	5	13.345470	5.671265	27.699944	5.671265	5.671265	5.671265	27.699944	5.671265	11.946637	11.946637	11.348701	
161000	11.688050	5	14.130564	6.425563	14.110518	6.425563	6.425563	6.425563	14.110518	6.425563	11.478538	11.478538	12.681238	
162000	11.688050	4	23.050058	5.417615	23.050058	5.417615	5.417615	5.417615	23.050058	5.417615	12.580259	10.851329	5.417615	
163000	11.688050	4	13.728674	5.546043	29.215518	5.546043	5.546043	5.546043	29.215518	5.546043	11.149494	11.149494	5.546043	
164000	11.688050	6	14.181920	5.657065	15.428534	5.657065	5.657065	5.657065	15.428534	5.657065	13.394331	11.104833	9.859581	
165000	11.688050	5	14.826040	5.166023	21.968403	5.166023	5.166023	5.166023	21.968403	5.166023	11.977811	11.202320	5.166023	
166000	11.688050	5	12.163152	5.005553	27.951280	5.005553	5.005553	5.005553	27.951280	5.005553	12.164638	11.364202	5.005553	
167000	11.688050	4	20.373391	5.875083	20.373391	5.875083	5.875083	5.875083	20.373391	5.875083	11.640858	10.977119	20.373391	
168000	11.688050	6	12.715123	6.021441	29.890196	6.021441	6.021441	6.021441	29.890196	6.021441	11.632820	11.111129	10.995516	
169000	11.688050	5	14.569175	5.798412	14.569175	5.798412	5.798412	5.798412	14.569175	5.798412	12.030011	11.371246	10.467175	
170000	11.688050	4	17.396928	5.929354	17.396928	5.929354	5.929354	5.929354	17.396928	5.929354	13.056300	10.106824	5.929354	
171000	11.688050	4	24.523670	6.141202	24.523670	6.141202	6.141202	6.141202	24.523670	6.141202	10.848071	11.997214	6.141202	
172000	11.688050	4	31.202690	5.642976	31.202690	5.642976	5.642976	5.642976	31.202690	5.642976	11.321715	9.647636	31.202690	
173000	11.688050	4	27.173056	5.449449	27.173056	5.449449	5.449449	5.449449	27.173056	5.449449	11.925357	10.384474	27.173056	
174000	11.688050	6	13.830391	5.747534	27.398407	5.747534	5.747534	5.747534	27.398407	5.747534	12.666698	10.711579	12.979694	
175000	11.688050	5	17.231298	5.942536	17.231298	5.942536	5.942536	5.942536	17.231298	5.942536	14.023396	11.168593	13.151057	
176000	11.688050	4	16.719784	5.495594	16.719784	5.495594	5.495594	5.495594	16.719784	5.495594	11.615127	11.223276	5.495594	
177000	11.688050	3	22.124386	5.716129	22.124386	5.716129	5.716129	5.716129	22.124386	5.716129	11.972954	5.716129	5.716129	
178000	11.688050	4	28.971872	5.641696	28.971872	5.641696	5.641696	5.641696	28.971872	5.641696	11.632560	11.382022	5.641696	
179000	11.688050	4	18.290098	5.820272	18.290098	5.820272	5.820272	5.820272	18.290098	5.820272	12.202697	10.148556	5.820272	
180000	11.688050	4	22.398639	5.920539	22.398639	5.920539	5.920539	5.920539	22.398639	5.920539	11.512530	9.843735	5.920539	
181000	11.688050	4	27.550151	5.842641	27.550151	5.842641	5.842641	5.842641	27.550151	5.842641	12.070159	11.475810	5.842641	
182000	11.688050	4	27.352036	5.692935	27.352036	5.692935	5.692935	5.692935	27.352036	5.692935	11.825056	9.498078	5.692935	
183000	11.688050	3	29.058964	5.397788	29.058964	5.397788	5.397788	5.397788	29.058964	5.397788	12.071083	12.071083	5.397788	
184000	11.688050	5	13.170203	5.594851	29.071234	5.594851	5.594851	5.594851	29.071234	5.594851	12.773011	11.374206	5.594851	
185000	11.688050	5	13.016820	5.625533	31.421237	5.625533	5.625533	5.625533	31.421237	5.625533	11.417583	10.693334	11.417583	
186000	11.688050	6	13.034615	5.667443	31.047778	5.667443	5.667443	5.667443	31.047778	5.667443	11.457562	10.394178	10.434071	
187000	11.688050	5	28.708845	5.813252	28.708845	5.813252	5.813252	5.813252	28.708845	5.813252	12.588737	11.380206	10.902491	
188000	11.688050	4	26.037686	5.592812	26.037686	5.592812	5.592812	5.592812	26.037686	5.592812	11.449579	10.440522	5.592812	
189000	11.688050	4	29.244147	5.475709	29.244147	5.475709	5.475709	5.475709	29.244147	5.475709	12.711818	9.952030	5.475709	
190000	11.688050	4	29.732448	5.052946	29.732448	5.052946	5.052946	5.052946	29.732448	5.052946	10.957338	9.865449	5.052946	
191000	11.688050	5	12.822309	5.976925	29.521498	5.976925	5.976925	5.976925	29.521498	5.976925	11.004573	12.267893	5.976925	
192000	11.688050	4	29.071153	5.101423	29.071153	5.101423	5.101423	5.101423	29.071153	5.101423	12.501649	11.777540	5.101423	
193000	11.688050	5	13.592775	5.036039	27.195064	5.036039	5.036039	5.036039	27.195064	5.036039	11.509373	10.274202	5.036039	
194000	11.688050	5	12.587319	5.971257	27.955293	5.971257	5.971257	5.971257	27.955293	5.971257	10.610407	10.797358	5.971257	
195000	11.688050	4	28.610399	5.930989	28.610399	5.930989	5.930989	5.930989	28.610399	5.930989	12.065634	10.966918	5.930989	
196000	11.688050	4	12.822780	6.390186	30.617338	6.390186	6.390186	6.390186	30.617338	6.390186	11.489028	6.390186	6.390186	
197000	11.688050	4	26.638192	6.400994	26.638192	6.400994	6.400994	6.400994	26.638192	6.400994	11.682106	10.839708	6.400994	
198000	11.688050	4	12.319768	6.209078	27.827682	6.209078	6.209078	6.209078	27.827682	6.209078	12.319768	10.169367	10.169367	
199000	11.688050	5	12.917577	6.263269	24.605396	6.263269	6.263269	6.263269	24.605396	6.263269	12.528717	11.539890	6.263269	
200000	11.688050	5	13.498117	5.666149	27.176330	5.666149	5.666149	5.666149	27.176330	5.666149	11.350178	11.075902	5.666149	
201000	11.688050	5	27.744775	5.566955	27.744775	5.566955	5.566955	5.566955	27.744775	5.566955	11.672657	10.950729	10.224238	
202000	11.688050	5	13.104602	5.254218	26.550950	5.254218	5.254218	5.254218	26.550950	5.254218	11.749895	11.165894	5.254218	
203000	11.688050	4	13.169921	5.757990	27.317828	5.757990	5.757990	5.757990	27.317828	5.757990	13.169921	10.893565	5.757990	
204000	11.688050	4	25.404386	6.016625	25.404386	6.016625	10.014061	6.016625	25.404386	6.016625	13.179207	6.016625	6.016625	
205000	11.688050	4	29.756108	5.597782	29.756108	5.597782	10.150903	5.597782	29.756108	5.597782	12.524946	10.150903	10.150903	
206000	11.688050	5	27.165795	5.290813	27.165795	5.290813	9.385630	5.290813	27.165795	5.290813	11.919194	11.001373	5.290813	
207000	11.688050	5	22.997465	5.426803	22.997465	5.426803	9.624083	5.426803	22.997465	5.426803	12.997636	10.156329	9.624083	
208000	11.688050	5	14.553873	5.269905	14.553873	5.269905	10.115287	5.269905	14.553873	5.269905	11.852220	11.058761	14.553873	
209000	11.688050	7	13.520270	5.220594	14.718101	5.220594	10.918540	5.220594	14.718101	5.220594	13.771758	9.355692	10.950448	
