Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
16000	268.021876	4	0.452165	0.293165	0.088996	0.165674	0.252636	0.295588	0.207400	0.244376	0.452165	0.293165	0.088996	0.165674	0.252636	0.295588	0.207400	0.244376	0.344963	0.307405	0.131193	0.216439	0.252636	0.295588	0.207400	0.244376	0.452165	0.293165	0.088996	0.165674	0.344963	0.307405	0.131193	0.216439	0.344963	0.307405	0.131193	0.216439	0.344963	0.307405	0.131193	0.216439	0.669880	0.101384	0.121106	0.107630	
17000	268.021876	4	0.461581	0.290224	0.083487	0.164708	0.295945	0.255603	0.206033	0.242420	0.461581	0.290224	0.083487	0.164708	0.295945	0.255603	0.206033	0.242420	0.300686	0.331813	0.151464	0.216037	0.300686	0.331813	0.151464	0.216037	0.461581	0.290224	0.083487	0.164708	0.363948	0.293543	0.108890	0.233620	0.363948	0.293543	0.108890	0.233620	0.363948	0.293543	0.108890	0.233620	0.300686	0.331813	0.151464	0.216037	
18000	268.021876	3	0.467424	0.271391	0.083986	0.177199	0.371729	0.219787	0.212466	0.196019	0.467424	0.271391	0.083986	0.177199	0.371729	0.219787	0.212466	0.196019	0.321504	0.318673	0.132723	0.227101	0.321504	0.318673	0.132723	0.227101	0.467424	0.271391	0.083986	0.177199	0.321504	0.318673	0.132723	0.227101	0.467424	0.271391	0.083986	0.177199	0.321504	0.318673	0.132723	0.227101	0.371729	0.219787	0.212466	0.196019	
19000	268.021876	4	0.485386	0.259321	0.086375	0.168917	0.280522	0.227882	0.215959	0.275637	0.485386	0.259321	0.086375	0.168917	0.280522	0.227882	0.215959	0.275637	0.332803	0.340741	0.102426	0.224029	0.332803	0.340741	0.102426	0.224029	0.485386	0.259321	0.086375	0.168917	0.485386	0.259321	0.086375	0.168917	0.332803	0.340741	0.102426	0.224029	0.332803	0.340741	0.102426	0.224029	0.293188	0.171356	0.398106	0.137349	
20000	268.021876	2	0.473240	0.286367	0.084054	0.156340	0.320853	0.221202	0.208163	0.249782	0.473240	0.286367	0.084054	0.156340	0.320853	0.221202	0.208163	0.249782	0.473240	0.286367	0.084054	0.156340	0.320853	0.221202	0.208163	0.249782	0.473240	0.286367	0.084054	0.156340	0.473240	0.286367	0.084054	0.156340	0.473240	0.286367	0.084054	0.156340	0.320853	0.221202	0.208163	0.249782	0.320853	0.221202	0.208163	0.249782	
21000	268.021876	3	0.419352	0.310091	0.089126	0.181432	0.330220	0.262665	0.187870	0.219245	0.419352	0.310091	0.089126	0.181432	0.330220	0.262665	0.187870	0.219245	0.419352	0.310091	0.089126	0.181432	0.353286	0.281673	0.151876	0.213165	0.419352	0.310091	0.089126	0.181432	0.330220	0.262665	0.187870	0.219245	0.419352	0.310091	0.089126	0.181432	0.353286	0.281673	0.151876	0.213165	0.330220	0.262665	0.187870	0.219245	
22000	268.021876	6	0.463568	0.300956	0.082969	0.152508	0.189913	0.263902	0.345173	0.201011	0.463568	0.300956	0.082969	0.152508	0.348711	0.181840	0.172292	0.297157	0.387321	0.336560	0.105960	0.170159	0.307211	0.333637	0.124923	0.234228	0.463568	0.300956	0.082969	0.152508	0.463568	0.300956	0.082969	0.152508	0.387321	0.336560	0.105960	0.170159	0.307211	0.333637	0.124923	0.234228	0.058335	0.165507	0.483118	0.293040	
23000	268.021876	2	0.440745	0.292491	0.087380	0.179384	0.266894	0.306103	0.148558	0.278445	0.440745	0.292491	0.087380	0.179384	0.266894	0.306103	0.148558	0.278445	0.440745	0.292491	0.087380	0.179384	0.266894	0.306103	0.148558	0.278445	0.440745	0.292491	0.087380	0.179384	0.440745	0.292491	0.087380	0.179384	0.440745	0.292491	0.087380	0.179384	0.266894	0.306103	0.148558	0.278445	0.440745	0.292491	0.087380	0.179384	
24000	268.021876	3	0.444174	0.287014	0.080838	0.187974	0.196665	0.343799	0.151786	0.307750	0.444174	0.287014	0.080838	0.187974	0.342811	0.281454	0.126954	0.248782	0.342811	0.281454	0.126954	0.248782	0.196665	0.343799	0.151786	0.307750	0.444174	0.287014	0.080838	0.187974	0.444174	0.287014	0.080838	0.187974	0.444174	0.287014	0.080838	0.187974	0.342811	0.281454	0.126954	0.248782	0.342811	0.281454	0.126954	0.248782	
25000	268.021876	3	0.441095	0.288240	0.087207	0.183458	0.316657	0.253877	0.166877	0.262588	0.441095	0.288240	0.087207	0.183458	0.316657	0.253877	0.166877	0.262588	0.295673	0.329199	0.135832	0.239295	0.295673	0.329199	0.135832	0.239295	0.441095	0.288240	0.087207	0.183458	0.441095	0.288240	0.087207	0.183458	0.441095	0.288240	0.087207	0.183458	0.295673	0.329199	0.135832	0.239295	0.316657	0.253877	0.166877	0.262588	
26000	268.021876	4	0.427649	0.291472	0.094611	0.186267	0.179725	0.377554	0.262503	0.180218	0.427649	0.291472	0.094611	0.186267	0.369095	0.228835	0.162387	0.239684	0.427649	0.291472	0.094611	0.186267	0.179725	0.377554	0.262503	0.180218	0.427649	0.291472	0.094611	0.186267	0.369095	0.228835	0.162387	0.239684	0.427649	0.291472	0.094611	0.186267	0.369095	0.228835	0.162387	0.239684	0.244633	0.286711	0.323012	0.145644	
27000	268.021876	2	0.446897	0.303396	0.086068	0.163639	0.282901	0.272300	0.188617	0.256182	0.446897	0.303396	0.086068	0.163639	0.282901	0.272300	0.188617	0.256182	0.446897	0.303396	0.086068	0.163639	0.282901	0.272300	0.188617	0.256182	0.446897	0.303396	0.086068	0.163639	0.282901	0.272300	0.188617	0.256182	0.446897	0.303396	0.086068	0.163639	0.282901	0.272300	0.188617	0.256182	0.282901	0.272300	0.188617	0.256182	
28000	268.021876	3	0.462513	0.294494	0.081478	0.161515	0.315874	0.296602	0.119951	0.267573	0.462513	0.294494	0.081478	0.161515	0.315874	0.296602	0.119951	0.267573	0.315874	0.296602	0.119951	0.267573	0.315874	0.296602	0.119951	0.267573	0.462513	0.294494	0.081478	0.161515	0.462513	0.294494	0.081478	0.161515	0.462513	0.294494	0.081478	0.161515	0.315874	0.296602	0.119951	0.267573	0.700280	0.121076	0.104678	0.073966	
29000	268.021876	3	0.478881	0.282523	0.072456	0.166140	0.311440	0.317612	0.133423	0.237526	0.478881	0.282523	0.072456	0.166140	0.311440	0.317612	0.133423	0.237526	0.311440	0.317612	0.133423	0.237526	0.311440	0.317612	0.133423	0.237526	0.478881	0.282523	0.072456	0.166140	0.311440	0.317612	0.133423	0.237526	0.311440	0.317612	0.133423	0.237526	0.311440	0.317612	0.133423	0.237526	0.221215	0.423002	0.107620	0.248163	
30000	268.021876	4	0.478881	0.282523	0.072456	0.166140	0.266623	0.267638	0.240572	0.225167	0.478881	0.282523	0.072456	0.166140	0.266623	0.267638	0.240572	0.225167	0.297477	0.365822	0.110046	0.226655	0.297477	0.365822	0.110046	0.226655	0.478881	0.282523	0.072456	0.166140	0.478881	0.282523	0.072456	0.166140	0.297477	0.365822	0.110046	0.226655	0.297477	0.365822	0.110046	0.226655	0.336855	0.210752	0.270734	0.181660	
31000	268.021876	5	0.458826	0.244642	0.080123	0.216410	0.153976	0.294598	0.243676	0.307750	0.458826	0.244642	0.080123	0.216410	0.310218	0.302378	0.124183	0.263221	0.310218	0.302378	0.124183	0.263221	0.157307	0.428045	0.118279	0.296369	0.458826	0.244642	0.080123	0.216410	0.310218	0.302378	0.124183	0.263221	0.310218	0.302378	0.124183	0.263221	0.310218	0.302378	0.124183	0.263221	0.399334	0.283011	0.114426	0.203229	
32000	268.021876	2	0.460679	0.283409	0.077379	0.178533	0.323318	0.301314	0.135653	0.239715	0.460679	0.283409	0.077379	0.178533	0.323318	0.301314	0.135653	0.239715	0.323318	0.301314	0.135653	0.239715	0.323318	0.301314	0.135653	0.239715	0.460679	0.283409	0.077379	0.178533	0.323318	0.301314	0.135653	0.239715	0.323318	0.301314	0.135653	0.239715	0.323318	0.301314	0.135653	0.239715	0.323318	0.301314	0.135653	0.239715	
33000	268.021876	4	0.441791	0.308483	0.074258	0.175468	0.248322	0.257633	0.306799	0.187246	0.441791	0.308483	0.074258	0.175468	0.316793	0.316913	0.126811	0.239482	0.316793	0.316913	0.126811	0.239482	0.316793	0.316913	0.126811	0.239482	0.441791	0.308483	0.074258	0.175468	0.316793	0.316913	0.126811	0.239482	0.316793	0.316913	0.126811	0.239482	0.316793	0.316913	0.126811	0.239482	0.133334	0.387708	0.177249	0.301709	
34000	268.021876	4	0.441791	0.308483	0.074258	0.175468	0.317280	0.271249	0.153586	0.257885	0.441791	0.308483	0.074258	0.175468	0.317280	0.271249	0.153586	0.257885	0.292293	0.331965	0.120566	0.255176	0.292293	0.331965	0.120566	0.255176	0.441791	0.308483	0.074258	0.175468	0.317280	0.271249	0.153586	0.257885	0.441791	0.308483	0.074258	0.175468	0.292293	0.331965	0.120566	0.255176	0.386974	0.230627	0.116754	0.265645	
35000	268.021876	4	0.368072	0.299148	0.096038	0.236742	0.203977	0.242038	0.310696	0.243289	0.513397	0.262811	0.079213	0.144579	0.283051	0.306280	0.137338	0.273331	0.283051	0.306280	0.137338	0.273331	0.283051	0.306280	0.137338	0.273331	0.513397	0.262811	0.079213	0.144579	0.368072	0.299148	0.096038	0.236742	0.368072	0.299148	0.096038	0.236742	0.368072	0.299148	0.096038	0.236742	0.203977	0.242038	0.310696	0.243289	
36000	268.021876	4	0.435091	0.315651	0.072222	0.177036	0.312490	0.266752	0.196131	0.224626	0.435091	0.315651	0.072222	0.177036	0.312490	0.266752	0.196131	0.224626	0.238881	0.387235	0.117059	0.256824	0.238881	0.387235	0.117059	0.256824	0.435091	0.315651	0.072222	0.177036	0.312490	0.266752	0.196131	0.224626	0.435091	0.315651	0.072222	0.177036	0.238881	0.387235	0.117059	0.256824	0.412886	0.114898	0.081628	0.390588	
37000	268.021876	4	0.435091	0.315651	0.072222	0.177036	0.314782	0.245847	0.183994	0.255378	0.435091	0.315651	0.072222	0.177036	0.314782	0.245847	0.183994	0.255378	0.297080	0.335603	0.104819	0.262497	0.297080	0.335603	0.104819	0.262497	0.435091	0.315651	0.072222	0.177036	0.297080	0.335603	0.104819	0.262497	0.297080	0.335603	0.104819	0.262497	0.297080	0.335603	0.104819	0.262497	0.593438	0.249677	0.092981	0.063904	
38000	268.021876	4	0.435091	0.315651	0.072222	0.177036	0.304696	0.291665	0.150402	0.253237	0.435091	0.315651	0.072222	0.177036	0.304696	0.291665	0.150402	0.253237	0.322038	0.328569	0.108422	0.240971	0.322038	0.328569	0.108422	0.240971	0.435091	0.315651	0.072222	0.177036	0.322038	0.328569	0.108422	0.240971	0.322038	0.328569	0.108422	0.240971	0.322038	0.328569	0.108422	0.240971	0.203592	0.238024	0.410730	0.147654	
39000	268.021876	4	0.462212	0.289717	0.070384	0.177688	0.244538	0.264872	0.128226	0.362364	0.462212	0.289717	0.070384	0.177688	0.244538	0.264872	0.128226	0.362364	0.300275	0.319310	0.132779	0.247637	0.244538	0.264872	0.128226	0.362364	0.462212	0.289717	0.070384	0.177688	0.462212	0.289717	0.070384	0.177688	0.300275	0.319310	0.132779	0.247637	0.300275	0.319310	0.132779	0.247637	0.363807	0.414927	0.164559	0.056706	
40000	268.021876	5	0.453846	0.298839	0.071470	0.175844	0.307112	0.316966	0.132211	0.243712	0.453846	0.298839	0.071470	0.175844	0.335085	0.268829	0.109442	0.286644	0.307112	0.316966	0.132211	0.243712	0.278317	0.389365	0.084760	0.247558	0.453846	0.298839	0.071470	0.175844	0.335085	0.268829	0.109442	0.286644	0.307112	0.316966	0.132211	0.243712	0.335085	0.268829	0.109442	0.286644	0.440935	0.194842	0.146500	0.217722	
41000	268.021876	4	0.453846	0.298839	0.071470	0.175844	0.338243	0.248730	0.157039	0.255989	0.453846	0.298839	0.071470	0.175844	0.338243	0.248730	0.157039	0.255989	0.338243	0.248730	0.157039	0.255989	0.285782	0.228508	0.100807	0.384902	0.453846	0.298839	0.071470	0.175844	0.338243	0.248730	0.157039	0.255989	0.453846	0.298839	0.071470	0.175844	0.338243	0.248730	0.157039	0.255989	0.559644	0.107558	0.300988	0.031810	
42000	268.021876	4	0.372408	0.293013	0.107051	0.227528	0.229734	0.328850	0.160122	0.281294	0.453846	0.298839	0.071470	0.175844	0.310643	0.281827	0.151692	0.255838	0.310643	0.281827	0.151692	0.255838	0.229734	0.328850	0.160122	0.281294	0.453846	0.298839	0.071470	0.175844	0.372408	0.293013	0.107051	0.227528	0.372408	0.293013	0.107051	0.227528	0.372408	0.293013	0.107051	0.227528	0.229734	0.328850	0.160122	0.281294	
43000	268.021876	3	0.401543	0.320719	0.091897	0.185841	0.335026	0.250238	0.167577	0.247159	0.401543	0.320719	0.091897	0.185841	0.335026	0.250238	0.167577	0.247159	0.401543	0.320719	0.091897	0.185841	0.329974	0.371914	0.049593	0.248519	0.401543	0.320719	0.091897	0.185841	0.401543	0.320719	0.091897	0.185841	0.401543	0.320719	0.091897	0.185841	0.401543	0.320719	0.091897	0.185841	0.335026	0.250238	0.167577	0.247159	
44000	268.021876	3	0.419496	0.303454	0.084923	0.192127	0.304054	0.226512	0.235962	0.233472	0.419496	0.303454	0.084923	0.192127	0.304054	0.226512	0.235962	0.233472	0.419496	0.303454	0.084923	0.192127	0.259558	0.300920	0.133626	0.305896	0.419496	0.303454	0.084923	0.192127	0.259558	0.300920	0.133626	0.305896	0.419496	0.303454	0.084923	0.192127	0.259558	0.300920	0.133626	0.305896	0.304054	0.226512	0.235962	0.233472	
45000	268.021876	4	0.442614	0.300756	0.075286	0.181343	0.366161	0.272536	0.154138	0.207166	0.442614	0.300756	0.075286	0.181343	0.366161	0.272536	0.154138	0.207166	0.321188	0.347230	0.100378	0.231203	0.321188	0.347230	0.100378	0.231203	0.442614	0.300756	0.075286	0.181343	0.442614	0.300756	0.075286	0.181343	0.321188	0.347230	0.100378	0.231203	0.321188	0.347230	0.100378	0.231203	0.811431	0.010379	0.105345	0.072845	
46000	268.021876	4	0.437044	0.301636	0.082876	0.178443	0.259133	0.263051	0.179071	0.298745	0.437044	0.301636	0.082876	0.178443	0.259133	0.263051	0.179071	0.298745	0.437044	0.301636	0.082876	0.178443	0.259133	0.263051	0.179071	0.298745	0.437044	0.301636	0.082876	0.178443	0.437044	0.301636	0.082876	0.178443	0.324878	0.355199	0.166266	0.153656	0.437044	0.301636	0.082876	0.178443	0.218492	0.035677	0.319232	0.426599	
47000	268.021876	6	0.457520	0.310565	0.072179	0.159735	0.217683	0.257885	0.199879	0.324553	0.457520	0.310565	0.072179	0.159735	0.217683	0.257885	0.199879	0.324553	0.373064	0.305348	0.162842	0.158746	0.267745	0.375632	0.069847	0.286776	0.457520	0.310565	0.072179	0.159735	0.373064	0.305348	0.162842	0.158746	0.373064	0.305348	0.162842	0.158746	0.232015	0.286669	0.155581	0.325735	0.358298	0.150925	0.249920	0.240857	
48000	268.021876	4	0.466502	0.298525	0.077022	0.157951	0.283809	0.255815	0.156289	0.304087	0.466502	0.298525	0.077022	0.157951	0.283809	0.255815	0.156289	0.304087	0.389403	0.315045	0.072699	0.222853	0.283809	0.255815	0.156289	0.304087	0.466502	0.298525	0.077022	0.157951	0.283809	0.255815	0.156289	0.304087	0.389403	0.315045	0.072699	0.222853	0.283809	0.255815	0.156289	0.304087	0.237500	0.186865	0.346631	0.229004	
49000	268.021876	3	0.451606	0.306953	0.073301	0.168139	0.302168	0.342417	0.116166	0.239249	0.451606	0.306953	0.073301	0.168139	0.302168	0.342417	0.116166	0.239249	0.302168	0.342417	0.116166	0.239249	0.302168	0.342417	0.116166	0.239249	0.451606	0.306953	0.073301	0.168139	0.302168	0.342417	0.116166	0.239249	0.302168	0.342417	0.116166	0.239249	0.302168	0.342417	0.116166	0.239249	0.200011	0.322229	0.148710	0.329050	
50000	268.021876	5	0.507861	0.249322	0.085398	0.157420	0.289542	0.224318	0.182038	0.304101	0.479879	0.228414	0.091815	0.199892	0.289542	0.224318	0.182038	0.304101	0.337266	0.330269	0.109777	0.222688	0.165510	0.279361	0.082889	0.472239	0.507861	0.249322	0.085398	0.157420	0.479879	0.228414	0.091815	0.199892	0.337266	0.330269	0.109777	0.222688	0.337266	0.330269	0.109777	0.222688	0.289542	0.224318	0.182038	0.304101	
51000	268.021876	5	0.485388	0.268943	0.103177	0.142493	0.228129	0.316560	0.207098	0.248213	0.485388	0.268943	0.103177	0.142493	0.316018	0.305094	0.132296	0.246592	0.316018	0.305094	0.132296	0.246592	0.203122	0.485187	0.109595	0.202097	0.485388	0.268943	0.103177	0.142493	0.316018	0.305094	0.132296	0.246592	0.316018	0.305094	0.132296	0.246592	0.316018	0.305094	0.132296	0.246592	0.469766	0.147841	0.285429	0.096965	
52000	268.021876	3	0.495054	0.265061	0.076973	0.162912	0.324944	0.301923	0.118569	0.254564	0.495054	0.265061	0.076973	0.162912	0.324944	0.301923	0.118569	0.254564	0.324944	0.301923	0.118569	0.254564	0.324944	0.301923	0.118569	0.254564	0.495054	0.265061	0.076973	0.162912	0.324944	0.301923	0.118569	0.254564	0.324944	0.301923	0.118569	0.254564	0.324944	0.301923	0.118569	0.254564	0.340292	0.083373	0.367880	0.208454	
53000	268.021876	4	0.495054	0.265061	0.076973	0.162912	0.288337	0.323873	0.160544	0.227246	0.495054	0.265061	0.076973	0.162912	0.327767	0.274969	0.126207	0.271057	0.288337	0.323873	0.160544	0.227246	0.327767	0.274969	0.126207	0.271057	0.495054	0.265061	0.076973	0.162912	0.327767	0.274969	0.126207	0.271057	0.327767	0.274969	0.126207	0.271057	0.327767	0.274969	0.126207	0.271057	0.529904	0.103160	0.268803	0.098133	
54000	268.021876	4	0.481949	0.270578	0.081329	0.166144	0.258677	0.303762	0.172236	0.265325	0.481949	0.270578	0.081329	0.166144	0.258677	0.303762	0.172236	0.265325	0.333786	0.292198	0.125894	0.248121	0.258677	0.303762	0.172236	0.265325	0.481949	0.270578	0.081329	0.166144	0.333786	0.292198	0.125894	0.248121	0.333786	0.292198	0.125894	0.248121	0.333786	0.292198	0.125894	0.248121	0.404468	0.110087	0.149968	0.335478	
55000	268.021876	3	0.479296	0.276699	0.075934	0.168071	0.312125	0.281228	0.144163	0.262484	0.479296	0.276699	0.075934	0.168071	0.312125	0.281228	0.144163	0.262484	0.312125	0.281228	0.144163	0.262484	0.304718	0.297388	0.107465	0.290430	0.479296	0.276699	0.075934	0.168071	0.312125	0.281228	0.144163	0.262484	0.312125	0.281228	0.144163	0.262484	0.304718	0.297388	0.107465	0.290430	0.304718	0.297388	0.107465	0.290430	
56000	268.021876	3	0.490755	0.277733	0.084890	0.146621	0.272560	0.232152	0.191761	0.303527	0.490755	0.277733	0.084890	0.146621	0.272560	0.232152	0.191761	0.303527	0.307121	0.305895	0.121785	0.265199	0.307121	0.305895	0.121785	0.265199	0.490755	0.277733	0.084890	0.146621	0.307121	0.305895	0.121785	0.265199	0.307121	0.305895	0.121785	0.265199	0.307121	0.305895	0.121785	0.265199	0.272560	0.232152	0.191761	0.303527	
57000	268.021876	3	0.480385	0.278370	0.074460	0.166784	0.279171	0.306981	0.138733	0.275116	0.480385	0.278370	0.074460	0.166784	0.279171	0.306981	0.138733	0.275116	0.279171	0.306981	0.138733	0.275116	0.279171	0.306981	0.138733	0.275116	0.480385	0.278370	0.074460	0.166784	0.279171	0.306981	0.138733	0.275116	0.279171	0.306981	0.138733	0.275116	0.279171	0.306981	0.138733	0.275116	0.244842	0.209185	0.254929	0.291045	
