Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
11000	11.688050	3	0.350346	0.313757	0.112269	0.223628	0.324875	0.240681	0.196518	0.237926	0.464063	0.286209	0.086174	0.163554	0.324875	0.240681	0.196518	0.237926	0.350346	0.313757	0.112269	0.223628	0.350346	0.313757	0.112269	0.223628	0.464063	0.286209	0.086174	0.163554	0.350346	0.313757	0.112269	0.223628	0.350346	0.313757	0.112269	0.223628	0.350346	0.313757	0.112269	0.223628	0.464063	0.286209	0.086174	0.163554	
12000	11.688050	4	0.454937	0.290563	0.086025	0.168475	0.312718	0.234251	0.191842	0.261188	0.454937	0.290563	0.086025	0.168475	0.312718	0.234251	0.191842	0.261188	0.274548	0.336329	0.133047	0.256076	0.274548	0.336329	0.133047	0.256076	0.454937	0.290563	0.086025	0.168475	0.312718	0.234251	0.191842	0.261188	0.454937	0.290563	0.086025	0.168475	0.274548	0.336329	0.133047	0.256076	0.301009	0.109149	0.326564	0.263278	
13000	11.688050	3	0.447934	0.264679	0.106524	0.180863	0.331528	0.202085	0.240558	0.225830	0.447934	0.264679	0.106524	0.180863	0.331528	0.202085	0.240558	0.225830	0.313843	0.332661	0.117644	0.235852	0.313843	0.332661	0.117644	0.235852	0.447934	0.264679	0.106524	0.180863	0.313843	0.332661	0.117644	0.235852	0.447934	0.264679	0.106524	0.180863	0.313843	0.332661	0.117644	0.235852	0.331528	0.202085	0.240558	0.225830	
14000	11.688050	5	0.399306	0.262886	0.125425	0.212383	0.332927	0.252547	0.152034	0.262493	0.471179	0.289788	0.082047	0.156985	0.332927	0.252547	0.152034	0.262493	0.399306	0.262886	0.125425	0.212383	0.159229	0.381714	0.206580	0.252477	0.471179	0.289788	0.082047	0.156985	0.332927	0.252547	0.152034	0.262493	0.399306	0.262886	0.125425	0.212383	0.332927	0.252547	0.152034	0.262493	0.256436	0.210313	0.437153	0.096098	
15000	11.688050	4	0.440531	0.300486	0.085461	0.173522	0.181275	0.336101	0.167620	0.315004	0.440531	0.300486	0.085461	0.173522	0.309051	0.326575	0.123291	0.241083	0.309051	0.326575	0.123291	0.241083	0.181275	0.336101	0.167620	0.315004	0.440531	0.300486	0.085461	0.173522	0.309051	0.326575	0.123291	0.241083	0.309051	0.326575	0.123291	0.241083	0.309051	0.326575	0.123291	0.241083	0.644925	0.043355	0.179635	0.132085	
16000	11.688050	4	0.448373	0.294713	0.079370	0.177544	0.253846	0.269956	0.187931	0.288267	0.448373	0.294713	0.079370	0.177544	0.253846	0.269956	0.187931	0.288267	0.329681	0.318613	0.113091	0.238615	0.096026	0.324959	0.104524	0.474491	0.448373	0.294713	0.079370	0.177544	0.329681	0.318613	0.113091	0.238615	0.329681	0.318613	0.113091	0.238615	0.329681	0.318613	0.113091	0.238615	0.253846	0.269956	0.187931	0.288267	
17000	11.688050	3	0.435497	0.306774	0.068060	0.189669	0.294644	0.163993	0.239773	0.301590	0.435497	0.306774	0.068060	0.189669	0.294644	0.163993	0.239773	0.301590	0.347870	0.334459	0.099124	0.218547	0.347870	0.334459	0.099124	0.218547	0.435497	0.306774	0.068060	0.189669	0.435497	0.306774	0.068060	0.189669	0.347870	0.334459	0.099124	0.218547	0.347870	0.334459	0.099124	0.218547	0.294644	0.163993	0.239773	0.301590	
18000	11.688050	4	0.435497	0.306774	0.068060	0.189669	0.282967	0.262340	0.149312	0.305382	0.435497	0.306774	0.068060	0.189669	0.282967	0.262340	0.149312	0.305382	0.435497	0.306774	0.068060	0.189669	0.300458	0.270842	0.093418	0.335282	0.435497	0.306774	0.068060	0.189669	0.300458	0.270842	0.093418	0.335282	0.435497	0.306774	0.068060	0.189669	0.282967	0.262340	0.149312	0.305382	0.245570	0.139690	0.511451	0.103289	
19000	11.688050	4	0.435497	0.306774	0.068060	0.189669	0.278154	0.263654	0.203167	0.255025	0.435497	0.306774	0.068060	0.189669	0.278154	0.263654	0.203167	0.255025	0.340279	0.332792	0.118887	0.208042	0.340279	0.332792	0.118887	0.208042	0.435497	0.306774	0.068060	0.189669	0.398341	0.237766	0.109820	0.254074	0.340279	0.332792	0.118887	0.208042	0.398341	0.237766	0.109820	0.254074	0.278154	0.263654	0.203167	0.255025	
20000	11.688050	4	0.447841	0.305917	0.062838	0.183405	0.233237	0.251887	0.204660	0.310216	0.447841	0.305917	0.062838	0.183405	0.233237	0.251887	0.204660	0.310216	0.315102	0.351678	0.098574	0.234646	0.315102	0.351678	0.098574	0.234646	0.447841	0.305917	0.062838	0.183405	0.315102	0.351678	0.098574	0.234646	0.315102	0.351678	0.098574	0.234646	0.315102	0.351678	0.098574	0.234646	0.488702	0.181127	0.182417	0.147753	
21000	11.688050	5	0.441941	0.311244	0.073945	0.172869	0.271072	0.280534	0.189650	0.258743	0.441941	0.311244	0.073945	0.172869	0.271072	0.280534	0.189650	0.258743	0.293230	0.379503	0.122844	0.204423	0.183571	0.501266	0.044670	0.270493	0.441941	0.311244	0.073945	0.172869	0.363003	0.274905	0.098287	0.263805	0.363003	0.274905	0.098287	0.263805	0.363003	0.274905	0.098287	0.263805	0.271072	0.280534	0.189650	0.258743	
22000	11.688050	4	0.379049	0.319428	0.100165	0.201357	0.264891	0.284609	0.172179	0.278321	0.446741	0.308112	0.071590	0.173557	0.264891	0.284609	0.172179	0.278321	0.379049	0.319428	0.100165	0.201357	0.264891	0.284609	0.172179	0.278321	0.446741	0.308112	0.071590	0.173557	0.264891	0.284609	0.172179	0.278321	0.379049	0.319428	0.100165	0.201357	0.379049	0.319428	0.100165	0.201357	0.366774	0.245100	0.153079	0.235048	
23000	11.688050	4	0.355982	0.318055	0.109090	0.216873	0.304117	0.246192	0.219899	0.229792	0.446741	0.308112	0.071590	0.173557	0.304117	0.246192	0.219899	0.229792	0.355982	0.318055	0.109090	0.216873	0.355982	0.318055	0.109090	0.216873	0.446741	0.308112	0.071590	0.173557	0.355982	0.318055	0.109090	0.216873	0.355982	0.318055	0.109090	0.216873	0.355982	0.318055	0.109090	0.216873	0.451169	0.065290	0.183695	0.299847	
24000	11.688050	4	0.458604	0.276812	0.078096	0.186488	0.251799	0.260046	0.188624	0.299531	0.458604	0.276812	0.078096	0.186488	0.251799	0.260046	0.188624	0.299531	0.297658	0.329705	0.134610	0.238027	0.234188	0.369919	0.161920	0.233973	0.458604	0.276812	0.078096	0.186488	0.458604	0.276812	0.078096	0.186488	0.458604	0.276812	0.078096	0.186488	0.297658	0.329705	0.134610	0.238027	0.458604	0.276812	0.078096	0.186488	
25000	11.688050	4	0.460426	0.303116	0.074721	0.161737	0.178968	0.266059	0.201915	0.353058	0.460426	0.303116	0.074721	0.161737	0.178968	0.266059	0.201915	0.353058	0.334918	0.327121	0.107149	0.230812	0.100399	0.405634	0.165934	0.328034	0.460426	0.303116	0.074721	0.161737	0.334918	0.327121	0.107149	0.230812	0.334918	0.327121	0.107149	0.230812	0.334918	0.327121	0.107149	0.230812	0.178968	0.266059	0.201915	0.353058	
26000	11.688050	4	0.362277	0.310997	0.103138	0.223588	0.248337	0.261753	0.204769	0.285141	0.445041	0.292801	0.069757	0.192401	0.248337	0.261753	0.204769	0.285141	0.362277	0.310997	0.103138	0.223588	0.256196	0.324740	0.115095	0.303969	0.445041	0.292801	0.069757	0.192401	0.362277	0.310997	0.103138	0.223588	0.362277	0.310997	0.103138	0.223588	0.256196	0.324740	0.115095	0.303969	0.248337	0.261753	0.204769	0.285141	
27000	11.688050	3	0.466411	0.300399	0.067796	0.165394	0.229479	0.203861	0.335694	0.230965	0.466411	0.300399	0.067796	0.165394	0.324931	0.322754	0.130818	0.221496	0.324931	0.322754	0.130818	0.221496	0.324931	0.322754	0.130818	0.221496	0.466411	0.300399	0.067796	0.165394	0.324931	0.322754	0.130818	0.221496	0.324931	0.322754	0.130818	0.221496	0.324931	0.322754	0.130818	0.221496	0.229479	0.203861	0.335694	0.230965	
28000	11.688050	4	0.436456	0.310796	0.075476	0.177272	0.244609	0.344626	0.160313	0.250451	0.436456	0.310796	0.075476	0.177272	0.244609	0.344626	0.160313	0.250451	0.244609	0.344626	0.160313	0.250451	0.248442	0.364901	0.103266	0.283392	0.436456	0.310796	0.075476	0.177272	0.436456	0.310796	0.075476	0.177272	0.248442	0.364901	0.103266	0.283392	0.248442	0.364901	0.103266	0.283392	0.430118	0.037093	0.381053	0.151736	
29000	11.688050	3	0.436456	0.310796	0.075476	0.177272	0.253775	0.278371	0.167656	0.300198	0.436456	0.310796	0.075476	0.177272	0.253775	0.278371	0.167656	0.300198	0.372352	0.286314	0.096973	0.244361	0.253775	0.278371	0.167656	0.300198	0.436456	0.310796	0.075476	0.177272	0.372352	0.286314	0.096973	0.244361	0.372352	0.286314	0.096973	0.244361	0.372352	0.286314	0.096973	0.244361	0.372352	0.286314	0.096973	0.244361	
30000	11.688050	4	0.436456	0.310796	0.075476	0.177272	0.269278	0.277636	0.162319	0.290766	0.436456	0.310796	0.075476	0.177272	0.269278	0.277636	0.162319	0.290766	0.349254	0.326912	0.096255	0.227579	0.269278	0.277636	0.162319	0.290766	0.436456	0.310796	0.075476	0.177272	0.349254	0.326912	0.096255	0.227579	0.349254	0.326912	0.096255	0.227579	0.349254	0.326912	0.096255	0.227579	0.218967	0.216302	0.334070	0.230661	
31000	11.688050	5	0.436456	0.310796	0.075476	0.177272	0.278310	0.261716	0.176568	0.283406	0.436456	0.310796	0.075476	0.177272	0.278310	0.261716	0.176568	0.283406	0.338527	0.316174	0.134006	0.211294	0.298289	0.317460	0.134479	0.249772	0.436456	0.310796	0.075476	0.177272	0.436456	0.310796	0.075476	0.177272	0.338527	0.316174	0.134006	0.211294	0.298289	0.317460	0.134479	0.249772	0.390453	0.108885	0.171509	0.329154	
32000	11.688050	4	0.458454	0.289737	0.070573	0.181235	0.253435	0.266261	0.188400	0.291904	0.458454	0.289737	0.070573	0.181235	0.253435	0.266261	0.188400	0.291904	0.338527	0.316174	0.134006	0.211294	0.253435	0.266261	0.188400	0.291904	0.458454	0.289737	0.070573	0.181235	0.338527	0.316174	0.134006	0.211294	0.338527	0.316174	0.134006	0.211294	0.338527	0.316174	0.134006	0.211294	0.104251	0.236310	0.378114	0.281325	
33000	11.688050	3	0.365303	0.306765	0.108726	0.219206	0.238658	0.284995	0.195736	0.280611	0.451046	0.301659	0.075737	0.171558	0.238658	0.284995	0.195736	0.280611	0.365303	0.306765	0.108726	0.219206	0.238658	0.284995	0.195736	0.280611	0.451046	0.301659	0.075737	0.171558	0.365303	0.306765	0.108726	0.219206	0.365303	0.306765	0.108726	0.219206	0.365303	0.306765	0.108726	0.219206	0.238658	0.284995	0.195736	0.280611	
34000	11.688050	2	0.451046	0.301659	0.075737	0.171558	0.314896	0.276153	0.172614	0.236336	0.451046	0.301659	0.075737	0.171558	0.314896	0.276153	0.172614	0.236336	0.314896	0.276153	0.172614	0.236336	0.314896	0.276153	0.172614	0.236336	0.451046	0.301659	0.075737	0.171558	0.314896	0.276153	0.172614	0.236336	0.314896	0.276153	0.172614	0.236336	0.314896	0.276153	0.172614	0.236336	0.314896	0.276153	0.172614	0.236336	
35000	11.688050	5	0.438789	0.316115	0.064816	0.180279	0.262725	0.248777	0.183697	0.304801	0.438789	0.316115	0.064816	0.180279	0.262725	0.248777	0.183697	0.304801	0.322438	0.304904	0.149357	0.223301	0.262725	0.248777	0.183697	0.304801	0.438789	0.316115	0.064816	0.180279	0.482169	0.158372	0.152028	0.207432	0.322438	0.304904	0.149357	0.223301	0.322438	0.304904	0.149357	0.223301	0.205048	0.108804	0.420398	0.265750	
36000	11.688050	3	0.438789	0.316115	0.064816	0.180279	0.301902	0.284767	0.151740	0.261591	0.438789	0.316115	0.064816	0.180279	0.301902	0.284767	0.151740	0.261591	0.301902	0.284767	0.151740	0.261591	0.301902	0.284767	0.151740	0.261591	0.438789	0.316115	0.064816	0.180279	0.301902	0.284767	0.151740	0.261591	0.301902	0.284767	0.151740	0.261591	0.301902	0.284767	0.151740	0.261591	0.335227	0.211588	0.224661	0.228524	
37000	11.688050	3	0.424087	0.290292	0.088677	0.196944	0.307825	0.298292	0.153691	0.240191	0.424087	0.290292	0.088677	0.196944	0.307825	0.298292	0.153691	0.240191	0.307825	0.298292	0.153691	0.240191	0.307825	0.298292	0.153691	0.240191	0.424087	0.290292	0.088677	0.196944	0.360945	0.246177	0.200183	0.192696	0.307825	0.298292	0.153691	0.240191	0.307825	0.298292	0.153691	0.240191	0.360945	0.246177	0.200183	0.192696	
38000	11.688050	3	0.415083	0.343558	0.061763	0.179596	0.298858	0.299370	0.157194	0.244579	0.415083	0.343558	0.061763	0.179596	0.298858	0.299370	0.157194	0.244579	0.298858	0.299370	0.157194	0.244579	0.298858	0.299370	0.157194	0.244579	0.415083	0.343558	0.061763	0.179596	0.298858	0.299370	0.157194	0.244579	0.298858	0.299370	0.157194	0.244579	0.298858	0.299370	0.157194	0.244579	0.250500	0.094134	0.322482	0.332883	
39000	11.688050	4	0.377954	0.323403	0.088336	0.210307	0.311867	0.312249	0.171926	0.203958	0.466702	0.297953	0.070688	0.164657	0.290053	0.245069	0.156709	0.308169	0.311867	0.312249	0.171926	0.203958	0.290053	0.245069	0.156709	0.308169	0.466702	0.297953	0.070688	0.164657	0.377954	0.323403	0.088336	0.210307	0.311867	0.312249	0.171926	0.203958	0.290053	0.245069	0.156709	0.308169	0.290053	0.245069	0.156709	0.308169	
40000	11.688050	5	0.482279	0.268389	0.079510	0.169822	0.231470	0.280820	0.193626	0.294084	0.482279	0.268389	0.079510	0.169822	0.301913	0.252299	0.177616	0.268172	0.386288	0.281398	0.143070	0.189243	0.185706	0.411421	0.139850	0.263023	0.482279	0.268389	0.079510	0.169822	0.386288	0.281398	0.143070	0.189243	0.386288	0.281398	0.143070	0.189243	0.301913	0.252299	0.177616	0.268172	0.301913	0.252299	0.177616	0.268172	
41000	11.688050	5	0.489032	0.274502	0.071812	0.164654	0.267839	0.261907	0.178496	0.291758	0.489032	0.274502	0.071812	0.164654	0.267839	0.261907	0.178496	0.291758	0.347749	0.287240	0.128775	0.236236	0.327784	0.263102	0.067017	0.342098	0.489032	0.274502	0.071812	0.164654	0.347749	0.287240	0.128775	0.236236	0.347749	0.287240	0.128775	0.236236	0.347749	0.287240	0.128775	0.236236	0.456843	0.062123	0.255588	0.225446	
42000	11.688050	4	0.475412	0.286358	0.071310	0.166920	0.277060	0.245381	0.159263	0.318297	0.475412	0.286358	0.071310	0.166920	0.277060	0.245381	0.159263	0.318297	0.326549	0.291392	0.133066	0.248994	0.326549	0.291392	0.133066	0.248994	0.475412	0.286358	0.071310	0.166920	0.326549	0.291392	0.133066	0.248994	0.355359	0.297642	0.110775	0.236224	0.355359	0.297642	0.110775	0.236224	0.277060	0.245381	0.159263	0.318297	
43000	11.688050	4	0.420407	0.269575	0.082368	0.227650	0.289204	0.341785	0.156112	0.212899	0.470820	0.301343	0.067920	0.159917	0.289204	0.341785	0.156112	0.212899	0.289204	0.341785	0.156112	0.212899	0.308311	0.338097	0.102280	0.251312	0.470820	0.301343	0.067920	0.159917	0.420407	0.269575	0.082368	0.227650	0.289204	0.341785	0.156112	0.212899	0.308311	0.338097	0.102280	0.251312	0.308311	0.338097	0.102280	0.251312	
44000	11.688050	4	0.456513	0.296723	0.066455	0.180309	0.326448	0.318132	0.136734	0.218686	0.456513	0.296723	0.066455	0.180309	0.326448	0.318132	0.136734	0.218686	0.326448	0.318132	0.136734	0.218686	0.107699	0.505460	0.080452	0.306389	0.456513	0.296723	0.066455	0.180309	0.326448	0.318132	0.136734	0.218686	0.326448	0.318132	0.136734	0.218686	0.326448	0.318132	0.136734	0.218686	0.313654	0.145776	0.422626	0.117944	
45000	11.688050	3	0.456513	0.296723	0.066455	0.180309	0.337822	0.314274	0.145206	0.202699	0.456513	0.296723	0.066455	0.180309	0.279925	0.300838	0.127664	0.291573	0.337822	0.314274	0.145206	0.202699	0.279925	0.300838	0.127664	0.291573	0.456513	0.296723	0.066455	0.180309	0.337822	0.314274	0.145206	0.202699	0.337822	0.314274	0.145206	0.202699	0.279925	0.300838	0.127664	0.291573	0.337822	0.314274	0.145206	0.202699	
46000	11.688050	3	0.457472	0.287609	0.077301	0.177618	0.327612	0.283984	0.193012	0.195392	0.457472	0.287609	0.077301	0.177618	0.327612	0.283984	0.193012	0.195392	0.327612	0.283984	0.193012	0.195392	0.401773	0.270777	0.121110	0.206340	0.457472	0.287609	0.077301	0.177618	0.401773	0.270777	0.121110	0.206340	0.401773	0.270777	0.121110	0.206340	0.401773	0.270777	0.121110	0.206340	0.327612	0.283984	0.193012	0.195392	
47000	11.688050	3	0.470136	0.297944	0.068649	0.163271	0.319231	0.242098	0.148144	0.290527	0.470136	0.297944	0.068649	0.163271	0.319231	0.242098	0.148144	0.290527	0.347738	0.298548	0.146371	0.207343	0.319231	0.242098	0.148144	0.290527	0.470136	0.297944	0.068649	0.163271	0.319231	0.242098	0.148144	0.290527	0.347738	0.298548	0.146371	0.207343	0.347738	0.298548	0.146371	0.207343	0.347738	0.298548	0.146371	0.207343	
48000	11.688050	4	0.429765	0.270768	0.103230	0.196236	0.265456	0.237387	0.150338	0.346820	0.470136	0.297944	0.068649	0.163271	0.334791	0.236357	0.173187	0.255666	0.334791	0.236357	0.173187	0.255666	0.265456	0.237387	0.150338	0.346820	0.470136	0.297944	0.068649	0.163271	0.334791	0.236357	0.173187	0.255666	0.429765	0.270768	0.103230	0.196236	0.334791	0.236357	0.173187	0.255666	0.334791	0.236357	0.173187	0.255666	
49000	11.688050	3	0.370276	0.282452	0.118993	0.228279	0.270290	0.278895	0.194757	0.256058	0.431801	0.302018	0.082175	0.184006	0.270290	0.278895	0.194757	0.256058	0.270290	0.278895	0.194757	0.256058	0.270290	0.278895	0.194757	0.256058	0.431801	0.302018	0.082175	0.184006	0.270290	0.278895	0.194757	0.256058	0.370276	0.282452	0.118993	0.228279	0.370276	0.282452	0.118993	0.228279	0.270290	0.278895	0.194757	0.256058	
50000	11.688050	2	0.426827	0.303129	0.078094	0.191949	0.248536	0.300512	0.177987	0.272965	0.426827	0.303129	0.078094	0.191949	0.248536	0.300512	0.177987	0.272965	0.248536	0.300512	0.177987	0.272965	0.248536	0.300512	0.177987	0.272965	0.426827	0.303129	0.078094	0.191949	0.426827	0.303129	0.078094	0.191949	0.426827	0.303129	0.078094	0.191949	0.248536	0.300512	0.177987	0.272965	0.426827	0.303129	0.078094	0.191949	
51000	11.688050	4	0.426827	0.303129	0.078094	0.191949	0.323323	0.254922	0.152845	0.268910	0.426827	0.303129	0.078094	0.191949	0.323323	0.254922	0.152845	0.268910	0.254188	0.332065	0.162855	0.250892	0.254188	0.332065	0.162855	0.250892	0.426827	0.303129	0.078094	0.191949	0.323323	0.254922	0.152845	0.268910	0.426827	0.303129	0.078094	0.191949	0.323323	0.254922	0.152845	0.268910	0.466461	0.023329	0.374209	0.136001	
52000	11.688050	2	0.430490	0.306235	0.075930	0.187345	0.298978	0.269531	0.155423	0.276069	0.430490	0.306235	0.075930	0.187345	0.298978	0.269531	0.155423	0.276069	0.298978	0.269531	0.155423	0.276069	0.298978	0.269531	0.155423	0.276069	0.430490	0.306235	0.075930	0.187345	0.298978	0.269531	0.155423	0.276069	0.430490	0.306235	0.075930	0.187345	0.298978	0.269531	0.155423	0.276069	0.298978	0.269531	0.155423	0.276069	
53000	11.688050	4	0.454753	0.259474	0.092244	0.193529	0.145445	0.349222	0.152524	0.352809	0.454753	0.259474	0.092244	0.193529	0.286442	0.276659	0.158187	0.278712	0.286442	0.276659	0.158187	0.278712	0.145445	0.349222	0.152524	0.352809	0.454753	0.259474	0.092244	0.193529	0.286442	0.276659	0.158187	0.278712	0.454753	0.259474	0.092244	0.193529	0.286442	0.276659	0.158187	0.278712	0.338639	0.249228	0.285061	0.127072	
54000	11.688050	3	0.454831	0.296686	0.076393	0.172089	0.287103	0.258794	0.167693	0.286410	0.454831	0.296686	0.076393	0.172089	0.287103	0.258794	0.167693	0.286410	0.287103	0.258794	0.167693	0.286410	0.287103	0.258794	0.167693	0.286410	0.454831	0.296686	0.076393	0.172089	0.394517	0.263586	0.096017	0.245880	0.394517	0.263586	0.096017	0.245880	0.394517	0.263586	0.096017	0.245880	0.394517	0.263586	0.096017	0.245880	
55000	11.688050	2	0.398313	0.301900	0.077380	0.222407	0.276397	0.278530	0.158945	0.286128	0.398313	0.301900	0.077380	0.222407	0.276397	0.278530	0.158945	0.286128	0.276397	0.278530	0.158945	0.286128	0.276397	0.278530	0.158945	0.286128	0.398313	0.301900	0.077380	0.222407	0.276397	0.278530	0.158945	0.286128	0.398313	0.301900	0.077380	0.222407	0.276397	0.278530	0.158945	0.286128	0.276397	0.278530	0.158945	0.286128	
56000	11.688050	3	0.459098	0.292716	0.080842	0.167344	0.205143	0.297832	0.221635	0.275390	0.459098	0.292716	0.080842	0.167344	0.302558	0.283895	0.150952	0.262595	0.302558	0.283895	0.150952	0.262595	0.205143	0.297832	0.221635	0.275390	0.459098	0.292716	0.080842	0.167344	0.302558	0.283895	0.150952	0.262595	0.459098	0.292716	0.080842	0.167344	0.302558	0.283895	0.150952	0.262595	0.302558	0.283895	0.150952	0.262595	
57000	11.688050	5	0.459098	0.292716	0.080842	0.167344	0.276063	0.277730	0.203705	0.242502	0.459098	0.292716	0.080842	0.167344	0.276063	0.277730	0.203705	0.242502	0.276063	0.277730	0.203705	0.242502	0.261975	0.376826	0.079380	0.281819	0.459098	0.292716	0.080842	0.167344	0.345380	0.354745	0.081052	0.218823	0.345380	0.354745	0.081052	0.218823	0.345380	0.354745	0.081052	0.218823	0.371124	0.145302	0.234995	0.248579	
