Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
11000	48.111915	3	0.443405	0.279773	0.121953	0.154869	0.272636	0.283656	0.195607	0.248101	0.443405	0.279773	0.121953	0.154869	0.272636	0.283656	0.195607	0.248101	0.443405	0.279773	0.121953	0.154869	0.272636	0.283656	0.195607	0.248101	0.443405	0.279773	0.121953	0.154869	0.272636	0.283656	0.195607	0.248101	0.443405	0.279773	0.121953	0.154869	0.272636	0.283656	0.195607	0.248101	0.280748	0.134362	0.374762	0.210128	
12000	48.111915	3	0.414233	0.309507	0.092483	0.183777	0.271274	0.277204	0.176815	0.274708	0.414233	0.309507	0.092483	0.183777	0.271274	0.277204	0.176815	0.274708	0.312946	0.345351	0.139295	0.202408	0.271274	0.277204	0.176815	0.274708	0.414233	0.309507	0.092483	0.183777	0.271274	0.277204	0.176815	0.274708	0.414233	0.309507	0.092483	0.183777	0.271274	0.277204	0.176815	0.274708	0.312946	0.345351	0.139295	0.202408	
13000	48.111915	6	0.369836	0.299245	0.129008	0.201911	0.245237	0.288875	0.162092	0.303796	0.441393	0.293001	0.096878	0.168728	0.245237	0.288875	0.162092	0.303796	0.369836	0.299245	0.129008	0.201911	0.245237	0.288875	0.162092	0.303796	0.484009	0.324026	0.054132	0.137833	0.324889	0.293059	0.144836	0.237216	0.369836	0.299245	0.129008	0.201911	0.245237	0.288875	0.162092	0.303796	0.471301	0.121383	0.280188	0.127128	
14000	48.111915	3	0.419019	0.313455	0.082442	0.185084	0.297443	0.267059	0.140349	0.295149	0.419019	0.313455	0.082442	0.185084	0.297443	0.267059	0.140349	0.295149	0.419019	0.313455	0.082442	0.185084	0.297443	0.267059	0.140349	0.295149	0.419019	0.313455	0.082442	0.185084	0.297443	0.267059	0.140349	0.295149	0.419019	0.313455	0.082442	0.185084	0.297443	0.267059	0.140349	0.295149	0.235886	0.276238	0.462560	0.025316	
15000	48.111915	4	0.379492	0.338329	0.087557	0.194622	0.317856	0.286046	0.159869	0.236229	0.379492	0.338329	0.087557	0.194622	0.317856	0.286046	0.159869	0.236229	0.379492	0.338329	0.087557	0.194622	0.045124	0.312985	0.145740	0.496152	0.379492	0.338329	0.087557	0.194622	0.317856	0.286046	0.159869	0.236229	0.379492	0.338329	0.087557	0.194622	0.317856	0.286046	0.159869	0.236229	0.097962	0.238454	0.259449	0.404135	
16000	48.111915	4	0.364993	0.334568	0.094441	0.205999	0.228846	0.311090	0.169132	0.290931	0.364993	0.334568	0.094441	0.205999	0.228846	0.311090	0.169132	0.290931	0.366436	0.314614	0.122471	0.196479	0.228846	0.311090	0.169132	0.290931	0.364993	0.334568	0.094441	0.205999	0.366436	0.314614	0.122471	0.196479	0.364993	0.334568	0.094441	0.205999	0.364993	0.334568	0.094441	0.205999	0.232489	0.350027	0.292212	0.125272	
17000	48.111915	2	0.399184	0.317415	0.093323	0.190078	0.254612	0.273283	0.163524	0.308581	0.399184	0.317415	0.093323	0.190078	0.254612	0.273283	0.163524	0.308581	0.399184	0.317415	0.093323	0.190078	0.254612	0.273283	0.163524	0.308581	0.399184	0.317415	0.093323	0.190078	0.399184	0.317415	0.093323	0.190078	0.399184	0.317415	0.093323	0.190078	0.254612	0.273283	0.163524	0.308581	0.399184	0.317415	0.093323	0.190078	
18000	48.111915	3	0.424427	0.284942	0.109559	0.181072	0.277337	0.274065	0.183126	0.265471	0.424427	0.284942	0.109559	0.181072	0.277337	0.274065	0.183126	0.265471	0.347861	0.377664	0.121968	0.152508	0.277337	0.274065	0.183126	0.265471	0.424427	0.284942	0.109559	0.181072	0.277337	0.274065	0.183126	0.265471	0.424427	0.284942	0.109559	0.181072	0.277337	0.274065	0.183126	0.265471	0.347861	0.377664	0.121968	0.152508	
19000	48.111915	5	0.413392	0.298335	0.107995	0.180278	0.266682	0.291040	0.145796	0.296482	0.413392	0.298335	0.107995	0.180278	0.266682	0.291040	0.145796	0.296482	0.356921	0.351823	0.096781	0.194475	0.266682	0.291040	0.145796	0.296482	0.416204	0.288857	0.073141	0.221797	0.416204	0.288857	0.073141	0.221797	0.356921	0.351823	0.096781	0.194475	0.266682	0.291040	0.145796	0.296482	0.322090	0.186426	0.194201	0.297283	
20000	48.111915	5	0.451014	0.278788	0.101441	0.168757	0.324260	0.173466	0.242783	0.259491	0.451014	0.278788	0.101441	0.168757	0.324260	0.173466	0.242783	0.259491	0.252218	0.357532	0.145869	0.244382	0.252218	0.357532	0.145869	0.244382	0.451014	0.278788	0.101441	0.168757	0.336288	0.267346	0.118264	0.278103	0.336288	0.267346	0.118264	0.278103	0.336288	0.267346	0.118264	0.278103	0.367452	0.118237	0.146825	0.367486	
21000	48.111915	3	0.433381	0.285748	0.115037	0.165834	0.260852	0.280884	0.203856	0.254408	0.433381	0.285748	0.115037	0.165834	0.260852	0.280884	0.203856	0.254408	0.433381	0.285748	0.115037	0.165834	0.260852	0.280884	0.203856	0.254408	0.433381	0.285748	0.115037	0.165834	0.433381	0.285748	0.115037	0.165834	0.433381	0.285748	0.115037	0.165834	0.260852	0.280884	0.203856	0.254408	0.340938	0.326153	0.177607	0.155303	
22000	48.111915	4	0.450712	0.287821	0.091442	0.170025	0.294798	0.259533	0.163801	0.281868	0.450712	0.287821	0.091442	0.170025	0.294798	0.259533	0.163801	0.281868	0.347017	0.341781	0.118524	0.192678	0.294798	0.259533	0.163801	0.281868	0.450712	0.287821	0.091442	0.170025	0.294798	0.259533	0.163801	0.281868	0.347017	0.341781	0.118524	0.192678	0.294798	0.259533	0.163801	0.281868	0.188047	0.520773	0.222587	0.068593	
23000	48.111915	3	0.464507	0.280633	0.090198	0.164662	0.273064	0.288577	0.183378	0.254981	0.464507	0.280633	0.090198	0.164662	0.273064	0.288577	0.183378	0.254981	0.351639	0.329924	0.144172	0.174265	0.273064	0.288577	0.183378	0.254981	0.464507	0.280633	0.090198	0.164662	0.273064	0.288577	0.183378	0.254981	0.351639	0.329924	0.144172	0.174265	0.273064	0.288577	0.183378	0.254981	0.273064	0.288577	0.183378	0.254981	
24000	48.111915	2	0.452305	0.293086	0.087243	0.167366	0.344486	0.256314	0.169128	0.230072	0.452305	0.293086	0.087243	0.167366	0.344486	0.256314	0.169128	0.230072	0.344486	0.256314	0.169128	0.230072	0.344486	0.256314	0.169128	0.230072	0.452305	0.293086	0.087243	0.167366	0.344486	0.256314	0.169128	0.230072	0.452305	0.293086	0.087243	0.167366	0.344486	0.256314	0.169128	0.230072	0.344486	0.256314	0.169128	0.230072	
25000	48.111915	4	0.452305	0.293086	0.087243	0.167366	0.351547	0.217010	0.220044	0.211399	0.452305	0.293086	0.087243	0.167366	0.351547	0.217010	0.220044	0.211399	0.349954	0.265748	0.111767	0.272531	0.349954	0.265748	0.111767	0.272531	0.452305	0.293086	0.087243	0.167366	0.349954	0.265748	0.111767	0.272531	0.349954	0.265748	0.111767	0.272531	0.349954	0.265748	0.111767	0.272531	0.387651	0.114637	0.347047	0.150664	
26000	48.111915	3	0.393783	0.312057	0.096372	0.197788	0.286476	0.290738	0.178536	0.244250	0.393783	0.312057	0.096372	0.197788	0.286476	0.290738	0.178536	0.244250	0.393783	0.312057	0.096372	0.197788	0.159342	0.342112	0.195217	0.303329	0.393783	0.312057	0.096372	0.197788	0.393783	0.312057	0.096372	0.197788	0.393783	0.312057	0.096372	0.197788	0.393783	0.312057	0.096372	0.197788	0.393783	0.312057	0.096372	0.197788	
27000	48.111915	3	0.414483	0.308937	0.084643	0.191937	0.315265	0.322867	0.119661	0.242207	0.414483	0.308937	0.084643	0.191937	0.315265	0.322867	0.119661	0.242207	0.315265	0.322867	0.119661	0.242207	0.315265	0.322867	0.119661	0.242207	0.414483	0.308937	0.084643	0.191937	0.315265	0.322867	0.119661	0.242207	0.414483	0.308937	0.084643	0.191937	0.315265	0.322867	0.119661	0.242207	0.513854	0.073625	0.255872	0.156649	
28000	48.111915	2	0.393713	0.283085	0.129439	0.193763	0.307168	0.208773	0.193011	0.291048	0.393713	0.283085	0.129439	0.193763	0.307168	0.208773	0.193011	0.291048	0.393713	0.283085	0.129439	0.193763	0.307168	0.208773	0.193011	0.291048	0.393713	0.283085	0.129439	0.193763	0.393713	0.283085	0.129439	0.193763	0.393713	0.283085	0.129439	0.193763	0.393713	0.283085	0.129439	0.193763	0.393713	0.283085	0.129439	0.193763	
29000	48.111915	3	0.429794	0.313342	0.077639	0.179225	0.296442	0.302748	0.137168	0.263643	0.429794	0.313342	0.077639	0.179225	0.296442	0.302748	0.137168	0.263643	0.296442	0.302748	0.137168	0.263643	0.296442	0.302748	0.137168	0.263643	0.429794	0.313342	0.077639	0.179225	0.296442	0.302748	0.137168	0.263643	0.429794	0.313342	0.077639	0.179225	0.296442	0.302748	0.137168	0.263643	0.251033	0.247182	0.364171	0.137614	
30000	48.111915	3	0.393031	0.304605	0.108902	0.193461	0.216717	0.305439	0.174169	0.303675	0.393031	0.304605	0.108902	0.193461	0.216717	0.305439	0.174169	0.303675	0.393031	0.304605	0.108902	0.193461	0.216717	0.305439	0.174169	0.303675	0.393031	0.304605	0.108902	0.193461	0.393031	0.304605	0.108902	0.193461	0.393031	0.304605	0.108902	0.193461	0.393031	0.304605	0.108902	0.193461	0.200198	0.394756	0.304856	0.100190	
31000	48.111915	3	0.419928	0.313117	0.089793	0.177162	0.294145	0.237400	0.166450	0.302005	0.419928	0.313117	0.089793	0.177162	0.294145	0.237400	0.166450	0.302005	0.419928	0.313117	0.089793	0.177162	0.294145	0.237400	0.166450	0.302005	0.419928	0.313117	0.089793	0.177162	0.294145	0.237400	0.166450	0.302005	0.419928	0.313117	0.089793	0.177162	0.294145	0.237400	0.166450	0.302005	0.149680	0.196197	0.495417	0.158706	
32000	48.111915	3	0.426499	0.316196	0.084198	0.173106	0.139646	0.357431	0.224730	0.278193	0.426499	0.316196	0.084198	0.173106	0.365302	0.234655	0.151915	0.248128	0.426499	0.316196	0.084198	0.173106	0.139646	0.357431	0.224730	0.278193	0.426499	0.316196	0.084198	0.173106	0.365302	0.234655	0.151915	0.248128	0.426499	0.316196	0.084198	0.173106	0.365302	0.234655	0.151915	0.248128	0.365302	0.234655	0.151915	0.248128	
33000	48.111915	2	0.372552	0.288148	0.090322	0.248978	0.345411	0.293666	0.135608	0.225314	0.372552	0.288148	0.090322	0.248978	0.345411	0.293666	0.135608	0.225314	0.345411	0.293666	0.135608	0.225314	0.345411	0.293666	0.135608	0.225314	0.372552	0.288148	0.090322	0.248978	0.345411	0.293666	0.135608	0.225314	0.372552	0.288148	0.090322	0.248978	0.372552	0.288148	0.090322	0.248978	0.345411	0.293666	0.135608	0.225314	
34000	48.111915	3	0.452958	0.292281	0.086858	0.167902	0.250454	0.269775	0.176273	0.303498	0.452958	0.292281	0.086858	0.167902	0.250454	0.269775	0.176273	0.303498	0.286767	0.324239	0.132322	0.256672	0.286767	0.324239	0.132322	0.256672	0.452958	0.292281	0.086858	0.167902	0.286767	0.324239	0.132322	0.256672	0.286767	0.324239	0.132322	0.256672	0.286767	0.324239	0.132322	0.256672	0.286767	0.324239	0.132322	0.256672	
35000	48.111915	3	0.407706	0.276437	0.132732	0.183126	0.274964	0.234865	0.185194	0.304977	0.439631	0.264901	0.082327	0.213141	0.274964	0.234865	0.185194	0.304977	0.407706	0.276437	0.132732	0.183126	0.274964	0.234865	0.185194	0.304977	0.439631	0.264901	0.082327	0.213141	0.439631	0.264901	0.082327	0.213141	0.439631	0.264901	0.082327	0.213141	0.274964	0.234865	0.185194	0.304977	0.407706	0.276437	0.132732	0.183126	
36000	48.111915	4	0.463412	0.291804	0.077424	0.167359	0.274669	0.235282	0.206873	0.283176	0.463412	0.291804	0.077424	0.167359	0.274669	0.235282	0.206873	0.283176	0.359389	0.259898	0.152048	0.228664	0.274669	0.235282	0.206873	0.283176	0.463412	0.291804	0.077424	0.167359	0.359389	0.259898	0.152048	0.228664	0.359389	0.259898	0.152048	0.228664	0.359389	0.259898	0.152048	0.228664	0.367887	0.257140	0.164591	0.210382	
37000	48.111915	4	0.449679	0.285462	0.096320	0.168539	0.304209	0.300286	0.177724	0.217780	0.449679	0.285462	0.096320	0.168539	0.304209	0.300286	0.177724	0.217780	0.304209	0.300286	0.177724	0.217780	0.224842	0.364724	0.079055	0.331379	0.449679	0.285462	0.096320	0.168539	0.449679	0.285462	0.096320	0.168539	0.449679	0.285462	0.096320	0.168539	0.304209	0.300286	0.177724	0.217780	0.345441	0.172271	0.374848	0.107440	
38000	48.111915	4	0.411386	0.270660	0.116959	0.200995	0.280048	0.242346	0.161948	0.315658	0.461268	0.278496	0.089538	0.170698	0.280048	0.242346	0.161948	0.315658	0.281825	0.323879	0.123651	0.270646	0.281825	0.323879	0.123651	0.270646	0.461268	0.278496	0.089538	0.170698	0.411386	0.270660	0.116959	0.200995	0.411386	0.270660	0.116959	0.200995	0.281825	0.323879	0.123651	0.270646	0.411386	0.270660	0.116959	0.200995	
39000	48.111915	3	0.357056	0.288800	0.128777	0.225366	0.271706	0.268007	0.206763	0.253524	0.445421	0.304677	0.084501	0.165401	0.271706	0.268007	0.206763	0.253524	0.357056	0.288800	0.128777	0.225366	0.271706	0.268007	0.206763	0.253524	0.445421	0.304677	0.084501	0.165401	0.357056	0.288800	0.128777	0.225366	0.357056	0.288800	0.128777	0.225366	0.357056	0.288800	0.128777	0.225366	0.271706	0.268007	0.206763	0.253524	
40000	48.111915	6	0.386085	0.333682	0.093327	0.186906	0.227993	0.325601	0.196838	0.249568	0.386085	0.333682	0.093327	0.186906	0.283548	0.272507	0.179898	0.264047	0.386085	0.333682	0.093327	0.186906	0.227993	0.325601	0.196838	0.249568	0.419386	0.326146	0.090677	0.163790	0.283548	0.272507	0.179898	0.264047	0.386085	0.333682	0.093327	0.186906	0.317820	0.309114	0.079359	0.293707	0.347239	0.347763	0.118953	0.186045	
41000	48.111915	4	0.425633	0.297389	0.084145	0.192832	0.156229	0.346767	0.181740	0.315265	0.425633	0.297389	0.084145	0.192832	0.351567	0.248556	0.158634	0.241243	0.425633	0.297389	0.084145	0.192832	0.156229	0.346767	0.181740	0.315265	0.425633	0.297389	0.084145	0.192832	0.351567	0.248556	0.158634	0.241243	0.425633	0.297389	0.084145	0.192832	0.351567	0.248556	0.158634	0.241243	0.326678	0.154186	0.229059	0.290077	
42000	48.111915	4	0.466020	0.285623	0.091175	0.157182	0.290295	0.276793	0.190293	0.242618	0.466020	0.285623	0.091175	0.157182	0.290295	0.276793	0.190293	0.242618	0.297021	0.327305	0.142477	0.233198	0.297021	0.327305	0.142477	0.233198	0.466020	0.285623	0.091175	0.157182	0.290295	0.276793	0.190293	0.242618	0.297021	0.327305	0.142477	0.233198	0.290295	0.276793	0.190293	0.242618	0.288326	0.071704	0.347881	0.292088	
43000	48.111915	2	0.416121	0.295574	0.124876	0.163429	0.269728	0.270438	0.227009	0.232825	0.416121	0.295574	0.124876	0.163429	0.269728	0.270438	0.227009	0.232825	0.416121	0.295574	0.124876	0.163429	0.269728	0.270438	0.227009	0.232825	0.416121	0.295574	0.124876	0.163429	0.416121	0.295574	0.124876	0.163429	0.416121	0.295574	0.124876	0.163429	0.269728	0.270438	0.227009	0.232825	0.269728	0.270438	0.227009	0.232825	
44000	48.111915	3	0.419560	0.310030	0.091914	0.178496	0.276838	0.256018	0.175971	0.291173	0.419560	0.310030	0.091914	0.178496	0.276838	0.256018	0.175971	0.291173	0.318384	0.318683	0.135703	0.227230	0.318384	0.318683	0.135703	0.227230	0.419560	0.310030	0.091914	0.178496	0.419560	0.310030	0.091914	0.178496	0.318384	0.318683	0.135703	0.227230	0.318384	0.318683	0.135703	0.227230	0.276838	0.256018	0.175971	0.291173	
45000	48.111915	3	0.421679	0.298002	0.107751	0.172568	0.192455	0.355235	0.153174	0.299136	0.421679	0.298002	0.107751	0.172568	0.332480	0.271493	0.157381	0.238646	0.421679	0.298002	0.107751	0.172568	0.192455	0.355235	0.153174	0.299136	0.421679	0.298002	0.107751	0.172568	0.332480	0.271493	0.157381	0.238646	0.421679	0.298002	0.107751	0.172568	0.332480	0.271493	0.157381	0.238646	0.332480	0.271493	0.157381	0.238646	
46000	48.111915	4	0.416618	0.282746	0.103576	0.197061	0.343794	0.219128	0.191300	0.245778	0.416618	0.282746	0.103576	0.197061	0.343794	0.219128	0.191300	0.245778	0.416618	0.282746	0.103576	0.197061	0.147710	0.502281	0.067864	0.282144	0.416618	0.282746	0.103576	0.197061	0.343794	0.219128	0.191300	0.245778	0.416618	0.282746	0.103576	0.197061	0.343794	0.219128	0.191300	0.245778	0.331620	0.210596	0.250674	0.207110	
47000	48.111915	5	0.398958	0.269459	0.124709	0.206874	0.280984	0.269711	0.210799	0.238505	0.453764	0.275572	0.097473	0.173191	0.280984	0.269711	0.210799	0.238505	0.398958	0.269459	0.124709	0.206874	0.280984	0.269711	0.210799	0.238505	0.453764	0.275572	0.097473	0.173191	0.323042	0.251518	0.134948	0.290492	0.398958	0.269459	0.124709	0.206874	0.323042	0.251518	0.134948	0.290492	0.545518	0.048844	0.364273	0.041365	
48000	48.111915	4	0.453764	0.275572	0.097473	0.173191	0.213239	0.265263	0.225727	0.295771	0.453764	0.275572	0.097473	0.173191	0.213239	0.265263	0.225727	0.295771	0.331725	0.307815	0.140260	0.220200	0.154659	0.372995	0.105632	0.366714	0.453764	0.275572	0.097473	0.173191	0.331725	0.307815	0.140260	0.220200	0.453764	0.275572	0.097473	0.173191	0.331725	0.307815	0.140260	0.220200	0.213239	0.265263	0.225727	0.295771	
49000	48.111915	4	0.380024	0.277739	0.121253	0.220985	0.260784	0.271243	0.222330	0.245643	0.414193	0.329013	0.087584	0.169210	0.260784	0.271243	0.222330	0.245643	0.380024	0.277739	0.121253	0.220985	0.260784	0.271243	0.222330	0.245643	0.414193	0.329013	0.087584	0.169210	0.380024	0.277739	0.121253	0.220985	0.380024	0.277739	0.121253	0.220985	0.380024	0.277739	0.121253	0.220985	0.200415	0.303238	0.405040	0.091308	
50000	48.111915	4	0.418577	0.281324	0.114746	0.185353	0.209717	0.317826	0.225498	0.246959	0.418577	0.281324	0.114746	0.185353	0.327550	0.295966	0.157988	0.218495	0.327550	0.295966	0.157988	0.218495	0.209717	0.317826	0.225498	0.246959	0.418577	0.281324	0.114746	0.185353	0.327550	0.295966	0.157988	0.218495	0.418577	0.281324	0.114746	0.185353	0.327550	0.295966	0.157988	0.218495	0.372006	0.159285	0.354377	0.114331	
51000	48.111915	3	0.442087	0.278049	0.110940	0.168924	0.303003	0.247519	0.153601	0.295877	0.442087	0.278049	0.110940	0.168924	0.303003	0.247519	0.153601	0.295877	0.380250	0.282289	0.136799	0.200663	0.303003	0.247519	0.153601	0.295877	0.442087	0.278049	0.110940	0.168924	0.380250	0.282289	0.136799	0.200663	0.442087	0.278049	0.110940	0.168924	0.303003	0.247519	0.153601	0.295877	0.442087	0.278049	0.110940	0.168924	
52000	48.111915	3	0.436793	0.296508	0.093492	0.173208	0.272895	0.290056	0.169648	0.267401	0.436793	0.296508	0.093492	0.173208	0.272895	0.290056	0.169648	0.267401	0.436793	0.296508	0.093492	0.173208	0.272895	0.290056	0.169648	0.267401	0.436793	0.296508	0.093492	0.173208	0.272895	0.290056	0.169648	0.267401	0.436793	0.296508	0.093492	0.173208	0.272895	0.290056	0.169648	0.267401	0.437464	0.155585	0.287394	0.119557	
53000	48.111915	3	0.399695	0.326277	0.098178	0.175850	0.215421	0.290885	0.278189	0.215505	0.399695	0.326277	0.098178	0.175850	0.215421	0.290885	0.278189	0.215505	0.399695	0.326277	0.098178	0.175850	0.196181	0.347993	0.175781	0.280045	0.399695	0.326277	0.098178	0.175850	0.399695	0.326277	0.098178	0.175850	0.399695	0.326277	0.098178	0.175850	0.196181	0.347993	0.175781	0.280045	0.215421	0.290885	0.278189	0.215505	
54000	48.111915	3	0.423262	0.286717	0.105296	0.184725	0.237516	0.323928	0.196702	0.241853	0.423262	0.286717	0.105296	0.184725	0.237516	0.323928	0.196702	0.241853	0.423262	0.286717	0.105296	0.184725	0.161388	0.242633	0.163263	0.432716	0.423262	0.286717	0.105296	0.184725	0.423262	0.286717	0.105296	0.184725	0.423262	0.286717	0.105296	0.184725	0.237516	0.323928	0.196702	0.241853	0.237516	0.323928	0.196702	0.241853	
55000	48.111915	6	0.465176	0.283817	0.085341	0.165667	0.167850	0.232797	0.256293	0.343061	0.465176	0.283817	0.085341	0.165667	0.297106	0.313613	0.162015	0.227266	0.339151	0.330072	0.124554	0.206223	0.167129	0.328322	0.136468	0.368080	0.465176	0.283817	0.085341	0.165667	0.339151	0.330072	0.124554	0.206223	0.339151	0.330072	0.124554	0.206223	0.339151	0.330072	0.124554	0.206223	0.267596	0.267039	0.306603	0.158762	
56000	48.111915	3	0.425543	0.302341	0.091340	0.180775	0.276584	0.321806	0.170022	0.231588	0.425543	0.302341	0.091340	0.180775	0.276584	0.321806	0.170022	0.231588	0.342279	0.325625	0.105707	0.226389	0.276584	0.321806	0.170022	0.231588	0.425543	0.302341	0.091340	0.180775	0.276584	0.321806	0.170022	0.231588	0.342279	0.325625	0.105707	0.226389	0.342279	0.325625	0.105707	0.226389	0.276584	0.321806	0.170022	0.231588	
57000	48.111915	4	0.412905	0.297790	0.091756	0.197548	0.265602	0.258907	0.161866	0.313624	0.412905	0.297790	0.091756	0.197548	0.262512	0.216925	0.192279	0.328284	0.412905	0.297790	0.091756	0.197548	0.265602	0.258907	0.161866	0.313624	0.412905	0.297790	0.091756	0.197548	0.262512	0.216925	0.192279	0.328284	0.412905	0.297790	0.091756	0.197548	0.265602	0.258907	0.161866	0.313624	0.366309	0.119637	0.159841	0.354212	
