Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
11000	48.111915	4	0.463957	0.277482	0.086513	0.172048	0.279718	0.235668	0.223116	0.261497	0.463957	0.277482	0.086513	0.172048	0.279718	0.235668	0.223116	0.261497	0.332856	0.278907	0.148508	0.239729	0.169747	0.357291	0.220041	0.252921	0.463957	0.277482	0.086513	0.172048	0.332856	0.278907	0.148508	0.239729	0.332856	0.278907	0.148508	0.239729	0.332856	0.278907	0.148508	0.239729	0.332856	0.278907	0.148508	0.239729	
12000	48.111915	2	0.493087	0.267955	0.083596	0.155362	0.306980	0.301107	0.139984	0.251929	0.493087	0.267955	0.083596	0.155362	0.306980	0.301107	0.139984	0.251929	0.306980	0.301107	0.139984	0.251929	0.306980	0.301107	0.139984	0.251929	0.493087	0.267955	0.083596	0.155362	0.306980	0.301107	0.139984	0.251929	0.493087	0.267955	0.083596	0.155362	0.306980	0.301107	0.139984	0.251929	0.306980	0.301107	0.139984	0.251929	
13000	48.111915	3	0.480657	0.291919	0.075334	0.152090	0.278499	0.239498	0.197335	0.284668	0.480657	0.291919	0.075334	0.152090	0.278499	0.239498	0.197335	0.284668	0.329365	0.301934	0.130494	0.238208	0.329365	0.301934	0.130494	0.238208	0.480657	0.291919	0.075334	0.152090	0.329365	0.301934	0.130494	0.238208	0.329365	0.301934	0.130494	0.238208	0.329365	0.301934	0.130494	0.238208	0.278499	0.239498	0.197335	0.284668	
14000	48.111915	5	0.485943	0.284368	0.071476	0.158212	0.222333	0.272677	0.221120	0.283871	0.485943	0.284368	0.071476	0.158212	0.222333	0.272677	0.221120	0.283871	0.376817	0.275203	0.102504	0.245477	0.222333	0.272677	0.221120	0.283871	0.485943	0.284368	0.071476	0.158212	0.376817	0.275203	0.102504	0.245477	0.357685	0.307046	0.137401	0.197868	0.376817	0.275203	0.102504	0.245477	0.287190	0.412695	0.198490	0.101625	
15000	48.111915	3	0.448844	0.286411	0.094194	0.170550	0.304162	0.293456	0.168595	0.233788	0.448844	0.286411	0.094194	0.170550	0.304162	0.293456	0.168595	0.233788	0.304162	0.293456	0.168595	0.233788	0.304162	0.293456	0.168595	0.233788	0.448844	0.286411	0.094194	0.170550	0.448844	0.286411	0.094194	0.170550	0.304162	0.293456	0.168595	0.233788	0.304162	0.293456	0.168595	0.233788	0.205019	0.345345	0.262006	0.187629	
16000	48.111915	4	0.474392	0.279379	0.086478	0.159751	0.296365	0.285028	0.189268	0.229338	0.474392	0.279379	0.086478	0.159751	0.296365	0.285028	0.189268	0.229338	0.296365	0.285028	0.189268	0.229338	0.296365	0.285028	0.189268	0.229338	0.474392	0.279379	0.086478	0.159751	0.404695	0.251328	0.123689	0.220288	0.404695	0.251328	0.123689	0.220288	0.296365	0.285028	0.189268	0.229338	0.420384	0.172006	0.328285	0.079325	
17000	48.111915	5	0.474392	0.279379	0.086478	0.159751	0.239948	0.275552	0.248285	0.236214	0.474392	0.279379	0.086478	0.159751	0.239948	0.275552	0.248285	0.236214	0.289962	0.297262	0.165902	0.246874	0.098986	0.355558	0.161565	0.383891	0.474392	0.279379	0.086478	0.159751	0.407862	0.244996	0.143390	0.203751	0.407862	0.244996	0.143390	0.203751	0.289962	0.297262	0.165902	0.246874	0.239948	0.275552	0.248285	0.236214	
18000	48.111915	5	0.500040	0.261422	0.083407	0.155131	0.255067	0.247693	0.202654	0.294586	0.500040	0.261422	0.083407	0.155131	0.255067	0.247693	0.202654	0.294586	0.301712	0.301196	0.155453	0.241639	0.301712	0.301196	0.155453	0.241639	0.500040	0.261422	0.083407	0.155131	0.369973	0.279616	0.124812	0.225599	0.369973	0.279616	0.124812	0.225599	0.369973	0.279616	0.124812	0.225599	0.455110	0.040516	0.365924	0.138450	
19000	48.111915	3	0.500040	0.261422	0.083407	0.155131	0.273291	0.294392	0.162917	0.269399	0.500040	0.261422	0.083407	0.155131	0.273291	0.294392	0.162917	0.269399	0.322146	0.310549	0.165221	0.202084	0.273291	0.294392	0.162917	0.269399	0.500040	0.261422	0.083407	0.155131	0.322146	0.310549	0.165221	0.202084	0.322146	0.310549	0.165221	0.202084	0.273291	0.294392	0.162917	0.269399	0.322146	0.310549	0.165221	0.202084	
20000	48.111915	3	0.502216	0.262297	0.082507	0.152980	0.314627	0.283930	0.176462	0.224981	0.502216	0.262297	0.082507	0.152980	0.314627	0.283930	0.176462	0.224981	0.314627	0.283930	0.176462	0.224981	0.314627	0.283930	0.176462	0.224981	0.502216	0.262297	0.082507	0.152980	0.424765	0.263736	0.115010	0.196489	0.424765	0.263736	0.115010	0.196489	0.424765	0.263736	0.115010	0.196489	0.314627	0.283930	0.176462	0.224981	
21000	48.111915	4	0.480444	0.259533	0.094486	0.165538	0.294148	0.291093	0.177790	0.236969	0.480444	0.259533	0.094486	0.165538	0.294148	0.291093	0.177790	0.236969	0.294148	0.291093	0.177790	0.236969	0.315474	0.296514	0.152546	0.235465	0.480444	0.259533	0.094486	0.165538	0.315474	0.296514	0.152546	0.235465	0.315474	0.296514	0.152546	0.235465	0.315474	0.296514	0.152546	0.235465	0.300940	0.142267	0.363581	0.193212	
22000	48.111915	4	0.481235	0.249852	0.087063	0.181849	0.294148	0.291093	0.177790	0.236969	0.480444	0.259533	0.094486	0.165538	0.294148	0.291093	0.177790	0.236969	0.294148	0.291093	0.177790	0.236969	0.294148	0.291093	0.177790	0.236969	0.480444	0.259533	0.094486	0.165538	0.377232	0.262502	0.123324	0.236942	0.377232	0.262502	0.123324	0.236942	0.377232	0.262502	0.123324	0.236942	0.377232	0.262502	0.123324	0.236942	
23000	48.111915	3	0.477212	0.277840	0.088346	0.156602	0.282480	0.272589	0.195780	0.249151	0.477212	0.277840	0.088346	0.156602	0.282480	0.272589	0.195780	0.249151	0.282480	0.272589	0.195780	0.249151	0.282480	0.272589	0.195780	0.249151	0.477212	0.277840	0.088346	0.156602	0.398442	0.262748	0.150084	0.188725	0.398442	0.262748	0.150084	0.188725	0.282480	0.272589	0.195780	0.249151	0.282480	0.272589	0.195780	0.249151	
24000	48.111915	6	0.477212	0.277840	0.088346	0.156602	0.266887	0.227540	0.216765	0.288809	0.477212	0.277840	0.088346	0.156602	0.266887	0.227540	0.216765	0.288809	0.310302	0.312010	0.144038	0.233650	0.282219	0.320751	0.115326	0.281705	0.477212	0.277840	0.088346	0.156602	0.400499	0.318510	0.093534	0.187457	0.400499	0.318510	0.093534	0.187457	0.282219	0.320751	0.115326	0.281705	0.330940	0.131431	0.440783	0.096845	
25000	48.111915	3	0.499219	0.257791	0.088824	0.154166	0.272440	0.221169	0.198978	0.307413	0.499219	0.257791	0.088824	0.154166	0.272440	0.221169	0.198978	0.307413	0.378887	0.273270	0.135420	0.212423	0.272440	0.221169	0.198978	0.307413	0.499219	0.257791	0.088824	0.154166	0.378887	0.273270	0.135420	0.212423	0.378887	0.273270	0.135420	0.212423	0.378887	0.273270	0.135420	0.212423	0.378887	0.273270	0.135420	0.212423	
26000	48.111915	2	0.491315	0.278013	0.087315	0.143358	0.308612	0.266675	0.188547	0.236166	0.491315	0.278013	0.087315	0.143358	0.308612	0.266675	0.188547	0.236166	0.308612	0.266675	0.188547	0.236166	0.308612	0.266675	0.188547	0.236166	0.491315	0.278013	0.087315	0.143358	0.308612	0.266675	0.188547	0.236166	0.308612	0.266675	0.188547	0.236166	0.308612	0.266675	0.188547	0.236166	0.308612	0.266675	0.188547	0.236166	
27000	48.111915	3	0.490471	0.274680	0.085649	0.149200	0.337936	0.244715	0.196257	0.221092	0.490471	0.274680	0.085649	0.149200	0.337936	0.244715	0.196257	0.221092	0.337936	0.244715	0.196257	0.221092	0.330514	0.306713	0.103861	0.258911	0.490471	0.274680	0.085649	0.149200	0.337936	0.244715	0.196257	0.221092	0.330514	0.306713	0.103861	0.258911	0.330514	0.306713	0.103861	0.258911	0.337936	0.244715	0.196257	0.221092	
28000	48.111915	4	0.496208	0.272190	0.077897	0.153705	0.329474	0.235858	0.198208	0.236460	0.496208	0.272190	0.077897	0.153705	0.329474	0.235858	0.198208	0.236460	0.329474	0.235858	0.198208	0.236460	0.376960	0.255438	0.102688	0.264914	0.496208	0.272190	0.077897	0.153705	0.376960	0.255438	0.102688	0.264914	0.376960	0.255438	0.102688	0.264914	0.376960	0.255438	0.102688	0.264914	0.665448	0.070928	0.188471	0.075153	
29000	48.111915	5	0.473392	0.301292	0.073326	0.151990	0.224235	0.277799	0.233513	0.264453	0.473392	0.301292	0.073326	0.151990	0.346349	0.259687	0.178171	0.215792	0.346349	0.259687	0.178171	0.215792	0.167521	0.473210	0.088157	0.271113	0.473392	0.301292	0.073326	0.151990	0.360021	0.287359	0.105010	0.247610	0.360021	0.287359	0.105010	0.247610	0.360021	0.287359	0.105010	0.247610	0.346349	0.259687	0.178171	0.215792	
30000	48.111915	4	0.444562	0.300040	0.078921	0.176478	0.242576	0.293855	0.178657	0.284912	0.444562	0.300040	0.078921	0.176478	0.242576	0.293855	0.178657	0.284912	0.278084	0.309717	0.199266	0.212932	0.242576	0.293855	0.178657	0.284912	0.444562	0.300040	0.078921	0.176478	0.395410	0.253879	0.101775	0.248936	0.395410	0.253879	0.101775	0.248936	0.395410	0.253879	0.101775	0.248936	0.444562	0.300040	0.078921	0.176478	
31000	48.111915	3	0.485092	0.261294	0.091552	0.162062	0.320995	0.248684	0.157893	0.272428	0.485092	0.261294	0.091552	0.162062	0.320995	0.248684	0.157893	0.272428	0.320995	0.248684	0.157893	0.272428	0.320995	0.248684	0.157893	0.272428	0.485092	0.261294	0.091552	0.162062	0.320995	0.248684	0.157893	0.272428	0.485092	0.261294	0.091552	0.162062	0.320995	0.248684	0.157893	0.272428	0.518454	0.165642	0.249391	0.066513	
32000	48.111915	5	0.464666	0.288416	0.076800	0.170118	0.301976	0.294394	0.169561	0.234070	0.464666	0.288416	0.076800	0.170118	0.301976	0.294394	0.169561	0.234070	0.301976	0.294394	0.169561	0.234070	0.190428	0.315650	0.123041	0.370881	0.464666	0.288416	0.076800	0.170118	0.402592	0.261074	0.109255	0.227079	0.402592	0.261074	0.109255	0.227079	0.402592	0.261074	0.109255	0.227079	0.476662	0.105626	0.279121	0.138591	
33000	48.111915	4	0.402592	0.261074	0.109255	0.227079	0.268668	0.272966	0.181151	0.277215	0.424833	0.321931	0.068761	0.184475	0.268668	0.272966	0.181151	0.277215	0.268668	0.272966	0.181151	0.277215	0.156019	0.370232	0.117963	0.355786	0.424833	0.321931	0.068761	0.184475	0.402592	0.261074	0.109255	0.227079	0.402592	0.261074	0.109255	0.227079	0.402592	0.261074	0.109255	0.227079	0.268668	0.272966	0.181151	0.277215	
34000	48.111915	3	0.444636	0.287584	0.094954	0.172825	0.283665	0.275212	0.176691	0.264432	0.413633	0.284208	0.114101	0.188059	0.283665	0.275212	0.176691	0.264432	0.283665	0.275212	0.176691	0.264432	0.283665	0.275212	0.176691	0.264432	0.444636	0.287584	0.094954	0.172825	0.283665	0.275212	0.176691	0.264432	0.413633	0.284208	0.114101	0.188059	0.283665	0.275212	0.176691	0.264432	0.283665	0.275212	0.176691	0.264432	
35000	48.111915	3	0.412944	0.273370	0.112958	0.200729	0.282818	0.278191	0.184801	0.254190	0.412944	0.273370	0.112958	0.200729	0.282818	0.278191	0.184801	0.254190	0.282818	0.278191	0.184801	0.254190	0.282818	0.278191	0.184801	0.254190	0.412944	0.273370	0.112958	0.200729	0.412944	0.273370	0.112958	0.200729	0.412944	0.273370	0.112958	0.200729	0.412944	0.273370	0.112958	0.200729	0.069261	0.215939	0.550675	0.164124	
36000	48.111915	4	0.384202	0.327790	0.096339	0.191669	0.282286	0.240825	0.196203	0.280687	0.384202	0.327790	0.096339	0.191669	0.282286	0.240825	0.196203	0.280687	0.282286	0.240825	0.196203	0.280687	0.325166	0.293209	0.101178	0.280447	0.384202	0.327790	0.096339	0.191669	0.325166	0.293209	0.101178	0.280447	0.384202	0.327790	0.096339	0.191669	0.325166	0.293209	0.101178	0.280447	0.448598	0.135624	0.329695	0.086083	
37000	48.111915	4	0.472235	0.295156	0.080935	0.151673	0.249476	0.295887	0.172202	0.282435	0.472235	0.295156	0.080935	0.151673	0.249476	0.295887	0.172202	0.282435	0.288080	0.329734	0.140790	0.241396	0.140026	0.313841	0.194002	0.352132	0.472235	0.295156	0.080935	0.151673	0.288080	0.329734	0.140790	0.241396	0.288080	0.329734	0.140790	0.241396	0.288080	0.329734	0.140790	0.241396	0.249476	0.295887	0.172202	0.282435	
38000	48.111915	3	0.464188	0.288675	0.080650	0.166486	0.268655	0.292776	0.160866	0.277703	0.464188	0.288675	0.080650	0.166486	0.268655	0.292776	0.160866	0.277703	0.335755	0.280193	0.144852	0.239200	0.268655	0.292776	0.160866	0.277703	0.464188	0.288675	0.080650	0.166486	0.335755	0.280193	0.144852	0.239200	0.335755	0.280193	0.144852	0.239200	0.335755	0.280193	0.144852	0.239200	0.335755	0.280193	0.144852	0.239200	
39000	48.111915	3	0.421987	0.280868	0.094805	0.202340	0.310910	0.292232	0.136784	0.260073	0.421987	0.280868	0.094805	0.202340	0.310910	0.292232	0.136784	0.260073	0.310910	0.292232	0.136784	0.260073	0.310910	0.292232	0.136784	0.260073	0.421987	0.280868	0.094805	0.202340	0.310910	0.292232	0.136784	0.260073	0.421987	0.280868	0.094805	0.202340	0.310910	0.292232	0.136784	0.260073	0.291828	0.208778	0.418174	0.081220	
40000	48.111915	4	0.444224	0.307253	0.069360	0.179163	0.293544	0.284308	0.142578	0.279571	0.444224	0.307253	0.069360	0.179163	0.293544	0.284308	0.142578	0.279571	0.293544	0.284308	0.142578	0.279571	0.293544	0.284308	0.142578	0.279571	0.444224	0.307253	0.069360	0.179163	0.399789	0.330669	0.113644	0.155899	0.444224	0.307253	0.069360	0.179163	0.293544	0.284308	0.142578	0.279571	0.580401	0.202137	0.117829	0.099633	
41000	48.111915	4	0.444224	0.307253	0.069360	0.179163	0.309046	0.260488	0.171316	0.259149	0.444224	0.307253	0.069360	0.179163	0.289194	0.314203	0.123894	0.272709	0.289194	0.314203	0.123894	0.272709	0.289194	0.314203	0.123894	0.272709	0.444224	0.307253	0.069360	0.179163	0.289194	0.314203	0.123894	0.272709	0.444224	0.307253	0.069360	0.179163	0.289194	0.314203	0.123894	0.272709	0.250639	0.304512	0.264392	0.180457	
42000	48.111915	3	0.358037	0.325723	0.097398	0.218842	0.317620	0.267283	0.150459	0.264638	0.358037	0.325723	0.097398	0.218842	0.317620	0.267283	0.150459	0.264638	0.317620	0.267283	0.150459	0.264638	0.358037	0.325723	0.097398	0.218842	0.358037	0.325723	0.097398	0.218842	0.317620	0.267283	0.150459	0.264638	0.358037	0.325723	0.097398	0.218842	0.317620	0.267283	0.150459	0.264638	0.313758	0.253535	0.380613	0.052094	
43000	48.111915	4	0.459080	0.285272	0.080335	0.175314	0.327097	0.290317	0.138588	0.243998	0.459080	0.285272	0.080335	0.175314	0.327097	0.290317	0.138588	0.243998	0.327097	0.290317	0.138588	0.243998	0.302251	0.278757	0.087192	0.331801	0.459080	0.285272	0.080335	0.175314	0.327097	0.290317	0.138588	0.243998	0.327097	0.290317	0.138588	0.243998	0.302251	0.278757	0.087192	0.331801	0.305208	0.123165	0.408230	0.163397	
44000	48.111915	4	0.459080	0.285272	0.080335	0.175314	0.322516	0.265918	0.146138	0.265428	0.459080	0.285272	0.080335	0.175314	0.322516	0.265918	0.146138	0.265428	0.322516	0.265918	0.146138	0.265428	0.248205	0.326087	0.154863	0.270845	0.459080	0.285272	0.080335	0.175314	0.322516	0.265918	0.146138	0.265428	0.322516	0.265918	0.146138	0.265428	0.322516	0.265918	0.146138	0.265428	0.224807	0.147641	0.184987	0.442565	
45000	48.111915	3	0.455376	0.292370	0.080991	0.171263	0.290985	0.286946	0.159404	0.262666	0.455376	0.292370	0.080991	0.171263	0.290985	0.286946	0.159404	0.262666	0.290985	0.286946	0.159404	0.262666	0.290985	0.286946	0.159404	0.262666	0.455376	0.292370	0.080991	0.171263	0.407413	0.242896	0.111300	0.238392	0.407413	0.242896	0.111300	0.238392	0.290985	0.286946	0.159404	0.262666	0.290985	0.286946	0.159404	0.262666	
46000	48.111915	3	0.455376	0.292370	0.080991	0.171263	0.302018	0.277947	0.163600	0.256435	0.455376	0.292370	0.080991	0.171263	0.302018	0.277947	0.163600	0.256435	0.302018	0.277947	0.163600	0.256435	0.302018	0.277947	0.163600	0.256435	0.455376	0.292370	0.080991	0.171263	0.302018	0.277947	0.163600	0.256435	0.455376	0.292370	0.080991	0.171263	0.302018	0.277947	0.163600	0.256435	0.294202	0.164114	0.290219	0.251465	
47000	48.111915	4	0.368626	0.301683	0.108760	0.220930	0.212151	0.267129	0.204626	0.316093	0.368626	0.301683	0.108760	0.220930	0.304376	0.282287	0.153553	0.259784	0.304376	0.282287	0.153553	0.259784	0.212151	0.267129	0.204626	0.316093	0.368626	0.301683	0.108760	0.220930	0.368626	0.301683	0.108760	0.220930	0.368626	0.301683	0.108760	0.220930	0.368626	0.301683	0.108760	0.220930	0.553952	0.063742	0.235361	0.146946	
48000	48.111915	4	0.482229	0.262317	0.077258	0.178196	0.281366	0.201038	0.188633	0.328963	0.482229	0.262317	0.077258	0.178196	0.281366	0.201038	0.188633	0.328963	0.337981	0.294921	0.141683	0.225415	0.337981	0.294921	0.141683	0.225415	0.482229	0.262317	0.077258	0.178196	0.337981	0.294921	0.141683	0.225415	0.337981	0.294921	0.141683	0.225415	0.337981	0.294921	0.141683	0.225415	0.204791	0.309116	0.169365	0.316729	
49000	48.111915	3	0.457575	0.300865	0.077977	0.163583	0.265422	0.285272	0.170908	0.278398	0.457575	0.300865	0.077977	0.163583	0.265422	0.285272	0.170908	0.278398	0.265422	0.285272	0.170908	0.278398	0.265422	0.285272	0.170908	0.278398	0.457575	0.300865	0.077977	0.163583	0.354053	0.311943	0.097529	0.236476	0.354053	0.311943	0.097529	0.236476	0.354053	0.311943	0.097529	0.236476	0.265422	0.285272	0.170908	0.278398	
50000	48.111915	4	0.446542	0.290992	0.081174	0.181292	0.265422	0.285272	0.170908	0.278398	0.446542	0.290992	0.081174	0.181292	0.265422	0.285272	0.170908	0.278398	0.265422	0.285272	0.170908	0.278398	0.265422	0.285272	0.170908	0.278398	0.446542	0.290992	0.081174	0.181292	0.328359	0.306646	0.108323	0.256672	0.328359	0.306646	0.108323	0.256672	0.265422	0.285272	0.170908	0.278398	0.265651	0.291190	0.205823	0.237337	
51000	48.111915	4	0.466017	0.267291	0.108929	0.157762	0.313799	0.269183	0.178632	0.238386	0.466017	0.267291	0.108929	0.157762	0.313799	0.269183	0.178632	0.238386	0.290835	0.278267	0.194053	0.236845	0.272495	0.361274	0.107945	0.258286	0.466017	0.267291	0.108929	0.157762	0.313799	0.269183	0.178632	0.238386	0.272495	0.361274	0.107945	0.258286	0.272495	0.361274	0.107945	0.258286	0.466017	0.267291	0.108929	0.157762	
52000	48.111915	2	0.476000	0.269779	0.089115	0.165106	0.290835	0.278267	0.194053	0.236845	0.476000	0.269779	0.089115	0.165106	0.290835	0.278267	0.194053	0.236845	0.290835	0.278267	0.194053	0.236845	0.290835	0.278267	0.194053	0.236845	0.476000	0.269779	0.089115	0.165106	0.476000	0.269779	0.089115	0.165106	0.476000	0.269779	0.089115	0.165106	0.290835	0.278267	0.194053	0.236845	0.290835	0.278267	0.194053	0.236845	
53000	48.111915	3	0.414347	0.287102	0.108548	0.190003	0.270196	0.292669	0.167590	0.269545	0.414347	0.287102	0.108548	0.190003	0.270196	0.292669	0.167590	0.269545	0.270196	0.292669	0.167590	0.269545	0.270196	0.292669	0.167590	0.269545	0.414347	0.287102	0.108548	0.190003	0.414347	0.287102	0.108548	0.190003	0.414347	0.287102	0.108548	0.190003	0.270196	0.292669	0.167590	0.269545	0.279793	0.106012	0.520351	0.093844	
54000	48.111915	5	0.467192	0.293965	0.076900	0.161943	0.284238	0.295094	0.173691	0.246977	0.467192	0.293965	0.076900	0.161943	0.284238	0.295094	0.173691	0.246977	0.284238	0.295094	0.173691	0.246977	0.142019	0.290653	0.232015	0.335313	0.467192	0.293965	0.076900	0.161943	0.390226	0.233711	0.108569	0.267493	0.390226	0.233711	0.108569	0.267493	0.390226	0.233711	0.108569	0.267493	0.316015	0.166938	0.206444	0.310603	
55000	48.111915	5	0.457453	0.279490	0.089189	0.173868	0.280644	0.226272	0.217101	0.275984	0.457453	0.279490	0.089189	0.173868	0.280644	0.226272	0.217101	0.275984	0.240945	0.351978	0.162723	0.244353	0.240945	0.351978	0.162723	0.244353	0.457453	0.279490	0.089189	0.173868	0.321731	0.285443	0.131197	0.261629	0.321731	0.285443	0.131197	0.261629	0.321731	0.285443	0.131197	0.261629	0.402607	0.192688	0.223833	0.180871	
56000	48.111915	4	0.457453	0.279490	0.089189	0.173868	0.250167	0.208662	0.217787	0.323384	0.457453	0.279490	0.089189	0.173868	0.250167	0.208662	0.217787	0.323384	0.354740	0.274642	0.119514	0.251104	0.354740	0.274642	0.119514	0.251104	0.457453	0.279490	0.089189	0.173868	0.354740	0.274642	0.119514	0.251104	0.354740	0.274642	0.119514	0.251104	0.354740	0.274642	0.119514	0.251104	0.614745	0.041230	0.107606	0.236420	
57000	48.111915	4	0.457453	0.279490	0.089189	0.173868	0.310490	0.248839	0.176462	0.264210	0.457453	0.279490	0.089189	0.173868	0.310490	0.248839	0.176462	0.264210	0.310490	0.248839	0.176462	0.264210	0.320178	0.289285	0.098838	0.291699	0.457453	0.279490	0.089189	0.173868	0.320178	0.289285	0.098838	0.291699	0.320178	0.289285	0.098838	0.291699	0.320178	0.289285	0.098838	0.291699	0.291149	0.298854	0.199610	0.210387	
