Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
76000	268.021876	6	0.321280	0.167403	0.369141	0.321280	0.321280	0.167403	0.516975	0.369141	0.321280	0.364878	0.310031	
77000	268.021876	9	0.287781	0.223410	0.296322	0.235145	0.273058	0.160517	0.528856	0.528856	0.223410	0.407589	0.108169	
78000	268.021876	7	0.313724	0.165634	0.384152	0.313724	0.313724	0.165634	0.681624	0.448040	0.313724	0.370843	0.275878	
79000	268.021876	9	0.290603	0.231212	0.409667	0.295446	0.290603	0.188133	0.735461	0.545399	0.290603	0.395926	0.159831	
80000	268.021876	7	0.301423	0.181300	0.484346	0.301423	0.301423	0.181300	1.192935	0.521575	0.301423	0.355091	0.090374	
81000	268.021876	6	0.343765	0.221810	0.443880	0.256082	0.256082	0.221810	0.550470	0.343765	0.301999	0.443880	0.221810	
82000	268.021876	8	0.283551	0.220644	0.391833	0.283551	0.330594	0.220644	0.640175	0.501305	0.283551	0.410396	0.158511	
83000	268.021876	8	0.337328	0.209636	0.501877	0.301602	0.301602	0.209636	0.773584	0.337328	0.384346	0.423614	0.292425	
84000	268.021876	7	0.277585	0.192989	0.384307	0.277585	0.277585	0.192989	0.432150	0.350324	0.277585	0.330503	0.290717	
85000	268.021876	9	0.306524	0.222437	0.352919	0.306524	0.312420	0.202536	0.716027	0.359036	0.348395	0.348395	0.285896	
86000	268.021876	7	0.322919	0.202153	0.571199	0.255813	0.396230	0.202153	0.571199	0.255813	0.255813	0.452725	0.221134	
87000	268.021876	11	0.322619	0.274184	0.497807	0.307653	0.311785	0.241864	0.622307	0.431929	0.295454	0.512089	0.431478	
88000	268.021876	8	0.287064	0.237824	0.459047	0.260967	0.287064	0.239541	0.532967	0.459047	0.407538	0.459047	0.299538	
89000	268.021876	6	0.321808	0.194466	0.542524	0.350800	0.321808	0.194466	0.649060	0.321808	0.321808	0.301098	0.321808	
90000	268.021876	7	0.338423	0.173948	0.406558	0.276008	0.338423	0.173948	0.560476	0.406558	0.287949	0.312893	0.287949	
91000	268.021876	8	0.318051	0.184864	0.399143	0.318334	0.349119	0.202356	0.413724	0.368152	0.318334	0.318334	0.184864	
92000	268.021876	7	0.311948	0.216793	0.387540	0.375309	0.345807	0.216793	0.816649	0.387540	0.345807	0.345807	0.210471	
93000	268.021876	7	0.310159	0.273462	0.542585	0.273462	0.310159	0.273462	0.622568	0.241071	0.290873	0.542585	0.391490	
94000	268.021876	8	0.312110	0.292756	0.569399	0.312110	0.350730	0.194369	0.781709	0.350730	0.237361	0.379833	0.312110	
95000	268.021876	10	0.329978	0.212627	0.484392	0.288883	0.312692	0.212627	1.373899	0.435357	0.300590	0.314429	0.186982	
96000	268.021876	10	0.316781	0.326936	0.366222	0.289228	0.329147	0.246661	0.555793	0.519573	0.289228	0.364397	0.114539	
97000	268.021876	6	0.308225	0.265152	0.425891	0.308225	0.308225	0.248328	0.671214	0.425891	0.265152	0.308225	0.253304	
98000	268.021876	8	0.342758	0.197340	0.440544	0.254031	0.342758	0.197340	1.395419	0.489974	0.413495	0.413495	0.319273	
99000	268.021876	9	0.309998	0.218163	0.352997	0.309998	0.309998	0.193712	0.522967	0.566192	0.363755	0.297044	0.307352	
100000	268.021876	5	0.323690	0.185113	0.398310	0.242800	0.398310	0.185113	0.458707	0.398310	0.242800	0.398310	0.398310	
101000	268.021876	10	0.335934	0.278632	0.433436	0.266520	0.234475	0.194712	0.944505	0.346250	0.298349	0.433436	0.150948	
102000	268.021876	8	0.327315	0.247266	0.347734	0.229743	0.327315	0.192206	0.422568	0.316349	0.347734	0.316349	0.238980	
103000	268.021876	7	0.306858	0.227568	0.385619	0.306858	0.306858	0.227568	1.018635	0.438589	0.306858	0.520058	0.209932	
104000	268.021876	6	0.291357	0.262899	0.411539	0.298314	0.298314	0.262899	0.822775	0.411539	0.298314	0.411539	0.369843	
105000	268.021876	7	0.309890	0.227528	0.456966	0.309890	0.309890	0.227528	0.975491	0.619244	0.316089	0.354441	0.316089	
106000	268.021876	6	0.328203	0.217487	0.529704	0.217487	0.328203	0.213988	0.529704	0.328203	0.340692	0.328203	0.169075	
107000	268.021876	7	0.332061	0.324177	0.464259	0.287613	0.367822	0.287613	0.688180	0.332061	0.287613	0.367822	0.279176	
108000	268.021876	7	0.289469	0.262953	0.446193	0.289469	0.289469	0.226669	0.593956	0.568668	0.282859	0.446193	0.289469	
109000	268.021876	8	0.291363	0.291363	0.421826	0.283239	0.214478	0.214478	1.235077	0.523195	0.303242	0.421826	0.185091	
110000	268.021876	8	0.332634	0.161780	0.473203	0.321309	0.323097	0.161780	0.856965	0.339780	0.323097	0.339780	0.245294	
111000	268.021876	8	0.302374	0.182954	0.390125	0.249502	0.302374	0.182954	1.168995	0.368033	0.249502	0.366410	0.239587	
112000	268.021876	8	0.266324	0.217619	0.475493	0.266324	0.340666	0.217619	0.475493	0.447894	0.228221	0.429233	0.256151	
113000	268.021876	9	0.319139	0.215949	0.474901	0.276799	0.319139	0.199459	0.689695	0.470464	0.216678	0.319139	0.257734	
114000	268.021876	9	0.304650	0.250034	0.362258	0.250034	0.250034	0.200202	0.405444	0.484244	0.279401	0.498945	0.299581	
115000	268.021876	7	0.317745	0.264985	0.394191	0.264985	0.317745	0.135274	0.520778	0.622251	0.264985	0.317745	0.264193	
116000	268.021876	9	0.310498	0.215258	0.389291	0.314026	0.306196	0.215258	0.526654	0.290505	0.241577	0.389291	0.150301	
117000	268.021876	8	0.360610	0.238112	0.392973	0.314313	0.316054	0.179416	0.392973	0.392973	0.289125	0.499542	0.179416	
118000	268.021876	8	0.311893	0.207841	0.568357	0.239495	0.318684	0.207841	0.493802	0.277004	0.305184	0.311893	0.239495	
119000	268.021876	6	0.283003	0.185790	0.474878	0.282537	0.282537	0.185790	0.474878	0.474878	0.283003	0.293731	0.219154	
120000	268.021876	8	0.309241	0.151082	0.437732	0.309241	0.259814	0.151082	0.692181	0.309241	0.245986	0.496773	0.396247	
121000	268.021876	9	0.286931	0.268105	0.406061	0.249813	0.320479	0.237938	1.045460	0.286931	0.221223	0.555774	0.237938	
122000	268.021876	8	0.319950	0.191926	0.442041	0.278557	0.319950	0.191926	1.121244	0.366971	0.319950	0.460083	0.238362	
123000	268.021876	8	0.327378	0.179531	0.367834	0.287257	0.289188	0.179531	2.016510	0.503153	0.287257	0.388296	0.179531	
124000	268.021876	9	0.335065	0.252697	0.390962	0.291092	0.291092	0.229189	1.057628	0.516111	0.327923	0.390962	0.154804	
125000	268.021876	6	0.304849	0.176689	0.459784	0.304849	0.304849	0.176689	0.459784	0.271487	0.230242	0.459784	0.177974	
126000	268.021876	9	0.289808	0.231168	0.413674	0.289808	0.305239	0.231168	0.945306	0.456942	0.364178	0.439434	0.235824	
127000	268.021876	6	0.321257	0.286659	0.481294	0.286659	0.321257	0.191907	0.999019	0.321257	0.286659	0.321257	0.298537	
128000	268.021876	6	0.315858	0.180686	0.433116	0.294302	0.315858	0.180686	1.077518	0.315858	0.294302	0.433116	0.259716	
129000	268.021876	5	0.299221	0.270322	0.424696	0.270322	0.299221	0.270322	0.424696	0.299221	0.270322	0.334303	0.199230	
130000	268.021876	11	0.320691	0.217019	0.400328	0.297063	0.290367	0.193026	0.520304	0.374048	0.251115	0.499606	0.126761	
131000	268.021876	6	0.369541	0.218163	0.395631	0.218163	0.395631	0.218163	0.395631	0.395631	0.237031	0.335454	0.283976	
132000	268.021876	7	0.346430	0.230101	0.499728	0.264970	0.346430	0.139455	0.747328	0.386263	0.230101	0.386263	0.264970	
133000	268.021876	7	0.333848	0.268128	0.557411	0.302036	0.333848	0.268128	0.793076	0.398773	0.262559	0.398773	0.268128	
134000	268.021876	10	0.318682	0.178035	0.332798	0.291062	0.341145	0.178035	0.559851	0.640393	0.258572	0.500770	0.200550	
135000	268.021876	9	0.281551	0.238570	0.413476	0.281551	0.319193	0.225383	0.503920	0.604315	0.238570	0.384683	0.287261	
136000	268.021876	9	0.321851	0.276581	0.415605	0.322465	0.322465	0.182223	1.291804	0.455169	0.322465	0.360697	0.085052	
137000	268.021876	5	0.311699	0.190355	0.405184	0.264625	0.311699	0.190355	0.405184	0.356967	0.311699	0.405184	0.405184	
138000	268.021876	9	0.303576	0.204445	0.430247	0.283706	0.303576	0.178049	0.964432	0.325273	0.303576	0.384330	0.377578	
139000	268.021876	9	0.295779	0.275887	0.386574	0.295779	0.327184	0.211119	0.480997	0.347452	0.275887	0.405976	0.205972	
140000	268.021876	8	0.287761	0.187922	0.398230	0.285231	0.287761	0.187922	1.128456	0.323256	0.280783	0.398230	0.318431	
141000	268.021876	10	0.314385	0.245345	0.416209	0.314385	0.289912	0.156190	0.734841	0.289605	0.381645	0.468479	0.134248	
142000	268.021876	7	0.284389	0.255801	0.432105	0.255801	0.284389	0.158765	1.482467	0.265331	0.265331	0.535191	0.284389	
143000	268.021876	8	0.337036	0.236247	0.389010	0.236247	0.305845	0.236247	0.685725	0.341659	0.239146	0.389010	0.385629	
144000	268.021876	8	0.299395	0.219983	0.488064	0.279682	0.299395	0.213819	1.581255	0.299395	0.279682	0.326139	0.143777	
145000	268.021876	8	0.284470	0.193041	0.431849	0.284470	0.253323	0.193041	0.773136	0.313950	0.208159	0.381664	0.284470	
146000	268.021876	8	0.316462	0.173673	0.536726	0.251355	0.291817	0.173673	0.536726	0.482060	0.291817	0.433627	0.186893	
147000	268.021876	6	0.288944	0.189320	0.490038	0.288944	0.288944	0.231595	0.490038	0.490038	0.288944	0.499786	0.173113	
148000	268.021876	9	0.311749	0.237924	0.403760	0.237924	0.311749	0.164643	0.450711	0.303319	0.248450	0.328683	0.340379	
149000	268.021876	8	0.310688	0.254481	0.423779	0.235920	0.279742	0.235920	1.014914	0.423779	0.235920	0.351087	0.168459	
150000	268.021876	9	0.284117	0.257617	0.489322	0.325447	0.325447	0.168288	0.987919	0.325447	0.250572	0.464258	0.074949	
151000	268.021876	9	0.333192	0.200356	0.391302	0.314810	0.333192	0.164449	0.389171	0.466295	0.238365	0.466295	0.289442	
152000	268.021876	10	0.320426	0.214467	0.321196	0.315168	0.297634	0.175887	0.666845	0.524747	0.320426	0.403548	0.288103	
153000	268.021876	8	0.316704	0.187528	0.416943	0.295423	0.316704	0.187528	1.111728	0.385807	0.316704	0.307295	0.181879	
154000	268.021876	8	0.292758	0.196773	0.400103	0.292758	0.297912	0.170250	0.788550	0.335697	0.292758	0.400103	0.172989	
155000	268.021876	6	0.321423	0.158912	0.375643	0.321423	0.321423	0.158912	0.586868	0.461778	0.321423	0.375643	0.197870	
156000	268.021876	8	0.317110	0.181600	0.356627	0.260854	0.260854	0.188591	0.724055	0.403841	0.260854	0.403841	0.107270	
157000	268.021876	7	0.328557	0.248227	0.461066	0.257940	0.257940	0.198172	0.964418	0.328557	0.328557	0.328557	0.372591	
158000	268.021876	7	0.326206	0.194689	0.367094	0.326206	0.326206	0.194689	0.440818	0.301865	0.326206	0.475572	0.147168	
159000	268.021876	9	0.350566	0.197799	0.421481	0.299014	0.299014	0.170606	0.486109	0.561888	0.366724	0.363527	0.350566	
160000	268.021876	6	0.302489	0.187069	0.483671	0.302489	0.302489	0.211484	0.483671	0.302489	0.334406	0.483671	0.401014	
161000	268.021876	7	0.309458	0.170987	0.510360	0.309458	0.322450	0.170987	0.702418	0.380075	0.277858	0.380075	0.309458	
162000	268.021876	9	0.290341	0.239079	0.396770	0.239934	0.332875	0.184697	1.312996	0.332875	0.239079	0.381604	0.235384	
163000	268.021876	8	0.309986	0.203919	0.390832	0.285640	0.309986	0.203919	0.426518	0.309986	0.207243	0.319218	0.254812	
164000	268.021876	7	0.281876	0.163265	0.475578	0.281876	0.281876	0.212324	0.764444	0.356399	0.281876	0.356399	0.300831	
165000	268.021876	8	0.294726	0.263680	0.498530	0.225018	0.294726	0.219091	0.753897	0.403604	0.294726	0.403604	0.312286	
166000	268.021876	9	0.318497	0.182247	0.449518	0.288397	0.327163	0.182247	0.898623	0.466454	0.288397	0.262276	0.202055	
167000	268.021876	7	0.280406	0.221631	0.433644	0.280406	0.282602	0.221631	1.063884	0.325017	0.325017	0.283568	0.221631	
168000	268.021876	9	0.311566	0.240326	0.439212	0.272672	0.272672	0.240326	1.912033	0.601436	0.249709	0.369763	0.245388	
169000	268.021876	10	0.328450	0.223439	0.467402	0.278605	0.316534	0.169741	0.527666	0.334756	0.216492	0.467402	0.317969	
170000	268.021876	7	0.359164	0.214187	0.446370	0.296424	0.322595	0.214187	0.446370	0.411771	0.296424	0.446370	0.281110	
171000	268.021876	8	0.295065	0.228282	0.359697	0.285212	0.340198	0.181258	0.359697	0.536213	0.285212	0.359697	0.483007	
172000	268.021876	8	0.312471	0.228812	0.376324	0.312471	0.315359	0.228812	0.600387	0.376324	0.293952	0.401568	0.112438	
173000	268.021876	7	0.298942	0.249022	0.352406	0.249022	0.352406	0.163395	1.086367	0.503175	0.249022	0.352406	0.172470	
174000	268.021876	8	0.314793	0.190911	0.474728	0.265716	0.306640	0.200041	0.474728	0.397475	0.314793	0.357204	0.314793	
175000	268.021876	8	0.294870	0.219864	0.482967	0.323731	0.294870	0.219864	0.935058	0.318573	0.336522	0.336522	0.241760	
176000	268.021876	5	0.319466	0.205331	0.358678	0.319466	0.319466	0.205331	0.903698	0.425703	0.319466	0.319466	0.205331	
177000	268.021876	7	0.345581	0.235400	0.453733	0.235400	0.345581	0.233643	0.513406	0.345581	0.235400	0.331622	0.228338	
178000	268.021876	9	0.311356	0.203347	0.387341	0.301866	0.311356	0.203347	1.273078	0.374955	0.251866	0.448534	0.120979	
179000	268.021876	6	0.286376	0.220556	0.526713	0.286376	0.286376	0.220556	0.674006	0.282761	0.286376	0.286376	0.340357	
180000	268.021876	9	0.295631	0.238320	0.589268	0.269699	0.362867	0.197640	1.458003	0.374426	0.362867	0.374426	0.193744	
181000	268.021876	8	0.298396	0.186227	0.336367	0.304372	0.303508	0.186227	0.336367	0.307394	0.278826	0.306139	0.303508	
182000	268.021876	8	0.328427	0.258013	0.405924	0.258013	0.328427	0.187427	2.372737	0.455211	0.359215	0.359215	0.220896	
183000	268.021876	8	0.312477	0.245801	0.397189	0.312477	0.312477	0.135605	0.552705	0.458307	0.312477	0.282462	0.199255	
184000	268.021876	11	0.275965	0.236204	0.445075	0.268427	0.333563	0.214485	0.625786	0.429971	0.351677	0.314845	0.452095	
185000	268.021876	7	0.309361	0.184027	0.465779	0.309361	0.284607	0.184027	0.603910	0.508176	0.309361	0.465779	0.144094	
186000	268.021876	9	0.302427	0.247174	0.437112	0.302427	0.316925	0.247174	0.708169	0.334957	0.387979	0.404490	0.261613	
187000	268.021876	8	0.321565	0.193077	0.417987	0.321565	0.383930	0.193077	1.039699	0.424956	0.321565	0.479378	0.330198	
188000	268.021876	7	0.318233	0.227620	0.487643	0.236508	0.297347	0.227620	0.548466	0.398097	0.297347	0.398097	0.236508	
189000	268.021876	7	0.310360	0.232431	0.472676	0.232431	0.335160	0.232431	0.472676	0.535712	0.335160	0.414427	0.311721	
190000	268.021876	7	0.299243	0.263722	0.502106	0.263722	0.299243	0.159949	0.601886	0.366448	0.299243	0.299243	0.110980	
191000	268.021876	6	0.321711	0.162589	0.476095	0.321711	0.321711	0.162589	0.953071	0.321711	0.321711	0.432431	0.265288	
192000	268.021876	8	0.357039	0.256403	0.428972	0.256403	0.357039	0.256403	1.361376	0.511932	0.273488	0.439754	0.145735	
193000	268.021876	5	0.295487	0.212810	0.431091	0.295487	0.295487	0.212810	0.663741	0.544538	0.295487	0.431091	0.212810	
194000	268.021876	8	0.349125	0.242528	0.399095	0.242528	0.313747	0.241445	0.886352	0.349125	0.287719	0.345581	0.241445	
195000	268.021876	9	0.304952	0.219858	0.457209	0.294793	0.304952	0.184033	0.621342	0.457209	0.316467	0.354406	0.205854	
196000	268.021876	7	0.310529	0.250619	0.390699	0.241742	0.250619	0.241742	0.858385	0.286564	0.310529	0.329772	0.286564	
197000	268.021876	7	0.302100	0.208909	0.350544	0.302100	0.283396	0.208909	0.517557	0.350544	0.302100	0.336912	0.279180	
198000	268.021876	11	0.297376	0.199412	0.490227	0.252393	0.315548	0.181636	0.735051	0.378106	0.259988	0.360144	0.113823	
199000	268.021876	8	0.290798	0.195209	0.425795	0.251865	0.290798	0.195209	0.981732	0.384032	0.290798	0.335441	0.307385	
200000	268.021876	8	0.329562	0.203645	0.439837	0.285263	0.319207	0.203645	0.626946	0.280685	0.285263	0.439837	0.254218	
201000	268.021876	9	0.296037	0.171917	0.381637	0.296037	0.354015	0.171917	0.569170	0.466085	0.220472	0.528116	0.142580	
202000	268.021876	7	0.291246	0.238093	0.470551	0.291246	0.291246	0.238093	0.804055	0.470551	0.332043	0.307761	0.212253	
203000	268.021876	6	0.302178	0.181569	0.431261	0.294257	0.302178	0.181569	1.645512	0.431261	0.294257	0.302178	0.300591	
204000	268.021876	7	0.310025	0.266618	0.473149	0.277894	0.297951	0.266618	0.473149	0.322390	0.297951	0.473149	0.275601	
205000	268.021876	8	0.274164	0.256494	0.404343	0.256494	0.343384	0.149594	0.712258	0.308633	0.321457	0.404343	0.149594	
206000	268.021876	10	0.344136	0.173812	0.422458	0.289136	0.289136	0.150991	0.653046	0.403023	0.411587	0.318541	0.290190	
207000	268.021876	6	0.280545	0.199378	0.397567	0.306342	0.306342	0.199378	0.798621	0.371321	0.306342	0.371321	0.199378	
208000	268.021876	6	0.288047	0.192677	0.405303	0.288047	0.288047	0.192677	1.042642	0.405303	0.235249	0.418558	0.192677	
