Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	Alpha[10]	Alpha[11]	
15000	48.111915	5	0.287168	0.189259	0.459059	0.287168	0.329872	0.189259	0.459059	0.459059	0.293086	0.459059	0.189259	
16000	48.111915	8	0.324252	0.271032	0.366356	0.241149	0.324252	0.222826	0.506206	0.324252	0.271032	0.483092	0.122440	
17000	48.111915	8	0.313982	0.259036	0.347939	0.299966	0.347939	0.164627	0.970129	0.417015	0.299966	0.459784	0.299966	
18000	48.111915	8	0.300393	0.219528	0.448003	0.261908	0.300393	0.219528	1.300424	0.711798	0.355848	0.448003	0.173644	
19000	48.111915	8	0.276332	0.233976	0.428403	0.276332	0.233976	0.210946	0.469028	0.380886	0.276332	0.368824	0.189916	
20000	48.111915	7	0.329182	0.288154	0.425905	0.305190	0.329182	0.155071	1.015597	0.425905	0.305190	0.329182	0.192709	
21000	48.111915	6	0.314519	0.274619	0.428897	0.274619	0.314519	0.159142	0.682486	0.519924	0.314519	0.428897	0.159142	
22000	48.111915	7	0.342621	0.247886	0.454287	0.254190	0.342621	0.219328	0.678926	0.454287	0.342621	0.319678	0.254190	
23000	48.111915	9	0.271750	0.227383	0.357580	0.284501	0.327839	0.162119	0.795081	0.357580	0.357580	0.329243	0.321458	
24000	48.111915	8	0.307372	0.258798	0.421078	0.317333	0.317333	0.258798	0.816116	0.335681	0.335681	0.453983	0.176306	
25000	48.111915	7	0.311576	0.227953	0.374928	0.305744	0.305744	0.231266	0.705456	0.311576	0.374928	0.374928	0.167760	
26000	48.111915	9	0.300063	0.293882	0.443292	0.293882	0.300063	0.166236	0.544528	0.376976	0.277056	0.433337	0.178248	
27000	48.111915	6	0.322046	0.248857	0.453117	0.248857	0.320653	0.248857	1.044994	0.421742	0.248857	0.421742	0.248857	
28000	48.111915	6	0.320468	0.241636	0.490789	0.241636	0.320468	0.241636	0.807468	0.420327	0.241636	0.310605	0.241636	
29000	48.111915	7	0.312506	0.288596	0.434633	0.281256	0.312506	0.239546	0.564158	0.466203	0.288596	0.466203	0.239546	
30000	48.111915	6	0.276868	0.276868	0.390064	0.276868	0.276868	0.136230	0.390064	0.401188	0.290433	0.390064	0.222592	
31000	48.111915	9	0.332546	0.266572	0.433681	0.301308	0.301308	0.261020	0.724785	0.375128	0.261020	0.405992	0.320150	
32000	48.111915	5	0.311680	0.220957	0.388733	0.311680	0.311680	0.220957	0.388733	0.279929	0.311680	0.311680	0.223853	
33000	48.111915	7	0.314989	0.270662	0.378334	0.260178	0.314989	0.226457	0.627971	0.397438	0.270662	0.378334	0.270662	
34000	48.111915	6	0.275315	0.218756	0.431494	0.275315	0.327805	0.218756	0.796626	0.327805	0.327805	0.327805	0.239025	
35000	48.111915	6	0.314779	0.267197	0.379373	0.267197	0.314779	0.150790	0.935019	0.314779	0.267197	0.379373	0.136161	
36000	48.111915	7	0.314158	0.204513	0.385084	0.268363	0.314158	0.204513	0.891041	0.285510	0.268363	0.561076	0.285510	
37000	48.111915	8	0.318877	0.287503	0.375700	0.310905	0.295203	0.287503	0.601900	0.317942	0.263580	0.375700	0.287503	
38000	48.111915	10	0.316168	0.242093	0.404637	0.294770	0.274238	0.186859	0.746172	0.327438	0.294770	0.414329	0.110140	
39000	48.111915	7	0.298927	0.234406	0.341980	0.303509	0.303509	0.234406	0.662634	0.457947	0.298927	0.457947	0.173422	
40000	48.111915	7	0.291169	0.205806	0.407880	0.297677	0.287154	0.205806	0.921441	0.407880	0.287154	0.407880	0.320795	
41000	48.111915	6	0.279129	0.220673	0.406264	0.299532	0.299532	0.220673	0.527874	0.527874	0.247135	0.406264	0.247135	
42000	48.111915	5	0.308012	0.204209	0.384110	0.308012	0.308012	0.204209	0.567297	0.384110	0.311582	0.384110	0.204209	
43000	48.111915	6	0.324669	0.184939	0.448681	0.255891	0.324669	0.184939	1.031916	0.448681	0.324669	0.448681	0.216157	
44000	48.111915	6	0.282827	0.179777	0.441496	0.282827	0.323485	0.179777	0.653892	0.323485	0.282827	0.441496	0.326946	
45000	48.111915	6	0.311891	0.176361	0.439919	0.315407	0.311891	0.176361	0.731190	0.439919	0.263655	0.439919	0.176361	
46000	48.111915	6	0.332823	0.273753	0.429030	0.257722	0.332823	0.145440	0.429030	0.332823	0.332823	0.332823	0.210524	
47000	48.111915	9	0.302782	0.222293	0.404880	0.302782	0.306755	0.222293	1.117637	0.498837	0.320816	0.428164	0.252868	
48000	48.111915	6	0.324854	0.203270	0.426005	0.321310	0.324854	0.203270	0.426005	0.426005	0.251199	0.426005	0.280920	
49000	48.111915	7	0.319599	0.185639	0.423898	0.299780	0.312804	0.185639	1.277571	0.312804	0.276114	0.423898	0.276114	
50000	48.111915	9	0.295322	0.187055	0.476574	0.295322	0.315831	0.215683	1.338900	0.476574	0.246935	0.491851	0.078037	
51000	48.111915	7	0.296218	0.230763	0.379258	0.296218	0.329241	0.158689	1.030182	0.336703	0.296218	0.336703	0.158689	
52000	48.111915	8	0.287028	0.200887	0.408664	0.283838	0.283838	0.181099	0.471984	0.492228	0.283838	0.471984	0.161629	
53000	48.111915	6	0.285012	0.223669	0.424522	0.285012	0.285012	0.202060	0.779872	0.424522	0.285284	0.424522	0.424522	
54000	48.111915	7	0.311473	0.237006	0.393904	0.237006	0.322488	0.179809	0.604058	0.311473	0.237006	0.393904	0.390880	
55000	48.111915	6	0.286896	0.192189	0.403909	0.286896	0.286896	0.192189	0.710122	0.286896	0.286820	0.286896	0.112078	
56000	48.111915	9	0.324371	0.292965	0.394678	0.292965	0.292965	0.203083	0.531451	0.456618	0.308348	0.376782	0.177659	
57000	48.111915	7	0.324975	0.257711	0.477651	0.257711	0.324975	0.257711	0.567485	0.541138	0.324975	0.543145	0.183164	
58000	48.111915	8	0.291054	0.231952	0.394408	0.291054	0.254928	0.231952	0.743179	0.442346	0.291054	0.391860	0.415661	
59000	48.111915	8	0.342632	0.261499	0.393413	0.269047	0.261499	0.198373	0.479682	0.269047	0.250105	0.393413	0.152219	
60000	48.111915	8	0.308664	0.217884	0.378628	0.283531	0.283531	0.217884	0.378628	0.489397	0.242419	0.371161	0.186604	
61000	48.111915	4	0.289271	0.186341	0.422664	0.289271	0.289271	0.186341	0.422664	0.289271	0.289271	0.288452	0.289271	
62000	48.111915	6	0.287677	0.287677	0.362041	0.273313	0.287677	0.219847	0.469076	0.287677	0.272799	0.362041	0.287677	
63000	48.111915	8	0.285703	0.259297	0.421958	0.236557	0.272130	0.236557	0.520118	0.482992	0.285703	0.359656	0.236557	
64000	48.111915	5	0.323938	0.247109	0.323938	0.234970	0.260183	0.234970	0.511960	0.323938	0.234970	0.323938	0.234970	
65000	48.111915	7	0.294140	0.249619	0.410294	0.294140	0.291990	0.153914	1.417093	0.410294	0.301170	0.301170	0.294140	
66000	48.111915	8	0.299354	0.242547	0.416365	0.253850	0.299354	0.135414	0.419795	0.417009	0.299354	0.372596	0.299354	
67000	48.111915	6	0.329228	0.253120	0.329228	0.272469	0.288807	0.234969	1.570695	0.329228	0.234969	0.329228	0.234969	
68000	48.111915	8	0.294255	0.243183	0.434363	0.294255	0.294255	0.233497	0.839254	0.434363	0.316730	0.360894	0.389447	
69000	48.111915	7	0.300692	0.235631	0.392878	0.300692	0.300692	0.170653	0.466822	0.308678	0.235631	0.392878	0.196604	
70000	48.111915	9	0.273015	0.223377	0.345133	0.229275	0.273015	0.195132	0.478439	0.305348	0.273015	0.420831	0.184534	
71000	48.111915	6	0.299276	0.228081	0.400658	0.301175	0.257679	0.228081	0.724709	0.299276	0.299276	0.400658	0.228081	
72000	48.111915	8	0.276950	0.186429	0.374454	0.276950	0.284922	0.155624	0.642300	0.273948	0.276950	0.472791	0.276950	
73000	48.111915	8	0.312356	0.265888	0.421793	0.259170	0.265888	0.265888	0.667984	0.554872	0.285803	0.421793	0.115432	
74000	48.111915	5	0.249740	0.249740	0.415890	0.249740	0.249740	0.222158	0.941780	0.261524	0.249740	0.415890	0.249740	
75000	48.111915	7	0.274325	0.183522	0.409521	0.307479	0.274325	0.183522	1.272712	0.349599	0.349599	0.409521	0.275651	
76000	48.111915	7	0.304396	0.226708	0.402918	0.304396	0.304396	0.202028	1.439959	0.304396	0.304396	0.425274	0.263576	
77000	48.111915	6	0.297988	0.271167	0.350561	0.271167	0.271167	0.271167	1.199607	0.292264	0.271167	0.400669	0.271167	
78000	48.111915	7	0.252954	0.205050	0.363027	0.252954	0.252954	0.205050	0.893081	0.542423	0.252954	0.432663	0.273114	
79000	48.111915	6	0.286668	0.206810	0.393343	0.322059	0.286668	0.206810	1.241228	0.283927	0.283927	0.393343	0.206810	
80000	48.111915	8	0.261876	0.250770	0.353016	0.261876	0.250770	0.183778	0.688923	0.302032	0.443235	0.351221	0.250770	
81000	48.111915	6	0.320772	0.170064	0.339647	0.320772	0.320772	0.196446	0.992836	0.320772	0.320772	0.379956	0.320772	
82000	48.111915	6	0.260396	0.227017	0.377626	0.260396	0.299772	0.227017	0.916577	0.377626	0.311264	0.377626	0.227017	
83000	48.111915	9	0.308371	0.240524	0.418668	0.309957	0.308371	0.240524	0.619182	0.347823	0.285521	0.422733	0.077422	
84000	48.111915	9	0.293621	0.206852	0.398920	0.259328	0.285745	0.206852	1.013239	0.328067	0.332482	0.398920	0.347669	
85000	48.111915	6	0.287620	0.167679	0.385602	0.287620	0.287620	0.167679	1.184968	0.385602	0.287620	0.374061	0.100793	
86000	48.111915	7	0.305303	0.191573	0.410646	0.287486	0.274089	0.168555	0.848231	0.410646	0.274089	0.410646	0.191573	
87000	48.111915	6	0.299458	0.255062	0.410248	0.299458	0.299458	0.142846	1.245153	0.404099	0.299458	0.410248	0.142846	
88000	48.111915	5	0.307455	0.285857	0.424630	0.307455	0.307455	0.285857	0.424630	0.385402	0.285857	0.424630	0.506600	
89000	48.111915	7	0.347799	0.244835	0.473743	0.254024	0.347799	0.188004	0.695214	0.347799	0.244835	0.347799	0.079068	
90000	48.111915	7	0.311136	0.250321	0.383693	0.250321	0.375284	0.120451	1.267638	0.383693	0.311136	0.375284	0.244356	
91000	48.111915	6	0.279772	0.206262	0.429489	0.319050	0.319050	0.206262	0.722674	0.319050	0.279772	0.380643	0.206262	
92000	48.111915	8	0.304264	0.242971	0.414109	0.259408	0.304264	0.229761	0.792585	0.341283	0.283486	0.304264	0.242971	
93000	48.111915	7	0.306413	0.263799	0.382367	0.263799	0.306413	0.170031	0.938985	0.306413	0.306413	0.368623	0.251712	
94000	48.111915	10	0.272300	0.162770	0.379666	0.268342	0.292624	0.204581	0.949901	0.292163	0.292624	0.364482	0.256921	
95000	48.111915	8	0.325782	0.224851	0.391355	0.224851	0.337970	0.133118	0.391355	0.402623	0.275283	0.391355	0.158553	
96000	48.111915	5	0.265455	0.187416	0.379183	0.265455	0.265455	0.187416	0.929956	0.379183	0.265455	0.379183	0.214965	
97000	48.111915	8	0.314791	0.249080	0.451405	0.249080	0.314791	0.177538	1.144214	0.408808	0.289990	0.474435	0.177538	
98000	48.111915	7	0.337729	0.210753	0.367666	0.292924	0.281103	0.210753	0.380738	0.473710	0.292924	0.380738	0.292924	
99000	48.111915	4	0.342762	0.252938	0.342762	0.252938	0.342762	0.141688	0.683636	0.342762	0.252938	0.342762	0.252938	
100000	48.111915	6	0.325128	0.171344	0.426274	0.325128	0.325128	0.171344	1.146271	0.426274	0.325128	0.373102	0.240489	
101000	48.111915	7	0.290592	0.290592	0.364546	0.290592	0.299315	0.173289	0.905669	0.364546	0.290592	0.536416	0.248395	
102000	48.111915	6	0.323219	0.192860	0.437882	0.255660	0.320524	0.192860	1.242157	0.437882	0.255660	0.437882	0.437882	
103000	48.111915	4	0.260653	0.260653	0.422303	0.260653	0.260653	0.187562	0.530885	0.422303	0.260653	0.422303	0.260653	
104000	48.111915	8	0.295468	0.247872	0.372893	0.247872	0.295468	0.145844	1.078491	0.251960	0.387673	0.372893	0.095023	
105000	48.111915	8	0.333012	0.201171	0.465594	0.313936	0.339810	0.201171	0.645767	0.333012	0.322114	0.386650	0.322114	
106000	48.111915	5	0.326519	0.293761	0.395393	0.293761	0.326519	0.176801	0.492282	0.395393	0.293761	0.395393	0.176801	
107000	48.111915	8	0.307986	0.226357	0.424385	0.226357	0.307986	0.208942	1.195579	0.370137	0.339495	0.424385	0.221296	
108000	48.111915	8	0.326695	0.205640	0.387834	0.233944	0.326695	0.205640	0.539421	0.387834	0.303009	0.333413	0.291772	
109000	48.111915	8	0.318241	0.196327	0.379658	0.218168	0.318241	0.152109	0.851567	0.392521	0.241748	0.392521	0.152109	
110000	48.111915	4	0.334599	0.239573	0.384825	0.239573	0.318710	0.239573	0.384825	0.334599	0.334599	0.334599	0.239573	
111000	48.111915	7	0.291541	0.234262	0.399955	0.258143	0.291541	0.234262	1.281842	0.366824	0.291541	0.379780	0.234262	
112000	48.111915	8	0.337537	0.198819	0.371307	0.276527	0.337537	0.188422	0.875707	0.337537	0.337537	0.362703	0.196923	
113000	48.111915	5	0.258054	0.203929	0.379244	0.258054	0.272380	0.203929	0.892368	0.379244	0.258054	0.379244	0.203929	
114000	48.111915	5	0.324862	0.236446	0.429059	0.281116	0.324862	0.236446	0.727557	0.324862	0.324862	0.324862	0.324862	
115000	48.111915	9	0.317255	0.215200	0.421812	0.246440	0.317255	0.215200	0.826917	0.389298	0.409821	0.333895	0.206277	
116000	48.111915	8	0.290678	0.201796	0.365317	0.290678	0.290678	0.212729	1.151141	0.351519	0.290678	0.295579	0.196367	
117000	48.111915	7	0.296450	0.269040	0.427472	0.269040	0.296450	0.267852	0.554478	0.427472	0.296450	0.453186	0.057372	
118000	48.111915	9	0.280301	0.244852	0.409689	0.277171	0.334294	0.220118	0.717832	0.364788	0.280301	0.364788	0.194062	
119000	48.111915	5	0.273996	0.216437	0.419961	0.273996	0.273996	0.216437	0.971159	0.419961	0.273996	0.419961	0.130754	
120000	48.111915	8	0.298908	0.195552	0.406185	0.224467	0.319064	0.195552	0.728494	0.349221	0.298908	0.406185	0.112649	
121000	48.111915	5	0.343722	0.243178	0.343722	0.243178	0.319043	0.197264	0.343722	0.343722	0.343722	0.404527	0.197264	
122000	48.111915	5	0.304902	0.203633	0.365311	0.304902	0.304902	0.203633	0.365311	0.407177	0.304902	0.320897	0.304902	
123000	48.111915	7	0.293950	0.234490	0.392767	0.262435	0.293950	0.234490	0.392767	0.293950	0.220354	0.355645	0.322136	
124000	48.111915	8	0.293463	0.186345	0.463398	0.293463	0.349336	0.211959	0.753970	0.349336	0.293463	0.282343	0.412221	
125000	48.111915	9	0.299019	0.213411	0.421797	0.299019	0.299019	0.177469	0.525447	0.323008	0.302945	0.445313	0.145271	
126000	48.111915	8	0.282948	0.208076	0.366928	0.239767	0.282948	0.208076	0.846479	0.629667	0.272503	0.366928	0.379034	
127000	48.111915	5	0.298337	0.199366	0.482011	0.298337	0.298337	0.193174	0.482011	0.482011	0.298337	0.298337	0.490626	
128000	48.111915	6	0.343034	0.203965	0.614245	0.239138	0.342671	0.203965	0.614245	0.343034	0.278294	0.343034	0.203965	
129000	48.111915	5	0.286533	0.240657	0.429604	0.286533	0.286533	0.240657	0.918122	0.429604	0.286533	0.429604	0.073634	
130000	48.111915	5	0.310815	0.209945	0.382009	0.310815	0.310815	0.209945	0.382009	0.382009	0.318714	0.382009	0.204768	
131000	48.111915	5	0.296684	0.215531	0.376167	0.296684	0.296684	0.215531	0.923821	0.376167	0.376167	0.376167	0.134085	
132000	48.111915	7	0.276318	0.196460	0.391408	0.285771	0.331449	0.196460	1.019721	0.331449	0.285771	0.410316	0.196460	
133000	48.111915	6	0.305267	0.253015	0.371841	0.253015	0.305267	0.253015	0.840421	0.363640	0.269340	0.363640	0.363640	
134000	48.111915	5	0.349239	0.197326	0.349239	0.265228	0.349239	0.201846	0.675008	0.349239	0.265228	0.349239	0.201846	
135000	48.111915	5	0.355321	0.212476	0.456368	0.212476	0.319842	0.212476	0.456368	0.319119	0.319119	0.456368	0.319119	
136000	48.111915	6	0.347844	0.259681	0.415867	0.259681	0.336784	0.259681	0.772865	0.336784	0.336784	0.394517	0.259681	
137000	48.111915	8	0.326330	0.200998	0.517815	0.266053	0.330789	0.145933	1.084816	0.387356	0.330789	0.387356	0.145933	
138000	48.111915	5	0.302432	0.198342	0.436259	0.312532	0.302432	0.198342	0.842311	0.436259	0.302432	0.436259	0.302432	
139000	48.111915	7	0.316506	0.212954	0.316506	0.212954	0.316506	0.141566	0.762288	0.352317	0.314873	0.440193	0.141566	
140000	48.111915	5	0.315875	0.175072	0.315875	0.296166	0.315875	0.175072	0.421991	0.315875	0.380680	0.315875	0.315875	
141000	48.111915	7	0.281043	0.185176	0.497569	0.281043	0.271486	0.185176	0.605729	0.351215	0.281043	0.550378	0.281043	
142000	48.111915	4	0.304922	0.241805	0.304922	0.241805	0.304922	0.241805	0.893843	0.304922	0.241805	0.304922	0.225203	
143000	48.111915	7	0.309323	0.183706	0.459824	0.275183	0.309470	0.183706	0.608999	0.309323	0.309470	0.459824	0.133892	
144000	48.111915	6	0.333683	0.232205	0.415548	0.333683	0.333683	0.232205	0.589880	0.333683	0.269886	0.415548	0.137016	
145000	48.111915	8	0.333244	0.229379	0.450793	0.236528	0.292195	0.229379	0.854307	0.531550	0.233972	0.450793	0.233972	
146000	48.111915	9	0.307270	0.274191	0.408615	0.226865	0.307270	0.222563	0.726933	0.453191	0.307270	0.423951	0.329554	
147000	48.111915	8	0.308307	0.182533	0.486419	0.308307	0.308307	0.175458	1.211253	0.419991	0.308307	0.520820	0.263810	
148000	48.111915	9	0.310999	0.192327	0.376985	0.268816	0.289327	0.202465	0.721170	0.300509	0.300509	0.268816	0.194767	
149000	48.111915	7	0.325741	0.200787	0.464540	0.257204	0.325741	0.200787	0.791364	0.464540	0.256031	0.303487	0.325741	
150000	48.111915	8	0.314033	0.184797	0.419965	0.266052	0.314033	0.183361	0.623010	0.314033	0.347203	0.438232	0.184797	
151000	48.111915	8	0.312955	0.254864	0.332847	0.279936	0.312955	0.234238	0.869852	0.453750	0.234238	0.312955	0.297228	
152000	48.111915	6	0.287970	0.245522	0.488571	0.287970	0.287970	0.221343	0.488571	0.341145	0.245522	0.333297	0.287970	
153000	48.111915	6	0.358932	0.224346	0.538582	0.261325	0.358932	0.224346	0.538582	0.486647	0.224346	0.457735	0.224346	
154000	48.111915	8	0.276848	0.183377	0.416950	0.292477	0.395573	0.183377	0.498762	0.395573	0.250929	0.526360	0.183377	
155000	48.111915	7	0.296610	0.239259	0.386538	0.296610	0.296610	0.239259	0.805843	0.333005	0.319063	0.475471	0.239259	
156000	48.111915	7	0.271778	0.211433	0.424751	0.271778	0.369152	0.162165	0.611368	0.369152	0.369152	0.424751	0.250809	
157000	48.111915	7	0.323687	0.190990	0.417808	0.323687	0.323687	0.156157	0.594017	0.485502	0.304279	0.323687	0.156157	
158000	48.111915	9	0.310411	0.184243	0.431604	0.278609	0.310411	0.169777	0.636451	0.391889	0.453437	0.453437	0.130817	
159000	48.111915	7	0.279147	0.259627	0.424719	0.278705	0.259627	0.186160	0.424719	0.279147	0.239544	0.424719	0.206518	
160000	48.111915	7	0.329473	0.246956	0.400182	0.292911	0.329473	0.222259	0.515071	0.349953	0.292911	0.329473	0.329473	
161000	48.111915	7	0.271274	0.203026	0.398186	0.271274	0.341204	0.203026	0.444184	0.505378	0.215791	0.398186	0.341204	
162000	48.111915	5	0.262551	0.266663	0.378765	0.292993	0.266663	0.266663	0.815968	0.378765	0.266663	0.378765	0.266663	
163000	48.111915	8	0.291846	0.196265	0.397358	0.248470	0.291846	0.213585	1.277898	0.397082	0.291846	0.397082	0.394057	
164000	48.111915	8	0.269508	0.235190	0.331279	0.257298	0.331279	0.181436	1.049231	0.331279	0.257298	0.327525	0.332987	
165000	48.111915	7	0.304657	0.181360	0.420601	0.304657	0.324972	0.204325	0.989610	0.420601	0.324972	0.448906	0.304657	
166000	48.111915	6	0.322229	0.185780	0.446717	0.302271	0.302271	0.185780	0.802212	0.322229	0.294157	0.446717	0.185780	
167000	48.111915	6	0.291911	0.165185	0.398010	0.291911	0.291911	0.165185	0.954980	0.398010	0.273527	0.398010	0.101159	
168000	48.111915	7	0.287803	0.162232	0.402173	0.334515	0.287803	0.162232	1.328057	0.344930	0.291535	0.344930	0.162232	
169000	48.111915	5	0.310905	0.299715	0.402873	0.310905	0.299715	0.299715	0.402873	0.517336	0.310905	0.402873	0.281621	
170000	48.111915	8	0.302241	0.200973	0.460677	0.253891	0.311184	0.159825	0.492683	0.369817	0.253891	0.369817	0.159825	
171000	48.111915	7	0.340547	0.182335	0.466935	0.264226	0.264226	0.182335	1.066389	0.466935	0.398966	0.466935	0.143924	
172000	48.111915	5	0.273226	0.191228	0.454062	0.273226	0.273226	0.169216	1.038301	0.454062	0.273226	0.273226	0.191228	
173000	48.111915	9	0.285911	0.210717	0.348905	0.286662	0.322348	0.227186	0.494517	0.494517	0.241837	0.308620	0.286662	
174000	48.111915	8	0.295853	0.194286	0.371724	0.295853	0.294468	0.194286	0.409667	0.354282	0.239173	0.354282	0.310731	
175000	48.111915	9	0.325700	0.227170	0.343876	0.258968	0.330882	0.227170	0.786429	0.513196	0.318810	0.318810	0.212590	
176000	48.111915	8	0.292983	0.230922	0.454421	0.292983	0.264801	0.230922	0.789117	0.494997	0.292983	0.509643	0.240704	
177000	48.111915	8	0.307444	0.274858	0.397146	0.273138	0.274858	0.273138	0.849662	0.397146	0.263318	0.375924	0.257253	
178000	48.111915	6	0.307528	0.193433	0.415805	0.307528	0.307528	0.185352	0.843177	0.444980	0.307528	0.415805	0.307528	
179000	48.111915	7	0.329862	0.230777	0.412597	0.319748	0.319748	0.157597	0.412597	0.291853	0.230777	0.329862	0.134698	
180000	48.111915	5	0.300482	0.186722	0.442576	0.300482	0.300482	0.186722	0.442576	0.455255	0.300482	0.410920	0.300482	
181000	48.111915	7	0.300568	0.230347	0.407701	0.300568	0.300568	0.129085	0.479095	0.479095	0.300568	0.444210	0.222898	
182000	48.111915	7	0.306864	0.241397	0.354620	0.289334	0.241397	0.217764	0.955318	0.329737	0.306864	0.354620	0.241397	
183000	48.111915	7	0.264161	0.226659	0.403698	0.252294	0.261103	0.161134	0.403698	0.403698	0.261103	0.403698	0.186186	
184000	48.111915	6	0.314214	0.253700	0.472621	0.253700	0.301524	0.253700	0.472621	0.271970	0.253700	0.472621	0.281159	
185000	48.111915	7	0.294297	0.217870	0.435561	0.314919	0.272208	0.217870	0.602862	0.320720	0.217870	0.602862	0.217870	
186000	48.111915	7	0.313617	0.313617	0.454569	0.314076	0.244593	0.196235	1.308459	0.313617	0.454569	0.530667	0.244593	
187000	48.111915	8	0.279939	0.213514	0.375288	0.279939	0.375288	0.213514	0.840067	0.363132	0.302508	0.500582	0.301579	
188000	48.111915	8	0.314505	0.250449	0.507310	0.314140	0.271185	0.223721	0.507310	0.394988	0.271185	0.369477	0.271185	
189000	48.111915	9	0.297624	0.194163	0.494859	0.269231	0.322196	0.194163	0.576617	0.320423	0.320423	0.488835	0.134449	
190000	48.111915	8	0.283858	0.200337	0.440657	0.239753	0.283858	0.200337	1.079841	0.449412	0.283858	0.306411	0.263553	
191000	48.111915	10	0.323122	0.187115	0.551833	0.271113	0.305171	0.211748	0.999371	0.408333	0.327743	0.408333	0.169556	
192000	48.111915	8	0.316580	0.255098	0.411465	0.316580	0.316580	0.194517	0.443629	0.290650	0.282740	0.443629	0.168839	
193000	48.111915	10	0.329927	0.180663	0.444787	0.239973	0.288076	0.180663	0.544793	0.354657	0.277772	0.285879	0.282686	
194000	48.111915	7	0.347179	0.257096	0.448759	0.257096	0.347179	0.257096	0.585935	0.347179	0.246191	0.479615	0.129598	
195000	48.111915	7	0.294806	0.247988	0.404761	0.287052	0.294806	0.230055	1.140458	0.404761	0.287052	0.378751	0.287052	
196000	48.111915	8	0.321213	0.180636	0.422643	0.287455	0.321213	0.180636	1.044360	0.563316	0.323868	0.422643	0.194636	
197000	48.111915	9	0.305491	0.278075	0.408074	0.285742	0.305491	0.259570	0.522686	0.527707	0.285742	0.439561	0.115583	
198000	48.111915	7	0.300013	0.211175	0.422500	0.300013	0.289508	0.205087	1.138430	0.422500	0.300013	0.422500	0.304410	
199000	48.111915	7	0.305336	0.210401	0.384303	0.278841	0.282569	0.210401	1.017533	0.394715	0.278841	0.384303	0.210401	
200000	48.111915	5	0.314492	0.203781	0.469116	0.314492	0.314492	0.203781	0.768986	0.314492	0.314492	0.469116	0.427160	
201000	48.111915	6	0.338429	0.217766	0.429690	0.217766	0.338429	0.217766	0.429690	0.373771	0.369474	0.369474	0.316579	
202000	48.111915	6	0.276703	0.167538	0.430772	0.276703	0.340318	0.167538	0.927873	0.388928	0.276703	0.340318	0.167538	
203000	48.111915	7	0.307015	0.176231	0.439614	0.307015	0.307015	0.173761	1.338334	0.404130	0.402189	0.404130	0.173761	
204000	48.111915	7	0.332241	0.280346	0.488222	0.280346	0.367336	0.174593	1.085026	0.332241	0.280346	0.326467	0.174593	
205000	48.111915	5	0.311615	0.166323	0.428085	0.256776	0.311615	0.166323	0.510730	0.428085	0.311615	0.428085	0.166323	
206000	48.111915	6	0.314882	0.197560	0.565945	0.314882	0.314882	0.197560	0.565945	0.297407	0.297407	0.356329	0.102286	
207000	48.111915	4	0.345660	0.235756	0.481827	0.235756	0.345660	0.235756	0.481827	0.345660	0.345660	0.345660	0.283410	
208000	48.111915	6	0.308806	0.202091	0.429334	0.308806	0.308806	0.202091	1.123163	0.334654	0.308806	0.385643	0.202091	
