Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	Pi[A,10]	Pi[C,10]	Pi[G,10]	Pi[T,10]	Pi[A,11]	Pi[C,11]	Pi[G,11]	Pi[T,11]	
11000	11.688050	3	0.487905	0.275311	0.072318	0.164466	0.349355	0.213051	0.164380	0.273215	0.487905	0.275311	0.072318	0.164466	0.349355	0.213051	0.164380	0.273215	0.487905	0.275311	0.072318	0.164466	0.349355	0.213051	0.164380	0.273215	0.487905	0.275311	0.072318	0.164466	0.349355	0.213051	0.164380	0.273215	0.349355	0.213051	0.164380	0.273215	0.349355	0.213051	0.164380	0.273215	0.207018	0.199363	0.249101	0.344518	
12000	11.688050	4	0.487905	0.275311	0.072318	0.164466	0.294000	0.241368	0.216131	0.248500	0.487905	0.275311	0.072318	0.164466	0.294000	0.241368	0.216131	0.248500	0.294000	0.241368	0.216131	0.248500	0.306360	0.326202	0.138618	0.228819	0.487905	0.275311	0.072318	0.164466	0.294000	0.241368	0.216131	0.248500	0.306360	0.326202	0.138618	0.228819	0.306360	0.326202	0.138618	0.228819	0.324743	0.167948	0.256644	0.250665	
13000	11.688050	4	0.487905	0.275311	0.072318	0.164466	0.273061	0.255943	0.208439	0.262557	0.487905	0.275311	0.072318	0.164466	0.273061	0.255943	0.208439	0.262557	0.273061	0.255943	0.208439	0.262557	0.295835	0.309826	0.115003	0.279335	0.487905	0.275311	0.072318	0.164466	0.365954	0.284019	0.138282	0.211745	0.365954	0.284019	0.138282	0.211745	0.295835	0.309826	0.115003	0.279335	0.273061	0.255943	0.208439	0.262557	
14000	11.688050	3	0.491029	0.274802	0.071528	0.162641	0.276866	0.267616	0.198320	0.257198	0.491029	0.274802	0.071528	0.162641	0.276866	0.267616	0.198320	0.257198	0.276866	0.267616	0.198320	0.257198	0.356833	0.283251	0.105835	0.254081	0.491029	0.274802	0.071528	0.162641	0.356833	0.283251	0.105835	0.254081	0.356833	0.283251	0.105835	0.254081	0.356833	0.283251	0.105835	0.254081	0.276866	0.267616	0.198320	0.257198	
15000	11.688050	4	0.491029	0.274802	0.071528	0.162641	0.281877	0.270450	0.203679	0.243994	0.491029	0.274802	0.071528	0.162641	0.281877	0.270450	0.203679	0.243994	0.281877	0.270450	0.203679	0.243994	0.294299	0.348122	0.099242	0.258337	0.491029	0.274802	0.071528	0.162641	0.281877	0.270450	0.203679	0.243994	0.294299	0.348122	0.099242	0.258337	0.294299	0.348122	0.099242	0.258337	0.349921	0.085751	0.380514	0.183814	
16000	11.688050	2	0.491029	0.274802	0.071528	0.162641	0.304001	0.283700	0.165022	0.247277	0.491029	0.274802	0.071528	0.162641	0.304001	0.283700	0.165022	0.247277	0.304001	0.283700	0.165022	0.247277	0.304001	0.283700	0.165022	0.247277	0.491029	0.274802	0.071528	0.162641	0.304001	0.283700	0.165022	0.247277	0.304001	0.283700	0.165022	0.247277	0.304001	0.283700	0.165022	0.247277	0.304001	0.283700	0.165022	0.247277	
17000	11.688050	4	0.491029	0.274802	0.071528	0.162641	0.288408	0.302188	0.149659	0.259744	0.491029	0.274802	0.071528	0.162641	0.288408	0.302188	0.149659	0.259744	0.288408	0.302188	0.149659	0.259744	0.257269	0.304185	0.111391	0.327155	0.491029	0.274802	0.071528	0.162641	0.288408	0.302188	0.149659	0.259744	0.288408	0.302188	0.149659	0.259744	0.257269	0.304185	0.111391	0.327155	0.610172	0.082457	0.168157	0.139214	
18000	11.688050	4	0.491029	0.274802	0.071528	0.162641	0.241922	0.252504	0.185854	0.319720	0.491029	0.274802	0.071528	0.162641	0.324504	0.265792	0.137264	0.272439	0.249055	0.320434	0.176218	0.254293	0.249055	0.320434	0.176218	0.254293	0.491029	0.274802	0.071528	0.162641	0.324504	0.265792	0.137264	0.272439	0.324504	0.265792	0.137264	0.272439	0.324504	0.265792	0.137264	0.272439	0.324504	0.265792	0.137264	0.272439	
19000	11.688050	2	0.476374	0.292726	0.069864	0.161036	0.325091	0.272174	0.134843	0.267892	0.476374	0.292726	0.069864	0.161036	0.325091	0.272174	0.134843	0.267892	0.325091	0.272174	0.134843	0.267892	0.325091	0.272174	0.134843	0.267892	0.476374	0.292726	0.069864	0.161036	0.325091	0.272174	0.134843	0.267892	0.325091	0.272174	0.134843	0.267892	0.325091	0.272174	0.134843	0.267892	0.325091	0.272174	0.134843	0.267892	
20000	11.688050	4	0.458271	0.297953	0.084411	0.159366	0.301802	0.276204	0.157114	0.264880	0.458271	0.297953	0.084411	0.159366	0.301802	0.276204	0.157114	0.264880	0.230898	0.395211	0.149827	0.224064	0.230898	0.395211	0.149827	0.224064	0.458271	0.297953	0.084411	0.159366	0.301802	0.276204	0.157114	0.264880	0.301802	0.276204	0.157114	0.264880	0.301802	0.276204	0.157114	0.264880	0.397923	0.099310	0.298989	0.203777	
21000	11.688050	4	0.461499	0.300232	0.076078	0.162191	0.311411	0.285639	0.168619	0.234332	0.461499	0.300232	0.076078	0.162191	0.311411	0.285639	0.168619	0.234332	0.311411	0.285639	0.168619	0.234332	0.264010	0.332744	0.109565	0.293681	0.461499	0.300232	0.076078	0.162191	0.311411	0.285639	0.168619	0.234332	0.311411	0.285639	0.168619	0.234332	0.264010	0.332744	0.109565	0.293681	0.340984	0.194926	0.407810	0.056280	
22000	11.688050	3	0.465857	0.296859	0.069245	0.168038	0.245956	0.322183	0.172261	0.259601	0.465857	0.296859	0.069245	0.168038	0.245956	0.322183	0.172261	0.259601	0.245956	0.322183	0.172261	0.259601	0.261335	0.334237	0.102905	0.301523	0.465857	0.296859	0.069245	0.168038	0.261335	0.334237	0.102905	0.301523	0.261335	0.334237	0.102905	0.301523	0.261335	0.334237	0.102905	0.301523	0.261335	0.334237	0.102905	0.301523	
23000	11.688050	4	0.465781	0.300110	0.073486	0.160623	0.249428	0.258801	0.181388	0.310383	0.465781	0.300110	0.073486	0.160623	0.249428	0.258801	0.181388	0.310383	0.323462	0.338787	0.142191	0.195560	0.249428	0.258801	0.181388	0.310383	0.465781	0.300110	0.073486	0.160623	0.323462	0.338787	0.142191	0.195560	0.323462	0.338787	0.142191	0.195560	0.249428	0.258801	0.181388	0.310383	0.208252	0.154833	0.413286	0.223628	
24000	11.688050	4	0.479675	0.283295	0.072576	0.164454	0.314972	0.191181	0.230144	0.263703	0.479675	0.283295	0.072576	0.164454	0.314972	0.191181	0.230144	0.263703	0.243380	0.416067	0.173195	0.167359	0.272266	0.350216	0.121518	0.256000	0.479675	0.283295	0.072576	0.164454	0.272266	0.350216	0.121518	0.256000	0.272266	0.350216	0.121518	0.256000	0.272266	0.350216	0.121518	0.256000	0.272266	0.350216	0.121518	0.256000	
25000	11.688050	2	0.479675	0.283295	0.072576	0.164454	0.287339	0.299913	0.162087	0.250661	0.479675	0.283295	0.072576	0.164454	0.287339	0.299913	0.162087	0.250661	0.287339	0.299913	0.162087	0.250661	0.287339	0.299913	0.162087	0.250661	0.479675	0.283295	0.072576	0.164454	0.287339	0.299913	0.162087	0.250661	0.287339	0.299913	0.162087	0.250661	0.287339	0.299913	0.162087	0.250661	0.287339	0.299913	0.162087	0.250661	
26000	11.688050	4	0.479675	0.283295	0.072576	0.164454	0.296501	0.282870	0.165237	0.255392	0.479675	0.283295	0.072576	0.164454	0.296501	0.282870	0.165237	0.255392	0.296501	0.282870	0.165237	0.255392	0.298342	0.333066	0.086968	0.281625	0.479675	0.283295	0.072576	0.164454	0.296501	0.282870	0.165237	0.255392	0.298342	0.333066	0.086968	0.281625	0.298342	0.333066	0.086968	0.281625	0.264657	0.171101	0.394069	0.170173	
27000	11.688050	4	0.479675	0.283295	0.072576	0.164454	0.285845	0.271264	0.181783	0.261108	0.479675	0.283295	0.072576	0.164454	0.285845	0.271264	0.181783	0.261108	0.285845	0.271264	0.181783	0.261108	0.285845	0.271264	0.181783	0.261108	0.479675	0.283295	0.072576	0.164454	0.360890	0.276304	0.101343	0.261463	0.360890	0.276304	0.101343	0.261463	0.360890	0.276304	0.101343	0.261463	0.593285	0.093307	0.207289	0.106119	
28000	11.688050	3	0.479675	0.283295	0.072576	0.164454	0.256323	0.188600	0.204304	0.350774	0.479675	0.283295	0.072576	0.164454	0.256323	0.188600	0.204304	0.350774	0.366910	0.292936	0.123220	0.216935	0.366910	0.292936	0.123220	0.216935	0.479675	0.283295	0.072576	0.164454	0.366910	0.292936	0.123220	0.216935	0.366910	0.292936	0.123220	0.216935	0.366910	0.292936	0.123220	0.216935	0.366910	0.292936	0.123220	0.216935	
29000	11.688050	3	0.479675	0.283295	0.072576	0.164454	0.254231	0.244200	0.226689	0.274879	0.479675	0.283295	0.072576	0.164454	0.254231	0.244200	0.226689	0.274879	0.315149	0.342193	0.136778	0.205880	0.315149	0.342193	0.136778	0.205880	0.479675	0.283295	0.072576	0.164454	0.315149	0.342193	0.136778	0.205880	0.315149	0.342193	0.136778	0.205880	0.315149	0.342193	0.136778	0.205880	0.479675	0.283295	0.072576	0.164454	
30000	11.688050	3	0.409987	0.301069	0.086057	0.202886	0.229051	0.215991	0.200029	0.354930	0.409987	0.301069	0.086057	0.202886	0.229051	0.215991	0.200029	0.354930	0.409987	0.301069	0.086057	0.202886	0.229051	0.215991	0.200029	0.354930	0.409987	0.301069	0.086057	0.202886	0.409987	0.301069	0.086057	0.202886	0.409987	0.301069	0.086057	0.202886	0.409987	0.301069	0.086057	0.202886	0.387935	0.293945	0.175359	0.142761	
31000	11.688050	3	0.442159	0.314765	0.077933	0.165143	0.319921	0.255862	0.177038	0.247180	0.442159	0.314765	0.077933	0.165143	0.319921	0.255862	0.177038	0.247180	0.312101	0.339943	0.109899	0.238057	0.312101	0.339943	0.109899	0.238057	0.442159	0.314765	0.077933	0.165143	0.442159	0.314765	0.077933	0.165143	0.312101	0.339943	0.109899	0.238057	0.312101	0.339943	0.109899	0.238057	0.319921	0.255862	0.177038	0.247180	
32000	11.688050	3	0.442612	0.317507	0.065972	0.173909	0.261185	0.237946	0.217765	0.283105	0.442612	0.317507	0.065972	0.173909	0.261185	0.237946	0.217765	0.283105	0.290090	0.354131	0.104722	0.251057	0.290090	0.354131	0.104722	0.251057	0.442612	0.317507	0.065972	0.173909	0.290090	0.354131	0.104722	0.251057	0.290090	0.354131	0.104722	0.251057	0.290090	0.354131	0.104722	0.251057	0.261185	0.237946	0.217765	0.283105	
33000	11.688050	4	0.450931	0.314048	0.068040	0.166980	0.289203	0.294774	0.168984	0.247038	0.450931	0.314048	0.068040	0.166980	0.289203	0.294774	0.168984	0.247038	0.295093	0.362395	0.090675	0.251838	0.295093	0.362395	0.090675	0.251838	0.450931	0.314048	0.068040	0.166980	0.295093	0.362395	0.090675	0.251838	0.295093	0.362395	0.090675	0.251838	0.295093	0.362395	0.090675	0.251838	0.358134	0.293214	0.245413	0.103239	
34000	11.688050	6	0.458765	0.302891	0.073623	0.164722	0.239501	0.283801	0.163028	0.313671	0.458765	0.302891	0.073623	0.164722	0.267698	0.245533	0.181464	0.305304	0.319050	0.329714	0.104617	0.246620	0.145824	0.407568	0.154422	0.292185	0.458765	0.302891	0.073623	0.164722	0.319050	0.329714	0.104617	0.246620	0.319050	0.329714	0.104617	0.246620	0.319050	0.329714	0.104617	0.246620	0.191195	0.240909	0.192661	0.375236	
35000	11.688050	3	0.458765	0.302891	0.073623	0.164722	0.284070	0.243334	0.220686	0.251909	0.458765	0.302891	0.073623	0.164722	0.284070	0.243334	0.220686	0.251909	0.300973	0.329035	0.131924	0.238068	0.300973	0.329035	0.131924	0.238068	0.458765	0.302891	0.073623	0.164722	0.300973	0.329035	0.131924	0.238068	0.300973	0.329035	0.131924	0.238068	0.300973	0.329035	0.131924	0.238068	0.300973	0.329035	0.131924	0.238068	
36000	11.688050	3	0.458765	0.302891	0.073623	0.164722	0.328522	0.246733	0.181066	0.243680	0.458765	0.302891	0.073623	0.164722	0.328522	0.246733	0.181066	0.243680	0.315118	0.331067	0.118474	0.235341	0.315118	0.331067	0.118474	0.235341	0.458765	0.302891	0.073623	0.164722	0.315118	0.331067	0.118474	0.235341	0.315118	0.331067	0.118474	0.235341	0.315118	0.331067	0.118474	0.235341	0.328522	0.246733	0.181066	0.243680	
37000	11.688050	4	0.471485	0.292173	0.076597	0.159745	0.287621	0.241919	0.192498	0.277963	0.471485	0.292173	0.076597	0.159745	0.287621	0.241919	0.192498	0.277963	0.313238	0.331834	0.106316	0.248613	0.313238	0.331834	0.106316	0.248613	0.471485	0.292173	0.076597	0.159745	0.379295	0.261973	0.095038	0.263694	0.313238	0.331834	0.106316	0.248613	0.379295	0.261973	0.095038	0.263694	0.287621	0.241919	0.192498	0.277963	
38000	11.688050	4	0.418903	0.295179	0.082712	0.203205	0.231978	0.319306	0.178295	0.270421	0.418903	0.295179	0.082712	0.203205	0.231978	0.319306	0.178295	0.270421	0.314348	0.332738	0.119111	0.233804	0.135003	0.299748	0.112858	0.452391	0.418903	0.295179	0.082712	0.203205	0.418903	0.295179	0.082712	0.203205	0.314348	0.332738	0.119111	0.233804	0.314348	0.332738	0.119111	0.233804	0.231978	0.319306	0.178295	0.270421	
39000	11.688050	2	0.443068	0.291901	0.089614	0.175417	0.263826	0.261828	0.187009	0.287337	0.443068	0.291901	0.089614	0.175417	0.263826	0.261828	0.187009	0.287337	0.443068	0.291901	0.089614	0.175417	0.263826	0.261828	0.187009	0.287337	0.443068	0.291901	0.089614	0.175417	0.443068	0.291901	0.089614	0.175417	0.443068	0.291901	0.089614	0.175417	0.263826	0.261828	0.187009	0.287337	0.263826	0.261828	0.187009	0.287337	
40000	11.688050	3	0.463353	0.284167	0.086581	0.165899	0.272008	0.266047	0.172198	0.289747	0.463353	0.284167	0.086581	0.165899	0.272008	0.266047	0.172198	0.289747	0.280960	0.373582	0.109244	0.236214	0.280960	0.373582	0.109244	0.236214	0.463353	0.284167	0.086581	0.165899	0.463353	0.284167	0.086581	0.165899	0.463353	0.284167	0.086581	0.165899	0.272008	0.266047	0.172198	0.289747	0.280960	0.373582	0.109244	0.236214	
41000	11.688050	3	0.459962	0.291530	0.076813	0.171695	0.176224	0.260873	0.243226	0.319677	0.459962	0.291530	0.076813	0.171695	0.176224	0.260873	0.243226	0.319677	0.366973	0.298694	0.105809	0.228524	0.176224	0.260873	0.243226	0.319677	0.459962	0.291530	0.076813	0.171695	0.366973	0.298694	0.105809	0.228524	0.366973	0.298694	0.105809	0.228524	0.366973	0.298694	0.105809	0.228524	0.366973	0.298694	0.105809	0.228524	
42000	11.688050	3	0.439965	0.291744	0.091738	0.176553	0.295973	0.252430	0.172221	0.279376	0.439965	0.291744	0.091738	0.176553	0.295973	0.252430	0.172221	0.279376	0.439965	0.291744	0.091738	0.176553	0.208676	0.262079	0.071569	0.457676	0.439965	0.291744	0.091738	0.176553	0.295973	0.252430	0.172221	0.279376	0.439965	0.291744	0.091738	0.176553	0.295973	0.252430	0.172221	0.279376	0.295973	0.252430	0.172221	0.279376	
43000	11.688050	3	0.437794	0.262897	0.115771	0.183537	0.309665	0.234139	0.228953	0.227243	0.437794	0.262897	0.115771	0.183537	0.309665	0.234139	0.228953	0.227243	0.293067	0.372186	0.111053	0.223694	0.293067	0.372186	0.111053	0.223694	0.437794	0.262897	0.115771	0.183537	0.437794	0.262897	0.115771	0.183537	0.437794	0.262897	0.115771	0.183537	0.293067	0.372186	0.111053	0.223694	0.309665	0.234139	0.228953	0.227243	
44000	11.688050	3	0.480081	0.282011	0.089946	0.147962	0.280895	0.225189	0.223606	0.270310	0.480081	0.282011	0.089946	0.147962	0.280895	0.225189	0.223606	0.270310	0.343523	0.323428	0.117759	0.215290	0.343523	0.323428	0.117759	0.215290	0.480081	0.282011	0.089946	0.147962	0.343523	0.323428	0.117759	0.215290	0.343523	0.323428	0.117759	0.215290	0.343523	0.323428	0.117759	0.215290	0.480081	0.282011	0.089946	0.147962	
45000	11.688050	4	0.396955	0.293532	0.124535	0.184978	0.258760	0.247758	0.216632	0.276850	0.407891	0.284671	0.127791	0.179647	0.258760	0.247758	0.216632	0.276850	0.396955	0.293532	0.124535	0.184978	0.086722	0.483906	0.109383	0.319988	0.396955	0.293532	0.124535	0.184978	0.396955	0.293532	0.124535	0.184978	0.396955	0.293532	0.124535	0.184978	0.258760	0.247758	0.216632	0.276850	0.396955	0.293532	0.124535	0.184978	
46000	11.688050	2	0.456081	0.242738	0.098895	0.202286	0.314983	0.293654	0.150564	0.240799	0.456081	0.242738	0.098895	0.202286	0.314983	0.293654	0.150564	0.240799	0.314983	0.293654	0.150564	0.240799	0.314983	0.293654	0.150564	0.240799	0.456081	0.242738	0.098895	0.202286	0.314983	0.293654	0.150564	0.240799	0.456081	0.242738	0.098895	0.202286	0.314983	0.293654	0.150564	0.240799	0.314983	0.293654	0.150564	0.240799	
47000	11.688050	4	0.459936	0.270267	0.085798	0.183998	0.231330	0.180751	0.162363	0.425557	0.459936	0.270267	0.085798	0.183998	0.345937	0.254017	0.173492	0.226554	0.345937	0.254017	0.173492	0.226554	0.209680	0.246237	0.161750	0.382333	0.459936	0.270267	0.085798	0.183998	0.459936	0.270267	0.085798	0.183998	0.459936	0.270267	0.085798	0.183998	0.345937	0.254017	0.173492	0.226554	0.345937	0.254017	0.173492	0.226554	
48000	11.688050	4	0.477303	0.271525	0.082623	0.168548	0.277563	0.254635	0.180101	0.287702	0.477303	0.271525	0.082623	0.168548	0.275838	0.211999	0.196860	0.315303	0.277563	0.254635	0.180101	0.287702	0.235813	0.423929	0.040160	0.300097	0.477303	0.271525	0.082623	0.168548	0.277563	0.254635	0.180101	0.287702	0.477303	0.271525	0.082623	0.168548	0.277563	0.254635	0.180101	0.287702	0.277563	0.254635	0.180101	0.287702	
49000	11.688050	2	0.466718	0.281828	0.084495	0.166960	0.299755	0.273468	0.185016	0.241761	0.466718	0.281828	0.084495	0.166960	0.299755	0.273468	0.185016	0.241761	0.299755	0.273468	0.185016	0.241761	0.299755	0.273468	0.185016	0.241761	0.466718	0.281828	0.084495	0.166960	0.299755	0.273468	0.185016	0.241761	0.466718	0.281828	0.084495	0.166960	0.299755	0.273468	0.185016	0.241761	0.299755	0.273468	0.185016	0.241761	
50000	11.688050	3	0.466718	0.281828	0.084495	0.166960	0.275503	0.269673	0.173031	0.281793	0.466718	0.281828	0.084495	0.166960	0.343378	0.230000	0.191754	0.234869	0.275503	0.269673	0.173031	0.281793	0.275503	0.269673	0.173031	0.281793	0.466718	0.281828	0.084495	0.166960	0.275503	0.269673	0.173031	0.281793	0.466718	0.281828	0.084495	0.166960	0.275503	0.269673	0.173031	0.281793	0.275503	0.269673	0.173031	0.281793	
51000	11.688050	4	0.464417	0.275533	0.085183	0.174866	0.244634	0.331726	0.180121	0.243519	0.464417	0.275533	0.085183	0.174866	0.348311	0.251357	0.145610	0.254723	0.244634	0.331726	0.180121	0.243519	0.268361	0.364172	0.062754	0.304712	0.464417	0.275533	0.085183	0.174866	0.348311	0.251357	0.145610	0.254723	0.348311	0.251357	0.145610	0.254723	0.348311	0.251357	0.145610	0.254723	0.348311	0.251357	0.145610	0.254723	
52000	11.688050	4	0.460714	0.285928	0.080289	0.173069	0.270509	0.304483	0.175410	0.249598	0.460714	0.285928	0.080289	0.173069	0.270509	0.304483	0.175410	0.249598	0.270509	0.304483	0.175410	0.249598	0.270509	0.304483	0.175410	0.249598	0.460714	0.285928	0.080289	0.173069	0.361965	0.285981	0.098994	0.253059	0.361965	0.285981	0.098994	0.253059	0.361965	0.285981	0.098994	0.253059	0.403800	0.184838	0.249130	0.162233	
53000	11.688050	4	0.468209	0.280919	0.076405	0.174467	0.289444	0.228818	0.164330	0.317407	0.468209	0.280919	0.076405	0.174467	0.289444	0.228818	0.164330	0.317407	0.292114	0.331344	0.129413	0.247129	0.292114	0.331344	0.129413	0.247129	0.468209	0.280919	0.076405	0.174467	0.348116	0.271612	0.122424	0.257847	0.348116	0.271612	0.122424	0.257847	0.348116	0.271612	0.122424	0.257847	0.348116	0.271612	0.122424	0.257847	
54000	11.688050	3	0.469692	0.295851	0.069176	0.165282	0.293676	0.234743	0.200586	0.270995	0.469692	0.295851	0.069176	0.165282	0.293676	0.234743	0.200586	0.270995	0.332503	0.328278	0.117673	0.221545	0.332503	0.328278	0.117673	0.221545	0.469692	0.295851	0.069176	0.165282	0.332503	0.328278	0.117673	0.221545	0.332503	0.328278	0.117673	0.221545	0.332503	0.328278	0.117673	0.221545	0.293676	0.234743	0.200586	0.270995	
55000	11.688050	4	0.441898	0.313564	0.079261	0.165277	0.262630	0.223753	0.250675	0.262941	0.441898	0.313564	0.079261	0.165277	0.262630	0.223753	0.250675	0.262941	0.305987	0.309844	0.139453	0.244716	0.305987	0.309844	0.139453	0.244716	0.441898	0.313564	0.079261	0.165277	0.305987	0.309844	0.139453	0.244716	0.305987	0.309844	0.139453	0.244716	0.305987	0.309844	0.139453	0.244716	0.506917	0.122693	0.297675	0.072715	
56000	11.688050	3	0.441898	0.313564	0.079261	0.165277	0.193951	0.312070	0.222342	0.271637	0.441898	0.313564	0.079261	0.165277	0.193951	0.312070	0.222342	0.271637	0.342578	0.300349	0.121674	0.235398	0.193951	0.312070	0.222342	0.271637	0.441898	0.313564	0.079261	0.165277	0.342578	0.300349	0.121674	0.235398	0.342578	0.300349	0.121674	0.235398	0.342578	0.300349	0.121674	0.235398	0.193951	0.312070	0.222342	0.271637	
57000	11.688050	4	0.448063	0.306739	0.066677	0.178521	0.289922	0.251568	0.197463	0.261046	0.448063	0.306739	0.066677	0.178521	0.289922	0.251568	0.197463	0.261046	0.314589	0.343909	0.114707	0.226794	0.314589	0.343909	0.114707	0.226794	0.448063	0.306739	0.066677	0.178521	0.366539	0.262694	0.136853	0.233913	0.314589	0.343909	0.114707	0.226794	0.289922	0.251568	0.197463	0.261046	0.289922	0.251568	0.197463	0.261046	
