Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-115548	1,2,3,4,3,1	5.235729	6.150757	5.230420	6.080180	5.973522	6.080180	6.150757	1,1,1,1,1,1	0.000000	0.014057	0.535340	0.116610	0.333992	0.014057	0.535340	0.116610	0.333992	0.014057	0.535340	0.116610	0.333992	0.014057	0.535340	0.116610	0.333992	0.014057	0.535340	0.116610	0.333992	0.014057	0.535340	0.116610	0.333992	1,2,1,3,4,5	5.358439	0.091019	0.233804	0.072566	0.197264	0.308390	0.096957	0.355817	0.287385	0.162112	0.072223	0.052854	0.069608	0.091019	0.233804	0.072566	0.197264	0.308390	0.096957	0.031862	0.145095	0.512561	0.104660	0.012890	0.192933	0.114106	0.273113	0.459997	0.038249	0.077653	0.036882	0.209881	0.000857	0.341350	0.074714	0.306063	0.067134	1,1,1,1,1,1	0.000000	0.875362	0.875362	0.875362	0.875362	0.875362	0.875362	
11000	-115673	1,2,1,2,1,3	2.774496	5.619640	4.826688	5.619640	4.826688	5.619640	5.822794	1,1,1,1,1,1	0.000000	0.013054	0.526114	0.102417	0.358415	0.013054	0.526114	0.102417	0.358415	0.013054	0.526114	0.102417	0.358415	0.013054	0.526114	0.102417	0.358415	0.013054	0.526114	0.102417	0.358415	0.013054	0.526114	0.102417	0.358415	1,2,1,3,4,5	14.026687	0.076141	0.228342	0.197776	0.207693	0.198011	0.092036	0.332847	0.157496	0.126181	0.172901	0.126080	0.084495	0.076141	0.228342	0.197776	0.207693	0.198011	0.092036	0.218068	0.358881	0.052748	0.133180	0.040600	0.196523	0.056302	0.027768	0.353447	0.077361	0.219881	0.265240	0.357812	0.032887	0.274305	0.077190	0.172463	0.085343	1,2,2,2,2,2	1.186425	0.564929	0.942891	0.942891	0.942891	0.942891	0.942891	
12000	-115527	1,2,1,3,1,4	1.424973	5.858193	5.588994	5.858193	5.130429	5.858193	6.356427	1,1,1,1,1,1	0.000000	0.016645	0.548041	0.101259	0.334055	0.016645	0.548041	0.101259	0.334055	0.016645	0.548041	0.101259	0.334055	0.016645	0.548041	0.101259	0.334055	0.016645	0.548041	0.101259	0.334055	0.016645	0.548041	0.101259	0.334055	1,2,3,4,5,3	1.126101	0.125104	0.081760	0.329150	0.245499	0.158537	0.059950	0.474251	0.085722	0.246549	0.074638	0.080794	0.038046	0.364652	0.134156	0.129116	0.067310	0.222813	0.081952	0.132872	0.083657	0.028411	0.330217	0.035853	0.388990	0.214295	0.050821	0.041942	0.096248	0.217828	0.378867	0.364652	0.134156	0.129116	0.067310	0.222813	0.081952	1,1,1,1,1,1	0.000000	0.826943	0.826943	0.826943	0.826943	0.826943	0.826943	
13000	-116228	1,2,3,4,1,5	8.117083	6.261998	5.438962	5.733700	5.232190	6.261998	5.964587	1,1,1,1,1,1	0.000000	0.014562	0.553387	0.117874	0.314177	0.014562	0.553387	0.117874	0.314177	0.014562	0.553387	0.117874	0.314177	0.014562	0.553387	0.117874	0.314177	0.014562	0.553387	0.117874	0.314177	0.014562	0.553387	0.117874	0.314177	1,2,1,3,4,2	3.871216	0.061604	0.175875	0.092962	0.155418	0.470879	0.043262	0.342930	0.113773	0.139810	0.074430	0.176996	0.152061	0.061604	0.175875	0.092962	0.155418	0.470879	0.043262	0.013079	0.218470	0.296722	0.251517	0.078687	0.141525	0.061396	0.074038	0.111301	0.031432	0.360850	0.360984	0.342930	0.113773	0.139810	0.074430	0.176996	0.152061	1,2,2,2,2,2	2.012968	0.602035	0.966591	0.966591	0.966591	0.966591	0.966591	
14000	-116203	1,2,3,4,3,3	1.156935	5.755227	5.803707	6.083024	5.120878	6.083024	6.083024	1,1,1,1,1,1	0.000000	0.016459	0.502770	0.125496	0.355275	0.016459	0.502770	0.125496	0.355275	0.016459	0.502770	0.125496	0.355275	0.016459	0.502770	0.125496	0.355275	0.016459	0.502770	0.125496	0.355275	0.016459	0.502770	0.125496	0.355275	1,2,3,4,5,6	0.964361	0.031320	0.192496	0.256201	0.190480	0.241775	0.087728	0.172286	0.053382	0.545100	0.138568	0.065058	0.025607	0.017805	0.322925	0.184545	0.134219	0.331933	0.008573	0.371637	0.011245	0.252404	0.150488	0.061214	0.153013	0.058072	0.084076	0.088774	0.064245	0.285039	0.419794	0.189453	0.424861	0.038352	0.122965	0.162527	0.061842	1,2,2,2,2,2	0.762996	0.588994	0.989599	0.989599	0.989599	0.989599	0.989599	
15000	-116012	1,2,3,2,4,1	1.744413	6.206465	5.192695	6.170607	5.192695	6.193879	6.206465	1,1,1,1,1,1	0.005676	0.014687	0.514852	0.128057	0.342404	0.014687	0.514852	0.128057	0.342404	0.014687	0.514852	0.128057	0.342404	0.014687	0.514852	0.128057	0.342404	0.014687	0.514852	0.128057	0.342404	0.014687	0.514852	0.128057	0.342404	1,2,1,3,4,2	0.384976	0.023525	0.152075	0.244556	0.193802	0.313911	0.072131	0.225291	0.217893	0.036242	0.184355	0.178732	0.157487	0.023525	0.152075	0.244556	0.193802	0.313911	0.072131	0.094178	0.239192	0.217717	0.209899	0.053823	0.185190	0.341267	0.083316	0.021645	0.009251	0.223667	0.320854	0.225291	0.217893	0.036242	0.184355	0.178732	0.157487	1,1,1,1,1,1	0.000000	0.824825	0.824825	0.824825	0.824825	0.824825	0.824825	
16000	-115503	1,2,3,4,5,6	12.512774	5.939288	5.332785	6.414403	5.381461	5.999715	5.684170	1,1,1,1,1,1	0.000000	0.016201	0.515832	0.115708	0.352260	0.016201	0.515832	0.115708	0.352260	0.016201	0.515832	0.115708	0.352260	0.016201	0.515832	0.115708	0.352260	0.016201	0.515832	0.115708	0.352260	0.016201	0.515832	0.115708	0.352260	1,2,1,3,4,2	12.716999	0.134005	0.177961	0.106226	0.176975	0.263660	0.141173	0.275409	0.197059	0.108308	0.133143	0.163253	0.122830	0.134005	0.177961	0.106226	0.176975	0.263660	0.141173	0.061835	0.176555	0.215534	0.222454	0.038674	0.284948	0.036428	0.106096	0.174764	0.036937	0.389300	0.256474	0.275409	0.197059	0.108308	0.133143	0.163253	0.122830	1,1,1,1,1,1	0.000000	0.876712	0.876712	0.876712	0.876712	0.876712	0.876712	
17000	-115492	1,1,1,1,1,1	0.056330	5.724605	5.724605	5.724605	5.724605	5.724605	5.724605	1,1,1,1,1,1	0.000000	0.015524	0.532660	0.112230	0.339587	0.015524	0.532660	0.112230	0.339587	0.015524	0.532660	0.112230	0.339587	0.015524	0.532660	0.112230	0.339587	0.015524	0.532660	0.112230	0.339587	0.015524	0.532660	0.112230	0.339587	1,2,3,4,5,2	10.779708	0.043779	0.189506	0.338769	0.211334	0.175729	0.040882	0.315985	0.317400	0.097969	0.074339	0.110580	0.083727	0.027995	0.378216	0.181546	0.063787	0.324577	0.023878	0.091094	0.367554	0.046315	0.111859	0.024454	0.358724	0.059317	0.522530	0.014520	0.015151	0.134508	0.253974	0.315985	0.317400	0.097969	0.074339	0.110580	0.083727	1,2,2,2,2,2	2.340206	0.512833	0.944510	0.944510	0.944510	0.944510	0.944510	
18000	-115539	1,2,3,3,4,3	4.309862	6.135165	5.355689	5.790831	5.790831	6.301458	5.790831	1,1,1,1,1,1	0.027531	0.016977	0.517592	0.118736	0.346695	0.016977	0.517592	0.118736	0.346695	0.016977	0.517592	0.118736	0.346695	0.016977	0.517592	0.118736	0.346695	0.016977	0.517592	0.118736	0.346695	0.016977	0.517592	0.118736	0.346695	1,2,1,3,4,2	9.698403	0.022901	0.295267	0.195475	0.137117	0.288484	0.060756	0.273612	0.298750	0.053777	0.169172	0.141739	0.062951	0.022901	0.295267	0.195475	0.137117	0.288484	0.060756	0.109187	0.335232	0.070382	0.281976	0.007165	0.196057	0.231657	0.081266	0.119100	0.004414	0.243353	0.320210	0.273612	0.298750	0.053777	0.169172	0.141739	0.062951	1,2,2,2,2,2	0.036465	0.608114	0.924120	0.924120	0.924120	0.924120	0.924120	
19000	-115299	1,1,1,1,1,1	0.000000	5.646392	5.646392	5.646392	5.646392	5.646392	5.646392	1,1,1,1,1,1	0.000000	0.014920	0.529163	0.130724	0.325193	0.014920	0.529163	0.130724	0.325193	0.014920	0.529163	0.130724	0.325193	0.014920	0.529163	0.130724	0.325193	0.014920	0.529163	0.130724	0.325193	0.014920	0.529163	0.130724	0.325193	1,2,1,3,4,1	2.260073	0.087015	0.153476	0.114351	0.200894	0.360962	0.083303	0.316485	0.404009	0.110972	0.066395	0.053945	0.048194	0.087015	0.153476	0.114351	0.200894	0.360962	0.083303	0.019339	0.246301	0.180488	0.155311	0.039630	0.358931	0.064794	0.036660	0.133594	0.042018	0.340432	0.382503	0.087015	0.153476	0.114351	0.200894	0.360962	0.083303	1,2,2,2,2,2	1.175731	0.690265	0.878386	0.878386	0.878386	0.878386	0.878386	
20000	-115260	1,2,1,1,1,3	0.456012	5.835411	5.983154	5.835411	5.835411	5.835411	6.087793	1,1,1,1,1,1	0.000000	0.017215	0.532649	0.122457	0.327679	0.017215	0.532649	0.122457	0.327679	0.017215	0.532649	0.122457	0.327679	0.017215	0.532649	0.122457	0.327679	0.017215	0.532649	0.122457	0.327679	0.017215	0.532649	0.122457	0.327679	1,2,1,3,4,2	2.647615	0.040433	0.400808	0.102916	0.187553	0.229251	0.039040	0.612368	0.127670	0.059304	0.047813	0.103378	0.049467	0.040433	0.400808	0.102916	0.187553	0.229251	0.039040	0.006397	0.090792	0.102195	0.440653	0.001541	0.358423	0.132731	0.038152	0.094523	0.017000	0.370184	0.347409	0.612368	0.127670	0.059304	0.047813	0.103378	0.049467	1,2,3,1,3,2	3.455816	0.799364	0.906165	0.919078	0.799364	0.919078	0.906165	
21000	-116279	1,2,1,2,1,1	0.368159	6.058576	5.041649	6.058576	5.041649	6.058576	6.058576	1,1,1,1,1,1	0.000000	0.018087	0.493049	0.135960	0.352904	0.018087	0.493049	0.135960	0.352904	0.018087	0.493049	0.135960	0.352904	0.018087	0.493049	0.135960	0.352904	0.018087	0.493049	0.135960	0.352904	0.018087	0.493049	0.135960	0.352904	1,2,3,4,5,5	36.055652	0.098149	0.000869	0.148028	0.273194	0.371526	0.108233	0.203285	0.450921	0.146055	0.051521	0.044615	0.103602	0.053138	0.075918	0.279220	0.236637	0.285550	0.069536	0.198836	0.093372	0.208917	0.368728	0.036644	0.093504	0.241453	0.033579	0.220775	0.082123	0.253236	0.168834	0.241453	0.033579	0.220775	0.082123	0.253236	0.168834	1,1,1,1,1,1	0.000000	0.902029	0.902029	0.902029	0.902029	0.902029	0.902029	
22000	-115589	1,1,1,1,1,1	0.000000	5.810652	5.810652	5.810652	5.810652	5.810652	5.810652	1,1,1,1,1,1	0.000000	0.011755	0.532405	0.099825	0.356016	0.011755	0.532405	0.099825	0.356016	0.011755	0.532405	0.099825	0.356016	0.011755	0.532405	0.099825	0.356016	0.011755	0.532405	0.099825	0.356016	0.011755	0.532405	0.099825	0.356016	1,2,3,4,5,5	11.453139	0.145962	0.280968	0.036418	0.215309	0.191254	0.130089	0.545405	0.001880	0.101327	0.163228	0.146097	0.042062	0.066726	0.323445	0.190924	0.081360	0.308356	0.029189	0.086898	0.090056	0.107878	0.419070	0.014920	0.281178	0.240521	0.075131	0.202983	0.131441	0.210950	0.138974	0.240521	0.075131	0.202983	0.131441	0.210950	0.138974	1,1,1,1,1,1	0.000000	0.917022	0.917022	0.917022	0.917022	0.917022	0.917022	
23000	-115932	1,2,3,4,5,6	33.999032	6.183990	6.894058	5.657480	5.390769	6.081358	6.692946	1,1,1,1,1,1	0.000000	0.019369	0.515146	0.129060	0.336426	0.019369	0.515146	0.129060	0.336426	0.019369	0.515146	0.129060	0.336426	0.019369	0.515146	0.129060	0.336426	0.019369	0.515146	0.129060	0.336426	0.019369	0.515146	0.129060	0.336426	1,2,1,3,4,1	11.337664	0.105078	0.203570	0.140513	0.153706	0.317257	0.079877	0.436855	0.063250	0.390982	0.063128	0.029711	0.016075	0.105078	0.203570	0.140513	0.153706	0.317257	0.079877	0.038519	0.219341	0.043134	0.151092	0.049731	0.498183	0.036918	0.416624	0.075129	0.127355	0.213232	0.130742	0.105078	0.203570	0.140513	0.153706	0.317257	0.079877	1,2,2,2,2,2	0.024002	0.552930	0.932630	0.932630	0.932630	0.932630	0.932630	
24000	-116956	1,1,1,1,1,1	0.000000	6.024213	6.024213	6.024213	6.024213	6.024213	6.024213	1,1,1,1,1,1	0.000000	0.019665	0.527840	0.117326	0.335169	0.019665	0.527840	0.117326	0.335169	0.019665	0.527840	0.117326	0.335169	0.019665	0.527840	0.117326	0.335169	0.019665	0.527840	0.117326	0.335169	0.019665	0.527840	0.117326	0.335169	1,2,3,4,5,3	4.563102	0.040533	0.021447	0.339173	0.378028	0.203183	0.017637	0.351112	0.134079	0.119907	0.128239	0.117269	0.149394	0.156997	0.190651	0.060879	0.150969	0.355696	0.084808	0.451859	0.156778	0.069814	0.063855	0.074131	0.183561	0.111987	0.466122	0.107847	0.017258	0.138821	0.157966	0.156997	0.190651	0.060879	0.150969	0.355696	0.084808	1,2,2,2,2,2	3.917119	0.603241	0.902952	0.902952	0.902952	0.902952	0.902952	
25000	-115497	1,2,3,4,3,5	7.109459	6.270298	5.780125	5.927873	5.157645	5.927873	6.170726	1,1,1,1,1,1	0.000000	0.017674	0.529764	0.121861	0.330702	0.017674	0.529764	0.121861	0.330702	0.017674	0.529764	0.121861	0.330702	0.017674	0.529764	0.121861	0.330702	0.017674	0.529764	0.121861	0.330702	0.017674	0.529764	0.121861	0.330702	1,2,1,3,4,2	11.516003	0.023472	0.086087	0.244916	0.182527	0.268452	0.194546	0.458233	0.034136	0.050814	0.168003	0.168177	0.120637	0.023472	0.086087	0.244916	0.182527	0.268452	0.194546	0.110346	0.107966	0.139332	0.280121	0.016327	0.345908	0.118773	0.118535	0.023352	0.043508	0.379134	0.316699	0.458233	0.034136	0.050814	0.168003	0.168177	0.120637	1,2,2,2,2,2	0.220662	0.691121	0.922432	0.922432	0.922432	0.922432	0.922432	
26000	-115989	1,2,2,3,4,3	2.296613	5.750403	5.492269	5.492269	6.129580	5.836120	6.129580	1,1,1,1,1,1	0.000000	0.018598	0.543384	0.120038	0.317981	0.018598	0.543384	0.120038	0.317981	0.018598	0.543384	0.120038	0.317981	0.018598	0.543384	0.120038	0.317981	0.018598	0.543384	0.120038	0.317981	0.018598	0.543384	0.120038	0.317981	1,1,2,3,4,1	8.765433	0.192632	0.238219	0.119733	0.158570	0.195063	0.095783	0.192632	0.238219	0.119733	0.158570	0.195063	0.095783	0.181987	0.056515	0.039405	0.248807	0.377387	0.095899	0.123145	0.381567	0.148755	0.064641	0.011189	0.270703	0.011767	0.392187	0.219671	0.078026	0.199547	0.098803	0.192632	0.238219	0.119733	0.158570	0.195063	0.095783	1,1,1,1,1,1	0.000000	0.849154	0.849154	0.849154	0.849154	0.849154	0.849154	
27000	-115783	1,2,2,3,1,1	0.089981	6.081121	5.659750	5.659750	5.343045	6.081121	6.081121	1,1,2,1,2,2	0.079520	0.015609	0.527630	0.171601	0.285161	0.015609	0.527630	0.171601	0.285161	0.014409	0.518932	0.120694	0.345965	0.015609	0.527630	0.171601	0.285161	0.014409	0.518932	0.120694	0.345965	0.014409	0.518932	0.120694	0.345965	1,2,1,3,4,2	6.590769	0.199693	0.105752	0.129756	0.128381	0.376603	0.059815	0.378336	0.349158	0.058174	0.057746	0.107952	0.048634	0.199693	0.105752	0.129756	0.128381	0.376603	0.059815	0.453880	0.190144	0.101711	0.115741	0.022066	0.116459	0.188696	0.025467	0.063567	0.169393	0.264953	0.287925	0.378336	0.349158	0.058174	0.057746	0.107952	0.048634	1,2,2,2,2,2	0.505250	0.660876	0.928245	0.928245	0.928245	0.928245	0.928245	
