Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-89999.7	1,1,1,1,1,2	0.092720	5.644270	5.644270	5.644270	5.644270	5.644270	5.944184	1,1,1,1,1,1	0.092720	0.024198	0.632082	0.127267	0.216454	0.024198	0.632082	0.127267	0.216454	0.024198	0.632082	0.127267	0.216454	0.024198	0.632082	0.127267	0.216454	0.024198	0.632082	0.127267	0.216454	0.024198	0.632082	0.127267	0.216454	1,1,1,1,1,1	0.092720	0.027885	0.117878	0.015914	0.066420	0.515698	0.256205	0.027885	0.117878	0.015914	0.066420	0.515698	0.256205	0.027885	0.117878	0.015914	0.066420	0.515698	0.256205	0.027885	0.117878	0.015914	0.066420	0.515698	0.256205	0.027885	0.117878	0.015914	0.066420	0.515698	0.256205	0.027885	0.117878	0.015914	0.066420	0.515698	0.256205	1,1,1,1,1,1	0.092720	0.416869	0.416869	0.416869	0.416869	0.416869	0.416869	
11000	-89996.4	1,1,1,1,1,1	0.092720	5.746620	5.746620	5.746620	5.746620	5.746620	5.746620	1,1,1,1,1,1	0.092720	0.028086	0.631335	0.126781	0.213798	0.028086	0.631335	0.126781	0.213798	0.028086	0.631335	0.126781	0.213798	0.028086	0.631335	0.126781	0.213798	0.028086	0.631335	0.126781	0.213798	0.028086	0.631335	0.126781	0.213798	1,1,1,1,1,1	0.092720	0.024179	0.100686	0.011083	0.069796	0.522405	0.271851	0.024179	0.100686	0.011083	0.069796	0.522405	0.271851	0.024179	0.100686	0.011083	0.069796	0.522405	0.271851	0.024179	0.100686	0.011083	0.069796	0.522405	0.271851	0.024179	0.100686	0.011083	0.069796	0.522405	0.271851	0.024179	0.100686	0.011083	0.069796	0.522405	0.271851	1,1,1,1,1,1	0.092720	0.398810	0.398810	0.398810	0.398810	0.398810	0.398810	
12000	-89996.3	1,1,1,1,1,1	0.092720	5.799769	5.799769	5.799769	5.799769	5.799769	5.799769	1,1,1,1,1,1	0.092720	0.026032	0.633196	0.128451	0.212320	0.026032	0.633196	0.128451	0.212320	0.026032	0.633196	0.128451	0.212320	0.026032	0.633196	0.128451	0.212320	0.026032	0.633196	0.128451	0.212320	0.026032	0.633196	0.128451	0.212320	1,1,1,1,1,1	0.092720	0.028038	0.106623	0.013957	0.070446	0.518990	0.261947	0.028038	0.106623	0.013957	0.070446	0.518990	0.261947	0.028038	0.106623	0.013957	0.070446	0.518990	0.261947	0.028038	0.106623	0.013957	0.070446	0.518990	0.261947	0.028038	0.106623	0.013957	0.070446	0.518990	0.261947	0.028038	0.106623	0.013957	0.070446	0.518990	0.261947	1,1,1,1,1,1	0.092720	0.402099	0.402099	0.402099	0.402099	0.402099	0.402099	
13000	-89989.5	1,1,1,1,1,1	0.092720	5.872562	5.872562	5.872562	5.872562	5.872562	5.872562	1,1,1,1,1,1	0.092720	0.026538	0.634005	0.128534	0.210922	0.026538	0.634005	0.128534	0.210922	0.026538	0.634005	0.128534	0.210922	0.026538	0.634005	0.128534	0.210922	0.026538	0.634005	0.128534	0.210922	0.026538	0.634005	0.128534	0.210922	1,1,1,1,1,1	0.092720	0.025676	0.100688	0.014780	0.067323	0.526003	0.265530	0.025676	0.100688	0.014780	0.067323	0.526003	0.265530	0.025676	0.100688	0.014780	0.067323	0.526003	0.265530	0.025676	0.100688	0.014780	0.067323	0.526003	0.265530	0.025676	0.100688	0.014780	0.067323	0.526003	0.265530	0.025676	0.100688	0.014780	0.067323	0.526003	0.265530	1,1,1,1,1,1	0.092720	0.391724	0.391724	0.391724	0.391724	0.391724	0.391724	
14000	-89995.5	1,1,1,1,1,1	0.092720	5.781354	5.781354	5.781354	5.781354	5.781354	5.781354	1,1,1,1,1,1	0.092720	0.020551	0.632051	0.132311	0.215087	0.020551	0.632051	0.132311	0.215087	0.020551	0.632051	0.132311	0.215087	0.020551	0.632051	0.132311	0.215087	0.020551	0.632051	0.132311	0.215087	0.020551	0.632051	0.132311	0.215087	1,1,1,1,1,1	0.092720	0.026404	0.120840	0.020539	0.067636	0.519840	0.244742	0.026404	0.120840	0.020539	0.067636	0.519840	0.244742	0.026404	0.120840	0.020539	0.067636	0.519840	0.244742	0.026404	0.120840	0.020539	0.067636	0.519840	0.244742	0.026404	0.120840	0.020539	0.067636	0.519840	0.244742	0.026404	0.120840	0.020539	0.067636	0.519840	0.244742	1,1,1,1,1,1	0.092720	0.405070	0.405070	0.405070	0.405070	0.405070	0.405070	
15000	-89995	1,1,1,1,1,1	0.092720	5.641531	5.641531	5.641531	5.641531	5.641531	5.641531	1,1,1,1,1,1	0.092720	0.024648	0.636383	0.127183	0.211786	0.024648	0.636383	0.127183	0.211786	0.024648	0.636383	0.127183	0.211786	0.024648	0.636383	0.127183	0.211786	0.024648	0.636383	0.127183	0.211786	0.024648	0.636383	0.127183	0.211786	1,1,1,1,1,1	0.092720	0.028651	0.113260	0.024886	0.068205	0.507323	0.257674	0.028651	0.113260	0.024886	0.068205	0.507323	0.257674	0.028651	0.113260	0.024886	0.068205	0.507323	0.257674	0.028651	0.113260	0.024886	0.068205	0.507323	0.257674	0.028651	0.113260	0.024886	0.068205	0.507323	0.257674	0.028651	0.113260	0.024886	0.068205	0.507323	0.257674	1,1,1,1,1,1	0.092720	0.396435	0.396435	0.396435	0.396435	0.396435	0.396435	
16000	-89988	1,1,1,1,1,1	0.092720	5.690760	5.690760	5.690760	5.690760	5.690760	5.690760	1,1,1,1,1,1	0.092720	0.023252	0.635394	0.130148	0.211206	0.023252	0.635394	0.130148	0.211206	0.023252	0.635394	0.130148	0.211206	0.023252	0.635394	0.130148	0.211206	0.023252	0.635394	0.130148	0.211206	0.023252	0.635394	0.130148	0.211206	1,1,1,1,1,1	0.092720	0.026721	0.118418	0.017597	0.068887	0.512316	0.256062	0.026721	0.118418	0.017597	0.068887	0.512316	0.256062	0.026721	0.118418	0.017597	0.068887	0.512316	0.256062	0.026721	0.118418	0.017597	0.068887	0.512316	0.256062	0.026721	0.118418	0.017597	0.068887	0.512316	0.256062	0.026721	0.118418	0.017597	0.068887	0.512316	0.256062	1,1,1,1,1,1	0.092720	0.399188	0.399188	0.399188	0.399188	0.399188	0.399188	
17000	-89991.4	1,1,1,1,1,1	0.092720	5.825057	5.825057	5.825057	5.825057	5.825057	5.825057	1,1,1,1,1,1	0.092720	0.022522	0.633723	0.126675	0.217080	0.022522	0.633723	0.126675	0.217080	0.022522	0.633723	0.126675	0.217080	0.022522	0.633723	0.126675	0.217080	0.022522	0.633723	0.126675	0.217080	0.022522	0.633723	0.126675	0.217080	1,1,1,1,1,1	0.092720	0.031725	0.137519	0.013295	0.069623	0.502061	0.245777	0.031725	0.137519	0.013295	0.069623	0.502061	0.245777	0.031725	0.137519	0.013295	0.069623	0.502061	0.245777	0.031725	0.137519	0.013295	0.069623	0.502061	0.245777	0.031725	0.137519	0.013295	0.069623	0.502061	0.245777	0.031725	0.137519	0.013295	0.069623	0.502061	0.245777	1,1,1,1,1,1	0.092720	0.415793	0.415793	0.415793	0.415793	0.415793	0.415793	
18000	-89984.3	1,1,1,1,1,2	0.092720	5.672583	5.672583	5.672583	5.672583	5.672583	6.231218	1,1,1,1,1,1	0.092720	0.025441	0.635204	0.127397	0.211959	0.025441	0.635204	0.127397	0.211959	0.025441	0.635204	0.127397	0.211959	0.025441	0.635204	0.127397	0.211959	0.025441	0.635204	0.127397	0.211959	0.025441	0.635204	0.127397	0.211959	1,1,1,1,1,1	0.092720	0.028559	0.104986	0.009974	0.069795	0.525751	0.260936	0.028559	0.104986	0.009974	0.069795	0.525751	0.260936	0.028559	0.104986	0.009974	0.069795	0.525751	0.260936	0.028559	0.104986	0.009974	0.069795	0.525751	0.260936	0.028559	0.104986	0.009974	0.069795	0.525751	0.260936	0.028559	0.104986	0.009974	0.069795	0.525751	0.260936	1,1,1,1,1,1	0.092720	0.396248	0.396248	0.396248	0.396248	0.396248	0.396248	
19000	-89997.1	1,1,1,1,1,1	0.092720	5.586621	5.586621	5.586621	5.586621	5.586621	5.586621	1,1,1,1,1,1	0.092720	0.024177	0.634052	0.128938	0.212833	0.024177	0.634052	0.128938	0.212833	0.024177	0.634052	0.128938	0.212833	0.024177	0.634052	0.128938	0.212833	0.024177	0.634052	0.128938	0.212833	0.024177	0.634052	0.128938	0.212833	1,1,1,1,1,1	0.092720	0.032282	0.120540	0.016862	0.068251	0.500107	0.261957	0.032282	0.120540	0.016862	0.068251	0.500107	0.261957	0.032282	0.120540	0.016862	0.068251	0.500107	0.261957	0.032282	0.120540	0.016862	0.068251	0.500107	0.261957	0.032282	0.120540	0.016862	0.068251	0.500107	0.261957	0.032282	0.120540	0.016862	0.068251	0.500107	0.261957	1,1,1,1,1,1	0.092720	0.399438	0.399438	0.399438	0.399438	0.399438	0.399438	
20000	-89998.1	1,1,1,1,1,1	0.092720	5.711291	5.711291	5.711291	5.711291	5.711291	5.711291	1,1,1,1,1,1	0.092720	0.024438	0.626873	0.135398	0.213291	0.024438	0.626873	0.135398	0.213291	0.024438	0.626873	0.135398	0.213291	0.024438	0.626873	0.135398	0.213291	0.024438	0.626873	0.135398	0.213291	0.024438	0.626873	0.135398	0.213291	1,1,1,1,1,1	0.092720	0.030378	0.105605	0.004287	0.067273	0.527995	0.264463	0.030378	0.105605	0.004287	0.067273	0.527995	0.264463	0.030378	0.105605	0.004287	0.067273	0.527995	0.264463	0.030378	0.105605	0.004287	0.067273	0.527995	0.264463	0.030378	0.105605	0.004287	0.067273	0.527995	0.264463	0.030378	0.105605	0.004287	0.067273	0.527995	0.264463	1,1,1,1,1,1	0.092720	0.383747	0.383747	0.383747	0.383747	0.383747	0.383747	
21000	-89991	1,2,1,1,1,1	0.092720	5.720962	5.982119	5.720962	5.720962	5.720962	5.720962	1,1,1,1,1,1	0.092720	0.024878	0.628176	0.130859	0.216088	0.024878	0.628176	0.130859	0.216088	0.024878	0.628176	0.130859	0.216088	0.024878	0.628176	0.130859	0.216088	0.024878	0.628176	0.130859	0.216088	0.024878	0.628176	0.130859	0.216088	1,1,1,1,1,1	0.092720	0.028959	0.104579	0.009352	0.071930	0.531674	0.253505	0.028959	0.104579	0.009352	0.071930	0.531674	0.253505	0.028959	0.104579	0.009352	0.071930	0.531674	0.253505	0.028959	0.104579	0.009352	0.071930	0.531674	0.253505	0.028959	0.104579	0.009352	0.071930	0.531674	0.253505	0.028959	0.104579	0.009352	0.071930	0.531674	0.253505	1,1,1,1,1,1	0.092720	0.398852	0.398852	0.398852	0.398852	0.398852	0.398852	
22000	-89999.5	1,1,1,1,1,1	0.092720	5.660239	5.660239	5.660239	5.660239	5.660239	5.660239	1,1,1,1,1,1	0.092720	0.026128	0.628586	0.133586	0.211699	0.026128	0.628586	0.133586	0.211699	0.026128	0.628586	0.133586	0.211699	0.026128	0.628586	0.133586	0.211699	0.026128	0.628586	0.133586	0.211699	0.026128	0.628586	0.133586	0.211699	1,1,1,1,1,1	0.092720	0.035578	0.099504	0.011582	0.067295	0.529098	0.256943	0.035578	0.099504	0.011582	0.067295	0.529098	0.256943	0.035578	0.099504	0.011582	0.067295	0.529098	0.256943	0.035578	0.099504	0.011582	0.067295	0.529098	0.256943	0.035578	0.099504	0.011582	0.067295	0.529098	0.256943	0.035578	0.099504	0.011582	0.067295	0.529098	0.256943	1,1,1,1,1,1	0.092720	0.394562	0.394562	0.394562	0.394562	0.394562	0.394562	
23000	-89989.8	1,1,1,1,1,1	0.092720	5.685811	5.685811	5.685811	5.685811	5.685811	5.685811	1,1,1,1,1,1	0.092720	0.023191	0.634651	0.133235	0.208923	0.023191	0.634651	0.133235	0.208923	0.023191	0.634651	0.133235	0.208923	0.023191	0.634651	0.133235	0.208923	0.023191	0.634651	0.133235	0.208923	0.023191	0.634651	0.133235	0.208923	1,1,1,1,1,1	0.092720	0.034593	0.124090	0.012137	0.062203	0.514962	0.252014	0.034593	0.124090	0.012137	0.062203	0.514962	0.252014	0.034593	0.124090	0.012137	0.062203	0.514962	0.252014	0.034593	0.124090	0.012137	0.062203	0.514962	0.252014	0.034593	0.124090	0.012137	0.062203	0.514962	0.252014	0.034593	0.124090	0.012137	0.062203	0.514962	0.252014	1,1,1,1,1,1	0.092720	0.408944	0.408944	0.408944	0.408944	0.408944	0.408944	
24000	-89988.8	1,1,1,1,1,1	0.092720	5.821268	5.821268	5.821268	5.821268	5.821268	5.821268	1,1,1,1,1,1	0.092720	0.023440	0.632250	0.132598	0.211712	0.023440	0.632250	0.132598	0.211712	0.023440	0.632250	0.132598	0.211712	0.023440	0.632250	0.132598	0.211712	0.023440	0.632250	0.132598	0.211712	0.023440	0.632250	0.132598	0.211712	1,1,1,1,1,1	0.092720	0.034803	0.114807	0.012164	0.068187	0.520302	0.249738	0.034803	0.114807	0.012164	0.068187	0.520302	0.249738	0.034803	0.114807	0.012164	0.068187	0.520302	0.249738	0.034803	0.114807	0.012164	0.068187	0.520302	0.249738	0.034803	0.114807	0.012164	0.068187	0.520302	0.249738	0.034803	0.114807	0.012164	0.068187	0.520302	0.249738	1,1,1,1,1,1	0.092720	0.399652	0.399652	0.399652	0.399652	0.399652	0.399652	
25000	-89987.4	1,1,1,1,1,1	0.092720	5.720200	5.720200	5.720200	5.720200	5.720200	5.720200	1,1,1,1,1,1	0.092720	0.023554	0.632460	0.126682	0.217304	0.023554	0.632460	0.126682	0.217304	0.023554	0.632460	0.126682	0.217304	0.023554	0.632460	0.126682	0.217304	0.023554	0.632460	0.126682	0.217304	0.023554	0.632460	0.126682	0.217304	1,1,1,1,1,1	0.092720	0.025216	0.125923	0.015721	0.071568	0.502879	0.258693	0.025216	0.125923	0.015721	0.071568	0.502879	0.258693	0.025216	0.125923	0.015721	0.071568	0.502879	0.258693	0.025216	0.125923	0.015721	0.071568	0.502879	0.258693	0.025216	0.125923	0.015721	0.071568	0.502879	0.258693	0.025216	0.125923	0.015721	0.071568	0.502879	0.258693	1,1,1,1,1,1	0.092720	0.389670	0.389670	0.389670	0.389670	0.389670	0.389670	
26000	-89995.8	1,1,1,1,1,1	0.092720	5.779830	5.779830	5.779830	5.779830	5.779830	5.779830	1,1,1,1,1,1	0.092720	0.024128	0.629683	0.133150	0.213038	0.024128	0.629683	0.133150	0.213038	0.024128	0.629683	0.133150	0.213038	0.024128	0.629683	0.133150	0.213038	0.024128	0.629683	0.133150	0.213038	0.024128	0.629683	0.133150	0.213038	1,1,1,1,1,1	0.092720	0.029592	0.116876	0.016683	0.064239	0.514681	0.257928	0.029592	0.116876	0.016683	0.064239	0.514681	0.257928	0.029592	0.116876	0.016683	0.064239	0.514681	0.257928	0.029592	0.116876	0.016683	0.064239	0.514681	0.257928	0.029592	0.116876	0.016683	0.064239	0.514681	0.257928	0.029592	0.116876	0.016683	0.064239	0.514681	0.257928	1,1,1,1,1,1	0.092720	0.391178	0.391178	0.391178	0.391178	0.391178	0.391178	
27000	-90005	1,1,1,1,1,1	0.092720	5.825172	5.825172	5.825172	5.825172	5.825172	5.825172	1,1,1,1,1,1	0.092720	0.024117	0.631089	0.133341	0.211453	0.024117	0.631089	0.133341	0.211453	0.024117	0.631089	0.133341	0.211453	0.024117	0.631089	0.133341	0.211453	0.024117	0.631089	0.133341	0.211453	0.024117	0.631089	0.133341	0.211453	1,1,1,1,1,1	0.092720	0.030622	0.099579	0.011195	0.065697	0.527747	0.265159	0.030622	0.099579	0.011195	0.065697	0.527747	0.265159	0.030622	0.099579	0.011195	0.065697	0.527747	0.265159	0.030622	0.099579	0.011195	0.065697	0.527747	0.265159	0.030622	0.099579	0.011195	0.065697	0.527747	0.265159	0.030622	0.099579	0.011195	0.065697	0.527747	0.265159	1,1,1,1,1,1	0.092720	0.416473	0.416473	0.416473	0.416473	0.416473	0.416473	
