Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-128694	1,2,3,4,2,5	2.503625	6.160007	4.951437	6.853948	6.132177	4.951437	5.404430	1,2,3,1,1,3	1.765490	0.034394	0.453609	0.083619	0.428378	0.279486	0.224380	0.335112	0.161022	0.250206	0.046924	0.464787	0.238084	0.034394	0.453609	0.083619	0.428378	0.034394	0.453609	0.083619	0.428378	0.250206	0.046924	0.464787	0.238084	1,2,3,1,3,4	2.002090	0.117389	0.275779	0.102282	0.084370	0.231598	0.188581	0.454900	0.031595	0.159497	0.236212	0.036088	0.081708	0.163659	0.128241	0.299512	0.324153	0.020471	0.063964	0.117389	0.275779	0.102282	0.084370	0.231598	0.188581	0.163659	0.128241	0.299512	0.324153	0.020471	0.063964	0.235733	0.170382	0.026418	0.143972	0.238774	0.184721	1,2,2,1,3,4	2.888386	3.046058	1.461105	1.461105	3.046058	0.513932	2.176990	
11000	-126821	1,2,3,1,2,4	2.596792	6.111595	4.757297	5.715057	6.111595	4.757297	5.012728	1,2,3,1,1,4	3.665411	0.036373	0.460716	0.113843	0.389067	0.272363	0.172518	0.505860	0.049259	0.041365	0.152591	0.577068	0.228976	0.036373	0.460716	0.113843	0.389067	0.036373	0.460716	0.113843	0.389067	0.461928	0.097553	0.184516	0.256003	1,2,3,4,5,6	3.639698	0.398633	0.090253	0.024347	0.060561	0.256239	0.169967	0.177746	0.022017	0.193368	0.240517	0.083746	0.282606	0.086302	0.239918	0.374734	0.090843	0.015874	0.192330	0.068430	0.045673	0.225566	0.028629	0.290832	0.340869	0.112726	0.065708	0.448274	0.201221	0.032813	0.139258	0.158568	0.408922	0.059629	0.239241	0.002985	0.130655	1,2,1,3,4,2	3.244741	2.416148	1.743562	2.416148	3.114478	0.381532	1.743562	
12000	-128090	1,2,3,4,2,5	3.024993	6.066558	5.112207	6.810766	6.142308	5.112207	5.802131	1,2,3,1,1,4	2.339625	0.029120	0.477691	0.081342	0.411848	0.265451	0.375017	0.208862	0.150670	0.078356	0.091373	0.589212	0.241059	0.029120	0.477691	0.081342	0.411848	0.029120	0.477691	0.081342	0.411848	0.511946	0.015769	0.148733	0.323552	1,2,3,1,4,1	2.252648	0.172274	0.391243	0.054176	0.107852	0.151535	0.122921	0.057507	0.035300	0.067595	0.593879	0.158068	0.087651	0.086777	0.197620	0.251244	0.111094	0.082458	0.270808	0.172274	0.391243	0.054176	0.107852	0.151535	0.122921	0.298556	0.103355	0.299498	0.133128	0.014741	0.150722	0.172274	0.391243	0.054176	0.107852	0.151535	0.122921	1,2,2,1,3,4	0.928646	2.905412	1.961405	1.961405	2.905412	0.608307	1.681575	
13000	-127406	1,2,3,4,2,2	2.604838	5.778558	4.878266	5.466905	6.302858	4.878266	4.878266	1,2,2,1,1,3	1.809364	0.039352	0.440111	0.089077	0.431460	0.227597	0.149358	0.272619	0.350426	0.227597	0.149358	0.272619	0.350426	0.039352	0.440111	0.089077	0.431460	0.039352	0.440111	0.089077	0.431460	0.669432	0.161278	0.063335	0.105954	1,2,3,1,3,4	1.232045	0.203654	0.238179	0.077806	0.076284	0.217308	0.186770	0.384422	0.061329	0.003473	0.296105	0.005945	0.248725	0.098730	0.151299	0.277879	0.269046	0.002863	0.200182	0.203654	0.238179	0.077806	0.076284	0.217308	0.186770	0.098730	0.151299	0.277879	0.269046	0.002863	0.200182	0.030119	0.218811	0.089591	0.009200	0.047612	0.604666	1,2,3,1,4,3	0.734439	2.573230	1.678637	2.256546	2.573230	0.339114	2.256546	
14000	-127116	1,1,2,2,3,1	2.872394	5.790803	5.790803	6.088957	6.088957	4.867890	5.790803	1,2,3,1,1,4	1.084181	0.044287	0.434504	0.064075	0.457134	0.189529	0.369522	0.239478	0.201472	0.062961	0.131276	0.647107	0.158655	0.044287	0.434504	0.064075	0.457134	0.044287	0.434504	0.064075	0.457134	0.400849	0.071841	0.439571	0.087739	1,2,2,3,2,1	1.213348	0.313786	0.131889	0.048585	0.205381	0.151382	0.148978	0.154453	0.083943	0.116257	0.430720	0.004690	0.209937	0.154453	0.083943	0.116257	0.430720	0.004690	0.209937	0.216785	0.222900	0.138504	0.104591	0.223942	0.093278	0.154453	0.083943	0.116257	0.430720	0.004690	0.209937	0.313786	0.131889	0.048585	0.205381	0.151382	0.148978	1,2,2,1,3,4	1.150325	3.107125	2.089647	2.089647	3.107125	0.478535	2.106569	
15000	-126185	1,2,3,1,3,1	2.438653	6.100139	5.375110	5.629921	6.100139	5.629921	6.100139	1,2,3,1,1,4	1.394429	0.033691	0.448085	0.084965	0.433259	0.179872	0.285086	0.307617	0.227426	0.060495	0.063049	0.732584	0.143872	0.033691	0.448085	0.084965	0.433259	0.033691	0.448085	0.084965	0.433259	0.497992	0.073483	0.211695	0.216830	1,2,3,1,3,2	1.691821	0.142435	0.350957	0.069924	0.105182	0.195464	0.136037	0.143862	0.176322	0.014915	0.303302	0.071729	0.289869	0.084622	0.228920	0.452218	0.130772	0.006735	0.096734	0.142435	0.350957	0.069924	0.105182	0.195464	0.136037	0.084622	0.228920	0.452218	0.130772	0.006735	0.096734	0.143862	0.176322	0.014915	0.303302	0.071729	0.289869	1,2,3,1,4,5	1.821116	3.213730	1.281261	2.140417	3.213730	0.501530	2.233422	
16000	-127209	1,2,3,4,2,3	2.384718	6.446972	4.852303	5.405904	6.722986	4.852303	5.405904	1,2,3,1,1,4	3.006401	0.030293	0.440454	0.086530	0.442724	0.427635	0.168463	0.152210	0.251693	0.367271	0.084405	0.389186	0.159138	0.030293	0.440454	0.086530	0.442724	0.030293	0.440454	0.086530	0.442724	0.581387	0.119698	0.174456	0.124459	1,2,3,4,3,5	1.819051	0.354877	0.062375	0.087289	0.036658	0.230452	0.228349	0.175517	0.071807	0.072659	0.604667	0.037128	0.038222	0.138911	0.080257	0.243455	0.348235	0.008177	0.180966	0.102560	0.113085	0.193732	0.027576	0.273233	0.289814	0.138911	0.080257	0.243455	0.348235	0.008177	0.180966	0.132251	0.328133	0.075019	0.111248	0.040069	0.313280	1,2,3,1,4,3	2.173176	3.240361	1.779563	1.937541	3.240361	0.525556	1.937541	
17000	-127042	1,2,2,1,3,3	1.897299	5.999633	5.697646	5.697646	5.999633	5.421327	5.421327	1,2,3,1,1,4	1.358984	0.029994	0.430690	0.077183	0.462133	0.288782	0.197711	0.335150	0.178357	0.080557	0.218307	0.400885	0.300250	0.029994	0.430690	0.077183	0.462133	0.029994	0.430690	0.077183	0.462133	0.391823	0.230456	0.191019	0.186702	1,2,3,1,3,4	1.698528	0.197365	0.207687	0.126860	0.099860	0.173852	0.194376	0.234934	0.019943	0.158401	0.254772	0.227364	0.104587	0.058314	0.166812	0.253646	0.326301	0.000007	0.194920	0.197365	0.207687	0.126860	0.099860	0.173852	0.194376	0.058314	0.166812	0.253646	0.326301	0.000007	0.194920	0.075772	0.495151	0.051145	0.090407	0.084123	0.203403	1,1,2,1,3,4	1.721025	2.661972	2.661972	2.226156	2.661972	0.450371	1.802253	
18000	-127552	1,2,3,1,4,4	2.218794	6.056899	5.591612	5.033954	6.056899	4.771173	4.771173	1,2,3,1,1,3	0.871108	0.042978	0.406839	0.080750	0.469434	0.212286	0.210451	0.459692	0.117572	0.207418	0.133833	0.412888	0.245861	0.042978	0.406839	0.080750	0.469434	0.042978	0.406839	0.080750	0.469434	0.207418	0.133833	0.412888	0.245861	1,2,3,1,3,4	1.464891	0.327152	0.089505	0.065286	0.129191	0.189876	0.198991	0.291426	0.022246	0.075992	0.232501	0.150368	0.227468	0.120081	0.057281	0.267870	0.262484	0.007464	0.284820	0.327152	0.089505	0.065286	0.129191	0.189876	0.198991	0.120081	0.057281	0.267870	0.262484	0.007464	0.284820	0.253169	0.397730	0.061436	0.124918	0.008774	0.153973	1,2,2,1,3,2	1.351024	3.088255	1.852145	1.852145	3.088255	0.460314	1.852145	
19000	-127105	1,2,3,1,2,4	2.888921	6.233516	4.951630	5.729326	6.233516	4.951630	5.863730	1,2,3,1,1,2	1.710440	0.024084	0.451028	0.088184	0.436704	0.369021	0.187943	0.195465	0.247570	0.090596	0.183839	0.533348	0.192216	0.024084	0.451028	0.088184	0.436704	0.024084	0.451028	0.088184	0.436704	0.369021	0.187943	0.195465	0.247570	1,2,3,4,2,4	3.033781	0.455940	0.041942	0.108296	0.109394	0.160446	0.123983	0.260766	0.074726	0.160043	0.330441	0.019855	0.154168	0.020362	0.074766	0.521302	0.145116	0.066749	0.171704	0.070806	0.265459	0.052935	0.117714	0.225763	0.267322	0.260766	0.074726	0.160043	0.330441	0.019855	0.154168	0.070806	0.265459	0.052935	0.117714	0.225763	0.267322	1,2,2,1,3,1	1.267569	2.849578	2.052445	2.052445	2.849578	0.527289	2.849578	
20000	-127098	1,2,1,3,4,5	2.102394	6.049044	5.434388	6.049044	6.001487	5.294889	5.219924	1,2,3,1,1,4	1.979637	0.023658	0.485798	0.068381	0.422163	0.208691	0.484164	0.255306	0.051840	0.079812	0.157164	0.312700	0.450324	0.023658	0.485798	0.068381	0.422163	0.023658	0.485798	0.068381	0.422163	0.703170	0.038088	0.207206	0.051535	1,2,3,1,3,1	1.175465	0.204779	0.335652	0.023050	0.072735	0.191839	0.171945	0.152770	0.138040	0.169380	0.281428	0.061391	0.196992	0.120848	0.097487	0.344169	0.237314	0.004647	0.195535	0.204779	0.335652	0.023050	0.072735	0.191839	0.171945	0.120848	0.097487	0.344169	0.237314	0.004647	0.195535	0.204779	0.335652	0.023050	0.072735	0.191839	0.171945	1,2,2,1,3,2	1.370112	3.229518	2.101051	2.101051	3.229518	0.594317	2.101051	
21000	-126894	1,1,2,1,2,1	1.536153	6.121302	6.121302	5.158239	6.121302	5.158239	6.121302	1,2,3,1,1,4	2.117499	0.038823	0.432781	0.083248	0.445149	0.489946	0.262669	0.222146	0.025239	0.166979	0.104428	0.580730	0.147863	0.038823	0.432781	0.083248	0.445149	0.038823	0.432781	0.083248	0.445149	0.537237	0.043354	0.224887	0.194522	1,2,3,4,2,5	1.503454	0.359519	0.302423	0.000692	0.100639	0.196840	0.039887	0.175608	0.003200	0.053391	0.382985	0.011405	0.373411	0.068840	0.047004	0.168956	0.399901	0.113734	0.201566	0.051169	0.166710	0.113255	0.051896	0.276370	0.340600	0.175608	0.003200	0.053391	0.382985	0.011405	0.373411	0.149319	0.243056	0.055065	0.017053	0.227294	0.308213	1,2,2,1,3,1	1.452977	2.565638	1.874339	1.874339	2.565638	0.419857	2.565638	
22000	-126437	1,2,3,4,5,1	2.828061	6.035103	4.952264	5.595771	6.189390	6.193813	6.035103	1,2,3,1,1,4	3.181627	0.030289	0.400557	0.096778	0.472376	0.449718	0.126583	0.326999	0.096700	0.119509	0.063237	0.355746	0.461508	0.030289	0.400557	0.096778	0.472376	0.030289	0.400557	0.096778	0.472376	0.632988	0.081216	0.220193	0.065603	1,2,3,4,5,4	1.793647	0.233129	0.010357	0.182188	0.255054	0.199440	0.119832	0.300785	0.045587	0.039467	0.297735	0.099942	0.216483	0.070708	0.331828	0.172594	0.239584	0.031537	0.153750	0.097196	0.202274	0.072342	0.089249	0.262128	0.276812	0.119701	0.344340	0.190020	0.293296	0.004283	0.048360	0.097196	0.202274	0.072342	0.089249	0.262128	0.276812	1,1,2,3,4,5	2.350836	3.027042	3.027042	1.989741	3.521789	0.414032	2.313008	
23000	-128329	1,2,3,2,4,5	2.498162	6.075921	6.091788	5.273157	6.091788	5.006454	5.749362	1,2,3,1,1,4	1.946539	0.039865	0.474395	0.072536	0.413204	0.169815	0.410766	0.167207	0.252212	0.274917	0.194697	0.418849	0.111537	0.039865	0.474395	0.072536	0.413204	0.039865	0.474395	0.072536	0.413204	0.566614	0.117789	0.095004	0.220593	1,2,3,4,5,6	5.426674	0.173728	0.016891	0.114108	0.136587	0.212303	0.346384	0.146866	0.159604	0.017940	0.466065	0.129581	0.079944	0.121637	0.007330	0.346622	0.244087	0.029488	0.250835	0.034361	0.295654	0.060350	0.065340	0.175308	0.368986	0.249907	0.273851	0.251451	0.122801	0.001372	0.100617	0.128642	0.206286	0.023667	0.086242	0.287044	0.268119	1,1,2,1,3,1	4.627524	2.649876	2.649876	1.659415	2.649876	0.515869	2.649876	
24000	-127261	1,2,3,1,3,3	2.151605	6.081088	6.459298	5.617235	6.081088	5.617235	5.617235	1,2,3,1,1,4	2.227003	0.046407	0.429768	0.095554	0.428271	0.293688	0.317816	0.296261	0.092235	0.095151	0.046597	0.669668	0.188584	0.046407	0.429768	0.095554	0.428271	0.046407	0.429768	0.095554	0.428271	0.628080	0.003345	0.210219	0.158356	1,2,3,4,3,5	2.107922	0.571761	0.040194	0.063908	0.137573	0.111152	0.075412	0.220965	0.089499	0.186764	0.230555	0.179188	0.093029	0.089385	0.108769	0.284432	0.319552	0.000398	0.197465	0.202090	0.216063	0.105167	0.028476	0.249080	0.199122	0.089385	0.108769	0.284432	0.319552	0.000398	0.197465	0.292725	0.209903	0.056773	0.006056	0.337037	0.097506	1,2,3,1,4,1	1.037282	2.905342	2.009806	1.928062	2.905342	0.388044	2.905342	
25000	-127042	1,2,3,1,2,4	1.525660	6.179027	4.742352	5.891140	6.179027	4.742352	5.434765	1,2,3,1,1,2	0.776659	0.028065	0.471294	0.082699	0.417942	0.573101	0.093129	0.171435	0.162334	0.158242	0.175109	0.379121	0.287529	0.028065	0.471294	0.082699	0.417942	0.028065	0.471294	0.082699	0.417942	0.573101	0.093129	0.171435	0.162334	1,2,3,1,3,1	1.451722	0.178156	0.385997	0.027428	0.069040	0.192216	0.147163	0.330801	0.108998	0.033148	0.358415	0.065971	0.102666	0.048698	0.115773	0.346020	0.291120	0.002846	0.195543	0.178156	0.385997	0.027428	0.069040	0.192216	0.147163	0.048698	0.115773	0.346020	0.291120	0.002846	0.195543	0.178156	0.385997	0.027428	0.069040	0.192216	0.147163	1,1,2,3,4,1	3.914465	2.821019	2.821019	2.184310	3.326086	0.419160	2.821019	
26000	-127317	1,2,2,1,3,3	1.512985	6.089190	5.409196	5.409196	6.089190	5.062696	5.062696	1,2,3,1,1,2	2.849228	0.031481	0.439014	0.055166	0.474339	0.448272	0.234356	0.164812	0.152561	0.184278	0.076938	0.425311	0.313473	0.031481	0.439014	0.055166	0.474339	0.031481	0.439014	0.055166	0.474339	0.448272	0.234356	0.164812	0.152561	1,2,2,3,2,4	1.638520	0.482319	0.029153	0.113354	0.095207	0.149945	0.130022	0.144921	0.175631	0.121127	0.418531	0.019625	0.120165	0.144921	0.175631	0.121127	0.418531	0.019625	0.120165	0.164609	0.300148	0.045841	0.073712	0.229731	0.185959	0.144921	0.175631	0.121127	0.418531	0.019625	0.120165	0.107734	0.371452	0.051206	0.128305	0.111314	0.229989	1,2,2,1,3,2	1.797784	3.063744	2.296671	2.296671	3.063744	0.597560	2.296671	
27000	-127478	1,2,2,1,2,2	1.385256	6.259385	5.534469	5.534469	6.259385	5.534469	5.534469	1,2,2,1,1,3	2.600925	0.031408	0.431759	0.091259	0.445573	0.191282	0.185493	0.456429	0.166796	0.191282	0.185493	0.456429	0.166796	0.031408	0.431759	0.091259	0.445573	0.031408	0.431759	0.091259	0.445573	0.602450	0.127877	0.252346	0.017327	1,2,3,4,5,6	2.823874	0.605730	0.067026	0.083467	0.047750	0.096529	0.099499	0.317527	0.048921	0.108003	0.276719	0.197541	0.051290	0.166695	0.078883	0.134491	0.300457	0.031716	0.287758	0.098782	0.443551	0.175855	0.041561	0.107305	0.132946	0.297607	0.023954	0.371341	0.205989	0.024652	0.076457	0.207248	0.169328	0.118369	0.049383	0.176744	0.278928	1,2,2,2,3,2	2.448226	2.399079	2.359482	2.359482	2.359482	0.508751	2.359482	
