Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
12000	-117037	1,2,3,1,3,4	73.002916	4.144569	5.039013	5.343544	4.144569	5.343544	5.604875	1,2,3,4,5,3	71.323972	0.547491	0.063365	0.313285	0.075858	0.113512	0.276385	0.152280	0.457823	0.067127	0.351382	0.256260	0.325232	0.020300	0.250514	0.204348	0.524838	0.456180	0.121183	0.266789	0.155848	0.067127	0.351382	0.256260	0.325232	1,2,3,4,2,1	72.790581	0.103821	0.383237	0.194704	0.081065	0.088893	0.148281	0.045912	0.191330	0.416019	0.016736	0.270644	0.059360	0.160985	0.049579	0.440696	0.204343	0.113652	0.030746	0.303675	0.044947	0.473070	0.057285	0.018289	0.102735	0.045912	0.191330	0.416019	0.016736	0.270644	0.059360	0.103821	0.383237	0.194704	0.081065	0.088893	0.148281	1,2,3,4,5,6	71.332486	0.522098	0.584891	0.715101	2.625897	2.483482	0.689996	
13000	-116035	1,1,2,3,1,4	71.796973	4.914689	4.914689	5.403066	4.653899	4.914689	5.652587	1,2,3,4,1,5	70.090363	0.393154	0.062539	0.420451	0.123857	0.122216	0.361375	0.215599	0.300810	0.076586	0.556117	0.214297	0.153000	0.204660	0.201606	0.044489	0.549245	0.393154	0.062539	0.420451	0.123857	0.059889	0.352161	0.258079	0.329872	1,2,3,4,2,1	71.588308	0.052155	0.218112	0.436319	0.135939	0.023014	0.134460	0.145338	0.219374	0.285977	0.093425	0.155455	0.100432	0.115275	0.107996	0.095540	0.325234	0.352531	0.003423	0.014650	0.349319	0.109211	0.197350	0.014913	0.314557	0.145338	0.219374	0.285977	0.093425	0.155455	0.100432	0.052155	0.218112	0.436319	0.135939	0.023014	0.134460	1,2,3,4,5,6	70.277364	0.595923	0.626742	0.582580	2.948762	1.773512	0.574252	
14000	-116681	1,2,3,4,5,6	73.101008	5.365551	5.162215	5.238377	5.542987	5.862001	7.002265	1,2,3,4,1,5	70.334785	0.502150	0.013748	0.343503	0.140599	0.339869	0.282812	0.115182	0.262137	0.064144	0.367569	0.374062	0.194225	0.182327	0.070590	0.253829	0.493253	0.502150	0.013748	0.343503	0.140599	0.079323	0.332862	0.399342	0.188473	1,2,1,3,1,2	71.526746	0.052106	0.166415	0.216921	0.268526	0.275380	0.020653	0.097997	0.209946	0.248066	0.032329	0.300969	0.110692	0.052106	0.166415	0.216921	0.268526	0.275380	0.020653	0.175623	0.137383	0.222796	0.032214	0.018103	0.413882	0.052106	0.166415	0.216921	0.268526	0.275380	0.020653	0.097997	0.209946	0.248066	0.032329	0.300969	0.110692	1,1,2,3,4,5	71.905465	0.573140	0.573140	0.620082	2.016659	2.257621	0.528742	
15000	-116035	1,2,3,4,1,4	71.495747	5.302943	5.327212	5.140832	5.588351	5.302943	5.588351	1,2,3,4,5,3	71.705883	0.172593	0.115441	0.635382	0.076583	0.281278	0.307233	0.030128	0.381361	0.049917	0.287011	0.533553	0.129519	0.070865	0.136555	0.100517	0.692063	0.540250	0.036007	0.195973	0.227770	0.049917	0.287011	0.533553	0.129519	1,2,3,4,5,1	71.952106	0.097819	0.271555	0.323442	0.033199	0.175232	0.098753	0.008821	0.244490	0.157705	0.016804	0.288100	0.284079	0.009959	0.176848	0.001392	0.410913	0.367902	0.032986	0.123288	0.186815	0.416315	0.046865	0.008778	0.217938	0.119879	0.282441	0.170870	0.187905	0.139125	0.099780	0.097819	0.271555	0.323442	0.033199	0.175232	0.098753	1,1,1,2,3,1	72.907962	0.679655	0.679655	0.679655	2.390430	2.026189	0.679655	
16000	-118204	1,2,3,4,5,6	72.214249	5.472503	5.969013	6.071003	6.292010	5.244008	6.577231	1,2,3,4,1,2	71.738884	0.584908	0.013229	0.291109	0.110753	0.110992	0.231202	0.388492	0.269314	0.026298	0.517869	0.288488	0.167345	0.387354	0.000105	0.032783	0.579758	0.584908	0.013229	0.291109	0.110753	0.110992	0.231202	0.388492	0.269314	1,2,1,3,1,2	71.667911	0.137134	0.108146	0.176135	0.231112	0.296096	0.051378	0.037223	0.341213	0.419422	0.038550	0.078870	0.084721	0.137134	0.108146	0.176135	0.231112	0.296096	0.051378	0.064139	0.395127	0.107611	0.246822	0.027935	0.158366	0.137134	0.108146	0.176135	0.231112	0.296096	0.051378	0.037223	0.341213	0.419422	0.038550	0.078870	0.084721	1,2,3,4,4,3	71.552035	0.564458	0.643798	0.581208	2.355927	2.355927	0.581208	
17000	-118761	1,2,3,4,5,6	69.243490	4.278840	5.451832	5.427484	5.191411	5.946590	5.641944	1,2,3,4,1,5	69.317533	0.473011	0.020785	0.253134	0.253071	0.158894	0.331454	0.148613	0.361039	0.052109	0.530920	0.304513	0.112459	0.017036	0.098630	0.085820	0.798514	0.473011	0.020785	0.253134	0.253071	0.068608	0.164021	0.493629	0.273741	1,2,3,4,1,2	71.026581	0.067530	0.278666	0.137684	0.203606	0.277782	0.034732	0.060099	0.214688	0.288117	0.151663	0.107070	0.178365	0.001725	0.040980	0.138166	0.297207	0.051262	0.470661	0.071642	0.021879	0.068308	0.231413	0.129748	0.477009	0.067530	0.278666	0.137684	0.203606	0.277782	0.034732	0.060099	0.214688	0.288117	0.151663	0.107070	0.178365	1,2,1,3,3,1	69.445781	0.624141	0.696598	0.624141	1.856267	1.856267	0.624141	
18000	-115245	1,2,3,4,1,5	70.701399	4.785651	4.982084	5.830126	6.041201	4.785651	5.711526	1,2,3,4,5,2	73.378589	0.261526	0.077675	0.619832	0.040967	0.194829	0.177475	0.296847	0.330849	0.005465	0.704786	0.240479	0.049269	0.116986	0.082429	0.106014	0.694572	0.281908	0.229297	0.148881	0.339915	0.194829	0.177475	0.296847	0.330849	1,1,2,3,4,3	71.025766	0.080049	0.121538	0.430431	0.036739	0.249712	0.081530	0.080049	0.121538	0.430431	0.036739	0.249712	0.081530	0.000418	0.379560	0.025275	0.117151	0.278491	0.199105	0.093464	0.160666	0.235474	0.182391	0.097673	0.230333	0.004933	0.375195	0.455617	0.066297	0.080959	0.016999	0.093464	0.160666	0.235474	0.182391	0.097673	0.230333	1,2,3,4,5,3	71.887072	0.631542	0.640442	0.585184	2.275998	2.097381	0.585184	
19000	-117034	1,2,2,3,4,5	69.552063	4.945795	4.208947	4.208947	5.392792	5.032488	6.875719	1,2,2,3,1,2	71.119889	0.441046	0.048767	0.364145	0.146042	0.143490	0.378501	0.257159	0.220850	0.143490	0.378501	0.257159	0.220850	0.319938	0.049813	0.181416	0.448832	0.441046	0.048767	0.364145	0.146042	0.143490	0.378501	0.257159	0.220850	1,2,3,4,3,1	73.098102	0.193796	0.183430	0.215696	0.222029	0.080477	0.104572	0.079731	0.162686	0.348605	0.001693	0.350545	0.056740	0.040512	0.187645	0.326877	0.207944	0.227902	0.009120	0.291703	0.069807	0.047072	0.365252	0.039654	0.186512	0.040512	0.187645	0.326877	0.207944	0.227902	0.009120	0.193796	0.183430	0.215696	0.222029	0.080477	0.104572	1,2,3,4,5,6	70.766386	0.605685	0.641666	0.593359	1.934251	2.246689	0.644316	
20000	-116305	1,2,1,3,3,4	69.952028	3.939495	5.752254	3.939495	5.109752	5.109752	6.008224	1,2,3,4,5,3	72.867470	0.191337	0.163057	0.527000	0.118606	0.242583	0.259224	0.152038	0.346155	0.140444	0.306911	0.390608	0.162037	0.103887	0.157800	0.140230	0.598082	0.574156	0.032292	0.244513	0.149038	0.140444	0.306911	0.390608	0.162037	1,2,3,4,1,1	71.699676	0.080121	0.349070	0.234879	0.101287	0.155870	0.078772	0.032602	0.124502	0.245943	0.096093	0.339250	0.161611	0.027323	0.114066	0.028388	0.547706	0.160113	0.122404	0.085864	0.086016	0.191115	0.428742	0.007338	0.200925	0.080121	0.349070	0.234879	0.101287	0.155870	0.078772	0.080121	0.349070	0.234879	0.101287	0.155870	0.078772	1,2,1,3,3,4	73.192061	0.646463	0.627412	0.646463	2.484522	2.484522	0.614296	
21000	-119856	1,1,2,1,3,4	71.060572	4.740481	4.740481	6.023091	4.740481	4.828220	5.804604	1,2,3,1,4,5	70.174464	0.268915	0.030859	0.455488	0.244738	0.080600	0.714538	0.061456	0.143407	0.178181	0.454156	0.246898	0.120765	0.268915	0.030859	0.455488	0.244738	0.288555	0.113732	0.312359	0.285354	0.151830	0.236021	0.237081	0.375068	1,2,3,4,2,1	73.314506	0.206541	0.298155	0.185173	0.114208	0.080325	0.115598	0.033917	0.310123	0.297023	0.134402	0.078424	0.146112	0.142322	0.014327	0.338760	0.156932	0.229779	0.117881	0.345059	0.090589	0.249737	0.046908	0.096452	0.171257	0.033917	0.310123	0.297023	0.134402	0.078424	0.146112	0.206541	0.298155	0.185173	0.114208	0.080325	0.115598	1,2,3,4,5,3	71.912995	0.706125	0.720596	0.581501	2.189419	1.954798	0.581501	
22000	-121422	1,1,2,1,3,4	71.432450	4.112881	4.112881	6.891903	4.112881	5.022393	5.240441	1,2,3,4,5,3	71.798134	0.471610	0.003485	0.367971	0.156934	0.459214	0.195956	0.068856	0.275973	0.261401	0.192569	0.385529	0.160501	0.178973	0.094809	0.119885	0.606333	0.380066	0.103993	0.235668	0.280273	0.261401	0.192569	0.385529	0.160501	1,2,3,1,3,2	71.294993	0.104849	0.324882	0.278383	0.065141	0.087967	0.138778	0.024360	0.107842	0.158058	0.213284	0.290688	0.205768	0.004517	0.353917	0.423772	0.038267	0.131591	0.047936	0.104849	0.324882	0.278383	0.065141	0.087967	0.138778	0.004517	0.353917	0.423772	0.038267	0.131591	0.047936	0.024360	0.107842	0.158058	0.213284	0.290688	0.205768	1,2,3,4,5,6	70.967464	0.499930	0.615784	0.508543	1.927849	2.083054	0.706156	
23000	-116660	1,1,2,3,1,4	71.261740	4.605089	4.605089	6.099455	5.428314	4.605089	6.937813	1,2,3,4,5,1	71.730022	0.144419	0.245147	0.473279	0.137155	0.060202	0.395051	0.109219	0.435528	0.047659	0.635362	0.278777	0.038202	0.197093	0.056150	0.130923	0.615834	0.486877	0.232679	0.088061	0.192382	0.144419	0.245147	0.473279	0.137155	1,1,2,3,1,1	69.659384	0.086434	0.386934	0.346181	0.032714	0.080450	0.067287	0.086434	0.386934	0.346181	0.032714	0.080450	0.067287	0.110027	0.041102	0.516527	0.077488	0.235664	0.019192	0.087069	0.084451	0.398532	0.079076	0.074620	0.276252	0.086434	0.386934	0.346181	0.032714	0.080450	0.067287	0.086434	0.386934	0.346181	0.032714	0.080450	0.067287	1,2,1,3,4,1	69.466264	0.617865	0.619903	0.617865	2.488331	1.947694	0.617865	
24000	-116464	1,2,2,2,3,4	70.464870	5.869098	4.858197	4.858197	4.858197	6.058020	6.185054	1,2,3,4,5,6	71.247120	0.461927	0.028935	0.455985	0.053153	0.102317	0.263154	0.214162	0.420367	0.175129	0.486802	0.293127	0.044942	0.170926	0.308706	0.057564	0.462804	0.578418	0.077744	0.105969	0.237869	0.092011	0.438946	0.272297	0.196746	1,1,2,3,4,3	69.469359	0.106809	0.140897	0.505398	0.033456	0.132386	0.081053	0.106809	0.140897	0.505398	0.033456	0.132386	0.081053	0.046576	0.096777	0.102416	0.444870	0.260790	0.048571	0.098008	0.307865	0.220584	0.079520	0.036716	0.257307	0.069501	0.366733	0.101566	0.009850	0.359209	0.093141	0.098008	0.307865	0.220584	0.079520	0.036716	0.257307	1,2,1,3,4,5	71.076123	0.536942	0.704036	0.536942	1.983728	2.020330	0.578596	
25000	-117047	1,1,2,1,1,3	70.639329	4.514799	4.514799	5.651161	4.514799	4.514799	6.202305	1,2,3,4,5,6	71.501040	0.321086	0.123600	0.538879	0.016434	0.124379	0.425482	0.019097	0.431042	0.077845	0.518965	0.317997	0.085194	0.014793	0.051825	0.386138	0.547243	0.350531	0.075540	0.083106	0.490822	0.104113	0.276831	0.447563	0.171493	1,2,3,4,5,6	70.629137	0.110188	0.110965	0.341481	0.061289	0.208648	0.167429	0.122292	0.157858	0.264132	0.082281	0.153579	0.219858	0.047987	0.108088	0.047525	0.277726	0.269990	0.248684	0.104078	0.093538	0.414470	0.118291	0.136205	0.133418	0.067830	0.506724	0.164054	0.043455	0.062361	0.155577	0.137979	0.169609	0.403998	0.128306	0.097781	0.062327	1,2,2,3,4,1	71.866187	0.632810	0.610188	0.610188	2.256957	2.808124	0.632810	
26000	-114157	1,2,3,4,5,1	70.650640	4.549152	4.757315	5.721959	5.127289	5.714481	4.549152	1,2,3,4,5,6	72.493105	0.446332	0.029044	0.355174	0.169450	0.187278	0.224030	0.142385	0.446307	0.007230	0.625100	0.320862	0.046808	0.075137	0.095244	0.034825	0.794795	0.453435	0.062784	0.268609	0.215172	0.145497	0.248564	0.253409	0.352531	1,2,2,3,4,1	69.872396	0.150592	0.293836	0.202134	0.192669	0.042440	0.118328	0.146769	0.408300	0.219152	0.056364	0.115844	0.053571	0.146769	0.408300	0.219152	0.056364	0.115844	0.053571	0.058714	0.134448	0.417135	0.000485	0.026237	0.362981	0.123558	0.329415	0.281669	0.018105	0.163352	0.083901	0.150592	0.293836	0.202134	0.192669	0.042440	0.118328	1,2,2,3,3,4	71.221010	0.655548	0.536786	0.536786	2.091510	2.091510	0.502660	
27000	-117200	1,1,2,3,4,5	71.139852	5.048475	5.048475	5.714240	5.443480	5.127085	6.271721	1,2,3,4,1,2	70.261565	0.435514	0.009353	0.440047	0.115086	0.145568	0.339513	0.191245	0.323674	0.117332	0.495056	0.348775	0.038836	0.293019	0.057176	0.023994	0.625812	0.435514	0.009353	0.440047	0.115086	0.145568	0.339513	0.191245	0.323674	1,1,2,3,2,1	72.239049	0.104098	0.199826	0.321307	0.054890	0.218322	0.101557	0.104098	0.199826	0.321307	0.054890	0.218322	0.101557	0.046419	0.179863	0.271011	0.169035	0.301130	0.032542	0.286298	0.145131	0.098975	0.135834	0.075384	0.258378	0.046419	0.179863	0.271011	0.169035	0.301130	0.032542	0.104098	0.199826	0.321307	0.054890	0.218322	0.101557	1,2,3,4,5,6	71.297368	0.589828	0.602643	0.771399	2.211470	2.267095	0.573556	
