Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-116944	1,2,3,3,4,5	69.406823	6.115232	5.359725	4.490660	4.490660	6.515647	5.433350	1,2,1,3,2,1	71.239318	0.459119	0.173094	0.064793	0.302993	0.249563	0.102418	0.505291	0.142727	0.459119	0.173094	0.064793	0.302993	0.544510	0.196216	0.207721	0.051553	0.249563	0.102418	0.505291	0.142727	0.459119	0.173094	0.064793	0.302993	1,2,3,1,4,2	74.231996	0.058302	0.022852	0.465329	0.072946	0.150349	0.230222	0.059124	0.169674	0.119317	0.085941	0.297331	0.268613	0.081686	0.150183	0.085165	0.233348	0.242645	0.206973	0.058302	0.022852	0.465329	0.072946	0.150349	0.230222	0.527331	0.231117	0.057240	0.105935	0.034398	0.043979	0.059124	0.169674	0.119317	0.085941	0.297331	0.268613	1,2,3,4,5,5	69.765464	0.196508	1.507102	0.841698	0.168255	1.085130	1.085130	
11000	-118846	1,2,3,2,4,5	70.004275	5.600736	5.297346	6.576134	5.297346	6.571800	5.901157	1,2,2,3,2,4	70.777140	0.332890	0.235801	0.072754	0.358555	0.298068	0.067056	0.404661	0.230215	0.298068	0.067056	0.404661	0.230215	0.493681	0.088589	0.395283	0.022447	0.298068	0.067056	0.404661	0.230215	0.249649	0.341032	0.136049	0.273269	1,2,3,1,4,5	71.870674	0.051472	0.017754	0.430403	0.212931	0.198879	0.088560	0.131656	0.281421	0.060704	0.148596	0.006768	0.370855	0.009782	0.140191	0.163260	0.603915	0.044632	0.038221	0.051472	0.017754	0.430403	0.212931	0.198879	0.088560	0.140225	0.345399	0.049481	0.070091	0.327034	0.067770	0.074197	0.417817	0.196941	0.028823	0.147789	0.134434	1,2,3,4,5,6	70.666356	0.233117	2.518604	1.026901	0.134132	1.136827	0.769235	
12000	-115438	1,2,3,4,5,6	70.968596	5.763028	6.190973	6.640185	5.086446	6.178138	5.663834	1,2,3,4,5,6	71.632352	0.466153	0.089630	0.041082	0.403134	0.225188	0.047423	0.458962	0.268428	0.165382	0.056735	0.382831	0.395053	0.422209	0.422371	0.043688	0.111732	0.513546	0.071560	0.336603	0.078291	0.413591	0.110955	0.066020	0.409434	1,2,3,4,3,5	71.856819	0.125595	0.116257	0.293305	0.071576	0.083866	0.309401	0.066986	0.081917	0.143374	0.220761	0.284056	0.202906	0.138253	0.250536	0.066098	0.445699	0.025743	0.073671	0.004552	0.156505	0.095781	0.497139	0.224760	0.021263	0.138253	0.250536	0.066098	0.445699	0.025743	0.073671	0.104702	0.070047	0.063465	0.091619	0.352665	0.317502	1,2,3,4,5,6	72.464343	0.270285	2.586495	0.791199	0.152856	1.074837	0.970066	
13000	-117113	1,2,3,3,4,3	70.871761	5.339235	5.237201	4.914940	4.914940	7.291811	4.914940	1,2,3,1,3,4	70.474360	0.561172	0.174507	0.050569	0.213752	0.395050	0.033507	0.355783	0.215660	0.290286	0.148921	0.329593	0.231200	0.561172	0.174507	0.050569	0.213752	0.290286	0.148921	0.329593	0.231200	0.383893	0.121110	0.091405	0.403592	1,2,3,2,4,2	71.893952	0.002026	0.067009	0.307572	0.285040	0.168990	0.169364	0.045752	0.123756	0.104665	0.221550	0.099928	0.404349	0.028455	0.212086	0.247606	0.207998	0.071915	0.231940	0.045752	0.123756	0.104665	0.221550	0.099928	0.404349	0.131326	0.401218	0.020647	0.204461	0.157243	0.085106	0.045752	0.123756	0.104665	0.221550	0.099928	0.404349	1,2,3,4,3,5	71.349239	0.225585	2.779129	0.968995	0.165811	0.968995	1.088561	
14000	-117668	1,2,3,1,4,5	71.668643	4.788087	6.007540	5.354257	4.788087	6.866108	5.226750	1,2,1,2,2,1	70.659917	0.304666	0.113475	0.136751	0.445108	0.364654	0.123248	0.362118	0.149980	0.304666	0.113475	0.136751	0.445108	0.364654	0.123248	0.362118	0.149980	0.364654	0.123248	0.362118	0.149980	0.304666	0.113475	0.136751	0.445108	1,2,3,4,5,6	71.368659	0.036358	0.032616	0.407047	0.433677	0.056305	0.033998	0.063361	0.181854	0.026667	0.309981	0.139062	0.279075	0.362201	0.277186	0.081919	0.084966	0.013496	0.180232	0.232742	0.018826	0.201571	0.207735	0.068137	0.270989	0.268255	0.379885	0.063609	0.077737	0.016048	0.194464	0.171158	0.021437	0.156242	0.101877	0.376987	0.172298	1,2,3,4,5,6	72.204880	0.320196	2.238949	1.019465	0.156528	1.027766	0.863689	
15000	-116443	1,2,3,3,4,5	72.290783	6.068214	6.283578	4.447766	4.447766	5.389345	5.526807	1,2,3,1,2,1	73.381856	0.356195	0.330126	0.072277	0.241402	0.174295	0.070271	0.521620	0.233815	0.180702	0.089267	0.218981	0.511050	0.356195	0.330126	0.072277	0.241402	0.174295	0.070271	0.521620	0.233815	0.356195	0.330126	0.072277	0.241402	1,2,3,4,5,2	71.880258	0.059749	0.086693	0.509377	0.205921	0.040861	0.097400	0.029658	0.158987	0.187553	0.114122	0.223257	0.286424	0.005130	0.266154	0.058575	0.302259	0.083948	0.283934	0.089629	0.211514	0.138666	0.123560	0.306300	0.130330	0.372698	0.251944	0.023836	0.136704	0.071407	0.143411	0.029658	0.158987	0.187553	0.114122	0.223257	0.286424	1,2,3,4,5,3	69.359540	0.235678	2.317569	0.922777	0.158484	1.101312	0.922777	
16000	-118577	1,2,3,1,4,1	70.105877	4.023218	5.547170	6.717141	4.023218	6.318841	4.023218	1,2,3,4,4,5	71.540519	0.428033	0.161101	0.242047	0.168820	0.280613	0.180253	0.327320	0.211814	0.220479	0.142440	0.331865	0.305217	0.463864	0.188950	0.269522	0.077663	0.463864	0.188950	0.269522	0.077663	0.377410	0.338297	0.175702	0.108592	1,2,3,1,3,4	71.927460	0.114752	0.041937	0.466773	0.090172	0.247534	0.038833	0.233212	0.192974	0.183104	0.085091	0.036823	0.268796	0.027882	0.330206	0.264287	0.161602	0.052039	0.163984	0.114752	0.041937	0.466773	0.090172	0.247534	0.038833	0.027882	0.330206	0.264287	0.161602	0.052039	0.163984	0.145081	0.051976	0.077063	0.256574	0.301972	0.167333	1,2,3,4,5,6	70.690458	0.283276	2.847203	0.759294	0.145282	1.089069	0.918871	
17000	-116214	1,2,3,2,4,5	69.717292	5.765779	5.135182	5.598467	5.135182	6.326203	6.224486	1,2,3,4,2,5	71.755873	0.502654	0.148576	0.098462	0.250308	0.332778	0.142634	0.426796	0.097792	0.351206	0.092256	0.304974	0.251563	0.370604	0.417093	0.168693	0.043610	0.332778	0.142634	0.426796	0.097792	0.298548	0.165491	0.152507	0.383454	1,2,3,1,4,5	70.245569	0.033455	0.062084	0.386956	0.274631	0.235196	0.007677	0.028958	0.195214	0.202421	0.176444	0.129379	0.267583	0.098406	0.202597	0.100448	0.211908	0.204441	0.182200	0.033455	0.062084	0.386956	0.274631	0.235196	0.007677	0.089571	0.392151	0.158640	0.245310	0.002194	0.112135	0.169811	0.104579	0.139722	0.013651	0.200304	0.371934	1,2,3,4,5,6	70.410553	0.281869	2.815038	0.634172	0.167946	1.020577	1.087965	
18000	-116369	1,2,3,3,4,5	71.675128	5.091710	4.972567	4.275261	4.275261	6.805310	6.235568	1,2,3,4,2,1	71.886881	0.279558	0.235285	0.076506	0.408651	0.322205	0.130671	0.420477	0.126646	0.195445	0.206280	0.100580	0.497694	0.504018	0.377880	0.062657	0.055445	0.322205	0.130671	0.420477	0.126646	0.279558	0.235285	0.076506	0.408651	1,2,2,3,4,5	70.308625	0.078186	0.002676	0.188766	0.413768	0.072054	0.244549	0.041930	0.231027	0.157331	0.256624	0.054755	0.258334	0.041930	0.231027	0.157331	0.256624	0.054755	0.258334	0.024422	0.018882	0.238987	0.095959	0.152134	0.469616	0.077028	0.416825	0.175193	0.170801	0.089746	0.070407	0.223986	0.266143	0.186654	0.064652	0.194209	0.064356	1,2,3,4,3,3	70.386427	0.235317	2.942485	0.950443	0.104515	0.950443	0.950443	
19000	-117908	1,2,3,4,5,1	73.737629	5.564357	5.278080	5.994700	4.800340	6.278675	5.564357	1,2,3,2,2,4	70.479788	0.234852	0.415541	0.081472	0.268135	0.510820	0.069159	0.264338	0.155683	0.368197	0.066110	0.139055	0.426638	0.510820	0.069159	0.264338	0.155683	0.510820	0.069159	0.264338	0.155683	0.147036	0.488467	0.051719	0.312778	1,2,3,2,3,4	71.205695	0.031078	0.123492	0.476237	0.033148	0.025769	0.310276	0.211138	0.105116	0.173340	0.101481	0.105674	0.303252	0.156676	0.415365	0.062761	0.170810	0.058095	0.136295	0.211138	0.105116	0.173340	0.101481	0.105674	0.303252	0.156676	0.415365	0.062761	0.170810	0.058095	0.136295	0.100071	0.135186	0.336825	0.039283	0.189174	0.199461	1,2,3,4,5,6	70.863870	0.336338	1.706887	0.892758	0.197410	1.141557	1.000445	
20000	-117329	1,2,3,4,5,5	71.566033	5.193781	5.632688	6.798166	4.847283	6.831443	6.831443	1,2,2,1,3,4	70.081372	0.457768	0.218828	0.101716	0.221688	0.201295	0.125616	0.392097	0.280992	0.201295	0.125616	0.392097	0.280992	0.457768	0.218828	0.101716	0.221688	0.511799	0.111468	0.310950	0.065782	0.138108	0.306946	0.160669	0.394276	1,2,3,4,5,6	70.179951	0.032804	0.148704	0.352019	0.272950	0.123378	0.070145	0.021719	0.181864	0.340669	0.225053	0.049659	0.181035	0.020239	0.284311	0.084283	0.406196	0.094451	0.110520	0.159572	0.246792	0.139822	0.380090	0.069965	0.003759	0.237647	0.206747	0.086576	0.287921	0.159177	0.021931	0.169406	0.049045	0.076949	0.212762	0.160808	0.331030	1,2,3,4,3,3	71.244662	0.280933	3.559246	0.981004	0.194360	0.981004	0.981004	
21000	-116523	1,2,3,4,5,6	72.718904	5.447194	5.838130	6.645307	5.137341	6.530828	4.982643	1,2,3,4,2,5	71.732052	0.412967	0.160428	0.239253	0.187351	0.327398	0.051385	0.426181	0.195036	0.274109	0.066317	0.330783	0.328790	0.533028	0.310927	0.075757	0.080289	0.327398	0.051385	0.426181	0.195036	0.080436	0.303006	0.014258	0.602300	1,2,3,4,5,2	71.286595	0.144370	0.091631	0.397663	0.165309	0.136175	0.064852	0.153195	0.145662	0.195627	0.140984	0.166587	0.197946	0.174382	0.106084	0.167148	0.231566	0.131177	0.189642	0.119972	0.055726	0.228491	0.412028	0.175906	0.007878	0.625560	0.224148	0.047983	0.044045	0.044724	0.013540	0.153195	0.145662	0.195627	0.140984	0.166587	0.197946	1,2,3,4,5,6	70.751266	0.343228	3.180097	1.037070	0.295236	1.034027	1.016706	
22000	-116980	1,2,2,2,3,4	72.649088	5.178620	5.002783	5.002783	5.002783	5.653884	5.176808	1,2,1,3,4,5	71.999488	0.319983	0.143582	0.211497	0.324938	0.340584	0.055805	0.255686	0.347926	0.319983	0.143582	0.211497	0.324938	0.676069	0.066656	0.148169	0.109106	0.342629	0.164393	0.337953	0.155025	0.181883	0.325813	0.155103	0.337201	1,2,2,3,4,3	72.890205	0.120118	0.089683	0.317434	0.288009	0.030673	0.154084	0.020285	0.223258	0.167401	0.314826	0.007469	0.266760	0.020285	0.223258	0.167401	0.314826	0.007469	0.266760	0.039986	0.015265	0.283151	0.128093	0.381804	0.151701	0.176522	0.289587	0.158990	0.133965	0.079661	0.161276	0.039986	0.015265	0.283151	0.128093	0.381804	0.151701	1,2,3,1,4,5	70.847350	0.262919	1.992677	0.670734	0.262919	0.944325	0.752627	
23000	-116301	1,2,3,4,5,6	70.996109	5.803414	5.391729	5.439545	5.209747	6.829648	5.952260	1,2,2,3,4,1	71.515695	0.374938	0.206952	0.060097	0.358013	0.376290	0.022503	0.289350	0.311857	0.376290	0.022503	0.289350	0.311857	0.459451	0.236043	0.273250	0.031256	0.414238	0.106008	0.374750	0.105004	0.374938	0.206952	0.060097	0.358013	1,2,2,1,3,4	70.252497	0.057183	0.031843	0.396795	0.110127	0.237238	0.166812	0.060450	0.076435	0.051782	0.574983	0.143012	0.093338	0.060450	0.076435	0.051782	0.574983	0.143012	0.093338	0.057183	0.031843	0.396795	0.110127	0.237238	0.166812	0.118300	0.217936	0.042051	0.491029	0.007291	0.123392	0.105072	0.060439	0.241783	0.219893	0.270000	0.102814	1,2,3,4,3,3	71.493185	0.324428	1.812394	0.948673	0.196226	0.948673	0.948673	
24000	-117830	1,1,2,2,3,4	71.789854	5.431733	5.431733	5.291943	5.291943	6.153282	4.932085	1,2,3,4,5,6	70.499784	0.542636	0.159971	0.107244	0.190149	0.209875	0.020570	0.439478	0.330078	0.110471	0.136206	0.201828	0.551495	0.475420	0.414294	0.075075	0.035211	0.548455	0.149883	0.272246	0.029417	0.016699	0.381158	0.097242	0.504902	1,2,2,3,4,5	72.341424	0.042133	0.050254	0.306118	0.180323	0.356557	0.064615	0.006053	0.407364	0.085677	0.303845	0.001388	0.195673	0.006053	0.407364	0.085677	0.303845	0.001388	0.195673	0.010474	0.106860	0.363966	0.285018	0.233056	0.000626	0.151057	0.240177	0.049817	0.242126	0.215496	0.101327	0.344417	0.044443	0.205403	0.137232	0.204976	0.063529	1,2,3,1,4,4	72.226947	0.228058	1.971786	0.891390	0.228058	0.854136	0.854136	
25000	-117040	1,2,3,4,5,6	72.045138	5.264435	5.805749	5.227875	4.504483	6.496156	6.448869	1,2,3,4,4,3	71.291694	0.326766	0.158944	0.016858	0.497432	0.221032	0.084186	0.543822	0.150961	0.272763	0.161939	0.128896	0.436402	0.311750	0.200866	0.403756	0.083629	0.311750	0.200866	0.403756	0.083629	0.272763	0.161939	0.128896	0.436402	1,2,3,1,4,5	72.055203	0.121260	0.103263	0.399718	0.145531	0.043045	0.187183	0.062471	0.113615	0.146530	0.098853	0.293685	0.284847	0.161224	0.273394	0.100479	0.098011	0.083870	0.283022	0.121260	0.103263	0.399718	0.145531	0.043045	0.187183	0.203621	0.271449	0.129577	0.094301	0.083746	0.217307	0.149642	0.014391	0.109734	0.116815	0.367863	0.241554	1,2,3,4,5,6	73.286286	0.288059	2.312598	0.472973	0.142587	1.344427	1.071543	
26000	-115330	1,2,3,1,4,5	70.706719	4.747583	5.921027	5.848183	4.747583	5.993844	5.660353	1,2,3,1,2,4	71.803457	0.401996	0.325704	0.131653	0.140647	0.264886	0.064329	0.562664	0.108121	0.271664	0.016683	0.240177	0.471476	0.401996	0.325704	0.131653	0.140647	0.264886	0.064329	0.562664	0.108121	0.103848	0.275339	0.034169	0.586644	1,2,3,2,4,5	71.511203	0.039831	0.073518	0.498985	0.077420	0.160150	0.150096	0.068282	0.090667	0.206451	0.139860	0.221801	0.272940	0.325417	0.053984	0.032120	0.396992	0.158144	0.033344	0.068282	0.090667	0.206451	0.139860	0.221801	0.272940	0.315284	0.246919	0.011666	0.209701	0.194656	0.021775	0.169728	0.191742	0.083887	0.128281	0.136063	0.290300	1,2,3,4,5,6	70.848344	0.414498	2.289711	0.793740	0.347024	1.162035	1.110218	
27000	-117536	1,2,3,4,5,6	70.773468	5.495636	5.691604	5.944717	5.055594	6.436374	5.556479	1,2,3,4,2,5	70.150098	0.465012	0.124704	0.046478	0.363806	0.254906	0.087260	0.497441	0.160394	0.282627	0.000822	0.372192	0.344358	0.458791	0.333739	0.152124	0.055346	0.254906	0.087260	0.497441	0.160394	0.102374	0.422083	0.062001	0.413542	1,1,2,2,3,4	71.639723	0.052649	0.152508	0.242029	0.204307	0.131653	0.216855	0.052649	0.152508	0.242029	0.204307	0.131653	0.216855	0.149407	0.181127	0.134066	0.285445	0.176789	0.073166	0.149407	0.181127	0.134066	0.285445	0.176789	0.073166	0.203945	0.408195	0.021222	0.158520	0.202967	0.005152	0.013863	0.029982	0.353461	0.110470	0.339156	0.153068	1,2,3,4,5,3	72.508985	0.286920	2.958885	0.808424	0.305225	1.237227	0.808424	
