Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
14000	0.118577	1	0.272053	0.211254	0.200161	0.316531	0.272053	0.211254	0.200161	0.316531	0.272053	0.211254	0.200161	0.316531	0.272053	0.211254	0.200161	0.316531	
15000	0.118577	1	0.280618	0.209211	0.182609	0.327563	0.280618	0.209211	0.182609	0.327563	0.280618	0.209211	0.182609	0.327563	0.280618	0.209211	0.182609	0.327563	
16000	0.118577	1	0.282518	0.173732	0.184824	0.358926	0.282518	0.173732	0.184824	0.358926	0.282518	0.173732	0.184824	0.358926	0.282518	0.173732	0.184824	0.358926	
17000	0.118577	1	0.286407	0.208385	0.183494	0.321714	0.286407	0.208385	0.183494	0.321714	0.286407	0.208385	0.183494	0.321714	0.286407	0.208385	0.183494	0.321714	
18000	0.118577	1	0.292511	0.220990	0.195297	0.291202	0.292511	0.220990	0.195297	0.291202	0.292511	0.220990	0.195297	0.291202	0.292511	0.220990	0.195297	0.291202	
19000	0.118577	1	0.300266	0.191363	0.176681	0.331690	0.300266	0.191363	0.176681	0.331690	0.300266	0.191363	0.176681	0.331690	0.300266	0.191363	0.176681	0.331690	
20000	0.118577	1	0.282273	0.216061	0.191885	0.309782	0.282273	0.216061	0.191885	0.309782	0.282273	0.216061	0.191885	0.309782	0.282273	0.216061	0.191885	0.309782	
21000	0.118577	1	0.287296	0.198298	0.199996	0.314409	0.287296	0.198298	0.199996	0.314409	0.287296	0.198298	0.199996	0.314409	0.287296	0.198298	0.199996	0.314409	
22000	0.118577	1	0.270099	0.213279	0.201545	0.315077	0.270099	0.213279	0.201545	0.315077	0.270099	0.213279	0.201545	0.315077	0.270099	0.213279	0.201545	0.315077	
23000	0.118577	2	0.243631	0.344315	0.170623	0.241430	0.279123	0.210274	0.194451	0.316152	0.279123	0.210274	0.194451	0.316152	0.279123	0.210274	0.194451	0.316152	
24000	0.118577	1	0.271246	0.213745	0.170046	0.344963	0.271246	0.213745	0.170046	0.344963	0.271246	0.213745	0.170046	0.344963	0.271246	0.213745	0.170046	0.344963	
25000	0.118577	1	0.298402	0.215407	0.178659	0.307531	0.298402	0.215407	0.178659	0.307531	0.298402	0.215407	0.178659	0.307531	0.298402	0.215407	0.178659	0.307531	
26000	0.118577	1	0.320674	0.200863	0.169037	0.309425	0.320674	0.200863	0.169037	0.309425	0.320674	0.200863	0.169037	0.309425	0.320674	0.200863	0.169037	0.309425	
27000	0.118577	1	0.304067	0.207745	0.177050	0.311138	0.304067	0.207745	0.177050	0.311138	0.304067	0.207745	0.177050	0.311138	0.304067	0.207745	0.177050	0.311138	
28000	0.118577	1	0.298891	0.202237	0.189887	0.308985	0.298891	0.202237	0.189887	0.308985	0.298891	0.202237	0.189887	0.308985	0.298891	0.202237	0.189887	0.308985	
29000	0.118577	1	0.284176	0.188291	0.182772	0.344761	0.284176	0.188291	0.182772	0.344761	0.284176	0.188291	0.182772	0.344761	0.284176	0.188291	0.182772	0.344761	
30000	0.118577	1	0.300924	0.201665	0.195294	0.302117	0.300924	0.201665	0.195294	0.302117	0.300924	0.201665	0.195294	0.302117	0.300924	0.201665	0.195294	0.302117	
31000	0.118577	1	0.308373	0.205875	0.177346	0.308406	0.308373	0.205875	0.177346	0.308406	0.308373	0.205875	0.177346	0.308406	0.308373	0.205875	0.177346	0.308406	
32000	0.118577	1	0.296263	0.193517	0.182664	0.327555	0.296263	0.193517	0.182664	0.327555	0.296263	0.193517	0.182664	0.327555	0.296263	0.193517	0.182664	0.327555	
33000	0.118577	1	0.301473	0.198732	0.183676	0.316119	0.301473	0.198732	0.183676	0.316119	0.301473	0.198732	0.183676	0.316119	0.301473	0.198732	0.183676	0.316119	
34000	0.118577	1	0.279902	0.210348	0.193990	0.315761	0.279902	0.210348	0.193990	0.315761	0.279902	0.210348	0.193990	0.315761	0.279902	0.210348	0.193990	0.315761	
35000	0.118577	1	0.274573	0.209657	0.192945	0.322825	0.274573	0.209657	0.192945	0.322825	0.274573	0.209657	0.192945	0.322825	0.274573	0.209657	0.192945	0.322825	
36000	0.118577	1	0.281929	0.212382	0.181855	0.323834	0.281929	0.212382	0.181855	0.323834	0.281929	0.212382	0.181855	0.323834	0.281929	0.212382	0.181855	0.323834	
37000	0.118577	1	0.303754	0.211494	0.182866	0.301886	0.303754	0.211494	0.182866	0.301886	0.303754	0.211494	0.182866	0.301886	0.303754	0.211494	0.182866	0.301886	
38000	0.118577	1	0.289310	0.208030	0.187071	0.315589	0.289310	0.208030	0.187071	0.315589	0.289310	0.208030	0.187071	0.315589	0.289310	0.208030	0.187071	0.315589	
39000	0.118577	1	0.295709	0.201700	0.184722	0.317869	0.295709	0.201700	0.184722	0.317869	0.295709	0.201700	0.184722	0.317869	0.295709	0.201700	0.184722	0.317869	
40000	0.118577	2	0.293635	0.208563	0.194741	0.303062	0.294063	0.198954	0.170456	0.336527	0.294063	0.198954	0.170456	0.336527	0.294063	0.198954	0.170456	0.336527	
41000	0.118577	2	0.284365	0.253720	0.217339	0.244577	0.278980	0.220908	0.184935	0.315177	0.278980	0.220908	0.184935	0.315177	0.278980	0.220908	0.184935	0.315177	
42000	0.118577	1	0.299410	0.170211	0.169350	0.361028	0.299410	0.170211	0.169350	0.361028	0.299410	0.170211	0.169350	0.361028	0.299410	0.170211	0.169350	0.361028	
43000	0.118577	2	0.280530	0.232102	0.199255	0.288113	0.280530	0.232102	0.199255	0.288113	0.290975	0.198833	0.137386	0.372806	0.290975	0.198833	0.137386	0.372806	
44000	0.118577	1	0.288550	0.222544	0.179620	0.309285	0.288550	0.222544	0.179620	0.309285	0.288550	0.222544	0.179620	0.309285	0.288550	0.222544	0.179620	0.309285	
45000	0.118577	1	0.296970	0.204844	0.186326	0.311860	0.296970	0.204844	0.186326	0.311860	0.296970	0.204844	0.186326	0.311860	0.296970	0.204844	0.186326	0.311860	
46000	0.118577	2	0.262533	0.214862	0.235938	0.286667	0.262533	0.214862	0.235938	0.286667	0.327465	0.193834	0.114076	0.364625	0.327465	0.193834	0.114076	0.364625	
47000	0.118577	1	0.300782	0.198541	0.193425	0.307251	0.300782	0.198541	0.193425	0.307251	0.300782	0.198541	0.193425	0.307251	0.300782	0.198541	0.193425	0.307251	
48000	0.118577	1	0.290386	0.208159	0.192702	0.308753	0.290386	0.208159	0.192702	0.308753	0.290386	0.208159	0.192702	0.308753	0.290386	0.208159	0.192702	0.308753	
49000	0.118577	1	0.292669	0.214239	0.196322	0.296770	0.292669	0.214239	0.196322	0.296770	0.292669	0.214239	0.196322	0.296770	0.292669	0.214239	0.196322	0.296770	
50000	0.118577	1	0.291376	0.212850	0.185322	0.310452	0.291376	0.212850	0.185322	0.310452	0.291376	0.212850	0.185322	0.310452	0.291376	0.212850	0.185322	0.310452	
51000	0.118577	1	0.285489	0.212374	0.178651	0.323485	0.285489	0.212374	0.178651	0.323485	0.285489	0.212374	0.178651	0.323485	0.285489	0.212374	0.178651	0.323485	
52000	0.118577	2	0.299972	0.202451	0.189771	0.307806	0.299972	0.202451	0.189771	0.307806	0.299972	0.202451	0.189771	0.307806	0.285595	0.184698	0.194313	0.335394	
53000	0.118577	2	0.277100	0.232524	0.209730	0.280645	0.277100	0.232524	0.209730	0.280645	0.331780	0.169209	0.140440	0.358571	0.331780	0.169209	0.140440	0.358571	
54000	0.118577	2	0.251238	0.268839	0.194918	0.285005	0.251238	0.268839	0.194918	0.285005	0.351589	0.187052	0.134199	0.327160	0.351589	0.187052	0.134199	0.327160	
55000	0.118577	1	0.286433	0.187160	0.178206	0.348200	0.286433	0.187160	0.178206	0.348200	0.286433	0.187160	0.178206	0.348200	0.286433	0.187160	0.178206	0.348200	
56000	0.118577	2	0.290293	0.225074	0.220219	0.264415	0.290293	0.225074	0.220219	0.264415	0.338767	0.165702	0.144347	0.351184	0.338767	0.165702	0.144347	0.351184	
57000	0.118577	1	0.298058	0.202030	0.195158	0.304753	0.298058	0.202030	0.195158	0.304753	0.298058	0.202030	0.195158	0.304753	0.298058	0.202030	0.195158	0.304753	
58000	0.118577	1	0.297179	0.204641	0.177169	0.321012	0.297179	0.204641	0.177169	0.321012	0.297179	0.204641	0.177169	0.321012	0.297179	0.204641	0.177169	0.321012	
59000	0.118577	1	0.291328	0.211802	0.180578	0.316292	0.291328	0.211802	0.180578	0.316292	0.291328	0.211802	0.180578	0.316292	0.291328	0.211802	0.180578	0.316292	
60000	0.118577	1	0.295200	0.195626	0.194073	0.315100	0.295200	0.195626	0.194073	0.315100	0.295200	0.195626	0.194073	0.315100	0.295200	0.195626	0.194073	0.315100	
61000	0.118577	1	0.305303	0.182751	0.190191	0.321755	0.305303	0.182751	0.190191	0.321755	0.305303	0.182751	0.190191	0.321755	0.305303	0.182751	0.190191	0.321755	
62000	0.118577	1	0.285483	0.216280	0.199252	0.298985	0.285483	0.216280	0.199252	0.298985	0.285483	0.216280	0.199252	0.298985	0.285483	0.216280	0.199252	0.298985	
63000	0.118577	1	0.315358	0.178235	0.149597	0.356810	0.315358	0.178235	0.149597	0.356810	0.315358	0.178235	0.149597	0.356810	0.315358	0.178235	0.149597	0.356810	
64000	0.118577	1	0.284141	0.217566	0.199449	0.298844	0.284141	0.217566	0.199449	0.298844	0.284141	0.217566	0.199449	0.298844	0.284141	0.217566	0.199449	0.298844	
65000	0.118577	2	0.158544	0.278458	0.259454	0.303544	0.306531	0.211645	0.186372	0.295451	0.306531	0.211645	0.186372	0.295451	0.306531	0.211645	0.186372	0.295451	
66000	0.118577	1	0.290382	0.191134	0.200982	0.317502	0.290382	0.191134	0.200982	0.317502	0.290382	0.191134	0.200982	0.317502	0.290382	0.191134	0.200982	0.317502	
67000	0.118577	1	0.302573	0.198571	0.186633	0.312223	0.302573	0.198571	0.186633	0.312223	0.302573	0.198571	0.186633	0.312223	0.302573	0.198571	0.186633	0.312223	
68000	0.118577	1	0.288841	0.220661	0.191098	0.299400	0.288841	0.220661	0.191098	0.299400	0.288841	0.220661	0.191098	0.299400	0.288841	0.220661	0.191098	0.299400	
69000	0.118577	1	0.283765	0.211996	0.183001	0.321238	0.283765	0.211996	0.183001	0.321238	0.283765	0.211996	0.183001	0.321238	0.283765	0.211996	0.183001	0.321238	
70000	0.118577	1	0.303207	0.193295	0.205082	0.298415	0.303207	0.193295	0.205082	0.298415	0.303207	0.193295	0.205082	0.298415	0.303207	0.193295	0.205082	0.298415	
71000	0.118577	1	0.308990	0.201888	0.182017	0.307105	0.308990	0.201888	0.182017	0.307105	0.308990	0.201888	0.182017	0.307105	0.308990	0.201888	0.182017	0.307105	
72000	0.118577	2	0.280370	0.202121	0.199959	0.317550	0.280370	0.202121	0.199959	0.317550	0.340002	0.156217	0.112544	0.391237	0.340002	0.156217	0.112544	0.391237	
73000	0.118577	1	0.276735	0.200298	0.203857	0.319109	0.276735	0.200298	0.203857	0.319109	0.276735	0.200298	0.203857	0.319109	0.276735	0.200298	0.203857	0.319109	
74000	0.118577	1	0.287186	0.198139	0.181273	0.333402	0.287186	0.198139	0.181273	0.333402	0.287186	0.198139	0.181273	0.333402	0.287186	0.198139	0.181273	0.333402	
75000	0.118577	1	0.279778	0.202377	0.166498	0.351347	0.279778	0.202377	0.166498	0.351347	0.279778	0.202377	0.166498	0.351347	0.279778	0.202377	0.166498	0.351347	
76000	0.118577	1	0.288429	0.212545	0.189447	0.309579	0.288429	0.212545	0.189447	0.309579	0.288429	0.212545	0.189447	0.309579	0.288429	0.212545	0.189447	0.309579	
77000	0.118577	1	0.295054	0.198973	0.196600	0.309373	0.295054	0.198973	0.196600	0.309373	0.295054	0.198973	0.196600	0.309373	0.295054	0.198973	0.196600	0.309373	
78000	0.118577	2	0.261952	0.247791	0.182352	0.307906	0.261952	0.247791	0.182352	0.307906	0.352774	0.160378	0.140608	0.346240	0.352774	0.160378	0.140608	0.346240	
79000	0.118577	1	0.279512	0.207441	0.185762	0.327285	0.279512	0.207441	0.185762	0.327285	0.279512	0.207441	0.185762	0.327285	0.279512	0.207441	0.185762	0.327285	
80000	0.118577	1	0.301376	0.209619	0.191297	0.297709	0.301376	0.209619	0.191297	0.297709	0.301376	0.209619	0.191297	0.297709	0.301376	0.209619	0.191297	0.297709	
81000	0.118577	1	0.280030	0.196867	0.185199	0.337904	0.280030	0.196867	0.185199	0.337904	0.280030	0.196867	0.185199	0.337904	0.280030	0.196867	0.185199	0.337904	
82000	0.118577	1	0.295843	0.200887	0.191634	0.311635	0.295843	0.200887	0.191634	0.311635	0.295843	0.200887	0.191634	0.311635	0.295843	0.200887	0.191634	0.311635	
83000	0.118577	1	0.271463	0.203455	0.187074	0.338008	0.271463	0.203455	0.187074	0.338008	0.271463	0.203455	0.187074	0.338008	0.271463	0.203455	0.187074	0.338008	
84000	0.118577	1	0.295277	0.200882	0.185745	0.318097	0.295277	0.200882	0.185745	0.318097	0.295277	0.200882	0.185745	0.318097	0.295277	0.200882	0.185745	0.318097	
85000	0.118577	1	0.296185	0.213593	0.186000	0.304221	0.296185	0.213593	0.186000	0.304221	0.296185	0.213593	0.186000	0.304221	0.296185	0.213593	0.186000	0.304221	
86000	0.118577	1	0.292031	0.206951	0.192141	0.308877	0.292031	0.206951	0.192141	0.308877	0.292031	0.206951	0.192141	0.308877	0.292031	0.206951	0.192141	0.308877	
87000	0.118577	2	0.316820	0.211107	0.190650	0.281423	0.316820	0.211107	0.190650	0.281423	0.363690	0.147416	0.152890	0.336003	0.363690	0.147416	0.152890	0.336003	
88000	0.118577	1	0.296043	0.201546	0.190869	0.311542	0.296043	0.201546	0.190869	0.311542	0.296043	0.201546	0.190869	0.311542	0.296043	0.201546	0.190869	0.311542	
89000	0.118577	1	0.299802	0.216215	0.180901	0.303082	0.299802	0.216215	0.180901	0.303082	0.299802	0.216215	0.180901	0.303082	0.299802	0.216215	0.180901	0.303082	
90000	0.118577	1	0.274815	0.208292	0.206503	0.310390	0.274815	0.208292	0.206503	0.310390	0.274815	0.208292	0.206503	0.310390	0.274815	0.208292	0.206503	0.310390	
91000	0.118577	2	0.267051	0.224590	0.199121	0.309238	0.267051	0.224590	0.199121	0.309238	0.325568	0.171056	0.141587	0.361790	0.325568	0.171056	0.141587	0.361790	
92000	0.118577	1	0.298815	0.214282	0.178820	0.308082	0.298815	0.214282	0.178820	0.308082	0.298815	0.214282	0.178820	0.308082	0.298815	0.214282	0.178820	0.308082	
93000	0.118577	1	0.289363	0.209340	0.186228	0.315069	0.289363	0.209340	0.186228	0.315069	0.289363	0.209340	0.186228	0.315069	0.289363	0.209340	0.186228	0.315069	
94000	0.118577	1	0.281436	0.213503	0.188761	0.316300	0.281436	0.213503	0.188761	0.316300	0.281436	0.213503	0.188761	0.316300	0.281436	0.213503	0.188761	0.316300	
95000	0.118577	2	0.259330	0.230116	0.210305	0.300249	0.315839	0.184482	0.186111	0.313568	0.315839	0.184482	0.186111	0.313568	0.315839	0.184482	0.186111	0.313568	
96000	0.118577	1	0.293618	0.204896	0.190900	0.310586	0.293618	0.204896	0.190900	0.310586	0.293618	0.204896	0.190900	0.310586	0.293618	0.204896	0.190900	0.310586	
97000	0.118577	1	0.281084	0.201514	0.189279	0.328123	0.281084	0.201514	0.189279	0.328123	0.281084	0.201514	0.189279	0.328123	0.281084	0.201514	0.189279	0.328123	
98000	0.118577	2	0.302303	0.201545	0.199709	0.296443	0.302303	0.201545	0.199709	0.296443	0.329760	0.195799	0.156752	0.317689	0.329760	0.195799	0.156752	0.317689	
99000	0.118577	2	0.215668	0.246327	0.269509	0.268497	0.294588	0.211001	0.185535	0.308875	0.294588	0.211001	0.185535	0.308875	0.294588	0.211001	0.185535	0.308875	
100000	0.118577	1	0.317667	0.215427	0.175494	0.291412	0.317667	0.215427	0.175494	0.291412	0.317667	0.215427	0.175494	0.291412	0.317667	0.215427	0.175494	0.291412	
101000	0.118577	1	0.280943	0.199381	0.180912	0.338765	0.280943	0.199381	0.180912	0.338765	0.280943	0.199381	0.180912	0.338765	0.280943	0.199381	0.180912	0.338765	
102000	0.118577	1	0.273612	0.201259	0.201613	0.323516	0.273612	0.201259	0.201613	0.323516	0.273612	0.201259	0.201613	0.323516	0.273612	0.201259	0.201613	0.323516	
103000	0.118577	1	0.284607	0.206849	0.196530	0.312013	0.284607	0.206849	0.196530	0.312013	0.284607	0.206849	0.196530	0.312013	0.284607	0.206849	0.196530	0.312013	
104000	0.118577	1	0.310653	0.213220	0.181683	0.294444	0.310653	0.213220	0.181683	0.294444	0.310653	0.213220	0.181683	0.294444	0.310653	0.213220	0.181683	0.294444	
105000	0.118577	1	0.293156	0.204470	0.189655	0.312719	0.293156	0.204470	0.189655	0.312719	0.293156	0.204470	0.189655	0.312719	0.293156	0.204470	0.189655	0.312719	
106000	0.118577	1	0.278606	0.201406	0.189264	0.330724	0.278606	0.201406	0.189264	0.330724	0.278606	0.201406	0.189264	0.330724	0.278606	0.201406	0.189264	0.330724	
107000	0.118577	1	0.300091	0.211613	0.181953	0.306343	0.300091	0.211613	0.181953	0.306343	0.300091	0.211613	0.181953	0.306343	0.300091	0.211613	0.181953	0.306343	
108000	0.118577	1	0.282533	0.184480	0.200754	0.332233	0.282533	0.184480	0.200754	0.332233	0.282533	0.184480	0.200754	0.332233	0.282533	0.184480	0.200754	0.332233	
109000	0.118577	1	0.296994	0.217176	0.183286	0.302545	0.296994	0.217176	0.183286	0.302545	0.296994	0.217176	0.183286	0.302545	0.296994	0.217176	0.183286	0.302545	
110000	0.118577	2	0.268376	0.228161	0.223636	0.279828	0.320783	0.164951	0.151291	0.362976	0.320783	0.164951	0.151291	0.362976	0.320783	0.164951	0.151291	0.362976	
111000	0.118577	1	0.282705	0.213097	0.198258	0.305939	0.282705	0.213097	0.198258	0.305939	0.282705	0.213097	0.198258	0.305939	0.282705	0.213097	0.198258	0.305939	
112000	0.118577	1	0.256612	0.178997	0.153524	0.410866	0.256612	0.178997	0.153524	0.410866	0.256612	0.178997	0.153524	0.410866	0.256612	0.178997	0.153524	0.410866	
113000	0.118577	1	0.265743	0.209358	0.199258	0.325641	0.265743	0.209358	0.199258	0.325641	0.265743	0.209358	0.199258	0.325641	0.265743	0.209358	0.199258	0.325641	
114000	0.118577	1	0.288060	0.208365	0.197609	0.305967	0.288060	0.208365	0.197609	0.305967	0.288060	0.208365	0.197609	0.305967	0.288060	0.208365	0.197609	0.305967	
115000	0.118577	2	0.248431	0.214283	0.205808	0.331479	0.248431	0.214283	0.205808	0.331479	0.307616	0.185570	0.137972	0.368842	0.307616	0.185570	0.137972	0.368842	
116000	0.118577	2	0.291554	0.202387	0.202286	0.303774	0.291554	0.202387	0.202286	0.303774	0.326809	0.161946	0.164502	0.346743	0.326809	0.161946	0.164502	0.346743	
117000	0.118577	2	0.271199	0.227549	0.190072	0.311180	0.271199	0.227549	0.190072	0.311180	0.368582	0.198653	0.150321	0.282444	0.368582	0.198653	0.150321	0.282444	
118000	0.118577	1	0.283538	0.197496	0.211374	0.307593	0.283538	0.197496	0.211374	0.307593	0.283538	0.197496	0.211374	0.307593	0.283538	0.197496	0.211374	0.307593	
119000	0.118577	1	0.285961	0.208557	0.201585	0.303898	0.285961	0.208557	0.201585	0.303898	0.285961	0.208557	0.201585	0.303898	0.285961	0.208557	0.201585	0.303898	
120000	0.118577	1	0.290398	0.206934	0.181141	0.321527	0.290398	0.206934	0.181141	0.321527	0.290398	0.206934	0.181141	0.321527	0.290398	0.206934	0.181141	0.321527	
121000	0.118577	1	0.277410	0.212805	0.181527	0.328259	0.277410	0.212805	0.181527	0.328259	0.277410	0.212805	0.181527	0.328259	0.277410	0.212805	0.181527	0.328259	
122000	0.118577	1	0.288112	0.209195	0.182892	0.319801	0.288112	0.209195	0.182892	0.319801	0.288112	0.209195	0.182892	0.319801	0.288112	0.209195	0.182892	0.319801	
123000	0.118577	1	0.300998	0.199008	0.181942	0.318052	0.300998	0.199008	0.181942	0.318052	0.300998	0.199008	0.181942	0.318052	0.300998	0.199008	0.181942	0.318052	
124000	0.118577	1	0.281349	0.216387	0.198189	0.304074	0.281349	0.216387	0.198189	0.304074	0.281349	0.216387	0.198189	0.304074	0.281349	0.216387	0.198189	0.304074	
125000	0.118577	1	0.297790	0.209611	0.184220	0.308379	0.297790	0.209611	0.184220	0.308379	0.297790	0.209611	0.184220	0.308379	0.297790	0.209611	0.184220	0.308379	
126000	0.118577	1	0.296545	0.200411	0.185170	0.317874	0.296545	0.200411	0.185170	0.317874	0.296545	0.200411	0.185170	0.317874	0.296545	0.200411	0.185170	0.317874	
127000	0.118577	1	0.300881	0.206504	0.188728	0.303887	0.300881	0.206504	0.188728	0.303887	0.300881	0.206504	0.188728	0.303887	0.300881	0.206504	0.188728	0.303887	
128000	0.118577	1	0.289584	0.198032	0.206167	0.306218	0.289584	0.198032	0.206167	0.306218	0.289584	0.198032	0.206167	0.306218	0.289584	0.198032	0.206167	0.306218	
129000	0.118577	2	0.276811	0.236008	0.190229	0.296952	0.276811	0.236008	0.190229	0.296952	0.318939	0.179025	0.141825	0.360211	0.318939	0.179025	0.141825	0.360211	
130000	0.118577	1	0.280454	0.220193	0.178900	0.320452	0.280454	0.220193	0.178900	0.320452	0.280454	0.220193	0.178900	0.320452	0.280454	0.220193	0.178900	0.320452	
131000	0.118577	1	0.297371	0.199331	0.191517	0.311781	0.297371	0.199331	0.191517	0.311781	0.297371	0.199331	0.191517	0.311781	0.297371	0.199331	0.191517	0.311781	
132000	0.118577	1	0.298764	0.186148	0.199983	0.315105	0.298764	0.186148	0.199983	0.315105	0.298764	0.186148	0.199983	0.315105	0.298764	0.186148	0.199983	0.315105	
133000	0.118577	2	0.299011	0.223250	0.193957	0.283782	0.299011	0.223250	0.193957	0.283782	0.287724	0.181926	0.126031	0.404318	0.287724	0.181926	0.126031	0.404318	
134000	0.118577	2	0.260740	0.283404	0.150156	0.305700	0.323707	0.186410	0.155738	0.334144	0.323707	0.186410	0.155738	0.334144	0.323707	0.186410	0.155738	0.334144	
135000	0.118577	1	0.305697	0.199527	0.186039	0.308737	0.305697	0.199527	0.186039	0.308737	0.305697	0.199527	0.186039	0.308737	0.305697	0.199527	0.186039	0.308737	
136000	0.118577	1	0.289779	0.206243	0.193484	0.310494	0.289779	0.206243	0.193484	0.310494	0.289779	0.206243	0.193484	0.310494	0.289779	0.206243	0.193484	0.310494	
137000	0.118577	1	0.310047	0.186236	0.177863	0.325854	0.310047	0.186236	0.177863	0.325854	0.310047	0.186236	0.177863	0.325854	0.310047	0.186236	0.177863	0.325854	
138000	0.118577	1	0.300181	0.221689	0.224993	0.253137	0.300181	0.221689	0.224993	0.253137	0.300181	0.221689	0.224993	0.253137	0.300181	0.221689	0.224993	0.253137	
139000	0.118577	1	0.292076	0.224553	0.170773	0.312598	0.292076	0.224553	0.170773	0.312598	0.292076	0.224553	0.170773	0.312598	0.292076	0.224553	0.170773	0.312598	
140000	0.118577	1	0.297235	0.195763	0.208185	0.298817	0.297235	0.195763	0.208185	0.298817	0.297235	0.195763	0.208185	0.298817	0.297235	0.195763	0.208185	0.298817	
141000	0.118577	1	0.308048	0.162520	0.184596	0.344836	0.308048	0.162520	0.184596	0.344836	0.308048	0.162520	0.184596	0.344836	0.308048	0.162520	0.184596	0.344836	
142000	0.118577	1	0.287512	0.198140	0.193103	0.321245	0.287512	0.198140	0.193103	0.321245	0.287512	0.198140	0.193103	0.321245	0.287512	0.198140	0.193103	0.321245	
143000	0.118577	2	0.275875	0.229452	0.206389	0.288284	0.275875	0.229452	0.206389	0.288284	0.327168	0.173938	0.147849	0.351045	0.327168	0.173938	0.147849	0.351045	
144000	0.118577	2	0.264763	0.194780	0.233405	0.307052	0.264763	0.194780	0.233405	0.307052	0.327508	0.166958	0.167088	0.338446	0.327508	0.166958	0.167088	0.338446	
145000	0.118577	2	0.293438	0.208098	0.192881	0.305583	0.293438	0.208098	0.192881	0.305583	0.337935	0.160535	0.116248	0.385281	0.337935	0.160535	0.116248	0.385281	
146000	0.118577	1	0.285637	0.225776	0.198194	0.290393	0.285637	0.225776	0.198194	0.290393	0.285637	0.225776	0.198194	0.290393	0.285637	0.225776	0.198194	0.290393	
147000	0.118577	2	0.232125	0.247662	0.227374	0.292839	0.290197	0.208924	0.167894	0.332985	0.290197	0.208924	0.167894	0.332985	0.290197	0.208924	0.167894	0.332985	
148000	0.118577	2	0.200374	0.166163	0.337517	0.295946	0.303016	0.173269	0.163382	0.360333	0.303016	0.173269	0.163382	0.360333	0.303016	0.173269	0.163382	0.360333	
149000	0.118577	2	0.291600	0.317623	0.197039	0.193737	0.282270	0.206896	0.180222	0.330612	0.282270	0.206896	0.180222	0.330612	0.282270	0.206896	0.180222	0.330612	
150000	0.118577	1	0.298318	0.213154	0.192964	0.295564	0.298318	0.213154	0.192964	0.295564	0.298318	0.213154	0.192964	0.295564	0.298318	0.213154	0.192964	0.295564	
