Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	
219000	0.118577	1	0.343964	0.343964	0.343964	0.343964	
220000	0.118577	1	0.401367	0.401367	0.401367	0.401367	
221000	0.118577	1	0.336168	0.336168	0.336168	0.336168	
222000	0.118577	1	0.326397	0.326397	0.326397	0.326397	
223000	0.118577	1	0.380153	0.380153	0.380153	0.380153	
224000	0.118577	1	0.328692	0.328692	0.328692	0.328692	
225000	0.118577	1	0.388942	0.388942	0.388942	0.388942	
226000	0.118577	1	0.355236	0.355236	0.355236	0.355236	
227000	0.118577	1	0.310611	0.310611	0.310611	0.310611	
228000	0.118577	1	0.356304	0.356304	0.356304	0.356304	
229000	0.118577	1	0.402655	0.402655	0.402655	0.402655	
230000	0.118577	2	0.312026	0.345056	0.312026	0.345056	
231000	0.118577	2	0.300667	0.300667	0.309635	0.309635	
232000	0.118577	1	0.341107	0.341107	0.341107	0.341107	
233000	0.118577	1	0.348685	0.348685	0.348685	0.348685	
234000	0.118577	2	0.353099	0.353099	0.335182	0.353099	
235000	0.118577	1	0.348051	0.348051	0.348051	0.348051	
236000	0.118577	2	0.343930	0.343930	0.343930	0.550369	
237000	0.118577	1	0.351458	0.351458	0.351458	0.351458	
238000	0.118577	1	0.354893	0.354893	0.354893	0.354893	
239000	0.118577	1	0.314186	0.314186	0.314186	0.314186	
240000	0.118577	1	0.336468	0.336468	0.336468	0.336468	
241000	0.118577	1	0.357343	0.357343	0.357343	0.357343	
242000	0.118577	2	0.421593	0.312904	0.312904	0.421593	
243000	0.118577	1	0.370532	0.370532	0.370532	0.370532	
244000	0.118577	1	0.384731	0.384731	0.384731	0.384731	
245000	0.118577	2	0.306213	0.306213	0.306213	0.347284	
246000	0.118577	1	0.367389	0.367389	0.367389	0.367389	
247000	0.118577	1	0.348045	0.348045	0.348045	0.348045	
248000	0.118577	1	0.334956	0.334956	0.334956	0.334956	
249000	0.118577	2	0.325885	0.325885	0.272174	0.325885	
250000	0.118577	1	0.364848	0.364848	0.364848	0.364848	
251000	0.118577	1	0.333321	0.333321	0.333321	0.333321	
252000	0.118577	2	0.384633	0.384633	0.384633	0.743763	
253000	0.118577	1	0.316705	0.316705	0.316705	0.316705	
254000	0.118577	1	0.339516	0.339516	0.339516	0.339516	
255000	0.118577	1	0.361968	0.361968	0.361968	0.361968	
256000	0.118577	1	0.370719	0.370719	0.370719	0.370719	
257000	0.118577	1	0.390299	0.390299	0.390299	0.390299	
258000	0.118577	1	0.361551	0.361551	0.361551	0.361551	
259000	0.118577	1	0.326636	0.326636	0.326636	0.326636	
260000	0.118577	2	0.481248	0.435347	0.435347	0.481248	
261000	0.118577	1	0.402794	0.402794	0.402794	0.402794	
262000	0.118577	1	0.331747	0.331747	0.331747	0.331747	
263000	0.118577	1	0.375609	0.375609	0.375609	0.375609	
264000	0.118577	1	0.389732	0.389732	0.389732	0.389732	
265000	0.118577	1	0.348924	0.348924	0.348924	0.348924	
266000	0.118577	1	0.338540	0.338540	0.338540	0.338540	
267000	0.118577	1	0.375400	0.375400	0.375400	0.375400	
268000	0.118577	1	0.380719	0.380719	0.380719	0.380719	
269000	0.118577	2	0.303127	0.303127	0.303127	0.521564	
270000	0.118577	2	0.370707	0.294108	0.370707	0.370707	
271000	0.118577	1	0.408295	0.408295	0.408295	0.408295	
272000	0.118577	1	0.349312	0.349312	0.349312	0.349312	
273000	0.118577	1	0.324816	0.324816	0.324816	0.324816	
274000	0.118577	1	0.322375	0.322375	0.322375	0.322375	
275000	0.118577	2	0.332693	0.332693	0.332693	0.520046	
276000	0.118577	1	0.338855	0.338855	0.338855	0.338855	
277000	0.118577	2	0.337094	0.337094	0.337094	0.635121	
278000	0.118577	1	0.373823	0.373823	0.373823	0.373823	
279000	0.118577	1	0.337941	0.337941	0.337941	0.337941	
280000	0.118577	1	0.382389	0.382389	0.382389	0.382389	
281000	0.118577	1	0.377331	0.377331	0.377331	0.377331	
282000	0.118577	2	0.387398	0.321711	0.387398	0.387398	
283000	0.118577	1	0.336257	0.336257	0.336257	0.336257	
284000	0.118577	1	0.401912	0.401912	0.401912	0.401912	
285000	0.118577	1	0.354011	0.354011	0.354011	0.354011	
286000	0.118577	2	0.382531	0.340591	0.340591	0.382531	
287000	0.118577	1	0.344839	0.344839	0.344839	0.344839	
288000	0.118577	1	0.356333	0.356333	0.356333	0.356333	
289000	0.118577	1	0.348193	0.348193	0.348193	0.348193	
290000	0.118577	2	0.318927	0.318927	0.318927	0.646344	
291000	0.118577	1	0.328676	0.328676	0.328676	0.328676	
292000	0.118577	2	0.352323	0.352323	0.352323	0.705963	
293000	0.118577	1	0.344430	0.344430	0.344430	0.344430	
294000	0.118577	2	0.352546	0.352546	0.352546	0.580376	
295000	0.118577	1	0.386036	0.386036	0.386036	0.386036	
296000	0.118577	1	0.383859	0.383859	0.383859	0.383859	
297000	0.118577	1	0.354466	0.354466	0.354466	0.354466	
298000	0.118577	1	0.387828	0.387828	0.387828	0.387828	
299000	0.118577	2	0.333760	0.333760	0.333760	0.674340	
300000	0.118577	1	0.387005	0.387005	0.387005	0.387005	
301000	0.118577	1	0.314429	0.314429	0.314429	0.314429	
302000	0.118577	2	0.358864	0.368772	0.368772	0.358864	
303000	0.118577	1	0.357448	0.357448	0.357448	0.357448	
304000	0.118577	1	0.384747	0.384747	0.384747	0.384747	
305000	0.118577	1	0.397220	0.397220	0.397220	0.397220	
306000	0.118577	1	0.400410	0.400410	0.400410	0.400410	
307000	0.118577	1	0.333400	0.333400	0.333400	0.333400	
308000	0.118577	1	0.293057	0.293057	0.293057	0.293057	
309000	0.118577	1	0.377415	0.377415	0.377415	0.377415	
310000	0.118577	1	0.327753	0.327753	0.327753	0.327753	
311000	0.118577	1	0.336808	0.336808	0.336808	0.336808	
312000	0.118577	1	0.345201	0.345201	0.345201	0.345201	
313000	0.118577	1	0.385264	0.385264	0.385264	0.385264	
314000	0.118577	1	0.358616	0.358616	0.358616	0.358616	
315000	0.118577	1	0.380959	0.380959	0.380959	0.380959	
316000	0.118577	1	0.372825	0.372825	0.372825	0.372825	
317000	0.118577	1	0.341703	0.341703	0.341703	0.341703	
318000	0.118577	1	0.381697	0.381697	0.381697	0.381697	
319000	0.118577	1	0.375588	0.375588	0.375588	0.375588	
320000	0.118577	1	0.310324	0.310324	0.310324	0.310324	
321000	0.118577	1	0.354846	0.354846	0.354846	0.354846	
322000	0.118577	1	0.386374	0.386374	0.386374	0.386374	
323000	0.118577	2	0.389530	0.389530	0.389530	0.514978	
324000	0.118577	1	0.363582	0.363582	0.363582	0.363582	
325000	0.118577	2	0.337577	0.337577	0.337577	0.415419	
326000	0.118577	1	0.340720	0.340720	0.340720	0.340720	
327000	0.118577	1	0.402632	0.402632	0.402632	0.402632	
328000	0.118577	1	0.393329	0.393329	0.393329	0.393329	
329000	0.118577	1	0.355637	0.355637	0.355637	0.355637	
330000	0.118577	1	0.382935	0.382935	0.382935	0.382935	
331000	0.118577	1	0.353385	0.353385	0.353385	0.353385	
332000	0.118577	1	0.365627	0.365627	0.365627	0.365627	
333000	0.118577	1	0.368838	0.368838	0.368838	0.368838	
334000	0.118577	1	0.382633	0.382633	0.382633	0.382633	
335000	0.118577	1	0.316710	0.316710	0.316710	0.316710	
336000	0.118577	2	0.300660	0.300660	0.415513	0.415513	
337000	0.118577	2	0.331333	0.331333	0.331333	0.630470	
338000	0.118577	1	0.343455	0.343455	0.343455	0.343455	
339000	0.118577	1	0.341484	0.341484	0.341484	0.341484	
340000	0.118577	2	0.242402	0.384481	0.242402	0.384481	
341000	0.118577	2	0.320414	0.320414	0.320414	0.527451	
342000	0.118577	1	0.334185	0.334185	0.334185	0.334185	
343000	0.118577	2	0.326294	0.326294	0.326294	0.405431	
344000	0.118577	1	0.323204	0.323204	0.323204	0.323204	
345000	0.118577	2	0.299945	0.299945	0.299945	0.593764	
346000	0.118577	1	0.370419	0.370419	0.370419	0.370419	
347000	0.118577	1	0.351365	0.351365	0.351365	0.351365	
348000	0.118577	1	0.356169	0.356169	0.356169	0.356169	
349000	0.118577	1	0.384877	0.384877	0.384877	0.384877	
350000	0.118577	1	0.338677	0.338677	0.338677	0.338677	
351000	0.118577	2	0.357594	0.357594	0.357594	0.607200	
352000	0.118577	2	0.356092	0.356092	0.356092	0.624421	
353000	0.118577	1	0.349925	0.349925	0.349925	0.349925	
354000	0.118577	1	0.337143	0.337143	0.337143	0.337143	
355000	0.118577	1	0.355544	0.355544	0.355544	0.355544	
356000	0.118577	1	0.368777	0.368777	0.368777	0.368777	
357000	0.118577	1	0.409216	0.409216	0.409216	0.409216	
358000	0.118577	1	0.347503	0.347503	0.347503	0.347503	
359000	0.118577	1	0.340541	0.340541	0.340541	0.340541	
360000	0.118577	1	0.349497	0.349497	0.349497	0.349497	
361000	0.118577	2	0.341003	0.335036	0.341003	0.335036	
362000	0.118577	1	0.384997	0.384997	0.384997	0.384997	
363000	0.118577	1	0.384110	0.384110	0.384110	0.384110	
364000	0.118577	2	0.339462	0.339462	0.339462	0.518108	
365000	0.118577	2	0.364141	0.276418	0.364141	0.364141	
366000	0.118577	1	0.355468	0.355468	0.355468	0.355468	
367000	0.118577	1	0.345560	0.345560	0.345560	0.345560	
368000	0.118577	1	0.373462	0.373462	0.373462	0.373462	
369000	0.118577	1	0.361901	0.361901	0.361901	0.361901	
370000	0.118577	1	0.370245	0.370245	0.370245	0.370245	
371000	0.118577	1	0.377808	0.377808	0.377808	0.377808	
372000	0.118577	1	0.365934	0.365934	0.365934	0.365934	
373000	0.118577	1	0.323071	0.323071	0.323071	0.323071	
374000	0.118577	1	0.396411	0.396411	0.396411	0.396411	
375000	0.118577	2	0.305802	0.305802	0.305802	0.423659	
376000	0.118577	1	0.377453	0.377453	0.377453	0.377453	
377000	0.118577	2	0.308002	0.308002	0.308002	0.565335	
378000	0.118577	2	0.299973	0.299973	0.299973	0.721563	
379000	0.118577	1	0.351441	0.351441	0.351441	0.351441	
380000	0.118577	1	0.351301	0.351301	0.351301	0.351301	
381000	0.118577	1	0.327114	0.327114	0.327114	0.327114	
382000	0.118577	1	0.434195	0.434195	0.434195	0.434195	
383000	0.118577	1	0.377751	0.377751	0.377751	0.377751	
384000	0.118577	1	0.340569	0.340569	0.340569	0.340569	
385000	0.118577	1	0.358284	0.358284	0.358284	0.358284	
386000	0.118577	1	0.361726	0.361726	0.361726	0.361726	
387000	0.118577	2	0.294587	0.294587	0.294587	0.488679	
388000	0.118577	1	0.359962	0.359962	0.359962	0.359962	
389000	0.118577	2	0.322461	0.340359	0.322461	0.340359	
390000	0.118577	2	0.344959	0.344959	0.379464	0.344959	
391000	0.118577	1	0.386716	0.386716	0.386716	0.386716	
392000	0.118577	1	0.364140	0.364140	0.364140	0.364140	
393000	0.118577	1	0.327464	0.327464	0.327464	0.327464	
394000	0.118577	1	0.370246	0.370246	0.370246	0.370246	
395000	0.118577	2	0.447432	0.264984	0.264984	0.447432	
396000	0.118577	1	0.300025	0.300025	0.300025	0.300025	
397000	0.118577	1	0.316148	0.316148	0.316148	0.316148	
398000	0.118577	1	0.331817	0.331817	0.331817	0.331817	
399000	0.118577	1	0.392103	0.392103	0.392103	0.392103	
400000	0.118577	1	0.344119	0.344119	0.344119	0.344119	
401000	0.118577	1	0.350904	0.350904	0.350904	0.350904	
402000	0.118577	1	0.310586	0.310586	0.310586	0.310586	
403000	0.118577	1	0.391919	0.391919	0.391919	0.391919	
404000	0.118577	2	0.283121	0.345697	0.345697	0.345697	
405000	0.118577	1	0.353194	0.353194	0.353194	0.353194	
406000	0.118577	2	0.314926	0.420296	0.314926	0.420296	
407000	0.118577	1	0.372838	0.372838	0.372838	0.372838	
408000	0.118577	1	0.383725	0.383725	0.383725	0.383725	
409000	0.118577	1	0.410095	0.410095	0.410095	0.410095	
410000	0.118577	1	0.309009	0.309009	0.309009	0.309009	
411000	0.118577	1	0.364769	0.364769	0.364769	0.364769	
412000	0.118577	2	0.336576	0.336576	0.336576	0.409817	
413000	0.118577	1	0.371402	0.371402	0.371402	0.371402	
414000	0.118577	1	0.354485	0.354485	0.354485	0.354485	
415000	0.118577	1	0.334951	0.334951	0.334951	0.334951	
416000	0.118577	1	0.332558	0.332558	0.332558	0.332558	
417000	0.118577	1	0.358080	0.358080	0.358080	0.358080	
418000	0.118577	1	0.370208	0.370208	0.370208	0.370208	
419000	0.118577	1	0.354666	0.354666	0.354666	0.354666	
420000	0.118577	2	0.349325	0.349325	0.349325	0.489577	
421000	0.118577	2	0.354151	0.354151	0.354151	0.500915	
422000	0.118577	1	0.326107	0.326107	0.326107	0.326107	
423000	0.118577	1	0.333749	0.333749	0.333749	0.333749	
424000	0.118577	1	0.373669	0.373669	0.373669	0.373669	
425000	0.118577	1	0.342158	0.342158	0.342158	0.342158	
426000	0.118577	1	0.334948	0.334948	0.334948	0.334948	
427000	0.118577	1	0.366135	0.366135	0.366135	0.366135	
428000	0.118577	1	0.335388	0.335388	0.335388	0.335388	
429000	0.118577	1	0.369642	0.369642	0.369642	0.369642	
430000	0.118577	2	0.325579	0.325579	0.325579	0.460642	
431000	0.118577	1	0.351158	0.351158	0.351158	0.351158	
432000	0.118577	1	0.365650	0.365650	0.365650	0.365650	
433000	0.118577	2	0.341575	0.341575	0.341575	0.456155	
434000	0.118577	1	0.353372	0.353372	0.353372	0.353372	
435000	0.118577	2	0.346284	0.346284	0.346284	0.764224	
436000	0.118577	2	0.381061	0.381061	0.264988	0.381061	
437000	0.118577	1	0.337349	0.337349	0.337349	0.337349	
438000	0.118577	1	0.410980	0.410980	0.410980	0.410980	
439000	0.118577	1	0.385452	0.385452	0.385452	0.385452	
440000	0.118577	1	0.343927	0.343927	0.343927	0.343927	
441000	0.118577	1	0.356304	0.356304	0.356304	0.356304	
442000	0.118577	1	0.394299	0.394299	0.394299	0.394299	
443000	0.118577	1	0.329081	0.329081	0.329081	0.329081	
444000	0.118577	1	0.319690	0.319690	0.319690	0.319690	
445000	0.118577	1	0.354629	0.354629	0.354629	0.354629	
446000	0.118577	1	0.369933	0.369933	0.369933	0.369933	
447000	0.118577	1	0.399377	0.399377	0.399377	0.399377	
448000	0.118577	1	0.363896	0.363896	0.363896	0.363896	
