Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
11000	0.118577	1	0.104294	0.202565	0.028596	0.208842	0.307858	0.147844	0.104294	0.202565	0.028596	0.208842	0.307858	0.147844	0.104294	0.202565	0.028596	0.208842	0.307858	0.147844	0.104294	0.202565	0.028596	0.208842	0.307858	0.147844	
12000	0.118577	1	0.128918	0.243314	0.036675	0.192247	0.252267	0.146577	0.128918	0.243314	0.036675	0.192247	0.252267	0.146577	0.128918	0.243314	0.036675	0.192247	0.252267	0.146577	0.128918	0.243314	0.036675	0.192247	0.252267	0.146577	
13000	0.118577	1	0.089334	0.239002	0.039002	0.217906	0.270485	0.144272	0.089334	0.239002	0.039002	0.217906	0.270485	0.144272	0.089334	0.239002	0.039002	0.217906	0.270485	0.144272	0.089334	0.239002	0.039002	0.217906	0.270485	0.144272	
14000	0.118577	1	0.134923	0.249275	0.033057	0.181071	0.259318	0.142356	0.134923	0.249275	0.033057	0.181071	0.259318	0.142356	0.134923	0.249275	0.033057	0.181071	0.259318	0.142356	0.134923	0.249275	0.033057	0.181071	0.259318	0.142356	
15000	0.118577	1	0.119129	0.262617	0.033546	0.201734	0.241190	0.141784	0.119129	0.262617	0.033546	0.201734	0.241190	0.141784	0.119129	0.262617	0.033546	0.201734	0.241190	0.141784	0.119129	0.262617	0.033546	0.201734	0.241190	0.141784	
16000	0.118577	1	0.138260	0.238849	0.053575	0.146263	0.310444	0.112609	0.138260	0.238849	0.053575	0.146263	0.310444	0.112609	0.138260	0.238849	0.053575	0.146263	0.310444	0.112609	0.138260	0.238849	0.053575	0.146263	0.310444	0.112609	
17000	0.118577	1	0.123381	0.247000	0.027536	0.205097	0.247052	0.149933	0.123381	0.247000	0.027536	0.205097	0.247052	0.149933	0.123381	0.247000	0.027536	0.205097	0.247052	0.149933	0.123381	0.247000	0.027536	0.205097	0.247052	0.149933	
18000	0.118577	1	0.118060	0.251087	0.041420	0.168209	0.264002	0.157223	0.118060	0.251087	0.041420	0.168209	0.264002	0.157223	0.118060	0.251087	0.041420	0.168209	0.264002	0.157223	0.118060	0.251087	0.041420	0.168209	0.264002	0.157223	
19000	0.118577	1	0.109259	0.214736	0.029397	0.228253	0.293437	0.124919	0.109259	0.214736	0.029397	0.228253	0.293437	0.124919	0.109259	0.214736	0.029397	0.228253	0.293437	0.124919	0.109259	0.214736	0.029397	0.228253	0.293437	0.124919	
20000	0.118577	1	0.107556	0.239181	0.029981	0.210551	0.266865	0.145865	0.107556	0.239181	0.029981	0.210551	0.266865	0.145865	0.107556	0.239181	0.029981	0.210551	0.266865	0.145865	0.107556	0.239181	0.029981	0.210551	0.266865	0.145865	
21000	0.118577	1	0.135302	0.217378	0.039893	0.199141	0.268772	0.139513	0.135302	0.217378	0.039893	0.199141	0.268772	0.139513	0.135302	0.217378	0.039893	0.199141	0.268772	0.139513	0.135302	0.217378	0.039893	0.199141	0.268772	0.139513	
22000	0.118577	1	0.119000	0.233808	0.041166	0.166269	0.283767	0.155990	0.119000	0.233808	0.041166	0.166269	0.283767	0.155990	0.119000	0.233808	0.041166	0.166269	0.283767	0.155990	0.119000	0.233808	0.041166	0.166269	0.283767	0.155990	
23000	0.118577	1	0.106123	0.256285	0.038961	0.193398	0.247895	0.157337	0.106123	0.256285	0.038961	0.193398	0.247895	0.157337	0.106123	0.256285	0.038961	0.193398	0.247895	0.157337	0.106123	0.256285	0.038961	0.193398	0.247895	0.157337	
24000	0.118577	1	0.096956	0.231062	0.035087	0.200518	0.297544	0.138833	0.096956	0.231062	0.035087	0.200518	0.297544	0.138833	0.096956	0.231062	0.035087	0.200518	0.297544	0.138833	0.096956	0.231062	0.035087	0.200518	0.297544	0.138833	
25000	0.118577	1	0.122981	0.246326	0.029769	0.182019	0.269474	0.149430	0.122981	0.246326	0.029769	0.182019	0.269474	0.149430	0.122981	0.246326	0.029769	0.182019	0.269474	0.149430	0.122981	0.246326	0.029769	0.182019	0.269474	0.149430	
26000	0.118577	1	0.139039	0.240752	0.036253	0.169026	0.250938	0.163992	0.139039	0.240752	0.036253	0.169026	0.250938	0.163992	0.139039	0.240752	0.036253	0.169026	0.250938	0.163992	0.139039	0.240752	0.036253	0.169026	0.250938	0.163992	
27000	0.118577	1	0.112066	0.209243	0.034186	0.217464	0.262526	0.164515	0.112066	0.209243	0.034186	0.217464	0.262526	0.164515	0.112066	0.209243	0.034186	0.217464	0.262526	0.164515	0.112066	0.209243	0.034186	0.217464	0.262526	0.164515	
28000	0.118577	1	0.121315	0.220965	0.032798	0.206011	0.270386	0.148526	0.121315	0.220965	0.032798	0.206011	0.270386	0.148526	0.121315	0.220965	0.032798	0.206011	0.270386	0.148526	0.121315	0.220965	0.032798	0.206011	0.270386	0.148526	
29000	0.118577	1	0.110151	0.246292	0.037653	0.181539	0.277752	0.146613	0.110151	0.246292	0.037653	0.181539	0.277752	0.146613	0.110151	0.246292	0.037653	0.181539	0.277752	0.146613	0.110151	0.246292	0.037653	0.181539	0.277752	0.146613	
30000	0.118577	1	0.152222	0.249214	0.021086	0.175951	0.252959	0.148568	0.152222	0.249214	0.021086	0.175951	0.252959	0.148568	0.152222	0.249214	0.021086	0.175951	0.252959	0.148568	0.152222	0.249214	0.021086	0.175951	0.252959	0.148568	
31000	0.118577	1	0.116859	0.254496	0.035967	0.220354	0.245682	0.126642	0.116859	0.254496	0.035967	0.220354	0.245682	0.126642	0.116859	0.254496	0.035967	0.220354	0.245682	0.126642	0.116859	0.254496	0.035967	0.220354	0.245682	0.126642	
32000	0.118577	2	0.111983	0.238359	0.025291	0.199701	0.268180	0.156485	0.181608	0.265853	0.027992	0.165697	0.190698	0.168152	0.111983	0.238359	0.025291	0.199701	0.268180	0.156485	0.181608	0.265853	0.027992	0.165697	0.190698	0.168152	
33000	0.118577	1	0.108219	0.224000	0.034158	0.214398	0.291365	0.127860	0.108219	0.224000	0.034158	0.214398	0.291365	0.127860	0.108219	0.224000	0.034158	0.214398	0.291365	0.127860	0.108219	0.224000	0.034158	0.214398	0.291365	0.127860	
34000	0.118577	1	0.107201	0.247347	0.037603	0.196279	0.268114	0.143454	0.107201	0.247347	0.037603	0.196279	0.268114	0.143454	0.107201	0.247347	0.037603	0.196279	0.268114	0.143454	0.107201	0.247347	0.037603	0.196279	0.268114	0.143454	
35000	0.118577	1	0.139425	0.232711	0.035607	0.165981	0.265286	0.160990	0.139425	0.232711	0.035607	0.165981	0.265286	0.160990	0.139425	0.232711	0.035607	0.165981	0.265286	0.160990	0.139425	0.232711	0.035607	0.165981	0.265286	0.160990	
36000	0.118577	1	0.111245	0.271614	0.032942	0.177003	0.256941	0.150254	0.111245	0.271614	0.032942	0.177003	0.256941	0.150254	0.111245	0.271614	0.032942	0.177003	0.256941	0.150254	0.111245	0.271614	0.032942	0.177003	0.256941	0.150254	
37000	0.118577	1	0.109262	0.249387	0.034976	0.192698	0.264972	0.148705	0.109262	0.249387	0.034976	0.192698	0.264972	0.148705	0.109262	0.249387	0.034976	0.192698	0.264972	0.148705	0.109262	0.249387	0.034976	0.192698	0.264972	0.148705	
38000	0.118577	1	0.134488	0.247376	0.034004	0.188734	0.248560	0.146837	0.134488	0.247376	0.034004	0.188734	0.248560	0.146837	0.134488	0.247376	0.034004	0.188734	0.248560	0.146837	0.134488	0.247376	0.034004	0.188734	0.248560	0.146837	
39000	0.118577	2	0.110980	0.232341	0.046868	0.176053	0.282432	0.151326	0.110980	0.232341	0.046868	0.176053	0.282432	0.151326	0.204138	0.178619	0.038189	0.136329	0.286367	0.156358	0.204138	0.178619	0.038189	0.136329	0.286367	0.156358	
40000	0.118577	1	0.124273	0.239570	0.032573	0.149060	0.280603	0.173920	0.124273	0.239570	0.032573	0.149060	0.280603	0.173920	0.124273	0.239570	0.032573	0.149060	0.280603	0.173920	0.124273	0.239570	0.032573	0.149060	0.280603	0.173920	
41000	0.118577	1	0.120962	0.273360	0.029909	0.185237	0.233828	0.156704	0.120962	0.273360	0.029909	0.185237	0.233828	0.156704	0.120962	0.273360	0.029909	0.185237	0.233828	0.156704	0.120962	0.273360	0.029909	0.185237	0.233828	0.156704	
42000	0.118577	1	0.124784	0.205666	0.025512	0.200178	0.306261	0.137600	0.124784	0.205666	0.025512	0.200178	0.306261	0.137600	0.124784	0.205666	0.025512	0.200178	0.306261	0.137600	0.124784	0.205666	0.025512	0.200178	0.306261	0.137600	
43000	0.118577	1	0.127214	0.226316	0.038418	0.172732	0.284606	0.150714	0.127214	0.226316	0.038418	0.172732	0.284606	0.150714	0.127214	0.226316	0.038418	0.172732	0.284606	0.150714	0.127214	0.226316	0.038418	0.172732	0.284606	0.150714	
44000	0.118577	1	0.102860	0.222056	0.026431	0.191612	0.292937	0.164103	0.102860	0.222056	0.026431	0.191612	0.292937	0.164103	0.102860	0.222056	0.026431	0.191612	0.292937	0.164103	0.102860	0.222056	0.026431	0.191612	0.292937	0.164103	
45000	0.118577	1	0.109138	0.250687	0.033656	0.210370	0.260926	0.135224	0.109138	0.250687	0.033656	0.210370	0.260926	0.135224	0.109138	0.250687	0.033656	0.210370	0.260926	0.135224	0.109138	0.250687	0.033656	0.210370	0.260926	0.135224	
46000	0.118577	1	0.118548	0.236430	0.030812	0.172631	0.294532	0.147048	0.118548	0.236430	0.030812	0.172631	0.294532	0.147048	0.118548	0.236430	0.030812	0.172631	0.294532	0.147048	0.118548	0.236430	0.030812	0.172631	0.294532	0.147048	
47000	0.118577	1	0.125131	0.231492	0.027395	0.200581	0.260727	0.154674	0.125131	0.231492	0.027395	0.200581	0.260727	0.154674	0.125131	0.231492	0.027395	0.200581	0.260727	0.154674	0.125131	0.231492	0.027395	0.200581	0.260727	0.154674	
48000	0.118577	1	0.121923	0.245394	0.025327	0.191292	0.280103	0.135961	0.121923	0.245394	0.025327	0.191292	0.280103	0.135961	0.121923	0.245394	0.025327	0.191292	0.280103	0.135961	0.121923	0.245394	0.025327	0.191292	0.280103	0.135961	
49000	0.118577	1	0.124304	0.216714	0.036890	0.182402	0.291904	0.147786	0.124304	0.216714	0.036890	0.182402	0.291904	0.147786	0.124304	0.216714	0.036890	0.182402	0.291904	0.147786	0.124304	0.216714	0.036890	0.182402	0.291904	0.147786	
50000	0.118577	1	0.135121	0.237347	0.034926	0.190851	0.265691	0.136064	0.135121	0.237347	0.034926	0.190851	0.265691	0.136064	0.135121	0.237347	0.034926	0.190851	0.265691	0.136064	0.135121	0.237347	0.034926	0.190851	0.265691	0.136064	
51000	0.118577	1	0.122066	0.258483	0.030181	0.192211	0.240994	0.156066	0.122066	0.258483	0.030181	0.192211	0.240994	0.156066	0.122066	0.258483	0.030181	0.192211	0.240994	0.156066	0.122066	0.258483	0.030181	0.192211	0.240994	0.156066	
52000	0.118577	1	0.134063	0.217653	0.024951	0.207802	0.283894	0.131637	0.134063	0.217653	0.024951	0.207802	0.283894	0.131637	0.134063	0.217653	0.024951	0.207802	0.283894	0.131637	0.134063	0.217653	0.024951	0.207802	0.283894	0.131637	
53000	0.118577	1	0.128624	0.226369	0.029090	0.184917	0.277751	0.153249	0.128624	0.226369	0.029090	0.184917	0.277751	0.153249	0.128624	0.226369	0.029090	0.184917	0.277751	0.153249	0.128624	0.226369	0.029090	0.184917	0.277751	0.153249	
54000	0.118577	2	0.098976	0.301559	0.036045	0.157183	0.258755	0.147482	0.176288	0.296715	0.060911	0.115474	0.215885	0.134728	0.098976	0.301559	0.036045	0.157183	0.258755	0.147482	0.176288	0.296715	0.060911	0.115474	0.215885	0.134728	
55000	0.118577	1	0.129219	0.227265	0.034426	0.223602	0.263448	0.122041	0.129219	0.227265	0.034426	0.223602	0.263448	0.122041	0.129219	0.227265	0.034426	0.223602	0.263448	0.122041	0.129219	0.227265	0.034426	0.223602	0.263448	0.122041	
56000	0.118577	1	0.142757	0.212522	0.030924	0.175931	0.302281	0.135585	0.142757	0.212522	0.030924	0.175931	0.302281	0.135585	0.142757	0.212522	0.030924	0.175931	0.302281	0.135585	0.142757	0.212522	0.030924	0.175931	0.302281	0.135585	
57000	0.118577	1	0.120111	0.224181	0.033802	0.202828	0.291917	0.127160	0.120111	0.224181	0.033802	0.202828	0.291917	0.127160	0.120111	0.224181	0.033802	0.202828	0.291917	0.127160	0.120111	0.224181	0.033802	0.202828	0.291917	0.127160	
58000	0.118577	1	0.143763	0.239786	0.030517	0.161666	0.292905	0.131362	0.143763	0.239786	0.030517	0.161666	0.292905	0.131362	0.143763	0.239786	0.030517	0.161666	0.292905	0.131362	0.143763	0.239786	0.030517	0.161666	0.292905	0.131362	
59000	0.118577	1	0.120368	0.217217	0.028599	0.177054	0.295946	0.160816	0.120368	0.217217	0.028599	0.177054	0.295946	0.160816	0.120368	0.217217	0.028599	0.177054	0.295946	0.160816	0.120368	0.217217	0.028599	0.177054	0.295946	0.160816	
60000	0.118577	1	0.118154	0.244098	0.043305	0.193940	0.257763	0.142739	0.118154	0.244098	0.043305	0.193940	0.257763	0.142739	0.118154	0.244098	0.043305	0.193940	0.257763	0.142739	0.118154	0.244098	0.043305	0.193940	0.257763	0.142739	
61000	0.118577	1	0.130006	0.187693	0.025325	0.214574	0.295677	0.146724	0.130006	0.187693	0.025325	0.214574	0.295677	0.146724	0.130006	0.187693	0.025325	0.214574	0.295677	0.146724	0.130006	0.187693	0.025325	0.214574	0.295677	0.146724	
62000	0.118577	1	0.116356	0.256453	0.037478	0.184206	0.253615	0.151892	0.116356	0.256453	0.037478	0.184206	0.253615	0.151892	0.116356	0.256453	0.037478	0.184206	0.253615	0.151892	0.116356	0.256453	0.037478	0.184206	0.253615	0.151892	
63000	0.118577	1	0.146191	0.225085	0.036233	0.180220	0.283224	0.129046	0.146191	0.225085	0.036233	0.180220	0.283224	0.129046	0.146191	0.225085	0.036233	0.180220	0.283224	0.129046	0.146191	0.225085	0.036233	0.180220	0.283224	0.129046	
64000	0.118577	1	0.138613	0.213120	0.034088	0.194601	0.267404	0.152174	0.138613	0.213120	0.034088	0.194601	0.267404	0.152174	0.138613	0.213120	0.034088	0.194601	0.267404	0.152174	0.138613	0.213120	0.034088	0.194601	0.267404	0.152174	
65000	0.118577	1	0.142813	0.246780	0.051043	0.167816	0.235328	0.156219	0.142813	0.246780	0.051043	0.167816	0.235328	0.156219	0.142813	0.246780	0.051043	0.167816	0.235328	0.156219	0.142813	0.246780	0.051043	0.167816	0.235328	0.156219	
66000	0.118577	1	0.124900	0.255276	0.035654	0.192975	0.250476	0.140718	0.124900	0.255276	0.035654	0.192975	0.250476	0.140718	0.124900	0.255276	0.035654	0.192975	0.250476	0.140718	0.124900	0.255276	0.035654	0.192975	0.250476	0.140718	
67000	0.118577	1	0.156441	0.259661	0.032399	0.161652	0.245966	0.143880	0.156441	0.259661	0.032399	0.161652	0.245966	0.143880	0.156441	0.259661	0.032399	0.161652	0.245966	0.143880	0.156441	0.259661	0.032399	0.161652	0.245966	0.143880	
68000	0.118577	2	0.129166	0.323223	0.028422	0.154114	0.231255	0.133820	0.114754	0.182456	0.038324	0.216515	0.282373	0.165580	0.129166	0.323223	0.028422	0.154114	0.231255	0.133820	0.129166	0.323223	0.028422	0.154114	0.231255	0.133820	
69000	0.118577	1	0.124293	0.232855	0.040883	0.165081	0.284703	0.152185	0.124293	0.232855	0.040883	0.165081	0.284703	0.152185	0.124293	0.232855	0.040883	0.165081	0.284703	0.152185	0.124293	0.232855	0.040883	0.165081	0.284703	0.152185	
70000	0.118577	1	0.133746	0.189994	0.035675	0.183216	0.312501	0.144867	0.133746	0.189994	0.035675	0.183216	0.312501	0.144867	0.133746	0.189994	0.035675	0.183216	0.312501	0.144867	0.133746	0.189994	0.035675	0.183216	0.312501	0.144867	
71000	0.118577	1	0.104791	0.247924	0.032907	0.188820	0.249409	0.176149	0.104791	0.247924	0.032907	0.188820	0.249409	0.176149	0.104791	0.247924	0.032907	0.188820	0.249409	0.176149	0.104791	0.247924	0.032907	0.188820	0.249409	0.176149	
72000	0.118577	1	0.133781	0.259926	0.033787	0.193017	0.255200	0.124289	0.133781	0.259926	0.033787	0.193017	0.255200	0.124289	0.133781	0.259926	0.033787	0.193017	0.255200	0.124289	0.133781	0.259926	0.033787	0.193017	0.255200	0.124289	
73000	0.118577	1	0.122318	0.234342	0.037753	0.176749	0.278194	0.150645	0.122318	0.234342	0.037753	0.176749	0.278194	0.150645	0.122318	0.234342	0.037753	0.176749	0.278194	0.150645	0.122318	0.234342	0.037753	0.176749	0.278194	0.150645	
74000	0.118577	1	0.120241	0.235914	0.035941	0.185937	0.267893	0.154074	0.120241	0.235914	0.035941	0.185937	0.267893	0.154074	0.120241	0.235914	0.035941	0.185937	0.267893	0.154074	0.120241	0.235914	0.035941	0.185937	0.267893	0.154074	
75000	0.118577	1	0.125320	0.206798	0.032260	0.219117	0.269692	0.146813	0.125320	0.206798	0.032260	0.219117	0.269692	0.146813	0.125320	0.206798	0.032260	0.219117	0.269692	0.146813	0.125320	0.206798	0.032260	0.219117	0.269692	0.146813	
76000	0.118577	1	0.113544	0.228727	0.032182	0.218213	0.234644	0.172691	0.113544	0.228727	0.032182	0.218213	0.234644	0.172691	0.113544	0.228727	0.032182	0.218213	0.234644	0.172691	0.113544	0.228727	0.032182	0.218213	0.234644	0.172691	
77000	0.118577	2	0.131969	0.217766	0.035983	0.177546	0.302640	0.134095	0.131969	0.217766	0.035983	0.177546	0.302640	0.134095	0.131969	0.217766	0.035983	0.177546	0.302640	0.134095	0.368620	0.299293	0.011758	0.037464	0.151913	0.130951	
78000	0.118577	1	0.134148	0.265397	0.029011	0.175386	0.266955	0.129103	0.134148	0.265397	0.029011	0.175386	0.266955	0.129103	0.134148	0.265397	0.029011	0.175386	0.266955	0.129103	0.134148	0.265397	0.029011	0.175386	0.266955	0.129103	
79000	0.118577	1	0.131824	0.221967	0.033758	0.232568	0.242738	0.137145	0.131824	0.221967	0.033758	0.232568	0.242738	0.137145	0.131824	0.221967	0.033758	0.232568	0.242738	0.137145	0.131824	0.221967	0.033758	0.232568	0.242738	0.137145	
80000	0.118577	1	0.119152	0.221191	0.036063	0.186210	0.308916	0.128468	0.119152	0.221191	0.036063	0.186210	0.308916	0.128468	0.119152	0.221191	0.036063	0.186210	0.308916	0.128468	0.119152	0.221191	0.036063	0.186210	0.308916	0.128468	
81000	0.118577	1	0.135992	0.236862	0.030906	0.180170	0.265734	0.150336	0.135992	0.236862	0.030906	0.180170	0.265734	0.150336	0.135992	0.236862	0.030906	0.180170	0.265734	0.150336	0.135992	0.236862	0.030906	0.180170	0.265734	0.150336	
82000	0.118577	1	0.128254	0.227126	0.041264	0.182184	0.270115	0.151057	0.128254	0.227126	0.041264	0.182184	0.270115	0.151057	0.128254	0.227126	0.041264	0.182184	0.270115	0.151057	0.128254	0.227126	0.041264	0.182184	0.270115	0.151057	
83000	0.118577	1	0.134325	0.238813	0.033297	0.200021	0.244569	0.148976	0.134325	0.238813	0.033297	0.200021	0.244569	0.148976	0.134325	0.238813	0.033297	0.200021	0.244569	0.148976	0.134325	0.238813	0.033297	0.200021	0.244569	0.148976	
84000	0.118577	1	0.098729	0.238069	0.043367	0.214435	0.254712	0.150688	0.098729	0.238069	0.043367	0.214435	0.254712	0.150688	0.098729	0.238069	0.043367	0.214435	0.254712	0.150688	0.098729	0.238069	0.043367	0.214435	0.254712	0.150688	
85000	0.118577	1	0.115751	0.246145	0.033925	0.195915	0.280329	0.127936	0.115751	0.246145	0.033925	0.195915	0.280329	0.127936	0.115751	0.246145	0.033925	0.195915	0.280329	0.127936	0.115751	0.246145	0.033925	0.195915	0.280329	0.127936	
86000	0.118577	1	0.103062	0.243937	0.034276	0.203454	0.254220	0.161050	0.103062	0.243937	0.034276	0.203454	0.254220	0.161050	0.103062	0.243937	0.034276	0.203454	0.254220	0.161050	0.103062	0.243937	0.034276	0.203454	0.254220	0.161050	
87000	0.118577	1	0.106213	0.225840	0.028220	0.200115	0.283820	0.155792	0.106213	0.225840	0.028220	0.200115	0.283820	0.155792	0.106213	0.225840	0.028220	0.200115	0.283820	0.155792	0.106213	0.225840	0.028220	0.200115	0.283820	0.155792	
88000	0.118577	1	0.140555	0.222430	0.033706	0.172074	0.258137	0.173098	0.140555	0.222430	0.033706	0.172074	0.258137	0.173098	0.140555	0.222430	0.033706	0.172074	0.258137	0.173098	0.140555	0.222430	0.033706	0.172074	0.258137	0.173098	
89000	0.118577	2	0.099367	0.238555	0.034146	0.191028	0.278472	0.158433	0.099367	0.238555	0.034146	0.191028	0.278472	0.158433	0.099367	0.238555	0.034146	0.191028	0.278472	0.158433	0.174018	0.341830	0.018937	0.073030	0.277858	0.114327	
90000	0.118577	1	0.125651	0.239033	0.030167	0.183492	0.272436	0.149220	0.125651	0.239033	0.030167	0.183492	0.272436	0.149220	0.125651	0.239033	0.030167	0.183492	0.272436	0.149220	0.125651	0.239033	0.030167	0.183492	0.272436	0.149220	
91000	0.118577	1	0.129625	0.223374	0.028152	0.190675	0.267209	0.160965	0.129625	0.223374	0.028152	0.190675	0.267209	0.160965	0.129625	0.223374	0.028152	0.190675	0.267209	0.160965	0.129625	0.223374	0.028152	0.190675	0.267209	0.160965	
92000	0.118577	1	0.123379	0.247580	0.033337	0.175494	0.262190	0.158020	0.123379	0.247580	0.033337	0.175494	0.262190	0.158020	0.123379	0.247580	0.033337	0.175494	0.262190	0.158020	0.123379	0.247580	0.033337	0.175494	0.262190	0.158020	
93000	0.118577	1	0.127720	0.254549	0.037134	0.172932	0.246699	0.160966	0.127720	0.254549	0.037134	0.172932	0.246699	0.160966	0.127720	0.254549	0.037134	0.172932	0.246699	0.160966	0.127720	0.254549	0.037134	0.172932	0.246699	0.160966	
94000	0.118577	1	0.118349	0.218307	0.039202	0.188338	0.271933	0.163872	0.118349	0.218307	0.039202	0.188338	0.271933	0.163872	0.118349	0.218307	0.039202	0.188338	0.271933	0.163872	0.118349	0.218307	0.039202	0.188338	0.271933	0.163872	
95000	0.118577	1	0.126209	0.218636	0.040104	0.190166	0.277710	0.147175	0.126209	0.218636	0.040104	0.190166	0.277710	0.147175	0.126209	0.218636	0.040104	0.190166	0.277710	0.147175	0.126209	0.218636	0.040104	0.190166	0.277710	0.147175	
96000	0.118577	1	0.101766	0.241050	0.031265	0.213243	0.273749	0.138927	0.101766	0.241050	0.031265	0.213243	0.273749	0.138927	0.101766	0.241050	0.031265	0.213243	0.273749	0.138927	0.101766	0.241050	0.031265	0.213243	0.273749	0.138927	
97000	0.118577	2	0.111419	0.249308	0.033824	0.202369	0.273714	0.129366	0.111419	0.249308	0.033824	0.202369	0.273714	0.129366	0.111419	0.249308	0.033824	0.202369	0.273714	0.129366	0.240597	0.340944	0.070591	0.044025	0.171424	0.132420	
98000	0.118577	1	0.119895	0.226834	0.024221	0.187249	0.281273	0.160528	0.119895	0.226834	0.024221	0.187249	0.281273	0.160528	0.119895	0.226834	0.024221	0.187249	0.281273	0.160528	0.119895	0.226834	0.024221	0.187249	0.281273	0.160528	
99000	0.118577	1	0.104870	0.186294	0.051051	0.165870	0.347020	0.144894	0.104870	0.186294	0.051051	0.165870	0.347020	0.144894	0.104870	0.186294	0.051051	0.165870	0.347020	0.144894	0.104870	0.186294	0.051051	0.165870	0.347020	0.144894	
100000	0.118577	1	0.099625	0.203739	0.037079	0.198641	0.310142	0.150774	0.099625	0.203739	0.037079	0.198641	0.310142	0.150774	0.099625	0.203739	0.037079	0.198641	0.310142	0.150774	0.099625	0.203739	0.037079	0.198641	0.310142	0.150774	
101000	0.118577	1	0.122795	0.238955	0.033061	0.206850	0.263638	0.134700	0.122795	0.238955	0.033061	0.206850	0.263638	0.134700	0.122795	0.238955	0.033061	0.206850	0.263638	0.134700	0.122795	0.238955	0.033061	0.206850	0.263638	0.134700	
102000	0.118577	1	0.131952	0.223764	0.033098	0.195380	0.269035	0.146771	0.131952	0.223764	0.033098	0.195380	0.269035	0.146771	0.131952	0.223764	0.033098	0.195380	0.269035	0.146771	0.131952	0.223764	0.033098	0.195380	0.269035	0.146771	
103000	0.118577	1	0.137591	0.222200	0.035499	0.170687	0.276603	0.157419	0.137591	0.222200	0.035499	0.170687	0.276603	0.157419	0.137591	0.222200	0.035499	0.170687	0.276603	0.157419	0.137591	0.222200	0.035499	0.170687	0.276603	0.157419	
