Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
12000	27.685548	1	0.300933	0.200239	0.191067	0.307760	0.300933	0.200239	0.191067	0.307760	0.300933	0.200239	0.191067	0.307760	0.300933	0.200239	0.191067	0.307760	
13000	27.685548	1	0.306069	0.209229	0.171298	0.313403	0.306069	0.209229	0.171298	0.313403	0.306069	0.209229	0.171298	0.313403	0.306069	0.209229	0.171298	0.313403	
14000	27.685548	1	0.288328	0.212588	0.191508	0.307577	0.288328	0.212588	0.191508	0.307577	0.288328	0.212588	0.191508	0.307577	0.288328	0.212588	0.191508	0.307577	
15000	27.685548	1	0.274797	0.205476	0.209681	0.310046	0.274797	0.205476	0.209681	0.310046	0.274797	0.205476	0.209681	0.310046	0.274797	0.205476	0.209681	0.310046	
16000	27.685548	1	0.294025	0.197357	0.190938	0.317679	0.294025	0.197357	0.190938	0.317679	0.294025	0.197357	0.190938	0.317679	0.294025	0.197357	0.190938	0.317679	
17000	27.685548	1	0.294438	0.218129	0.177651	0.309782	0.294438	0.218129	0.177651	0.309782	0.294438	0.218129	0.177651	0.309782	0.294438	0.218129	0.177651	0.309782	
18000	27.685548	1	0.326009	0.153762	0.187534	0.332695	0.326009	0.153762	0.187534	0.332695	0.326009	0.153762	0.187534	0.332695	0.326009	0.153762	0.187534	0.332695	
19000	27.685548	1	0.284383	0.203205	0.187665	0.324747	0.284383	0.203205	0.187665	0.324747	0.284383	0.203205	0.187665	0.324747	0.284383	0.203205	0.187665	0.324747	
20000	27.685548	1	0.284727	0.189852	0.211867	0.313554	0.284727	0.189852	0.211867	0.313554	0.284727	0.189852	0.211867	0.313554	0.284727	0.189852	0.211867	0.313554	
21000	27.685548	1	0.286990	0.205797	0.195428	0.311785	0.286990	0.205797	0.195428	0.311785	0.286990	0.205797	0.195428	0.311785	0.286990	0.205797	0.195428	0.311785	
22000	27.685548	2	0.286990	0.205797	0.195428	0.311785	0.286990	0.205797	0.195428	0.311785	0.286990	0.205797	0.195428	0.311785	0.401960	0.146303	0.131991	0.319747	
23000	27.685548	1	0.280531	0.218918	0.187594	0.312958	0.280531	0.218918	0.187594	0.312958	0.280531	0.218918	0.187594	0.312958	0.280531	0.218918	0.187594	0.312958	
24000	27.685548	1	0.315541	0.187509	0.181232	0.315718	0.315541	0.187509	0.181232	0.315718	0.315541	0.187509	0.181232	0.315718	0.315541	0.187509	0.181232	0.315718	
25000	27.685548	1	0.309465	0.195895	0.178448	0.316192	0.309465	0.195895	0.178448	0.316192	0.309465	0.195895	0.178448	0.316192	0.309465	0.195895	0.178448	0.316192	
26000	27.685548	1	0.289731	0.200390	0.201012	0.308867	0.289731	0.200390	0.201012	0.308867	0.289731	0.200390	0.201012	0.308867	0.289731	0.200390	0.201012	0.308867	
27000	27.685548	1	0.303969	0.196117	0.189219	0.310696	0.303969	0.196117	0.189219	0.310696	0.303969	0.196117	0.189219	0.310696	0.303969	0.196117	0.189219	0.310696	
28000	27.685548	1	0.290130	0.198025	0.201338	0.310506	0.290130	0.198025	0.201338	0.310506	0.290130	0.198025	0.201338	0.310506	0.290130	0.198025	0.201338	0.310506	
29000	27.685548	1	0.280366	0.249432	0.187490	0.282711	0.280366	0.249432	0.187490	0.282711	0.280366	0.249432	0.187490	0.282711	0.280366	0.249432	0.187490	0.282711	
30000	27.685548	1	0.309723	0.198634	0.164403	0.327240	0.309723	0.198634	0.164403	0.327240	0.309723	0.198634	0.164403	0.327240	0.309723	0.198634	0.164403	0.327240	
31000	27.685548	1	0.299525	0.214265	0.187992	0.298217	0.299525	0.214265	0.187992	0.298217	0.299525	0.214265	0.187992	0.298217	0.299525	0.214265	0.187992	0.298217	
32000	27.685548	1	0.294412	0.198418	0.181217	0.325952	0.294412	0.198418	0.181217	0.325952	0.294412	0.198418	0.181217	0.325952	0.294412	0.198418	0.181217	0.325952	
33000	27.685548	1	0.286268	0.199571	0.201236	0.312925	0.286268	0.199571	0.201236	0.312925	0.286268	0.199571	0.201236	0.312925	0.286268	0.199571	0.201236	0.312925	
34000	27.685548	2	0.218171	0.173687	0.325733	0.282409	0.271311	0.201266	0.205740	0.321682	0.271311	0.201266	0.205740	0.321682	0.271311	0.201266	0.205740	0.321682	
35000	27.685548	1	0.305800	0.207754	0.186720	0.299726	0.305800	0.207754	0.186720	0.299726	0.305800	0.207754	0.186720	0.299726	0.305800	0.207754	0.186720	0.299726	
36000	27.685548	1	0.302684	0.181014	0.178665	0.337638	0.302684	0.181014	0.178665	0.337638	0.302684	0.181014	0.178665	0.337638	0.302684	0.181014	0.178665	0.337638	
37000	27.685548	1	0.282617	0.208623	0.209561	0.299199	0.282617	0.208623	0.209561	0.299199	0.282617	0.208623	0.209561	0.299199	0.282617	0.208623	0.209561	0.299199	
38000	27.685548	1	0.279755	0.190530	0.166234	0.363481	0.279755	0.190530	0.166234	0.363481	0.279755	0.190530	0.166234	0.363481	0.279755	0.190530	0.166234	0.363481	
39000	27.685548	1	0.268654	0.195642	0.222737	0.312967	0.268654	0.195642	0.222737	0.312967	0.268654	0.195642	0.222737	0.312967	0.268654	0.195642	0.222737	0.312967	
40000	27.685548	1	0.290243	0.205388	0.209487	0.294881	0.290243	0.205388	0.209487	0.294881	0.290243	0.205388	0.209487	0.294881	0.290243	0.205388	0.209487	0.294881	
41000	27.685548	1	0.287011	0.215688	0.194777	0.302524	0.287011	0.215688	0.194777	0.302524	0.287011	0.215688	0.194777	0.302524	0.287011	0.215688	0.194777	0.302524	
42000	27.685548	2	0.298247	0.213337	0.173104	0.315312	0.298247	0.213337	0.173104	0.315312	0.298247	0.213337	0.173104	0.315312	0.376239	0.125769	0.137369	0.360622	
43000	27.685548	2	0.260701	0.237424	0.191053	0.310822	0.260701	0.237424	0.191053	0.310822	0.287147	0.178839	0.162599	0.371415	0.287147	0.178839	0.162599	0.371415	
44000	27.685548	2	0.227373	0.246723	0.159976	0.365928	0.227373	0.246723	0.159976	0.365928	0.267171	0.193368	0.140781	0.398679	0.267171	0.193368	0.140781	0.398679	
45000	27.685548	1	0.302025	0.199776	0.180197	0.318003	0.302025	0.199776	0.180197	0.318003	0.302025	0.199776	0.180197	0.318003	0.302025	0.199776	0.180197	0.318003	
46000	27.685548	1	0.301121	0.200614	0.187511	0.310754	0.301121	0.200614	0.187511	0.310754	0.301121	0.200614	0.187511	0.310754	0.301121	0.200614	0.187511	0.310754	
47000	27.685548	1	0.291925	0.207818	0.193546	0.306710	0.291925	0.207818	0.193546	0.306710	0.291925	0.207818	0.193546	0.306710	0.291925	0.207818	0.193546	0.306710	
48000	27.685548	1	0.316858	0.200225	0.190727	0.292190	0.316858	0.200225	0.190727	0.292190	0.316858	0.200225	0.190727	0.292190	0.316858	0.200225	0.190727	0.292190	
49000	27.685548	1	0.278883	0.178003	0.166285	0.376830	0.278883	0.178003	0.166285	0.376830	0.278883	0.178003	0.166285	0.376830	0.278883	0.178003	0.166285	0.376830	
50000	27.685548	1	0.293435	0.197345	0.192024	0.317196	0.293435	0.197345	0.192024	0.317196	0.293435	0.197345	0.192024	0.317196	0.293435	0.197345	0.192024	0.317196	
51000	27.685548	1	0.289781	0.203314	0.182644	0.324261	0.289781	0.203314	0.182644	0.324261	0.289781	0.203314	0.182644	0.324261	0.289781	0.203314	0.182644	0.324261	
52000	27.685548	1	0.296395	0.206085	0.206501	0.291019	0.296395	0.206085	0.206501	0.291019	0.296395	0.206085	0.206501	0.291019	0.296395	0.206085	0.206501	0.291019	
53000	27.685548	1	0.304301	0.200902	0.187029	0.307768	0.304301	0.200902	0.187029	0.307768	0.304301	0.200902	0.187029	0.307768	0.304301	0.200902	0.187029	0.307768	
54000	27.685548	1	0.325430	0.197145	0.181072	0.296352	0.325430	0.197145	0.181072	0.296352	0.325430	0.197145	0.181072	0.296352	0.325430	0.197145	0.181072	0.296352	
55000	27.685548	1	0.307663	0.203380	0.179749	0.309208	0.307663	0.203380	0.179749	0.309208	0.307663	0.203380	0.179749	0.309208	0.307663	0.203380	0.179749	0.309208	
56000	27.685548	1	0.305378	0.193826	0.176998	0.323798	0.305378	0.193826	0.176998	0.323798	0.305378	0.193826	0.176998	0.323798	0.305378	0.193826	0.176998	0.323798	
57000	27.685548	1	0.297044	0.198338	0.189208	0.315410	0.297044	0.198338	0.189208	0.315410	0.297044	0.198338	0.189208	0.315410	0.297044	0.198338	0.189208	0.315410	
58000	27.685548	1	0.293421	0.203971	0.175515	0.327093	0.293421	0.203971	0.175515	0.327093	0.293421	0.203971	0.175515	0.327093	0.293421	0.203971	0.175515	0.327093	
59000	27.685548	1	0.276697	0.201513	0.196601	0.325189	0.276697	0.201513	0.196601	0.325189	0.276697	0.201513	0.196601	0.325189	0.276697	0.201513	0.196601	0.325189	
60000	27.685548	1	0.301211	0.207377	0.173894	0.317518	0.301211	0.207377	0.173894	0.317518	0.301211	0.207377	0.173894	0.317518	0.301211	0.207377	0.173894	0.317518	
61000	27.685548	2	0.289243	0.224449	0.179034	0.307274	0.289243	0.224449	0.179034	0.307274	0.289243	0.224449	0.179034	0.307274	0.283614	0.174280	0.157458	0.384648	
62000	27.685548	1	0.299099	0.207088	0.185723	0.308090	0.299099	0.207088	0.185723	0.308090	0.299099	0.207088	0.185723	0.308090	0.299099	0.207088	0.185723	0.308090	
63000	27.685548	1	0.295038	0.211463	0.181191	0.312307	0.295038	0.211463	0.181191	0.312307	0.295038	0.211463	0.181191	0.312307	0.295038	0.211463	0.181191	0.312307	
64000	27.685548	1	0.257126	0.222937	0.186228	0.333709	0.257126	0.222937	0.186228	0.333709	0.257126	0.222937	0.186228	0.333709	0.257126	0.222937	0.186228	0.333709	
65000	27.685548	2	0.297147	0.215321	0.203681	0.283850	0.297147	0.215321	0.203681	0.283850	0.357595	0.144701	0.167105	0.330599	0.357595	0.144701	0.167105	0.330599	
66000	27.685548	1	0.345595	0.165877	0.154531	0.333997	0.345595	0.165877	0.154531	0.333997	0.345595	0.165877	0.154531	0.333997	0.345595	0.165877	0.154531	0.333997	
67000	27.685548	1	0.289757	0.221864	0.207310	0.281069	0.289757	0.221864	0.207310	0.281069	0.289757	0.221864	0.207310	0.281069	0.289757	0.221864	0.207310	0.281069	
68000	27.685548	2	0.295301	0.213694	0.199132	0.291873	0.295301	0.213694	0.199132	0.291873	0.295301	0.213694	0.199132	0.291873	0.248204	0.186720	0.172981	0.392094	
69000	27.685548	1	0.295257	0.195297	0.206075	0.303371	0.295257	0.195297	0.206075	0.303371	0.295257	0.195297	0.206075	0.303371	0.295257	0.195297	0.206075	0.303371	
70000	27.685548	1	0.270310	0.219414	0.180079	0.330197	0.270310	0.219414	0.180079	0.330197	0.270310	0.219414	0.180079	0.330197	0.270310	0.219414	0.180079	0.330197	
71000	27.685548	2	0.245440	0.247192	0.211245	0.296123	0.245440	0.247192	0.211245	0.296123	0.312865	0.162113	0.152197	0.372826	0.312865	0.162113	0.152197	0.372826	
72000	27.685548	1	0.296748	0.194339	0.169248	0.339665	0.296748	0.194339	0.169248	0.339665	0.296748	0.194339	0.169248	0.339665	0.296748	0.194339	0.169248	0.339665	
73000	27.685548	1	0.303073	0.207742	0.184619	0.304566	0.303073	0.207742	0.184619	0.304566	0.303073	0.207742	0.184619	0.304566	0.303073	0.207742	0.184619	0.304566	
74000	27.685548	2	0.201506	0.180997	0.297570	0.319927	0.293577	0.202009	0.184336	0.320077	0.293577	0.202009	0.184336	0.320077	0.293577	0.202009	0.184336	0.320077	
75000	27.685548	1	0.324745	0.189892	0.202360	0.283004	0.324745	0.189892	0.202360	0.283004	0.324745	0.189892	0.202360	0.283004	0.324745	0.189892	0.202360	0.283004	
76000	27.685548	1	0.280622	0.221514	0.194176	0.303688	0.280622	0.221514	0.194176	0.303688	0.280622	0.221514	0.194176	0.303688	0.280622	0.221514	0.194176	0.303688	
77000	27.685548	1	0.310023	0.209552	0.154758	0.325667	0.310023	0.209552	0.154758	0.325667	0.310023	0.209552	0.154758	0.325667	0.310023	0.209552	0.154758	0.325667	
78000	27.685548	2	0.284732	0.189234	0.224049	0.301984	0.270029	0.190706	0.177863	0.361403	0.270029	0.190706	0.177863	0.361403	0.270029	0.190706	0.177863	0.361403	
79000	27.685548	1	0.290062	0.205887	0.208323	0.295727	0.290062	0.205887	0.208323	0.295727	0.290062	0.205887	0.208323	0.295727	0.290062	0.205887	0.208323	0.295727	
80000	27.685548	2	0.277101	0.236577	0.222435	0.263887	0.277101	0.236577	0.222435	0.263887	0.308297	0.151266	0.138534	0.401903	0.308297	0.151266	0.138534	0.401903	
81000	27.685548	1	0.292947	0.209899	0.197930	0.299223	0.292947	0.209899	0.197930	0.299223	0.292947	0.209899	0.197930	0.299223	0.292947	0.209899	0.197930	0.299223	
82000	27.685548	2	0.188390	0.355299	0.222640	0.233671	0.269261	0.218556	0.203022	0.309162	0.269261	0.218556	0.203022	0.309162	0.269261	0.218556	0.203022	0.309162	
83000	27.685548	1	0.285042	0.200763	0.195083	0.319112	0.285042	0.200763	0.195083	0.319112	0.285042	0.200763	0.195083	0.319112	0.285042	0.200763	0.195083	0.319112	
84000	27.685548	1	0.251636	0.211171	0.205340	0.331853	0.251636	0.211171	0.205340	0.331853	0.251636	0.211171	0.205340	0.331853	0.251636	0.211171	0.205340	0.331853	
85000	27.685548	2	0.288546	0.237689	0.199561	0.274204	0.288546	0.237689	0.199561	0.274204	0.315142	0.160522	0.163917	0.360420	0.315142	0.160522	0.163917	0.360420	
86000	27.685548	1	0.292190	0.198938	0.193701	0.315172	0.292190	0.198938	0.193701	0.315172	0.292190	0.198938	0.193701	0.315172	0.292190	0.198938	0.193701	0.315172	
87000	27.685548	1	0.286241	0.214151	0.191224	0.308384	0.286241	0.214151	0.191224	0.308384	0.286241	0.214151	0.191224	0.308384	0.286241	0.214151	0.191224	0.308384	
88000	27.685548	2	0.278806	0.195080	0.224008	0.302106	0.278806	0.195080	0.224008	0.302106	0.312943	0.147959	0.183318	0.355781	0.312943	0.147959	0.183318	0.355781	
89000	27.685548	1	0.295274	0.209062	0.176073	0.319591	0.295274	0.209062	0.176073	0.319591	0.295274	0.209062	0.176073	0.319591	0.295274	0.209062	0.176073	0.319591	
90000	27.685548	1	0.298889	0.195931	0.182044	0.323136	0.298889	0.195931	0.182044	0.323136	0.298889	0.195931	0.182044	0.323136	0.298889	0.195931	0.182044	0.323136	
91000	27.685548	1	0.302834	0.195693	0.184826	0.316647	0.302834	0.195693	0.184826	0.316647	0.302834	0.195693	0.184826	0.316647	0.302834	0.195693	0.184826	0.316647	
92000	27.685548	1	0.297102	0.216013	0.188873	0.298013	0.297102	0.216013	0.188873	0.298013	0.297102	0.216013	0.188873	0.298013	0.297102	0.216013	0.188873	0.298013	
93000	27.685548	1	0.292164	0.196637	0.195573	0.315626	0.292164	0.196637	0.195573	0.315626	0.292164	0.196637	0.195573	0.315626	0.292164	0.196637	0.195573	0.315626	
94000	27.685548	1	0.297922	0.205879	0.186214	0.309985	0.297922	0.205879	0.186214	0.309985	0.297922	0.205879	0.186214	0.309985	0.297922	0.205879	0.186214	0.309985	
95000	27.685548	2	0.161529	0.281716	0.347916	0.208840	0.294931	0.211530	0.202094	0.291445	0.294931	0.211530	0.202094	0.291445	0.294931	0.211530	0.202094	0.291445	
96000	27.685548	2	0.300139	0.204934	0.171633	0.323294	0.300139	0.204934	0.171633	0.323294	0.300139	0.204934	0.171633	0.323294	0.306015	0.193934	0.144557	0.355494	
97000	27.685548	1	0.287345	0.222804	0.192665	0.297186	0.287345	0.222804	0.192665	0.297186	0.287345	0.222804	0.192665	0.297186	0.287345	0.222804	0.192665	0.297186	
98000	27.685548	2	0.267731	0.235714	0.217734	0.278822	0.267731	0.235714	0.217734	0.278822	0.380244	0.153610	0.143401	0.322744	0.380244	0.153610	0.143401	0.322744	
99000	27.685548	1	0.289871	0.219999	0.196145	0.293986	0.289871	0.219999	0.196145	0.293986	0.289871	0.219999	0.196145	0.293986	0.289871	0.219999	0.196145	0.293986	
100000	27.685548	1	0.289169	0.219061	0.181005	0.310765	0.289169	0.219061	0.181005	0.310765	0.289169	0.219061	0.181005	0.310765	0.289169	0.219061	0.181005	0.310765	
101000	27.685548	1	0.291612	0.202242	0.175476	0.330669	0.291612	0.202242	0.175476	0.330669	0.291612	0.202242	0.175476	0.330669	0.291612	0.202242	0.175476	0.330669	
102000	27.685548	1	0.287752	0.203459	0.182788	0.326001	0.287752	0.203459	0.182788	0.326001	0.287752	0.203459	0.182788	0.326001	0.287752	0.203459	0.182788	0.326001	
103000	27.685548	2	0.231310	0.322558	0.166324	0.279808	0.286184	0.200093	0.177993	0.335730	0.286184	0.200093	0.177993	0.335730	0.286184	0.200093	0.177993	0.335730	
104000	27.685548	1	0.274269	0.185956	0.219024	0.320750	0.274269	0.185956	0.219024	0.320750	0.274269	0.185956	0.219024	0.320750	0.274269	0.185956	0.219024	0.320750	
105000	27.685548	1	0.257438	0.221184	0.212144	0.309234	0.257438	0.221184	0.212144	0.309234	0.257438	0.221184	0.212144	0.309234	0.257438	0.221184	0.212144	0.309234	
106000	27.685548	1	0.283867	0.217163	0.193142	0.305828	0.283867	0.217163	0.193142	0.305828	0.283867	0.217163	0.193142	0.305828	0.283867	0.217163	0.193142	0.305828	
107000	27.685548	1	0.301730	0.201771	0.195437	0.301062	0.301730	0.201771	0.195437	0.301062	0.301730	0.201771	0.195437	0.301062	0.301730	0.201771	0.195437	0.301062	
108000	27.685548	1	0.252492	0.186131	0.216455	0.344922	0.252492	0.186131	0.216455	0.344922	0.252492	0.186131	0.216455	0.344922	0.252492	0.186131	0.216455	0.344922	
109000	27.685548	1	0.268423	0.209431	0.209136	0.313010	0.268423	0.209431	0.209136	0.313010	0.268423	0.209431	0.209136	0.313010	0.268423	0.209431	0.209136	0.313010	
110000	27.685548	2	0.252734	0.201089	0.228746	0.317431	0.252734	0.201089	0.228746	0.317431	0.323310	0.152620	0.137895	0.386174	0.323310	0.152620	0.137895	0.386174	
111000	27.685548	1	0.299097	0.196340	0.195250	0.309313	0.299097	0.196340	0.195250	0.309313	0.299097	0.196340	0.195250	0.309313	0.299097	0.196340	0.195250	0.309313	
112000	27.685548	1	0.289288	0.201895	0.197096	0.311721	0.289288	0.201895	0.197096	0.311721	0.289288	0.201895	0.197096	0.311721	0.289288	0.201895	0.197096	0.311721	
113000	27.685548	1	0.286444	0.202363	0.189172	0.322021	0.286444	0.202363	0.189172	0.322021	0.286444	0.202363	0.189172	0.322021	0.286444	0.202363	0.189172	0.322021	
114000	27.685548	1	0.293775	0.204425	0.188892	0.312908	0.293775	0.204425	0.188892	0.312908	0.293775	0.204425	0.188892	0.312908	0.293775	0.204425	0.188892	0.312908	
115000	27.685548	1	0.293775	0.204425	0.188892	0.312908	0.293775	0.204425	0.188892	0.312908	0.293775	0.204425	0.188892	0.312908	0.293775	0.204425	0.188892	0.312908	
116000	27.685548	2	0.279402	0.243507	0.220825	0.256266	0.316261	0.172529	0.147006	0.364204	0.316261	0.172529	0.147006	0.364204	0.316261	0.172529	0.147006	0.364204	
117000	27.685548	1	0.247454	0.208562	0.215012	0.328972	0.247454	0.208562	0.215012	0.328972	0.247454	0.208562	0.215012	0.328972	0.247454	0.208562	0.215012	0.328972	
118000	27.685548	1	0.291394	0.197687	0.195325	0.315595	0.291394	0.197687	0.195325	0.315595	0.291394	0.197687	0.195325	0.315595	0.291394	0.197687	0.195325	0.315595	
119000	27.685548	1	0.294524	0.207614	0.193668	0.304194	0.294524	0.207614	0.193668	0.304194	0.294524	0.207614	0.193668	0.304194	0.294524	0.207614	0.193668	0.304194	
120000	27.685548	1	0.290830	0.208318	0.187732	0.313121	0.290830	0.208318	0.187732	0.313121	0.290830	0.208318	0.187732	0.313121	0.290830	0.208318	0.187732	0.313121	
121000	27.685548	2	0.217172	0.215708	0.269376	0.297744	0.217172	0.215708	0.269376	0.297744	0.317761	0.175024	0.167222	0.339992	0.317761	0.175024	0.167222	0.339992	
122000	27.685548	2	0.298793	0.195130	0.208303	0.297775	0.298793	0.195130	0.208303	0.297775	0.323760	0.203447	0.119355	0.353438	0.323760	0.203447	0.119355	0.353438	
123000	27.685548	1	0.291708	0.203702	0.210065	0.294525	0.291708	0.203702	0.210065	0.294525	0.291708	0.203702	0.210065	0.294525	0.291708	0.203702	0.210065	0.294525	
124000	27.685548	2	0.280381	0.190282	0.202172	0.327165	0.280381	0.190282	0.202172	0.327165	0.354630	0.155910	0.120599	0.368861	0.354630	0.155910	0.120599	0.368861	
125000	27.685548	1	0.266034	0.205594	0.209058	0.319314	0.266034	0.205594	0.209058	0.319314	0.266034	0.205594	0.209058	0.319314	0.266034	0.205594	0.209058	0.319314	
126000	27.685548	1	0.297499	0.201619	0.187125	0.313757	0.297499	0.201619	0.187125	0.313757	0.297499	0.201619	0.187125	0.313757	0.297499	0.201619	0.187125	0.313757	
127000	27.685548	1	0.282175	0.206101	0.196498	0.315225	0.282175	0.206101	0.196498	0.315225	0.282175	0.206101	0.196498	0.315225	0.282175	0.206101	0.196498	0.315225	
128000	27.685548	2	0.237768	0.196811	0.294721	0.270700	0.271020	0.201941	0.174756	0.352284	0.271020	0.201941	0.174756	0.352284	0.271020	0.201941	0.174756	0.352284	
129000	27.685548	1	0.301002	0.224259	0.163579	0.311159	0.301002	0.224259	0.163579	0.311159	0.301002	0.224259	0.163579	0.311159	0.301002	0.224259	0.163579	0.311159	
130000	27.685548	1	0.299134	0.184068	0.198289	0.318509	0.299134	0.184068	0.198289	0.318509	0.299134	0.184068	0.198289	0.318509	0.299134	0.184068	0.198289	0.318509	
131000	27.685548	1	0.296420	0.194540	0.190583	0.318458	0.296420	0.194540	0.190583	0.318458	0.296420	0.194540	0.190583	0.318458	0.296420	0.194540	0.190583	0.318458	
132000	27.685548	1	0.295984	0.198671	0.172671	0.332674	0.295984	0.198671	0.172671	0.332674	0.295984	0.198671	0.172671	0.332674	0.295984	0.198671	0.172671	0.332674	
133000	27.685548	1	0.277507	0.209975	0.204796	0.307722	0.277507	0.209975	0.204796	0.307722	0.277507	0.209975	0.204796	0.307722	0.277507	0.209975	0.204796	0.307722	
134000	27.685548	1	0.286596	0.210152	0.204696	0.298555	0.286596	0.210152	0.204696	0.298555	0.286596	0.210152	0.204696	0.298555	0.286596	0.210152	0.204696	0.298555	
135000	27.685548	1	0.289408	0.198624	0.206885	0.305083	0.289408	0.198624	0.206885	0.305083	0.289408	0.198624	0.206885	0.305083	0.289408	0.198624	0.206885	0.305083	
136000	27.685548	1	0.304421	0.202240	0.188707	0.304632	0.304421	0.202240	0.188707	0.304632	0.304421	0.202240	0.188707	0.304632	0.304421	0.202240	0.188707	0.304632	
137000	27.685548	1	0.286161	0.197831	0.186800	0.329208	0.286161	0.197831	0.186800	0.329208	0.286161	0.197831	0.186800	0.329208	0.286161	0.197831	0.186800	0.329208	
138000	27.685548	1	0.282385	0.205707	0.189258	0.322649	0.282385	0.205707	0.189258	0.322649	0.282385	0.205707	0.189258	0.322649	0.282385	0.205707	0.189258	0.322649	
139000	27.685548	2	0.269401	0.212782	0.214933	0.302885	0.269401	0.212782	0.214933	0.302885	0.283177	0.190803	0.160591	0.365429	0.283177	0.190803	0.160591	0.365429	
140000	27.685548	1	0.324425	0.204662	0.169019	0.301894	0.324425	0.204662	0.169019	0.301894	0.324425	0.204662	0.169019	0.301894	0.324425	0.204662	0.169019	0.301894	
141000	27.685548	1	0.286439	0.196748	0.200481	0.316332	0.286439	0.196748	0.200481	0.316332	0.286439	0.196748	0.200481	0.316332	0.286439	0.196748	0.200481	0.316332	
142000	27.685548	1	0.297097	0.218743	0.185898	0.298262	0.297097	0.218743	0.185898	0.298262	0.297097	0.218743	0.185898	0.298262	0.297097	0.218743	0.185898	0.298262	
143000	27.685548	1	0.305747	0.208223	0.187007	0.299023	0.305747	0.208223	0.187007	0.299023	0.305747	0.208223	0.187007	0.299023	0.305747	0.208223	0.187007	0.299023	
144000	27.685548	1	0.291811	0.212078	0.179675	0.316435	0.291811	0.212078	0.179675	0.316435	0.291811	0.212078	0.179675	0.316435	0.291811	0.212078	0.179675	0.316435	
145000	27.685548	1	0.295899	0.213225	0.179111	0.311765	0.295899	0.213225	0.179111	0.311765	0.295899	0.213225	0.179111	0.311765	0.295899	0.213225	0.179111	0.311765	
146000	27.685548	1	0.288846	0.209951	0.188874	0.312329	0.288846	0.209951	0.188874	0.312329	0.288846	0.209951	0.188874	0.312329	0.288846	0.209951	0.188874	0.312329	
147000	27.685548	2	0.272340	0.221673	0.231763	0.274224	0.272340	0.221673	0.231763	0.274224	0.299166	0.174633	0.135862	0.390340	0.299166	0.174633	0.135862	0.390340	
148000	27.685548	1	0.281024	0.194571	0.200432	0.323973	0.281024	0.194571	0.200432	0.323973	0.281024	0.194571	0.200432	0.323973	0.281024	0.194571	0.200432	0.323973	
149000	27.685548	1	0.278611	0.205094	0.186675	0.329620	0.278611	0.205094	0.186675	0.329620	0.278611	0.205094	0.186675	0.329620	0.278611	0.205094	0.186675	0.329620	
150000	27.685548	1	0.274473	0.217757	0.191925	0.315846	0.274473	0.217757	0.191925	0.315846	0.274473	0.217757	0.191925	0.315846	0.274473	0.217757	0.191925	0.315846	
