Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	
92000	0.879386	1	0.966588	0.966588	0.966588	0.966588	
93000	0.879386	1	0.857929	0.857929	0.857929	0.857929	
94000	0.879386	1	0.916220	0.916220	0.916220	0.916220	
95000	0.879386	1	0.969986	0.969986	0.969986	0.969986	
96000	0.879386	1	0.912538	0.912538	0.912538	0.912538	
97000	0.879386	1	0.971030	0.971030	0.971030	0.971030	
98000	0.879386	1	0.908618	0.908618	0.908618	0.908618	
99000	0.879386	1	1.017236	1.017236	1.017236	1.017236	
100000	0.879386	1	0.939912	0.939912	0.939912	0.939912	
101000	0.879386	1	0.994298	0.994298	0.994298	0.994298	
102000	0.879386	1	0.855379	0.855379	0.855379	0.855379	
103000	0.879386	1	0.981016	0.981016	0.981016	0.981016	
104000	0.879386	1	0.925457	0.925457	0.925457	0.925457	
105000	0.879386	1	0.881776	0.881776	0.881776	0.881776	
106000	0.879386	1	0.895990	0.895990	0.895990	0.895990	
107000	0.879386	1	0.955599	0.955599	0.955599	0.955599	
108000	0.879386	1	0.956441	0.956441	0.956441	0.956441	
109000	0.879386	1	0.982513	0.982513	0.982513	0.982513	
110000	0.879386	1	0.882954	0.882954	0.882954	0.882954	
111000	0.879386	1	0.956193	0.956193	0.956193	0.956193	
112000	0.879386	1	1.002566	1.002566	1.002566	1.002566	
113000	0.879386	1	0.920407	0.920407	0.920407	0.920407	
114000	0.879386	1	0.853289	0.853289	0.853289	0.853289	
115000	0.879386	1	0.953682	0.953682	0.953682	0.953682	
116000	0.879386	1	0.946299	0.946299	0.946299	0.946299	
117000	0.879386	1	0.918999	0.918999	0.918999	0.918999	
118000	0.879386	1	0.926647	0.926647	0.926647	0.926647	
119000	0.879386	1	0.964208	0.964208	0.964208	0.964208	
120000	0.879386	1	1.093870	1.093870	1.093870	1.093870	
121000	0.879386	1	0.967035	0.967035	0.967035	0.967035	
122000	0.879386	1	0.976061	0.976061	0.976061	0.976061	
123000	0.879386	1	0.947147	0.947147	0.947147	0.947147	
124000	0.879386	1	0.893361	0.893361	0.893361	0.893361	
125000	0.879386	1	0.927111	0.927111	0.927111	0.927111	
126000	0.879386	1	0.945750	0.945750	0.945750	0.945750	
127000	0.879386	1	0.827834	0.827834	0.827834	0.827834	
128000	0.879386	1	0.992090	0.992090	0.992090	0.992090	
129000	0.879386	1	0.976355	0.976355	0.976355	0.976355	
130000	0.879386	1	0.815657	0.815657	0.815657	0.815657	
131000	0.879386	1	0.955969	0.955969	0.955969	0.955969	
132000	0.879386	1	0.930362	0.930362	0.930362	0.930362	
133000	0.879386	1	0.895702	0.895702	0.895702	0.895702	
134000	0.879386	1	0.955573	0.955573	0.955573	0.955573	
135000	0.879386	1	0.874216	0.874216	0.874216	0.874216	
136000	0.879386	1	1.021735	1.021735	1.021735	1.021735	
137000	0.879386	1	0.947562	0.947562	0.947562	0.947562	
138000	0.879386	1	0.977054	0.977054	0.977054	0.977054	
139000	0.879386	1	1.007351	1.007351	1.007351	1.007351	
140000	0.879386	1	1.015049	1.015049	1.015049	1.015049	
141000	0.879386	1	0.923044	0.923044	0.923044	0.923044	
142000	0.879386	1	0.946879	0.946879	0.946879	0.946879	
143000	0.879386	1	0.910678	0.910678	0.910678	0.910678	
144000	0.879386	1	0.895584	0.895584	0.895584	0.895584	
145000	0.879386	1	0.896809	0.896809	0.896809	0.896809	
146000	0.879386	1	0.886348	0.886348	0.886348	0.886348	
147000	0.879386	1	0.914664	0.914664	0.914664	0.914664	
148000	0.879386	1	1.058698	1.058698	1.058698	1.058698	
149000	0.879386	1	0.859991	0.859991	0.859991	0.859991	
150000	0.879386	1	0.917501	0.917501	0.917501	0.917501	
151000	0.879386	1	0.939752	0.939752	0.939752	0.939752	
152000	0.879386	1	0.943848	0.943848	0.943848	0.943848	
153000	0.879386	1	0.902951	0.902951	0.902951	0.902951	
154000	0.879386	1	0.851335	0.851335	0.851335	0.851335	
155000	0.879386	1	0.897036	0.897036	0.897036	0.897036	
156000	0.879386	1	0.847265	0.847265	0.847265	0.847265	
157000	0.879386	1	0.837669	0.837669	0.837669	0.837669	
158000	0.879386	1	0.965489	0.965489	0.965489	0.965489	
159000	0.879386	1	0.892629	0.892629	0.892629	0.892629	
160000	0.879386	1	0.927206	0.927206	0.927206	0.927206	
161000	0.879386	1	0.880560	0.880560	0.880560	0.880560	
162000	0.879386	1	0.875025	0.875025	0.875025	0.875025	
163000	0.879386	1	0.909179	0.909179	0.909179	0.909179	
164000	0.879386	1	1.076555	1.076555	1.076555	1.076555	
165000	0.879386	1	0.906287	0.906287	0.906287	0.906287	
166000	0.879386	1	0.892972	0.892972	0.892972	0.892972	
167000	0.879386	1	0.873942	0.873942	0.873942	0.873942	
168000	0.879386	1	0.913046	0.913046	0.913046	0.913046	
169000	0.879386	1	0.877349	0.877349	0.877349	0.877349	
170000	0.879386	1	0.875369	0.875369	0.875369	0.875369	
171000	0.879386	1	0.847209	0.847209	0.847209	0.847209	
172000	0.879386	1	0.818618	0.818618	0.818618	0.818618	
173000	0.879386	1	1.018654	1.018654	1.018654	1.018654	
174000	0.879386	1	0.867545	0.867545	0.867545	0.867545	
175000	0.879386	1	0.877237	0.877237	0.877237	0.877237	
176000	0.879386	1	0.934979	0.934979	0.934979	0.934979	
177000	0.879386	1	0.856881	0.856881	0.856881	0.856881	
178000	0.879386	1	0.888559	0.888559	0.888559	0.888559	
179000	0.879386	1	0.931124	0.931124	0.931124	0.931124	
180000	0.879386	1	0.875406	0.875406	0.875406	0.875406	
181000	0.879386	1	0.792861	0.792861	0.792861	0.792861	
182000	0.879386	1	0.842489	0.842489	0.842489	0.842489	
183000	0.879386	1	0.946745	0.946745	0.946745	0.946745	
184000	0.879386	1	0.845475	0.845475	0.845475	0.845475	
185000	0.879386	1	0.865548	0.865548	0.865548	0.865548	
186000	0.879386	1	0.888136	0.888136	0.888136	0.888136	
187000	0.879386	1	0.876144	0.876144	0.876144	0.876144	
188000	0.879386	1	0.874321	0.874321	0.874321	0.874321	
189000	0.879386	1	0.954687	0.954687	0.954687	0.954687	
190000	0.879386	1	0.883897	0.883897	0.883897	0.883897	
191000	0.879386	1	0.877646	0.877646	0.877646	0.877646	
192000	0.879386	1	0.891985	0.891985	0.891985	0.891985	
193000	0.879386	1	0.841991	0.841991	0.841991	0.841991	
194000	0.879386	1	0.847701	0.847701	0.847701	0.847701	
195000	0.879386	1	0.893549	0.893549	0.893549	0.893549	
196000	0.879386	1	0.900434	0.900434	0.900434	0.900434	
197000	0.879386	1	0.948736	0.948736	0.948736	0.948736	
198000	0.879386	1	0.864315	0.864315	0.864315	0.864315	
199000	0.879386	1	0.907981	0.907981	0.907981	0.907981	
200000	0.879386	1	0.849819	0.849819	0.849819	0.849819	
201000	0.879386	1	0.925574	0.925574	0.925574	0.925574	
202000	0.879386	1	0.963830	0.963830	0.963830	0.963830	
203000	0.879386	1	0.846296	0.846296	0.846296	0.846296	
204000	0.879386	1	0.896728	0.896728	0.896728	0.896728	
205000	0.879386	1	1.004531	1.004531	1.004531	1.004531	
206000	0.879386	1	0.932250	0.932250	0.932250	0.932250	
207000	0.879386	1	0.869126	0.869126	0.869126	0.869126	
208000	0.879386	1	0.924024	0.924024	0.924024	0.924024	
209000	0.879386	1	0.887073	0.887073	0.887073	0.887073	
210000	0.879386	1	0.931448	0.931448	0.931448	0.931448	
211000	0.879386	1	0.933728	0.933728	0.933728	0.933728	
212000	0.879386	1	0.890437	0.890437	0.890437	0.890437	
213000	0.879386	1	0.812439	0.812439	0.812439	0.812439	
214000	0.879386	1	0.873276	0.873276	0.873276	0.873276	
215000	0.879386	1	0.842619	0.842619	0.842619	0.842619	
216000	0.879386	1	0.999527	0.999527	0.999527	0.999527	
217000	0.879386	1	0.916143	0.916143	0.916143	0.916143	
218000	0.879386	1	0.923842	0.923842	0.923842	0.923842	
219000	0.879386	1	0.917623	0.917623	0.917623	0.917623	
220000	0.879386	1	0.826642	0.826642	0.826642	0.826642	
221000	0.879386	1	0.948284	0.948284	0.948284	0.948284	
222000	0.879386	1	0.944960	0.944960	0.944960	0.944960	
223000	0.879386	1	0.914593	0.914593	0.914593	0.914593	
224000	0.879386	1	0.911059	0.911059	0.911059	0.911059	
225000	0.879386	1	0.954248	0.954248	0.954248	0.954248	
226000	0.879386	1	0.862607	0.862607	0.862607	0.862607	
227000	0.879386	1	0.916135	0.916135	0.916135	0.916135	
228000	0.879386	1	1.075914	1.075914	1.075914	1.075914	
229000	0.879386	1	0.866522	0.866522	0.866522	0.866522	
230000	0.879386	1	0.906748	0.906748	0.906748	0.906748	
231000	0.879386	1	0.837038	0.837038	0.837038	0.837038	
232000	0.879386	1	0.925962	0.925962	0.925962	0.925962	
233000	0.879386	1	0.919644	0.919644	0.919644	0.919644	
234000	0.879386	1	0.948049	0.948049	0.948049	0.948049	
235000	0.879386	1	0.959423	0.959423	0.959423	0.959423	
236000	0.879386	1	0.954947	0.954947	0.954947	0.954947	
237000	0.879386	1	0.850937	0.850937	0.850937	0.850937	
238000	0.879386	1	0.943871	0.943871	0.943871	0.943871	
239000	0.879386	1	0.918188	0.918188	0.918188	0.918188	
240000	0.879386	1	0.877482	0.877482	0.877482	0.877482	
241000	0.879386	1	0.981805	0.981805	0.981805	0.981805	
242000	0.879386	1	0.877154	0.877154	0.877154	0.877154	
243000	0.879386	1	0.930374	0.930374	0.930374	0.930374	
244000	0.879386	1	0.919327	0.919327	0.919327	0.919327	
245000	0.879386	1	0.956079	0.956079	0.956079	0.956079	
246000	0.879386	1	0.937645	0.937645	0.937645	0.937645	
247000	0.879386	1	0.973314	0.973314	0.973314	0.973314	
248000	0.879386	1	0.858303	0.858303	0.858303	0.858303	
249000	0.879386	1	0.912803	0.912803	0.912803	0.912803	
250000	0.879386	1	0.897291	0.897291	0.897291	0.897291	
251000	0.879386	1	0.916203	0.916203	0.916203	0.916203	
252000	0.879386	1	0.889841	0.889841	0.889841	0.889841	
253000	0.879386	1	0.890744	0.890744	0.890744	0.890744	
254000	0.879386	1	0.921486	0.921486	0.921486	0.921486	
255000	0.879386	1	0.936257	0.936257	0.936257	0.936257	
256000	0.879386	1	0.859724	0.859724	0.859724	0.859724	
257000	0.879386	1	0.815063	0.815063	0.815063	0.815063	
258000	0.879386	1	0.849731	0.849731	0.849731	0.849731	
259000	0.879386	1	0.896870	0.896870	0.896870	0.896870	
260000	0.879386	1	0.854331	0.854331	0.854331	0.854331	
261000	0.879386	1	0.970209	0.970209	0.970209	0.970209	
262000	0.879386	1	0.830276	0.830276	0.830276	0.830276	
263000	0.879386	1	0.931436	0.931436	0.931436	0.931436	
264000	0.879386	1	0.899649	0.899649	0.899649	0.899649	
265000	0.879386	1	0.939963	0.939963	0.939963	0.939963	
266000	0.879386	1	0.918556	0.918556	0.918556	0.918556	
267000	0.879386	1	0.875970	0.875970	0.875970	0.875970	
268000	0.879386	1	0.967823	0.967823	0.967823	0.967823	
269000	0.879386	1	0.897605	0.897605	0.897605	0.897605	
270000	0.879386	1	0.857807	0.857807	0.857807	0.857807	
271000	0.879386	1	0.922774	0.922774	0.922774	0.922774	
272000	0.879386	1	1.089226	1.089226	1.089226	1.089226	
273000	0.879386	1	0.895902	0.895902	0.895902	0.895902	
274000	0.879386	1	0.844889	0.844889	0.844889	0.844889	
275000	0.879386	1	0.965523	0.965523	0.965523	0.965523	
276000	0.879386	1	0.846974	0.846974	0.846974	0.846974	
277000	0.879386	1	0.946914	0.946914	0.946914	0.946914	
278000	0.879386	1	0.868818	0.868818	0.868818	0.868818	
279000	0.879386	1	0.930117	0.930117	0.930117	0.930117	
280000	0.879386	1	0.862265	0.862265	0.862265	0.862265	
281000	0.879386	1	0.848826	0.848826	0.848826	0.848826	
282000	0.879386	1	0.829655	0.829655	0.829655	0.829655	
283000	0.879386	1	0.874028	0.874028	0.874028	0.874028	
284000	0.879386	1	0.818612	0.818612	0.818612	0.818612	
285000	0.879386	1	0.901803	0.901803	0.901803	0.901803	
286000	0.879386	1	0.827027	0.827027	0.827027	0.827027	
287000	0.879386	1	0.968842	0.968842	0.968842	0.968842	
288000	0.879386	1	0.891399	0.891399	0.891399	0.891399	
289000	0.879386	1	0.881674	0.881674	0.881674	0.881674	
290000	0.879386	1	0.905072	0.905072	0.905072	0.905072	
291000	0.879386	1	0.949022	0.949022	0.949022	0.949022	
292000	0.879386	1	0.884621	0.884621	0.884621	0.884621	
293000	0.879386	1	0.791531	0.791531	0.791531	0.791531	
294000	0.879386	1	0.833775	0.833775	0.833775	0.833775	
295000	0.879386	1	0.932730	0.932730	0.932730	0.932730	
296000	0.879386	1	0.950810	0.950810	0.950810	0.950810	
297000	0.879386	1	0.831961	0.831961	0.831961	0.831961	
298000	0.879386	1	0.897124	0.897124	0.897124	0.897124	
299000	0.879386	1	0.901786	0.901786	0.901786	0.901786	
300000	0.879386	1	0.858314	0.858314	0.858314	0.858314	
301000	0.879386	1	0.929395	0.929395	0.929395	0.929395	
302000	0.879386	1	0.905720	0.905720	0.905720	0.905720	
303000	0.879386	1	0.901289	0.901289	0.901289	0.901289	
304000	0.879386	1	0.826164	0.826164	0.826164	0.826164	
305000	0.879386	1	0.890518	0.890518	0.890518	0.890518	
306000	0.879386	1	0.933343	0.933343	0.933343	0.933343	
307000	0.879386	1	0.969251	0.969251	0.969251	0.969251	
308000	0.879386	1	0.906771	0.906771	0.906771	0.906771	
309000	0.879386	1	0.866202	0.866202	0.866202	0.866202	
310000	0.879386	1	0.928363	0.928363	0.928363	0.928363	
311000	0.879386	1	0.920903	0.920903	0.920903	0.920903	
312000	0.879386	1	0.934520	0.934520	0.934520	0.934520	
313000	0.879386	1	0.975278	0.975278	0.975278	0.975278	
314000	0.879386	1	0.898283	0.898283	0.898283	0.898283	
315000	0.879386	1	0.947046	0.947046	0.947046	0.947046	
316000	0.879386	1	0.908132	0.908132	0.908132	0.908132	
317000	0.879386	1	0.838611	0.838611	0.838611	0.838611	
318000	0.879386	1	0.977573	0.977573	0.977573	0.977573	
319000	0.879386	1	0.857762	0.857762	0.857762	0.857762	
320000	0.879386	1	0.905027	0.905027	0.905027	0.905027	
321000	0.879386	1	0.885502	0.885502	0.885502	0.885502	
322000	0.879386	1	0.924134	0.924134	0.924134	0.924134	
323000	0.879386	1	0.919435	0.919435	0.919435	0.919435	
324000	0.879386	1	0.867658	0.867658	0.867658	0.867658	
325000	0.879386	1	0.837902	0.837902	0.837902	0.837902	
326000	0.879386	1	0.903486	0.903486	0.903486	0.903486	
327000	0.879386	1	0.902111	0.902111	0.902111	0.902111	
328000	0.879386	1	0.887704	0.887704	0.887704	0.887704	
329000	0.879386	1	0.879527	0.879527	0.879527	0.879527	
330000	0.879386	1	0.862849	0.862849	0.862849	0.862849	
331000	0.879386	1	0.882283	0.882283	0.882283	0.882283	
332000	0.879386	1	0.903466	0.903466	0.903466	0.903466	
333000	0.879386	1	0.885034	0.885034	0.885034	0.885034	
334000	0.879386	1	1.027748	1.027748	1.027748	1.027748	
335000	0.879386	1	0.974671	0.974671	0.974671	0.974671	
336000	0.879386	1	0.973125	0.973125	0.973125	0.973125	
337000	0.879386	1	0.908171	0.908171	0.908171	0.908171	
338000	0.879386	1	0.872893	0.872893	0.872893	0.872893	
339000	0.879386	1	0.882063	0.882063	0.882063	0.882063	
340000	0.879386	1	0.887693	0.887693	0.887693	0.887693	
341000	0.879386	1	0.850288	0.850288	0.850288	0.850288	
342000	0.879386	1	0.940666	0.940666	0.940666	0.940666	
343000	0.879386	1	0.867848	0.867848	0.867848	0.867848	
344000	0.879386	1	0.895431	0.895431	0.895431	0.895431	
345000	0.879386	1	0.863022	0.863022	0.863022	0.863022	
346000	0.879386	1	0.898549	0.898549	0.898549	0.898549	
347000	0.879386	1	0.909684	0.909684	0.909684	0.909684	
348000	0.879386	1	0.914320	0.914320	0.914320	0.914320	
349000	0.879386	1	0.863719	0.863719	0.863719	0.863719	
350000	0.879386	1	0.900184	0.900184	0.900184	0.900184	
351000	0.879386	1	0.855810	0.855810	0.855810	0.855810	
352000	0.879386	1	0.934278	0.934278	0.934278	0.934278	
353000	0.879386	1	0.935851	0.935851	0.935851	0.935851	
354000	0.879386	1	0.865962	0.865962	0.865962	0.865962	
355000	0.879386	1	0.899470	0.899470	0.899470	0.899470	
356000	0.879386	1	0.894924	0.894924	0.894924	0.894924	
357000	0.879386	1	0.830242	0.830242	0.830242	0.830242	
358000	0.879386	1	0.880849	0.880849	0.880849	0.880849	
359000	0.879386	1	0.863187	0.863187	0.863187	0.863187	
360000	0.879386	1	0.866259	0.866259	0.866259	0.866259	
361000	0.879386	1	0.981904	0.981904	0.981904	0.981904	
362000	0.879386	1	0.884868	0.884868	0.884868	0.884868	
363000	0.879386	1	0.917482	0.917482	0.917482	0.917482	
364000	0.879386	1	0.849379	0.849379	0.849379	0.849379	
365000	0.879386	1	0.902237	0.902237	0.902237	0.902237	
366000	0.879386	1	0.856173	0.856173	0.856173	0.856173	
367000	0.879386	1	0.814415	0.814415	0.814415	0.814415	
368000	0.879386	1	0.856456	0.856456	0.856456	0.856456	
369000	0.879386	1	0.983352	0.983352	0.983352	0.983352	
370000	0.879386	1	0.878068	0.878068	0.878068	0.878068	
371000	0.879386	1	0.967924	0.967924	0.967924	0.967924	
372000	0.879386	1	0.888155	0.888155	0.888155	0.888155	
373000	0.879386	1	0.900545	0.900545	0.900545	0.900545	
374000	0.879386	1	0.897976	0.897976	0.897976	0.897976	
375000	0.879386	1	0.874800	0.874800	0.874800	0.874800	
376000	0.879386	1	0.897192	0.897192	0.897192	0.897192	
377000	0.879386	1	0.956132	0.956132	0.956132	0.956132	
378000	0.879386	1	0.894279	0.894279	0.894279	0.894279	
379000	0.879386	1	0.841140	0.841140	0.841140	0.841140	
380000	0.879386	1	1.060464	1.060464	1.060464	1.060464	
381000	0.879386	1	0.868125	0.868125	0.868125	0.868125	
382000	0.879386	1	0.876492	0.876492	0.876492	0.876492	
383000	0.879386	1	0.862738	0.862738	0.862738	0.862738	
384000	0.879386	1	0.853900	0.853900	0.853900	0.853900	
385000	0.879386	1	0.979182	0.979182	0.979182	0.979182	
386000	0.879386	1	0.907652	0.907652	0.907652	0.907652	
387000	0.879386	1	0.906391	0.906391	0.906391	0.906391	
388000	0.879386	1	0.964034	0.964034	0.964034	0.964034	
389000	0.879386	1	0.886701	0.886701	0.886701	0.886701	
390000	0.879386	1	0.906953	0.906953	0.906953	0.906953	
391000	0.879386	1	0.925791	0.925791	0.925791	0.925791	
392000	0.879386	1	0.931300	0.931300	0.931300	0.931300	
393000	0.879386	1	0.922111	0.922111	0.922111	0.922111	
394000	0.879386	1	0.964631	0.964631	0.964631	0.964631	
395000	0.879386	1	0.861572	0.861572	0.861572	0.861572	
396000	0.879386	1	0.958909	0.958909	0.958909	0.958909	
397000	0.879386	1	0.948741	0.948741	0.948741	0.948741	
398000	0.879386	1	0.967781	0.967781	0.967781	0.967781	
399000	0.879386	1	0.898099	0.898099	0.898099	0.898099	
400000	0.879386	1	1.028216	1.028216	1.028216	1.028216	
401000	0.879386	1	0.865214	0.865214	0.865214	0.865214	
402000	0.879386	1	0.996459	0.996459	0.996459	0.996459	
403000	0.879386	1	0.873918	0.873918	0.873918	0.873918	
404000	0.879386	1	0.941088	0.941088	0.941088	0.941088	
405000	0.879386	1	0.989271	0.989271	0.989271	0.989271	
406000	0.879386	1	0.884000	0.884000	0.884000	0.884000	
407000	0.879386	1	0.868082	0.868082	0.868082	0.868082	
408000	0.879386	1	0.953905	0.953905	0.953905	0.953905	
409000	0.879386	1	0.899468	0.899468	0.899468	0.899468	
410000	0.879386	1	0.997610	0.997610	0.997610	0.997610	
411000	0.879386	1	0.961614	0.961614	0.961614	0.961614	
412000	0.879386	1	0.886332	0.886332	0.886332	0.886332	
413000	0.879386	1	0.931493	0.931493	0.931493	0.931493	
414000	0.879386	1	0.948178	0.948178	0.948178	0.948178	
415000	0.879386	1	1.001713	1.001713	1.001713	1.001713	
416000	0.879386	1	0.872298	0.872298	0.872298	0.872298	
417000	0.879386	1	1.018326	1.018326	1.018326	1.018326	
418000	0.879386	1	0.894341	0.894341	0.894341	0.894341	
419000	0.879386	1	1.065745	1.065745	1.065745	1.065745	
420000	0.879386	1	0.998737	0.998737	0.998737	0.998737	
421000	0.879386	1	0.911451	0.911451	0.911451	0.911451	
422000	0.879386	1	0.834010	0.834010	0.834010	0.834010	
423000	0.879386	1	0.870612	0.870612	0.870612	0.870612	
424000	0.879386	1	0.885560	0.885560	0.885560	0.885560	
425000	0.879386	1	0.937138	0.937138	0.937138	0.937138	
426000	0.879386	1	0.961091	0.961091	0.961091	0.961091	
427000	0.879386	1	0.964491	0.964491	0.964491	0.964491	
428000	0.879386	1	0.926388	0.926388	0.926388	0.926388	
429000	0.879386	1	0.884448	0.884448	0.884448	0.884448	
430000	0.879386	1	1.023840	1.023840	1.023840	1.023840	
431000	0.879386	1	0.920415	0.920415	0.920415	0.920415	
432000	0.879386	1	0.870046	0.870046	0.870046	0.870046	
433000	0.879386	1	0.853561	0.853561	0.853561	0.853561	
434000	0.879386	1	0.939345	0.939345	0.939345	0.939345	
435000	0.879386	1	0.883865	0.883865	0.883865	0.883865	
436000	0.879386	1	0.906909	0.906909	0.906909	0.906909	
437000	0.879386	1	0.956216	0.956216	0.956216	0.956216	
438000	0.879386	1	0.937096	0.937096	0.937096	0.937096	
439000	0.879386	1	0.890708	0.890708	0.890708	0.890708	
440000	0.879386	1	0.969022	0.969022	0.969022	0.969022	
441000	0.879386	1	0.995710	0.995710	0.995710	0.995710	
442000	0.879386	1	0.908721	0.908721	0.908721	0.908721	
443000	0.879386	1	0.892443	0.892443	0.892443	0.892443	
444000	0.879386	1	0.950752	0.950752	0.950752	0.950752	
445000	0.879386	1	0.911872	0.911872	0.911872	0.911872	
446000	0.879386	1	0.912927	0.912927	0.912927	0.912927	
447000	0.879386	1	0.942842	0.942842	0.942842	0.942842	
448000	0.879386	1	0.950730	0.950730	0.950730	0.950730	
