Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
18000	0.879386	1	0.126824	0.241446	0.026805	0.198901	0.266703	0.139322	0.126824	0.241446	0.026805	0.198901	0.266703	0.139322	0.126824	0.241446	0.026805	0.198901	0.266703	0.139322	0.126824	0.241446	0.026805	0.198901	0.266703	0.139322	
19000	0.879386	1	0.123554	0.220520	0.038154	0.197136	0.289027	0.131610	0.123554	0.220520	0.038154	0.197136	0.289027	0.131610	0.123554	0.220520	0.038154	0.197136	0.289027	0.131610	0.123554	0.220520	0.038154	0.197136	0.289027	0.131610	
20000	0.879386	1	0.128265	0.261891	0.029246	0.157041	0.281788	0.141769	0.128265	0.261891	0.029246	0.157041	0.281788	0.141769	0.128265	0.261891	0.029246	0.157041	0.281788	0.141769	0.128265	0.261891	0.029246	0.157041	0.281788	0.141769	
21000	0.879386	1	0.133784	0.278880	0.024673	0.189197	0.250330	0.123136	0.133784	0.278880	0.024673	0.189197	0.250330	0.123136	0.133784	0.278880	0.024673	0.189197	0.250330	0.123136	0.133784	0.278880	0.024673	0.189197	0.250330	0.123136	
22000	0.879386	1	0.126439	0.231351	0.030647	0.180663	0.283617	0.147283	0.126439	0.231351	0.030647	0.180663	0.283617	0.147283	0.126439	0.231351	0.030647	0.180663	0.283617	0.147283	0.126439	0.231351	0.030647	0.180663	0.283617	0.147283	
23000	0.879386	2	0.142893	0.226891	0.051586	0.132053	0.260593	0.185984	0.142893	0.226891	0.051586	0.132053	0.260593	0.185984	0.186063	0.254759	0.018460	0.165020	0.268887	0.106811	0.186063	0.254759	0.018460	0.165020	0.268887	0.106811	
24000	0.879386	2	0.104696	0.236870	0.029210	0.189378	0.266564	0.173284	0.218254	0.205384	0.065836	0.072084	0.286831	0.151611	0.104696	0.236870	0.029210	0.189378	0.266564	0.173284	0.218254	0.205384	0.065836	0.072084	0.286831	0.151611	
25000	0.879386	1	0.112065	0.217076	0.039731	0.169745	0.280289	0.181095	0.112065	0.217076	0.039731	0.169745	0.280289	0.181095	0.112065	0.217076	0.039731	0.169745	0.280289	0.181095	0.112065	0.217076	0.039731	0.169745	0.280289	0.181095	
26000	0.879386	1	0.116434	0.240199	0.027109	0.202098	0.279615	0.134545	0.116434	0.240199	0.027109	0.202098	0.279615	0.134545	0.116434	0.240199	0.027109	0.202098	0.279615	0.134545	0.116434	0.240199	0.027109	0.202098	0.279615	0.134545	
27000	0.879386	1	0.123203	0.263627	0.025262	0.175869	0.249144	0.162895	0.123203	0.263627	0.025262	0.175869	0.249144	0.162895	0.123203	0.263627	0.025262	0.175869	0.249144	0.162895	0.123203	0.263627	0.025262	0.175869	0.249144	0.162895	
28000	0.879386	2	0.104074	0.258856	0.025756	0.207908	0.240841	0.162566	0.104074	0.258856	0.025756	0.207908	0.240841	0.162566	0.104074	0.258856	0.025756	0.207908	0.240841	0.162566	0.126203	0.296810	0.018734	0.111729	0.178329	0.268195	
29000	0.879386	1	0.112301	0.230299	0.036019	0.219373	0.277625	0.124384	0.112301	0.230299	0.036019	0.219373	0.277625	0.124384	0.112301	0.230299	0.036019	0.219373	0.277625	0.124384	0.112301	0.230299	0.036019	0.219373	0.277625	0.124384	
30000	0.879386	1	0.150921	0.231230	0.034450	0.173740	0.282549	0.127110	0.150921	0.231230	0.034450	0.173740	0.282549	0.127110	0.150921	0.231230	0.034450	0.173740	0.282549	0.127110	0.150921	0.231230	0.034450	0.173740	0.282549	0.127110	
31000	0.879386	1	0.139318	0.249474	0.033824	0.193675	0.235919	0.147789	0.139318	0.249474	0.033824	0.193675	0.235919	0.147789	0.139318	0.249474	0.033824	0.193675	0.235919	0.147789	0.139318	0.249474	0.033824	0.193675	0.235919	0.147789	
32000	0.879386	1	0.108722	0.252837	0.037728	0.195599	0.269589	0.135525	0.108722	0.252837	0.037728	0.195599	0.269589	0.135525	0.108722	0.252837	0.037728	0.195599	0.269589	0.135525	0.108722	0.252837	0.037728	0.195599	0.269589	0.135525	
33000	0.879386	1	0.104995	0.262029	0.032495	0.181793	0.263089	0.155599	0.104995	0.262029	0.032495	0.181793	0.263089	0.155599	0.104995	0.262029	0.032495	0.181793	0.263089	0.155599	0.104995	0.262029	0.032495	0.181793	0.263089	0.155599	
34000	0.879386	1	0.139304	0.220959	0.040250	0.188338	0.286090	0.125059	0.139304	0.220959	0.040250	0.188338	0.286090	0.125059	0.139304	0.220959	0.040250	0.188338	0.286090	0.125059	0.139304	0.220959	0.040250	0.188338	0.286090	0.125059	
35000	0.879386	1	0.131134	0.248745	0.040303	0.199237	0.247386	0.133194	0.131134	0.248745	0.040303	0.199237	0.247386	0.133194	0.131134	0.248745	0.040303	0.199237	0.247386	0.133194	0.131134	0.248745	0.040303	0.199237	0.247386	0.133194	
36000	0.879386	1	0.142661	0.234364	0.037348	0.198696	0.237781	0.149150	0.142661	0.234364	0.037348	0.198696	0.237781	0.149150	0.142661	0.234364	0.037348	0.198696	0.237781	0.149150	0.142661	0.234364	0.037348	0.198696	0.237781	0.149150	
37000	0.879386	1	0.145500	0.218161	0.041617	0.166152	0.303714	0.124856	0.145500	0.218161	0.041617	0.166152	0.303714	0.124856	0.145500	0.218161	0.041617	0.166152	0.303714	0.124856	0.145500	0.218161	0.041617	0.166152	0.303714	0.124856	
38000	0.879386	1	0.119738	0.227997	0.029139	0.220928	0.246565	0.155633	0.119738	0.227997	0.029139	0.220928	0.246565	0.155633	0.119738	0.227997	0.029139	0.220928	0.246565	0.155633	0.119738	0.227997	0.029139	0.220928	0.246565	0.155633	
39000	0.879386	1	0.116745	0.231613	0.035187	0.197555	0.280555	0.138344	0.116745	0.231613	0.035187	0.197555	0.280555	0.138344	0.116745	0.231613	0.035187	0.197555	0.280555	0.138344	0.116745	0.231613	0.035187	0.197555	0.280555	0.138344	
40000	0.879386	1	0.113440	0.234304	0.030018	0.200798	0.264943	0.156498	0.113440	0.234304	0.030018	0.200798	0.264943	0.156498	0.113440	0.234304	0.030018	0.200798	0.264943	0.156498	0.113440	0.234304	0.030018	0.200798	0.264943	0.156498	
41000	0.879386	1	0.117552	0.232022	0.030722	0.179374	0.287556	0.152774	0.117552	0.232022	0.030722	0.179374	0.287556	0.152774	0.117552	0.232022	0.030722	0.179374	0.287556	0.152774	0.117552	0.232022	0.030722	0.179374	0.287556	0.152774	
42000	0.879386	1	0.119657	0.216704	0.036164	0.161750	0.303951	0.161774	0.119657	0.216704	0.036164	0.161750	0.303951	0.161774	0.119657	0.216704	0.036164	0.161750	0.303951	0.161774	0.119657	0.216704	0.036164	0.161750	0.303951	0.161774	
43000	0.879386	1	0.110797	0.241320	0.033230	0.160820	0.286193	0.167639	0.110797	0.241320	0.033230	0.160820	0.286193	0.167639	0.110797	0.241320	0.033230	0.160820	0.286193	0.167639	0.110797	0.241320	0.033230	0.160820	0.286193	0.167639	
44000	0.879386	1	0.109262	0.240651	0.027620	0.185136	0.283464	0.153867	0.109262	0.240651	0.027620	0.185136	0.283464	0.153867	0.109262	0.240651	0.027620	0.185136	0.283464	0.153867	0.109262	0.240651	0.027620	0.185136	0.283464	0.153867	
45000	0.879386	1	0.128599	0.237794	0.041037	0.172279	0.268865	0.151427	0.128599	0.237794	0.041037	0.172279	0.268865	0.151427	0.128599	0.237794	0.041037	0.172279	0.268865	0.151427	0.128599	0.237794	0.041037	0.172279	0.268865	0.151427	
46000	0.879386	1	0.147838	0.211753	0.037723	0.174296	0.292744	0.135646	0.147838	0.211753	0.037723	0.174296	0.292744	0.135646	0.147838	0.211753	0.037723	0.174296	0.292744	0.135646	0.147838	0.211753	0.037723	0.174296	0.292744	0.135646	
47000	0.879386	1	0.124007	0.245951	0.028320	0.177632	0.285491	0.138599	0.124007	0.245951	0.028320	0.177632	0.285491	0.138599	0.124007	0.245951	0.028320	0.177632	0.285491	0.138599	0.124007	0.245951	0.028320	0.177632	0.285491	0.138599	
48000	0.879386	1	0.098067	0.250402	0.024017	0.196835	0.287671	0.143007	0.098067	0.250402	0.024017	0.196835	0.287671	0.143007	0.098067	0.250402	0.024017	0.196835	0.287671	0.143007	0.098067	0.250402	0.024017	0.196835	0.287671	0.143007	
49000	0.879386	1	0.119302	0.238609	0.032935	0.181416	0.287200	0.140538	0.119302	0.238609	0.032935	0.181416	0.287200	0.140538	0.119302	0.238609	0.032935	0.181416	0.287200	0.140538	0.119302	0.238609	0.032935	0.181416	0.287200	0.140538	
50000	0.879386	1	0.101546	0.254203	0.037424	0.189125	0.263859	0.153843	0.101546	0.254203	0.037424	0.189125	0.263859	0.153843	0.101546	0.254203	0.037424	0.189125	0.263859	0.153843	0.101546	0.254203	0.037424	0.189125	0.263859	0.153843	
51000	0.879386	1	0.105682	0.242430	0.035927	0.190313	0.280581	0.145067	0.105682	0.242430	0.035927	0.190313	0.280581	0.145067	0.105682	0.242430	0.035927	0.190313	0.280581	0.145067	0.105682	0.242430	0.035927	0.190313	0.280581	0.145067	
52000	0.879386	1	0.135705	0.236874	0.031796	0.157978	0.281092	0.156555	0.135705	0.236874	0.031796	0.157978	0.281092	0.156555	0.135705	0.236874	0.031796	0.157978	0.281092	0.156555	0.135705	0.236874	0.031796	0.157978	0.281092	0.156555	
53000	0.879386	1	0.104765	0.214549	0.035789	0.190801	0.307192	0.146904	0.104765	0.214549	0.035789	0.190801	0.307192	0.146904	0.104765	0.214549	0.035789	0.190801	0.307192	0.146904	0.104765	0.214549	0.035789	0.190801	0.307192	0.146904	
54000	0.879386	1	0.114040	0.220478	0.034220	0.231219	0.261607	0.138436	0.114040	0.220478	0.034220	0.231219	0.261607	0.138436	0.114040	0.220478	0.034220	0.231219	0.261607	0.138436	0.114040	0.220478	0.034220	0.231219	0.261607	0.138436	
55000	0.879386	1	0.136385	0.204430	0.039645	0.210737	0.294093	0.114711	0.136385	0.204430	0.039645	0.210737	0.294093	0.114711	0.136385	0.204430	0.039645	0.210737	0.294093	0.114711	0.136385	0.204430	0.039645	0.210737	0.294093	0.114711	
56000	0.879386	1	0.121212	0.226284	0.028319	0.195649	0.284023	0.144513	0.121212	0.226284	0.028319	0.195649	0.284023	0.144513	0.121212	0.226284	0.028319	0.195649	0.284023	0.144513	0.121212	0.226284	0.028319	0.195649	0.284023	0.144513	
57000	0.879386	1	0.127141	0.228097	0.040714	0.174008	0.280128	0.149911	0.127141	0.228097	0.040714	0.174008	0.280128	0.149911	0.127141	0.228097	0.040714	0.174008	0.280128	0.149911	0.127141	0.228097	0.040714	0.174008	0.280128	0.149911	
58000	0.879386	1	0.123634	0.292344	0.033134	0.136774	0.256848	0.157265	0.123634	0.292344	0.033134	0.136774	0.256848	0.157265	0.123634	0.292344	0.033134	0.136774	0.256848	0.157265	0.123634	0.292344	0.033134	0.136774	0.256848	0.157265	
59000	0.879386	1	0.128528	0.224673	0.038490	0.181078	0.284861	0.142371	0.128528	0.224673	0.038490	0.181078	0.284861	0.142371	0.128528	0.224673	0.038490	0.181078	0.284861	0.142371	0.128528	0.224673	0.038490	0.181078	0.284861	0.142371	
60000	0.879386	1	0.130737	0.245924	0.028833	0.187444	0.274441	0.132622	0.130737	0.245924	0.028833	0.187444	0.274441	0.132622	0.130737	0.245924	0.028833	0.187444	0.274441	0.132622	0.130737	0.245924	0.028833	0.187444	0.274441	0.132622	
61000	0.879386	1	0.127994	0.256523	0.036040	0.161915	0.246936	0.170592	0.127994	0.256523	0.036040	0.161915	0.246936	0.170592	0.127994	0.256523	0.036040	0.161915	0.246936	0.170592	0.127994	0.256523	0.036040	0.161915	0.246936	0.170592	
62000	0.879386	1	0.122709	0.245960	0.039217	0.193891	0.271986	0.126236	0.122709	0.245960	0.039217	0.193891	0.271986	0.126236	0.122709	0.245960	0.039217	0.193891	0.271986	0.126236	0.122709	0.245960	0.039217	0.193891	0.271986	0.126236	
63000	0.879386	1	0.123255	0.217075	0.030728	0.159222	0.272076	0.197645	0.123255	0.217075	0.030728	0.159222	0.272076	0.197645	0.123255	0.217075	0.030728	0.159222	0.272076	0.197645	0.123255	0.217075	0.030728	0.159222	0.272076	0.197645	
64000	0.879386	1	0.115358	0.214453	0.031562	0.198033	0.299006	0.141588	0.115358	0.214453	0.031562	0.198033	0.299006	0.141588	0.115358	0.214453	0.031562	0.198033	0.299006	0.141588	0.115358	0.214453	0.031562	0.198033	0.299006	0.141588	
65000	0.879386	1	0.107693	0.218978	0.029918	0.226504	0.278081	0.138827	0.107693	0.218978	0.029918	0.226504	0.278081	0.138827	0.107693	0.218978	0.029918	0.226504	0.278081	0.138827	0.107693	0.218978	0.029918	0.226504	0.278081	0.138827	
66000	0.879386	1	0.135364	0.209310	0.048605	0.192514	0.263109	0.151098	0.135364	0.209310	0.048605	0.192514	0.263109	0.151098	0.135364	0.209310	0.048605	0.192514	0.263109	0.151098	0.135364	0.209310	0.048605	0.192514	0.263109	0.151098	
67000	0.879386	1	0.119058	0.236432	0.050539	0.207854	0.262347	0.123771	0.119058	0.236432	0.050539	0.207854	0.262347	0.123771	0.119058	0.236432	0.050539	0.207854	0.262347	0.123771	0.119058	0.236432	0.050539	0.207854	0.262347	0.123771	
68000	0.879386	1	0.122734	0.228212	0.035501	0.189317	0.279077	0.145159	0.122734	0.228212	0.035501	0.189317	0.279077	0.145159	0.122734	0.228212	0.035501	0.189317	0.279077	0.145159	0.122734	0.228212	0.035501	0.189317	0.279077	0.145159	
69000	0.879386	1	0.119250	0.247800	0.022314	0.204223	0.268241	0.138173	0.119250	0.247800	0.022314	0.204223	0.268241	0.138173	0.119250	0.247800	0.022314	0.204223	0.268241	0.138173	0.119250	0.247800	0.022314	0.204223	0.268241	0.138173	
70000	0.879386	1	0.119712	0.217062	0.033404	0.205955	0.285073	0.138795	0.119712	0.217062	0.033404	0.205955	0.285073	0.138795	0.119712	0.217062	0.033404	0.205955	0.285073	0.138795	0.119712	0.217062	0.033404	0.205955	0.285073	0.138795	
71000	0.879386	1	0.122823	0.218870	0.028940	0.195734	0.287923	0.145711	0.122823	0.218870	0.028940	0.195734	0.287923	0.145711	0.122823	0.218870	0.028940	0.195734	0.287923	0.145711	0.122823	0.218870	0.028940	0.195734	0.287923	0.145711	
72000	0.879386	1	0.117574	0.251158	0.041903	0.200214	0.242059	0.147092	0.117574	0.251158	0.041903	0.200214	0.242059	0.147092	0.117574	0.251158	0.041903	0.200214	0.242059	0.147092	0.117574	0.251158	0.041903	0.200214	0.242059	0.147092	
73000	0.879386	1	0.136150	0.247220	0.036948	0.198040	0.251093	0.130550	0.136150	0.247220	0.036948	0.198040	0.251093	0.130550	0.136150	0.247220	0.036948	0.198040	0.251093	0.130550	0.136150	0.247220	0.036948	0.198040	0.251093	0.130550	
74000	0.879386	1	0.120478	0.206168	0.039908	0.210416	0.278053	0.144976	0.120478	0.206168	0.039908	0.210416	0.278053	0.144976	0.120478	0.206168	0.039908	0.210416	0.278053	0.144976	0.120478	0.206168	0.039908	0.210416	0.278053	0.144976	
75000	0.879386	1	0.130078	0.232217	0.021700	0.219760	0.277108	0.119137	0.130078	0.232217	0.021700	0.219760	0.277108	0.119137	0.130078	0.232217	0.021700	0.219760	0.277108	0.119137	0.130078	0.232217	0.021700	0.219760	0.277108	0.119137	
76000	0.879386	1	0.129612	0.233742	0.021826	0.143465	0.308174	0.163180	0.129612	0.233742	0.021826	0.143465	0.308174	0.163180	0.129612	0.233742	0.021826	0.143465	0.308174	0.163180	0.129612	0.233742	0.021826	0.143465	0.308174	0.163180	
77000	0.879386	1	0.125267	0.237631	0.037074	0.160126	0.279035	0.160866	0.125267	0.237631	0.037074	0.160126	0.279035	0.160866	0.125267	0.237631	0.037074	0.160126	0.279035	0.160866	0.125267	0.237631	0.037074	0.160126	0.279035	0.160866	
78000	0.879386	1	0.123805	0.200503	0.028173	0.183807	0.308981	0.154730	0.123805	0.200503	0.028173	0.183807	0.308981	0.154730	0.123805	0.200503	0.028173	0.183807	0.308981	0.154730	0.123805	0.200503	0.028173	0.183807	0.308981	0.154730	
79000	0.879386	2	0.100429	0.224424	0.026196	0.206351	0.300268	0.142332	0.201150	0.259437	0.060166	0.090069	0.196286	0.192892	0.100429	0.224424	0.026196	0.206351	0.300268	0.142332	0.201150	0.259437	0.060166	0.090069	0.196286	0.192892	
80000	0.879386	1	0.137866	0.217112	0.041904	0.195297	0.264921	0.142900	0.137866	0.217112	0.041904	0.195297	0.264921	0.142900	0.137866	0.217112	0.041904	0.195297	0.264921	0.142900	0.137866	0.217112	0.041904	0.195297	0.264921	0.142900	
81000	0.879386	1	0.134533	0.252861	0.034378	0.185541	0.252281	0.140407	0.134533	0.252861	0.034378	0.185541	0.252281	0.140407	0.134533	0.252861	0.034378	0.185541	0.252281	0.140407	0.134533	0.252861	0.034378	0.185541	0.252281	0.140407	
82000	0.879386	1	0.096649	0.228238	0.039717	0.219898	0.279766	0.135732	0.096649	0.228238	0.039717	0.219898	0.279766	0.135732	0.096649	0.228238	0.039717	0.219898	0.279766	0.135732	0.096649	0.228238	0.039717	0.219898	0.279766	0.135732	
83000	0.879386	1	0.123469	0.302896	0.050603	0.132384	0.250207	0.140441	0.123469	0.302896	0.050603	0.132384	0.250207	0.140441	0.123469	0.302896	0.050603	0.132384	0.250207	0.140441	0.123469	0.302896	0.050603	0.132384	0.250207	0.140441	
84000	0.879386	1	0.122008	0.246109	0.035588	0.168102	0.293563	0.134630	0.122008	0.246109	0.035588	0.168102	0.293563	0.134630	0.122008	0.246109	0.035588	0.168102	0.293563	0.134630	0.122008	0.246109	0.035588	0.168102	0.293563	0.134630	
85000	0.879386	1	0.133076	0.257530	0.040674	0.087152	0.308150	0.173418	0.133076	0.257530	0.040674	0.087152	0.308150	0.173418	0.133076	0.257530	0.040674	0.087152	0.308150	0.173418	0.133076	0.257530	0.040674	0.087152	0.308150	0.173418	
86000	0.879386	1	0.119615	0.243480	0.036234	0.185603	0.282142	0.132925	0.119615	0.243480	0.036234	0.185603	0.282142	0.132925	0.119615	0.243480	0.036234	0.185603	0.282142	0.132925	0.119615	0.243480	0.036234	0.185603	0.282142	0.132925	
87000	0.879386	1	0.107879	0.259573	0.036614	0.178565	0.270594	0.146776	0.107879	0.259573	0.036614	0.178565	0.270594	0.146776	0.107879	0.259573	0.036614	0.178565	0.270594	0.146776	0.107879	0.259573	0.036614	0.178565	0.270594	0.146776	
88000	0.879386	1	0.113034	0.252515	0.028921	0.191968	0.271883	0.141677	0.113034	0.252515	0.028921	0.191968	0.271883	0.141677	0.113034	0.252515	0.028921	0.191968	0.271883	0.141677	0.113034	0.252515	0.028921	0.191968	0.271883	0.141677	
89000	0.879386	1	0.134809	0.210273	0.029258	0.198396	0.293682	0.133583	0.134809	0.210273	0.029258	0.198396	0.293682	0.133583	0.134809	0.210273	0.029258	0.198396	0.293682	0.133583	0.134809	0.210273	0.029258	0.198396	0.293682	0.133583	
90000	0.879386	1	0.124755	0.222598	0.030503	0.200391	0.268834	0.152919	0.124755	0.222598	0.030503	0.200391	0.268834	0.152919	0.124755	0.222598	0.030503	0.200391	0.268834	0.152919	0.124755	0.222598	0.030503	0.200391	0.268834	0.152919	
91000	0.879386	1	0.123227	0.258663	0.035584	0.187305	0.253408	0.141814	0.123227	0.258663	0.035584	0.187305	0.253408	0.141814	0.123227	0.258663	0.035584	0.187305	0.253408	0.141814	0.123227	0.258663	0.035584	0.187305	0.253408	0.141814	
92000	0.879386	1	0.186310	0.205193	0.028372	0.126507	0.294320	0.159299	0.186310	0.205193	0.028372	0.126507	0.294320	0.159299	0.186310	0.205193	0.028372	0.126507	0.294320	0.159299	0.186310	0.205193	0.028372	0.126507	0.294320	0.159299	
93000	0.879386	1	0.123939	0.265291	0.025119	0.180042	0.244010	0.161598	0.123939	0.265291	0.025119	0.180042	0.244010	0.161598	0.123939	0.265291	0.025119	0.180042	0.244010	0.161598	0.123939	0.265291	0.025119	0.180042	0.244010	0.161598	
94000	0.879386	1	0.114606	0.250186	0.033505	0.188625	0.284146	0.128931	0.114606	0.250186	0.033505	0.188625	0.284146	0.128931	0.114606	0.250186	0.033505	0.188625	0.284146	0.128931	0.114606	0.250186	0.033505	0.188625	0.284146	0.128931	
95000	0.879386	2	0.127672	0.253649	0.034306	0.185230	0.241944	0.157199	0.177965	0.148647	0.054934	0.086121	0.304373	0.227960	0.127672	0.253649	0.034306	0.185230	0.241944	0.157199	0.127672	0.253649	0.034306	0.185230	0.241944	0.157199	
96000	0.879386	1	0.143673	0.258018	0.033138	0.175570	0.251277	0.138324	0.143673	0.258018	0.033138	0.175570	0.251277	0.138324	0.143673	0.258018	0.033138	0.175570	0.251277	0.138324	0.143673	0.258018	0.033138	0.175570	0.251277	0.138324	
97000	0.879386	1	0.114456	0.261569	0.051580	0.144429	0.262200	0.165766	0.114456	0.261569	0.051580	0.144429	0.262200	0.165766	0.114456	0.261569	0.051580	0.144429	0.262200	0.165766	0.114456	0.261569	0.051580	0.144429	0.262200	0.165766	
98000	0.879386	2	0.133379	0.228039	0.045680	0.172697	0.267772	0.152433	0.133379	0.228039	0.045680	0.172697	0.267772	0.152433	0.133379	0.228039	0.045680	0.172697	0.267772	0.152433	0.351393	0.212314	0.013906	0.054619	0.219590	0.148178	
99000	0.879386	1	0.137520	0.242256	0.040442	0.176087	0.268148	0.135547	0.137520	0.242256	0.040442	0.176087	0.268148	0.135547	0.137520	0.242256	0.040442	0.176087	0.268148	0.135547	0.137520	0.242256	0.040442	0.176087	0.268148	0.135547	
100000	0.879386	1	0.125982	0.229092	0.038766	0.189890	0.274291	0.141978	0.125982	0.229092	0.038766	0.189890	0.274291	0.141978	0.125982	0.229092	0.038766	0.189890	0.274291	0.141978	0.125982	0.229092	0.038766	0.189890	0.274291	0.141978	
101000	0.879386	2	0.085931	0.228714	0.033701	0.216163	0.273621	0.161870	0.085931	0.228714	0.033701	0.216163	0.273621	0.161870	0.139312	0.324899	0.031877	0.203145	0.190307	0.110460	0.139312	0.324899	0.031877	0.203145	0.190307	0.110460	
102000	0.879386	1	0.133996	0.246705	0.030708	0.189922	0.258845	0.139824	0.133996	0.246705	0.030708	0.189922	0.258845	0.139824	0.133996	0.246705	0.030708	0.189922	0.258845	0.139824	0.133996	0.246705	0.030708	0.189922	0.258845	0.139824	
103000	0.879386	1	0.109876	0.232301	0.031456	0.208540	0.288749	0.129077	0.109876	0.232301	0.031456	0.208540	0.288749	0.129077	0.109876	0.232301	0.031456	0.208540	0.288749	0.129077	0.109876	0.232301	0.031456	0.208540	0.288749	0.129077	
