Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
34000	0.879386	1	0.122508	0.254567	0.038977	0.199006	0.244395	0.140547	0.122508	0.254567	0.038977	0.199006	0.244395	0.140547	0.122508	0.254567	0.038977	0.199006	0.244395	0.140547	0.122508	0.254567	0.038977	0.199006	0.244395	0.140547	
35000	0.879386	1	0.117245	0.231967	0.031463	0.192536	0.292490	0.134299	0.117245	0.231967	0.031463	0.192536	0.292490	0.134299	0.117245	0.231967	0.031463	0.192536	0.292490	0.134299	0.117245	0.231967	0.031463	0.192536	0.292490	0.134299	
36000	0.879386	1	0.130866	0.255931	0.027724	0.182843	0.275284	0.127351	0.130866	0.255931	0.027724	0.182843	0.275284	0.127351	0.130866	0.255931	0.027724	0.182843	0.275284	0.127351	0.130866	0.255931	0.027724	0.182843	0.275284	0.127351	
37000	0.879386	2	0.114702	0.246966	0.028228	0.204455	0.252873	0.152775	0.276998	0.214155	0.043307	0.083002	0.239866	0.142672	0.114702	0.246966	0.028228	0.204455	0.252873	0.152775	0.276998	0.214155	0.043307	0.083002	0.239866	0.142672	
38000	0.879386	1	0.130419	0.245534	0.031505	0.198788	0.261279	0.132476	0.130419	0.245534	0.031505	0.198788	0.261279	0.132476	0.130419	0.245534	0.031505	0.198788	0.261279	0.132476	0.130419	0.245534	0.031505	0.198788	0.261279	0.132476	
39000	0.879386	2	0.095718	0.264107	0.033391	0.212045	0.270790	0.123949	0.186405	0.181809	0.050411	0.059746	0.338490	0.183141	0.095718	0.264107	0.033391	0.212045	0.270790	0.123949	0.186405	0.181809	0.050411	0.059746	0.338490	0.183141	
40000	0.879386	1	0.115254	0.238805	0.047750	0.183183	0.260396	0.154612	0.115254	0.238805	0.047750	0.183183	0.260396	0.154612	0.115254	0.238805	0.047750	0.183183	0.260396	0.154612	0.115254	0.238805	0.047750	0.183183	0.260396	0.154612	
41000	0.879386	1	0.139193	0.251323	0.020301	0.211753	0.224143	0.153287	0.139193	0.251323	0.020301	0.211753	0.224143	0.153287	0.139193	0.251323	0.020301	0.211753	0.224143	0.153287	0.139193	0.251323	0.020301	0.211753	0.224143	0.153287	
42000	0.879386	1	0.120155	0.231155	0.033409	0.183233	0.300802	0.131246	0.120155	0.231155	0.033409	0.183233	0.300802	0.131246	0.120155	0.231155	0.033409	0.183233	0.300802	0.131246	0.120155	0.231155	0.033409	0.183233	0.300802	0.131246	
43000	0.879386	1	0.083560	0.260778	0.037271	0.202742	0.246306	0.169343	0.083560	0.260778	0.037271	0.202742	0.246306	0.169343	0.083560	0.260778	0.037271	0.202742	0.246306	0.169343	0.083560	0.260778	0.037271	0.202742	0.246306	0.169343	
44000	0.879386	1	0.114499	0.262981	0.033842	0.206814	0.253705	0.128158	0.114499	0.262981	0.033842	0.206814	0.253705	0.128158	0.114499	0.262981	0.033842	0.206814	0.253705	0.128158	0.114499	0.262981	0.033842	0.206814	0.253705	0.128158	
45000	0.879386	1	0.109250	0.242609	0.028551	0.155544	0.297804	0.166241	0.109250	0.242609	0.028551	0.155544	0.297804	0.166241	0.109250	0.242609	0.028551	0.155544	0.297804	0.166241	0.109250	0.242609	0.028551	0.155544	0.297804	0.166241	
46000	0.879386	1	0.113183	0.233804	0.033838	0.204168	0.261758	0.153249	0.113183	0.233804	0.033838	0.204168	0.261758	0.153249	0.113183	0.233804	0.033838	0.204168	0.261758	0.153249	0.113183	0.233804	0.033838	0.204168	0.261758	0.153249	
47000	0.879386	1	0.131725	0.231229	0.032770	0.209391	0.250726	0.144159	0.131725	0.231229	0.032770	0.209391	0.250726	0.144159	0.131725	0.231229	0.032770	0.209391	0.250726	0.144159	0.131725	0.231229	0.032770	0.209391	0.250726	0.144159	
48000	0.879386	1	0.121660	0.254445	0.034249	0.185741	0.262056	0.141850	0.121660	0.254445	0.034249	0.185741	0.262056	0.141850	0.121660	0.254445	0.034249	0.185741	0.262056	0.141850	0.121660	0.254445	0.034249	0.185741	0.262056	0.141850	
49000	0.879386	1	0.123372	0.249984	0.031784	0.207078	0.250441	0.137342	0.123372	0.249984	0.031784	0.207078	0.250441	0.137342	0.123372	0.249984	0.031784	0.207078	0.250441	0.137342	0.123372	0.249984	0.031784	0.207078	0.250441	0.137342	
50000	0.879386	1	0.115706	0.256431	0.034484	0.206945	0.255166	0.131268	0.115706	0.256431	0.034484	0.206945	0.255166	0.131268	0.115706	0.256431	0.034484	0.206945	0.255166	0.131268	0.115706	0.256431	0.034484	0.206945	0.255166	0.131268	
51000	0.879386	1	0.127719	0.225533	0.040451	0.198686	0.266452	0.141158	0.127719	0.225533	0.040451	0.198686	0.266452	0.141158	0.127719	0.225533	0.040451	0.198686	0.266452	0.141158	0.127719	0.225533	0.040451	0.198686	0.266452	0.141158	
52000	0.879386	1	0.116968	0.214884	0.025724	0.186989	0.294067	0.161368	0.116968	0.214884	0.025724	0.186989	0.294067	0.161368	0.116968	0.214884	0.025724	0.186989	0.294067	0.161368	0.116968	0.214884	0.025724	0.186989	0.294067	0.161368	
53000	0.879386	1	0.140946	0.202284	0.041808	0.156573	0.325968	0.132421	0.140946	0.202284	0.041808	0.156573	0.325968	0.132421	0.140946	0.202284	0.041808	0.156573	0.325968	0.132421	0.140946	0.202284	0.041808	0.156573	0.325968	0.132421	
54000	0.879386	1	0.118500	0.206398	0.032330	0.208678	0.282226	0.151867	0.118500	0.206398	0.032330	0.208678	0.282226	0.151867	0.118500	0.206398	0.032330	0.208678	0.282226	0.151867	0.118500	0.206398	0.032330	0.208678	0.282226	0.151867	
55000	0.879386	1	0.125911	0.235613	0.032124	0.216279	0.264107	0.125965	0.125911	0.235613	0.032124	0.216279	0.264107	0.125965	0.125911	0.235613	0.032124	0.216279	0.264107	0.125965	0.125911	0.235613	0.032124	0.216279	0.264107	0.125965	
56000	0.879386	1	0.114393	0.220673	0.035483	0.185891	0.291740	0.151820	0.114393	0.220673	0.035483	0.185891	0.291740	0.151820	0.114393	0.220673	0.035483	0.185891	0.291740	0.151820	0.114393	0.220673	0.035483	0.185891	0.291740	0.151820	
57000	0.879386	1	0.116812	0.273751	0.033539	0.171119	0.263211	0.141569	0.116812	0.273751	0.033539	0.171119	0.263211	0.141569	0.116812	0.273751	0.033539	0.171119	0.263211	0.141569	0.116812	0.273751	0.033539	0.171119	0.263211	0.141569	
58000	0.879386	1	0.104154	0.232330	0.030301	0.202639	0.277671	0.152905	0.104154	0.232330	0.030301	0.202639	0.277671	0.152905	0.104154	0.232330	0.030301	0.202639	0.277671	0.152905	0.104154	0.232330	0.030301	0.202639	0.277671	0.152905	
59000	0.879386	1	0.119619	0.215126	0.036403	0.196930	0.288043	0.143879	0.119619	0.215126	0.036403	0.196930	0.288043	0.143879	0.119619	0.215126	0.036403	0.196930	0.288043	0.143879	0.119619	0.215126	0.036403	0.196930	0.288043	0.143879	
60000	0.879386	1	0.110943	0.225554	0.037630	0.183429	0.297650	0.144795	0.110943	0.225554	0.037630	0.183429	0.297650	0.144795	0.110943	0.225554	0.037630	0.183429	0.297650	0.144795	0.110943	0.225554	0.037630	0.183429	0.297650	0.144795	
61000	0.879386	1	0.149442	0.231845	0.038113	0.187709	0.269590	0.123300	0.149442	0.231845	0.038113	0.187709	0.269590	0.123300	0.149442	0.231845	0.038113	0.187709	0.269590	0.123300	0.149442	0.231845	0.038113	0.187709	0.269590	0.123300	
62000	0.879386	1	0.121267	0.259938	0.028298	0.201445	0.242608	0.146445	0.121267	0.259938	0.028298	0.201445	0.242608	0.146445	0.121267	0.259938	0.028298	0.201445	0.242608	0.146445	0.121267	0.259938	0.028298	0.201445	0.242608	0.146445	
63000	0.879386	1	0.104269	0.231816	0.036585	0.193143	0.270779	0.163409	0.104269	0.231816	0.036585	0.193143	0.270779	0.163409	0.104269	0.231816	0.036585	0.193143	0.270779	0.163409	0.104269	0.231816	0.036585	0.193143	0.270779	0.163409	
64000	0.879386	1	0.115708	0.224252	0.030224	0.187621	0.287021	0.155174	0.115708	0.224252	0.030224	0.187621	0.287021	0.155174	0.115708	0.224252	0.030224	0.187621	0.287021	0.155174	0.115708	0.224252	0.030224	0.187621	0.287021	0.155174	
65000	0.879386	1	0.125129	0.221647	0.043571	0.173564	0.279085	0.157005	0.125129	0.221647	0.043571	0.173564	0.279085	0.157005	0.125129	0.221647	0.043571	0.173564	0.279085	0.157005	0.125129	0.221647	0.043571	0.173564	0.279085	0.157005	
66000	0.879386	1	0.156046	0.243591	0.033243	0.188831	0.258644	0.119645	0.156046	0.243591	0.033243	0.188831	0.258644	0.119645	0.156046	0.243591	0.033243	0.188831	0.258644	0.119645	0.156046	0.243591	0.033243	0.188831	0.258644	0.119645	
67000	0.879386	1	0.139317	0.240418	0.018912	0.201772	0.261480	0.138102	0.139317	0.240418	0.018912	0.201772	0.261480	0.138102	0.139317	0.240418	0.018912	0.201772	0.261480	0.138102	0.139317	0.240418	0.018912	0.201772	0.261480	0.138102	
68000	0.879386	1	0.147336	0.237180	0.018804	0.196941	0.277058	0.122682	0.147336	0.237180	0.018804	0.196941	0.277058	0.122682	0.147336	0.237180	0.018804	0.196941	0.277058	0.122682	0.147336	0.237180	0.018804	0.196941	0.277058	0.122682	
69000	0.879386	1	0.126280	0.266676	0.041429	0.159648	0.252901	0.153066	0.126280	0.266676	0.041429	0.159648	0.252901	0.153066	0.126280	0.266676	0.041429	0.159648	0.252901	0.153066	0.126280	0.266676	0.041429	0.159648	0.252901	0.153066	
70000	0.879386	1	0.108041	0.225932	0.030870	0.222871	0.246558	0.165727	0.108041	0.225932	0.030870	0.222871	0.246558	0.165727	0.108041	0.225932	0.030870	0.222871	0.246558	0.165727	0.108041	0.225932	0.030870	0.222871	0.246558	0.165727	
71000	0.879386	1	0.134452	0.234238	0.031342	0.202852	0.253926	0.143189	0.134452	0.234238	0.031342	0.202852	0.253926	0.143189	0.134452	0.234238	0.031342	0.202852	0.253926	0.143189	0.134452	0.234238	0.031342	0.202852	0.253926	0.143189	
72000	0.879386	2	0.110765	0.225530	0.047310	0.196011	0.277135	0.143250	0.110765	0.225530	0.047310	0.196011	0.277135	0.143250	0.110765	0.225530	0.047310	0.196011	0.277135	0.143250	0.185808	0.195347	0.042953	0.175465	0.280665	0.119762	
73000	0.879386	1	0.138876	0.233921	0.034408	0.172724	0.275935	0.144136	0.138876	0.233921	0.034408	0.172724	0.275935	0.144136	0.138876	0.233921	0.034408	0.172724	0.275935	0.144136	0.138876	0.233921	0.034408	0.172724	0.275935	0.144136	
74000	0.879386	1	0.130154	0.260912	0.047174	0.162271	0.260169	0.139320	0.130154	0.260912	0.047174	0.162271	0.260169	0.139320	0.130154	0.260912	0.047174	0.162271	0.260169	0.139320	0.130154	0.260912	0.047174	0.162271	0.260169	0.139320	
75000	0.879386	1	0.131401	0.243855	0.043797	0.198518	0.262550	0.119879	0.131401	0.243855	0.043797	0.198518	0.262550	0.119879	0.131401	0.243855	0.043797	0.198518	0.262550	0.119879	0.131401	0.243855	0.043797	0.198518	0.262550	0.119879	
76000	0.879386	2	0.130991	0.250769	0.026899	0.193305	0.264420	0.133616	0.130991	0.250769	0.026899	0.193305	0.264420	0.133616	0.130991	0.250769	0.026899	0.193305	0.264420	0.133616	0.129127	0.373874	0.020928	0.093633	0.269046	0.113391	
77000	0.879386	1	0.166216	0.251894	0.028576	0.170506	0.258910	0.123898	0.166216	0.251894	0.028576	0.170506	0.258910	0.123898	0.166216	0.251894	0.028576	0.170506	0.258910	0.123898	0.166216	0.251894	0.028576	0.170506	0.258910	0.123898	
78000	0.879386	1	0.114959	0.249294	0.037226	0.225365	0.235582	0.137575	0.114959	0.249294	0.037226	0.225365	0.235582	0.137575	0.114959	0.249294	0.037226	0.225365	0.235582	0.137575	0.114959	0.249294	0.037226	0.225365	0.235582	0.137575	
79000	0.879386	1	0.121587	0.236390	0.027930	0.178757	0.282217	0.153118	0.121587	0.236390	0.027930	0.178757	0.282217	0.153118	0.121587	0.236390	0.027930	0.178757	0.282217	0.153118	0.121587	0.236390	0.027930	0.178757	0.282217	0.153118	
80000	0.879386	2	0.151586	0.134845	0.077474	0.141208	0.346781	0.148106	0.151586	0.134845	0.077474	0.141208	0.346781	0.148106	0.113922	0.346852	0.023512	0.269473	0.179386	0.066855	0.113922	0.346852	0.023512	0.269473	0.179386	0.066855	
81000	0.879386	1	0.129508	0.221798	0.031602	0.195294	0.283830	0.137969	0.129508	0.221798	0.031602	0.195294	0.283830	0.137969	0.129508	0.221798	0.031602	0.195294	0.283830	0.137969	0.129508	0.221798	0.031602	0.195294	0.283830	0.137969	
82000	0.879386	1	0.119759	0.241147	0.036755	0.171901	0.275620	0.154818	0.119759	0.241147	0.036755	0.171901	0.275620	0.154818	0.119759	0.241147	0.036755	0.171901	0.275620	0.154818	0.119759	0.241147	0.036755	0.171901	0.275620	0.154818	
83000	0.879386	1	0.250515	0.261820	0.032448	0.078885	0.242068	0.134264	0.250515	0.261820	0.032448	0.078885	0.242068	0.134264	0.250515	0.261820	0.032448	0.078885	0.242068	0.134264	0.250515	0.261820	0.032448	0.078885	0.242068	0.134264	
84000	0.879386	1	0.101343	0.260801	0.035437	0.219037	0.231150	0.152232	0.101343	0.260801	0.035437	0.219037	0.231150	0.152232	0.101343	0.260801	0.035437	0.219037	0.231150	0.152232	0.101343	0.260801	0.035437	0.219037	0.231150	0.152232	
85000	0.879386	1	0.107683	0.222849	0.035615	0.183844	0.279416	0.170593	0.107683	0.222849	0.035615	0.183844	0.279416	0.170593	0.107683	0.222849	0.035615	0.183844	0.279416	0.170593	0.107683	0.222849	0.035615	0.183844	0.279416	0.170593	
86000	0.879386	1	0.183848	0.185012	0.035283	0.108394	0.357165	0.130298	0.183848	0.185012	0.035283	0.108394	0.357165	0.130298	0.183848	0.185012	0.035283	0.108394	0.357165	0.130298	0.183848	0.185012	0.035283	0.108394	0.357165	0.130298	
87000	0.879386	1	0.110576	0.192922	0.035879	0.203592	0.305901	0.151129	0.110576	0.192922	0.035879	0.203592	0.305901	0.151129	0.110576	0.192922	0.035879	0.203592	0.305901	0.151129	0.110576	0.192922	0.035879	0.203592	0.305901	0.151129	
88000	0.879386	1	0.114683	0.251919	0.033490	0.186912	0.221925	0.191072	0.114683	0.251919	0.033490	0.186912	0.221925	0.191072	0.114683	0.251919	0.033490	0.186912	0.221925	0.191072	0.114683	0.251919	0.033490	0.186912	0.221925	0.191072	
89000	0.879386	1	0.103032	0.239568	0.033015	0.206035	0.275192	0.143158	0.103032	0.239568	0.033015	0.206035	0.275192	0.143158	0.103032	0.239568	0.033015	0.206035	0.275192	0.143158	0.103032	0.239568	0.033015	0.206035	0.275192	0.143158	
90000	0.879386	1	0.110336	0.240324	0.028128	0.215076	0.260154	0.145982	0.110336	0.240324	0.028128	0.215076	0.260154	0.145982	0.110336	0.240324	0.028128	0.215076	0.260154	0.145982	0.110336	0.240324	0.028128	0.215076	0.260154	0.145982	
91000	0.879386	1	0.157477	0.236423	0.039323	0.134241	0.256750	0.175786	0.157477	0.236423	0.039323	0.134241	0.256750	0.175786	0.157477	0.236423	0.039323	0.134241	0.256750	0.175786	0.157477	0.236423	0.039323	0.134241	0.256750	0.175786	
92000	0.879386	1	0.110937	0.257441	0.037609	0.204292	0.247678	0.142043	0.110937	0.257441	0.037609	0.204292	0.247678	0.142043	0.110937	0.257441	0.037609	0.204292	0.247678	0.142043	0.110937	0.257441	0.037609	0.204292	0.247678	0.142043	
93000	0.879386	1	0.151534	0.224933	0.030918	0.194588	0.266879	0.131149	0.151534	0.224933	0.030918	0.194588	0.266879	0.131149	0.151534	0.224933	0.030918	0.194588	0.266879	0.131149	0.151534	0.224933	0.030918	0.194588	0.266879	0.131149	
94000	0.879386	1	0.112826	0.235802	0.033566	0.190519	0.294660	0.132628	0.112826	0.235802	0.033566	0.190519	0.294660	0.132628	0.112826	0.235802	0.033566	0.190519	0.294660	0.132628	0.112826	0.235802	0.033566	0.190519	0.294660	0.132628	
95000	0.879386	1	0.121708	0.217956	0.020527	0.195109	0.301801	0.142899	0.121708	0.217956	0.020527	0.195109	0.301801	0.142899	0.121708	0.217956	0.020527	0.195109	0.301801	0.142899	0.121708	0.217956	0.020527	0.195109	0.301801	0.142899	
96000	0.879386	1	0.091761	0.266376	0.038350	0.178907	0.278171	0.146434	0.091761	0.266376	0.038350	0.178907	0.278171	0.146434	0.091761	0.266376	0.038350	0.178907	0.278171	0.146434	0.091761	0.266376	0.038350	0.178907	0.278171	0.146434	
97000	0.879386	1	0.122647	0.238118	0.031496	0.187630	0.272108	0.148001	0.122647	0.238118	0.031496	0.187630	0.272108	0.148001	0.122647	0.238118	0.031496	0.187630	0.272108	0.148001	0.122647	0.238118	0.031496	0.187630	0.272108	0.148001	
98000	0.879386	1	0.119634	0.259879	0.028747	0.202929	0.249265	0.139546	0.119634	0.259879	0.028747	0.202929	0.249265	0.139546	0.119634	0.259879	0.028747	0.202929	0.249265	0.139546	0.119634	0.259879	0.028747	0.202929	0.249265	0.139546	
99000	0.879386	1	0.119250	0.245832	0.032844	0.184588	0.274889	0.142597	0.119250	0.245832	0.032844	0.184588	0.274889	0.142597	0.119250	0.245832	0.032844	0.184588	0.274889	0.142597	0.119250	0.245832	0.032844	0.184588	0.274889	0.142597	
100000	0.879386	1	0.145092	0.260835	0.039926	0.194716	0.252974	0.106458	0.145092	0.260835	0.039926	0.194716	0.252974	0.106458	0.145092	0.260835	0.039926	0.194716	0.252974	0.106458	0.145092	0.260835	0.039926	0.194716	0.252974	0.106458	
101000	0.879386	1	0.145686	0.257733	0.030950	0.184945	0.249078	0.131608	0.145686	0.257733	0.030950	0.184945	0.249078	0.131608	0.145686	0.257733	0.030950	0.184945	0.249078	0.131608	0.145686	0.257733	0.030950	0.184945	0.249078	0.131608	
102000	0.879386	1	0.116973	0.267701	0.033841	0.184150	0.253925	0.143411	0.116973	0.267701	0.033841	0.184150	0.253925	0.143411	0.116973	0.267701	0.033841	0.184150	0.253925	0.143411	0.116973	0.267701	0.033841	0.184150	0.253925	0.143411	
103000	0.879386	1	0.113939	0.261912	0.036493	0.179938	0.264870	0.142848	0.113939	0.261912	0.036493	0.179938	0.264870	0.142848	0.113939	0.261912	0.036493	0.179938	0.264870	0.142848	0.113939	0.261912	0.036493	0.179938	0.264870	0.142848	
